,species,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear,range.cat,year,IUCN,rangesize,icmbio.cat
886,Leptodactylus furnarius,1305634,619195,686439,0.4742,0.009,0.3347,0.015,0.0679,2005,Partial,1978,LC,1856186,LC
887,Leptodactylus furnarius,1305633,648092,657541,0.4964,0.0086,0.3368,0.012,0.05,2000,Partial,1978,LC,1856186,LC
888,Leptodactylus furnarius,1305633,606502,699131,0.4645,0.0128,0.3237,0.024,0.0684,2010,Partial,1978,LC,1856186,LC
889,Leptodactylus furnarius,1305612,585617,719995,0.4485,0.0209,0.2921,0.0293,0.0957,2020,Partial,1978,LC,1856186,LC
890,Leptodactylus furnarius,1305627,588114,717513,0.4504,0.0185,0.3101,0.0307,0.0836,2015,Partial,1978,LC,1856186,LC
891,Leptodactylus kilombo*,28997,20589,8408,0.71,0.0045,0.1467,0,0.0625,2000,Restricted,2020,-,32359,-
892,Leptodactylus kilombo*,28996,18918,10078,0.6524,8.00E-04,0.1654,0,0.1001,2005,Restricted,2020,-,32359,-
893,Leptodactylus kilombo*,28996,15893,13103,0.5481,0.0011,0.1782,0,0.1755,2020,Restricted,2020,-,32359,-
894,Leptodactylus kilombo*,28996,17422,11574,0.6008,9.00E-04,0.1769,0,0.1352,2010,Restricted,2020,-,32359,-
895,Leptodactylus kilombo*,28995,16242,12753,0.5602,0.0013,0.1798,0,0.1768,2015,Restricted,2020,-,32359,-
896,Leptodactylus pustulatus,946770,696634,250136,0.7358,8.00E-04,0.1713,2.00E-04,0.0358,2000,Partial,1970,LC,1805011,LC
897,Leptodactylus pustulatus,946770,612020,334750,0.6464,0.0028,0.187,9.00E-04,0.1014,2020,Partial,1970,LC,1805011,LC
898,Leptodactylus pustulatus,946769,644254,302515,0.6805,0.0011,0.193,6.00E-04,0.0661,2010,Partial,1970,LC,1805011,LC
899,Leptodactylus pustulatus,946770,617260,329510,0.652,0.0024,0.1978,9.00E-04,0.0898,2015,Partial,1970,LC,1805011,LC
900,Leptodactylus pustulatus,946770,663154,283616,0.7004,7.00E-04,0.1869,2.00E-04,0.0553,2005,Partial,1970,LC,1805011,LC
901,Leptodactylus sertanejo,1463510,686055,777455,0.4688,0.0165,0.2749,0.0277,0.1052,2020,Wide,2007,LC,1955949,LC
902,Leptodactylus sertanejo,1463531,712822,750709,0.4871,0.0095,0.3051,0.0223,0.0742,2010,Wide,2007,LC,1955949,LC
903,Leptodactylus sertanejo,1463533,765103,698430,0.5228,0.0061,0.3163,0.0108,0.0518,2000,Wide,2007,LC,1955949,LC
904,Leptodactylus sertanejo,1463527,690647,772880,0.4719,0.0145,0.2913,0.029,0.0917,2015,Wide,2007,LC,1955949,LC
905,Leptodactylus sertanejo,1463532,729193,734339,0.4982,0.0065,0.3152,0.0137,0.0717,2005,Wide,2007,LC,1955949,LC
906,Leptodactylus tapiti,370,332,38,0.8973,0.0027,0.0459,0,0.027,2020,Restricted,1978,DD,369,LC
907,Leptodactylus tapiti,371,333,38,0.8976,0.0027,0.0674,0,0.0081,2010,Restricted,1978,DD,369,LC
908,Leptodactylus tapiti,370,333,37,0.9,0.0027,0.0568,0,0.0189,2015,Restricted,1978,DD,369,LC
909,Leptodactylus tapiti,367,334,33,0.9101,0,0.0599,0,0.0027,2005,Restricted,1978,DD,369,LC
910,Leptodactylus tapiti,370,335,35,0.9054,0.0027,0.0676,0,0.0027,2000,Restricted,1978,DD,369,LC
911,Liotyphlops schubarti,710,148,562,0.2085,0.0535,0.0507,0.2408,0.0408,2010,Restricted,1948,DD,709,DD
912,Liotyphlops schubarti,709,144,565,0.2031,0.0621,0.0296,0.2511,0.0917,2020,Restricted,1948,DD,709,DD
913,Liotyphlops schubarti,709,146,563,0.2059,0.0508,0.086,0.1537,0.0705,2005,Restricted,1948,DD,709,DD
914,Liotyphlops schubarti,708,142,566,0.2006,0.0607,0.0381,0.2627,0.0523,2015,Restricted,1948,DD,709,DD
915,Liotyphlops schubarti,708,146,562,0.2062,0.0452,0.1116,0.113,0.0734,2000,Restricted,1948,DD,709,DD
916,Liotyphlops taylori*,366,301,65,0.8224,0,0.153,0,0,2010,Restricted,2018,-,367,LC
917,Liotyphlops taylori*,367,304,63,0.8283,0,0.1444,0,0,2005,Restricted,2018,-,367,LC
918,Liotyphlops taylori*,366,296,70,0.8087,0,0.1694,0,0,2020,Restricted,2018,-,367,LC
919,Liotyphlops taylori*,367,309,58,0.842,0,0.1253,0,0,2000,Restricted,2018,-,367,LC
920,Liotyphlops taylori*,368,301,67,0.8179,0,0.1549,0,0,2015,Restricted,2018,-,367,LC
921,Lonchophylla bokermanni,12322,10117,2205,0.8211,0.1065,0.0484,0,0,2010,Restricted,1978,EN,33611,VU
922,Lonchophylla bokermanni,12323,9878,2445,0.8016,0.1268,0.0457,0,0,2020,Restricted,1978,EN,33611,VU
923,Lonchophylla bokermanni,12322,10280,2042,0.8343,0.0896,0.0534,0,0,2005,Restricted,1978,EN,33611,VU
924,Lonchophylla bokermanni,12322,9892,2430,0.8028,0.116,0.0584,0,0,2015,Restricted,1978,EN,33611,VU
925,Lonchophylla bokermanni,12321,10385,1936,0.8429,0.0884,0.0431,0,0,2000,Restricted,1978,EN,33611,VU
926,Lonchophylla dekeyseri,1233382,752400,480982,0.61,0.0043,0.2034,0.003,0.1105,2020,Partial,1983,EN,1888936,EN
927,Lonchophylla dekeyseri,1233382,786299,447083,0.6375,0.0024,0.212,0.0012,0.079,2010,Partial,1983,EN,1888936,EN
928,Lonchophylla dekeyseri,1233380,758972,474408,0.6154,0.004,0.2137,0.0027,0.0992,2015,Partial,1983,EN,1888936,EN
929,Lonchophylla dekeyseri,1233381,805537,427844,0.6531,0.0017,0.2094,3.00E-04,0.0714,2005,Partial,1983,EN,1888936,EN
930,Lonchophylla dekeyseri,1233380,843453,389927,0.6839,0.0018,0.1999,1.00E-04,0.0504,2000,Partial,1983,EN,1888936,EN
931,Lycalopex vetulus,1751380,952985,798395,0.5441,0.0092,0.264,0.0188,0.0707,2010,Wide,1842,NT,2865103,VU
932,Lycalopex vetulus,1751373,923312,828061,0.5272,0.0137,0.2545,0.0245,0.0881,2015,Wide,1842,NT,2865103,VU
933,Lycalopex vetulus,1751379,973081,778298,0.5556,0.0064,0.2721,0.0115,0.0672,2005,Wide,1842,NT,2865103,VU
934,Lycalopex vetulus,1751355,916241,835114,0.5232,0.0156,0.2407,0.0234,0.1006,2020,Wide,1842,NT,2865103,VU
935,Lycalopex vetulus,1751380,1018134,733246,0.5813,0.0062,0.2709,0.0091,0.0485,2000,Wide,1842,NT,2865103,VU
936,Lygophis paucidens,1475881,843583,632298,0.5716,0.0044,0.2738,0.0031,0.0707,2010,Partial,1953,LC,2337650,LC
937,Lygophis paucidens,1475882,863351,612531,0.585,0.0025,0.2756,6.00E-04,0.0657,2005,Partial,1953,LC,2337650,LC
938,Lygophis paucidens,1475880,814570,661310,0.5519,0.0085,0.2681,0.0069,0.0901,2015,Partial,1953,LC,2337650,LC
939,Lygophis paucidens,1475881,904410,571471,0.6128,0.0025,0.2686,2.00E-04,0.0459,2000,Partial,1953,LC,2337650,LC
940,Lygophis paucidens,1475878,807705,668173,0.5473,0.0101,0.2541,0.0068,0.1037,2020,Partial,1953,LC,2337650,LC
941,Lysapsus caraya,32572,27968,4604,0.8587,0,0.1244,0,0.002,2010,Restricted,1964,LC,36218,LC
942,Lysapsus caraya,32571,28202,4369,0.8659,0,0.1212,0,0.001,2005,Restricted,1964,LC,36218,LC
943,Lysapsus caraya,32573,27590,4983,0.847,0,0.1149,0,0.0146,2020,Restricted,1964,LC,36218,LC
944,Lysapsus caraya,32574,28711,3863,0.8814,0,0.1042,0,4.00E-04,2000,Restricted,1964,LC,36218,LC
945,Lysapsus caraya,32571,27594,4977,0.8472,0,0.1304,0,0.0069,2015,Restricted,1964,LC,36218,LC
946,Manciola guaporicola,929695,406707,522988,0.4375,0.005,0.3346,0.0273,0.095,2010,Partial,1935,LC,1791497,LC
947,Manciola guaporicola,929692,412867,516825,0.4441,0.0032,0.3447,0.0169,0.0964,2005,Partial,1935,LC,1791497,LC
948,Manciola guaporicola,929692,439087,490605,0.4723,0.0031,0.3461,0.0134,0.0736,2000,Partial,1935,LC,1791497,LC
949,Manciola guaporicola,929679,396033,533646,0.426,0.0116,0.3013,0.0345,0.1229,2020,Partial,1935,LC,1791497,LC
950,Manciola guaporicola,929687,399473,530214,0.4297,0.0101,0.3156,0.0356,0.1108,2015,Partial,1935,LC,1791497,LC
951,Melanopareia torquata,1796368,971098,825270,0.5406,0.007,0.2835,0.0113,0.0692,2005,Wide,1831,LC,3451937,LC
952,Melanopareia torquata,1796343,913971,882372,0.5088,0.0165,0.2489,0.0232,0.1048,2020,Wide,1831,LC,3451937,LC
953,Melanopareia torquata,1796371,1017597,778774,0.5665,0.0067,0.2825,0.0089,0.0497,2000,Wide,1831,LC,3451937,LC
954,Melanopareia torquata,1796361,920997,875364,0.5127,0.0145,0.2638,0.0245,0.0911,2015,Wide,1831,LC,3451937,LC
955,Melanopareia torquata,1796368,950366,846002,0.529,0.0099,0.275,0.0187,0.073,2010,Wide,1831,LC,3451937,LC
956,Micrablepharus atticolus,874201,395618,478583,0.4525,0.0033,0.3232,0.0185,0.1015,2005,Partial,1996,LC,1165723,LC
957,Micrablepharus atticolus,874191,380022,494169,0.4347,0.0093,0.2794,0.0374,0.1297,2020,Partial,1996,LC,1165723,LC
958,Micrablepharus atticolus,874201,418853,455348,0.4791,0.0031,0.3277,0.0148,0.0775,2000,Partial,1996,LC,1165723,LC
959,Micrablepharus atticolus,874197,382277,491920,0.4373,0.0085,0.2946,0.0386,0.1176,2015,Partial,1996,LC,1165723,LC
960,Micrablepharus atticolus,874202,389861,484341,0.446,0.0047,0.3121,0.0296,0.101,2010,Partial,1996,LC,1165723,LC
961,Microakodontomys transitorius,734,517,217,0.7044,0,0.0872,0,0.0136,2000,Restricted,1993,EN,733,EN
962,Microakodontomys transitorius,733,508,225,0.693,0,0.0696,0,0.03,2020,Restricted,1993,EN,733,EN
963,Microakodontomys transitorius,733,510,223,0.6958,0,0.0805,0,0.0177,2015,Restricted,1993,EN,733,EN
964,Microakodontomys transitorius,731,513,218,0.7018,0,0.0807,0,0.0246,2005,Restricted,1993,EN,733,EN
965,Microakodontomys transitorius,732,512,220,0.6995,0,0.071,0,0.0273,2010,Restricted,1993,EN,733,EN
966,Microspingus cinereus,806579,331291,475288,0.4107,0.0089,0.3923,0.013,0.0613,2000,Partial,1850,LC,1081620,LC
967,Microspingus cinereus,806571,305178,501393,0.3784,0.0207,0.3316,0.0343,0.0998,2020,Partial,1850,LC,1081620,LC
968,Microspingus cinereus,806577,306333,500244,0.3798,0.019,0.3501,0.0352,0.0863,2015,Partial,1850,LC,1081620,LC
969,Microspingus cinereus,806579,313533,493046,0.3887,0.013,0.367,0.0267,0.0755,2010,Partial,1850,LC,1081620,LC
970,Microspingus cinereus,806580,317703,488877,0.3939,0.0095,0.3826,0.0165,0.0801,2005,Partial,1850,LC,1081620,LC
971,Micrurus brasiliensis,485296,342342,142954,0.7054,0.0044,0.1513,5.00E-04,0.0806,2020,Partial,1967,LC,626550,LC
972,Micrurus brasiliensis,485297,385014,100283,0.7934,0.0025,0.1302,0,0.0246,2000,Partial,1967,LC,626550,LC
973,Micrurus brasiliensis,485295,343942,141353,0.7087,0.004,0.1629,4.00E-04,0.0726,2015,Partial,1967,LC,626550,LC
974,Micrurus brasiliensis,485297,360330,124967,0.7425,0.0029,0.1502,0,0.0524,2010,Partial,1967,LC,626550,LC
975,Micrurus brasiliensis,485296,371361,113935,0.7652,0.002,0.1431,0,0.0398,2005,Partial,1967,LC,626550,LC
976,Micrurus tricolor,56582,26513,30069,0.4686,0.0022,0.3921,0.0029,0.0496,2020,Partial,1956,LC,197935,LC
977,Micrurus tricolor,56584,26943,29641,0.4762,0.0019,0.4052,0.0038,0.0308,2015,Partial,1956,LC,197935,LC
978,Micrurus tricolor,56583,27581,29002,0.4874,2.00E-04,0.4215,4.00E-04,0.0169,2005,Partial,1956,LC,197935,LC
979,Micrurus tricolor,56583,27102,29481,0.479,0.001,0.4193,0.0037,0.0185,2010,Partial,1956,LC,197935,LC
980,Micrurus tricolor,56584,28945,27639,0.5115,1.00E-04,0.3984,1.00E-04,0.0129,2000,Partial,1956,LC,197935,LC
981,Monodelphis kunsi,1395007,604014,790993,0.433,0.0173,0.3015,0.0297,0.1072,2020,Partial,1975,LC,3347924,LC
982,Monodelphis kunsi,1395022,607314,787708,0.4353,0.0152,0.3195,0.0314,0.0923,2015,Partial,1975,LC,3347924,LC
983,Monodelphis kunsi,1395031,633470,761561,0.4541,0.0067,0.348,0.0145,0.0765,2005,Partial,1975,LC,3347924,LC
984,Monodelphis kunsi,1395031,622501,772530,0.4462,0.0099,0.3363,0.0239,0.0768,2010,Partial,1975,LC,3347924,LC
985,Monodelphis kunsi,1395034,668384,726650,0.4791,0.0064,0.3489,0.0114,0.0569,2000,Partial,1975,LC,3347924,LC
986,Monodelphis sanctaerosae,369,290,79,0.7859,0,0.1626,0,0.0163,2020,Restricted,2012,-,734,-
987,Monodelphis sanctaerosae,368,292,76,0.7935,0,0.1576,0,0.019,2015,Restricted,2012,-,734,-
988,Monodelphis sanctaerosae,368,301,67,0.8179,0,0.1522,0,0.0082,2005,Restricted,2012,-,734,-
989,Monodelphis sanctaerosae,368,302,66,0.8207,0,0.144,0,0.0082,2010,Restricted,2012,-,734,-
990,Monodelphis sanctaerosae,368,305,63,0.8288,0,0.1277,0,0.0082,2000,Restricted,2012,-,734,-
991,Myiothlypis leucophrys,1293285,572190,721095,0.4424,0.0172,0.2925,0.0289,0.1107,2020,Partial,1868,LC,1694948,LC
992,Myiothlypis leucophrys,1293294,574616,718678,0.4443,0.0151,0.3101,0.0299,0.098,2015,Partial,1868,LC,1694948,LC
993,Myiothlypis leucophrys,1293301,604796,688505,0.4676,0.0066,0.3344,0.0138,0.0802,2005,Partial,1868,LC,1694948,LC
994,Myiothlypis leucophrys,1293300,592440,700860,0.4581,0.0097,0.324,0.0227,0.0817,2010,Partial,1868,LC,1694948,LC
995,Myiothlypis leucophrys,1293302,636994,656308,0.4925,0.0064,0.3358,0.0109,0.06,2000,Partial,1868,LC,1694948,LC
996,Neothraupis fasciata,1822371,932760,889611,0.5118,0.0159,0.2497,0.0228,0.1035,2020,Wide,1823,NT,4017704,LC
997,Neothraupis fasciata,1822385,939762,882623,0.5157,0.014,0.2644,0.0241,0.09,2015,Wide,1823,NT,4017704,LC
998,Neothraupis fasciata,1822393,991423,830970,0.544,0.0067,0.2828,0.0112,0.0683,2005,Wide,1823,NT,4017704,LC
999,Neothraupis fasciata,1822395,969937,852458,0.5322,0.0095,0.2749,0.0184,0.0721,2010,Wide,1823,NT,4017704,LC
1000,Neothraupis fasciata,1822396,1039613,782783,0.5705,0.0064,0.2807,0.0088,0.0491,2000,Wide,1823,NT,4017704,LC
1001,Nothura minor,848348,261373,586975,0.3081,0.0279,0.3533,0.0486,0.1127,2020,Partial,1825,VU,1222422,EN
1002,Nothura minor,848365,262943,585422,0.3099,0.0245,0.3743,0.0514,0.0926,2015,Partial,1825,VU,1222422,EN
1003,Nothura minor,848374,269077,579297,0.3172,0.0112,0.428,0.0238,0.0839,2005,Partial,1825,VU,1222422,EN
1004,Nothura minor,848373,266806,581567,0.3145,0.0163,0.403,0.0392,0.0802,2010,Partial,1825,VU,1222422,EN
1005,Nothura minor,848374,281814,566560,0.3322,0.0105,0.4443,0.0188,0.0635,2000,Partial,1825,VU,1222422,EN
1006,Nyctiprogne vielliardi,34488,21758,12730,0.6309,0.0173,0.2581,0.0032,0.0129,2015,Restricted,1994,LC,47687,EN
1007,Nyctiprogne vielliardi,34488,22732,11756,0.6591,0.0124,0.232,0,0.0073,2010,Restricted,1994,LC,47687,EN
1008,Nyctiprogne vielliardi,34488,23387,11101,0.6781,0.0079,0.222,0,0.007,2005,Restricted,1994,LC,47687,EN
1009,Nyctiprogne vielliardi,34486,23606,10880,0.6845,0.0099,0.2235,0,0.0093,2000,Restricted,1994,LC,47687,EN
1010,Nyctiprogne vielliardi,34488,22173,12315,0.6429,0.0188,0.2313,0.0047,0.0161,2020,Restricted,1994,LC,47687,EN
1011,Nystalus striatipectus,154180,44014,110166,0.2855,0.0131,0.4941,0.0169,0.087,2015,Partial,1854,-,263013,LC
1012,Nystalus striatipectus,154180,44902,109278,0.2912,0.0041,0.5384,7.00E-04,0.0673,2005,Partial,1854,-,263013,LC
1013,Nystalus striatipectus,154182,44054,110128,0.2857,0.0061,0.5293,0.0072,0.068,2010,Partial,1854,-,263013,LC
1014,Nystalus striatipectus,154181,48573,105608,0.315,0.0041,0.5337,0,0.0476,2000,Partial,1854,-,263013,LC
1015,Nystalus striatipectus,154180,43668,110512,0.2832,0.0153,0.4702,0.0148,0.1208,2020,Partial,1854,-,263013,LC
1016,Odontophrynus cultripes,469744,147506,322238,0.314,0.0179,0.345,0.0601,0.0809,2010,Partial,1862,LC,602779,LC
1017,Odontophrynus cultripes,469744,148736,321008,0.3166,0.0132,0.3758,0.0383,0.0862,2005,Partial,1862,LC,602779,LC
1018,Odontophrynus cultripes,469740,144694,325046,0.308,0.0234,0.3153,0.0745,0.0926,2015,Partial,1862,LC,602779,LC
1019,Odontophrynus cultripes,469743,152655,317088,0.325,0.0123,0.406,0.0308,0.0656,2000,Partial,1862,LC,602779,LC
1020,Odontophrynus cultripes,469728,144132,325596,0.3068,0.0249,0.2925,0.0712,0.1124,2020,Partial,1862,LC,602779,LC
1021,Odontophrynus juquinha*,26800,19578,7222,0.7305,0.0461,0.1704,0,2.00E-04,2005,Restricted,2017,-,43994,LC
1022,Odontophrynus juquinha*,26801,19203,7598,0.7165,0.0585,0.1655,0,1.00E-04,2010,Restricted,2017,-,43994,LC
1023,Odontophrynus juquinha*,26800,19956,6844,0.7446,0.0436,0.1425,0,1.00E-04,2000,Restricted,2017,-,43994,LC
1024,Odontophrynus juquinha*,26799,18758,8041,0.7,0.0647,0.1822,0,4.00E-04,2015,Restricted,2017,-,43994,LC
1025,Odontophrynus juquinha*,26800,18769,8031,0.7003,0.0702,0.1663,0,4.00E-04,2020,Restricted,2017,-,43994,LC
1026,Odontophrynus monachus,357,154,203,0.4314,0,0.5266,0,0.0028,2005,Restricted,2012,-,358,LC
1027,Odontophrynus monachus,356,154,202,0.4326,0,0.5253,0,0,2000,Restricted,2012,-,358,LC
1028,Odontophrynus monachus,357,156,201,0.437,0,0.4734,0,0.0028,2015,Restricted,2012,-,358,LC
1029,Odontophrynus monachus,357,161,196,0.451,0.0028,0.437,0,0.0028,2020,Restricted,2012,-,358,LC
1030,Odontophrynus monachus,357,157,200,0.4398,0,0.4874,0,0.0028,2010,Restricted,2012,-,358,LC
1031,Oecomys cleberi,627631,221133,406498,0.3523,0.0047,0.4569,0.004,0.0747,2000,Partial,1981,DD,833008,LC
1032,Oecomys cleberi,627627,203462,424165,0.3242,0.0162,0.4026,0.0306,0.1056,2015,Partial,1981,DD,833008,LC
1033,Oecomys cleberi,627632,209141,418491,0.3332,0.0047,0.4456,0.0073,0.0983,2005,Partial,1981,DD,833008,LC
1034,Oecomys cleberi,627621,201750,425871,0.3215,0.0195,0.3831,0.0297,0.1246,2020,Partial,1981,DD,833008,LC
1035,Oecomys cleberi,627633,206555,421078,0.3291,0.0083,0.428,0.0192,0.0931,2010,Partial,1981,DD,833008,LC
1036,Oligoryzomys moojeni,277381,200570,76811,0.7231,0.0012,0.1765,1.00E-04,0.0332,2000,Partial,2005,DD,297359,LC
1037,Oligoryzomys moojeni,277385,175483,101902,0.6326,0.002,0.1998,0.002,0.0992,2015,Partial,2005,DD,297359,LC
1038,Oligoryzomys moojeni,277383,175394,101989,0.6323,0.002,0.1828,0.0019,0.1103,2020,Partial,2005,DD,297359,LC
1039,Oligoryzomys moojeni,277384,185364,92020,0.6683,0.0011,0.1901,0.0013,0.0716,2010,Partial,2005,DD,297359,LC
1040,Oligoryzomys moojeni,277384,191993,85391,0.6922,7.00E-04,0.1863,4.00E-04,0.0543,2005,Partial,2005,DD,297359,LC
1041,Oligoryzomys rupestris,480,472,8,0.9833,0,0.0042,0,0,2015,Partial,2005,DD,1470,EN
1042,Oligoryzomys rupestris,480,472,8,0.9833,0,0.0042,0,0,2020,Partial,2005,DD,1470,EN
1043,Oligoryzomys rupestris,481,472,9,0.9813,0,0.0042,0,0,2010,Partial,2005,DD,1470,EN
1044,Oligoryzomys rupestris,481,472,9,0.9813,0,0.0062,0,0,2000,Partial,2005,DD,1470,EN
1045,Oligoryzomys rupestris,481,472,9,0.9813,0,0.0062,0,0,2005,Partial,2005,DD,1470,EN
1046,Oreobates antrum*,1284,784,500,0.6106,0,0.2461,0,0.0023,2015,Restricted,2018,-,1286,LC
1047,Oreobates antrum*,1287,793,494,0.6162,0,0.251,0,0,2010,Restricted,2018,-,1286,LC
1048,Oreobates antrum*,1285,763,522,0.5938,0,0.2529,0,0.0023,2020,Restricted,2018,-,1286,LC
1049,Oreobates antrum*,1285,817,468,0.6358,0,0.2109,0,8.00E-04,2000,Restricted,2018,-,1286,LC
1050,Oreobates antrum*,1286,793,493,0.6166,0,0.2341,0,8.00E-04,2005,Restricted,2018,-,1286,LC
1051,Oreobates heterodactylus,16533,10902,5631,0.6594,0.0019,0.2856,0,0.004,2015,Restricted,1937,DD,16557,LC
1052,Oreobates heterodactylus,16532,11368,5164,0.6876,8.00E-04,0.2557,0,0.0027,2010,Restricted,1937,DD,16557,LC
1053,Oreobates heterodactylus,16534,10771,5763,0.6514,0.0018,0.2867,0,0.0058,2020,Restricted,1937,DD,16557,LC
1054,Oreobates heterodactylus,16534,11872,4662,0.718,4.00E-04,0.2303,0,0.0029,2000,Restricted,1937,DD,16557,LC
1055,Oreobates heterodactylus,16533,11363,5170,0.6873,6.00E-04,0.2673,0,0.0024,2005,Restricted,1937,DD,16557,LC
1056,Oreobates remotus,934,761,173,0.8148,0,0.1531,0,0.0086,2015,Restricted,2012,-,933,LC
1057,Oreobates remotus,933,781,152,0.8371,0,0.1254,0,0.0032,2010,Restricted,2012,-,933,LC
1058,Oreobates remotus,932,775,157,0.8315,0,0.1212,0,0.0064,2020,Restricted,2012,-,933,LC
1059,Oreobates remotus,930,806,124,0.8667,0,0.1075,0,0,2000,Restricted,2012,-,933,LC
1060,Oreobates remotus,932,798,134,0.8562,0,0.1062,0,0.0054,2005,Restricted,2012,-,933,LC
1061,Oxymycterus delator,1489984,718751,771233,0.4824,0.017,0.2821,0.0293,0.0838,2015,Wide,1903,LC,2415453,LC
1062,Oxymycterus delator,1489992,741800,748192,0.4979,0.0119,0.2965,0.0223,0.0659,2010,Wide,1903,LC,2415453,LC
1063,Oxymycterus delator,1489969,715046,774923,0.4799,0.0192,0.2645,0.0277,0.0992,2020,Wide,1903,LC,2415453,LC
1064,Oxymycterus delator,1489991,787419,702572,0.5285,0.0082,0.3114,0.0107,0.0457,2000,Wide,1903,LC,2415453,LC
1065,Oxymycterus delator,1489992,756846,733146,0.508,0.0085,0.3079,0.0136,0.0634,2005,Wide,1903,LC,2415453,LC
1066,Oxymycterus itapeby,599,189,410,0.3155,0.2454,0.0367,0,0.3239,2015,Restricted,2019,-,1045,DD
1067,Oxymycterus itapeby,598,186,412,0.311,0.2358,0.0485,0,0.2893,2010,Restricted,2019,-,1045,DD
1068,Oxymycterus itapeby,598,178,420,0.2977,0.2659,0.0217,0,0.3411,2020,Restricted,2019,-,1045,DD
1069,Oxymycterus itapeby,597,171,426,0.2864,0.2178,0.0972,0,0.3015,2005,Restricted,2019,-,1045,DD
1070,Oxymycterus itapeby,598,168,430,0.2809,0.214,0.1438,0,0.2559,2000,Restricted,2019,-,1045,DD
1071,Paroaria baeri,80746,59935,20811,0.7423,4.00E-04,0.2234,0,0.0069,2015,Partial,1907,LC,83135,LC
1072,Paroaria baeri,80744,61295,19449,0.7591,1.00E-04,0.2129,0,0.0029,2010,Partial,1907,LC,83135,LC
1073,Paroaria baeri,80747,64101,16646,0.7938,0,0.1793,0,0.0013,2000,Partial,1907,LC,83135,LC
1074,Paroaria baeri,80745,62284,18461,0.7714,1.00E-04,0.2053,0,0.0024,2005,Partial,1907,LC,83135,LC
1075,Paroaria baeri,80744,59668,21076,0.739,5.00E-04,0.2089,0,0.0101,2020,Partial,1907,LC,83135,LC
1076,Penelope ochrogaster,833481,440036,393445,0.5279,0.0059,0.2955,0.0059,0.0864,2015,Partial,1870,VU,1054646,NT
1077,Penelope ochrogaster,833483,454163,379320,0.5449,0.0035,0.2982,0.0023,0.0702,2010,Partial,1870,VU,1054646,NT
1078,Penelope ochrogaster,833479,463686,369793,0.5563,0.0023,0.2976,4.00E-04,0.0684,2005,Partial,1870,VU,1054646,NT
1079,Penelope ochrogaster,833481,486470,347011,0.5837,0.0025,0.2874,0,0.0499,2000,Partial,1870,VU,1054646,NT
1080,Penelope ochrogaster,833483,437183,396300,0.5245,0.0064,0.2799,0.0064,0.0989,2020,Partial,1870,VU,1054646,NT
1081,Phaethornis nattereri,866896,598961,267935,0.6909,8.00E-04,0.1867,3.00E-04,0.0727,2010,Partial,1887,LC,2109777,LC
1082,Phaethornis nattereri,866892,646737,220155,0.746,3.00E-04,0.162,2.00E-04,0.0444,2000,Partial,1887,LC,2109777,LC
1083,Phaethornis nattereri,866893,613723,253170,0.708,5.00E-04,0.1803,1.00E-04,0.0646,2005,Partial,1887,LC,2109777,LC
1084,Phaethornis nattereri,866893,571652,295241,0.6594,0.0027,0.1855,5.00E-04,0.1032,2020,Partial,1887,LC,2109777,LC
1085,Phaethornis nattereri,866893,578183,288710,0.667,0.0022,0.1914,4.00E-04,0.0943,2015,Partial,1887,LC,2109777,LC
1086,Phalotris cerradensis*,368,334,34,0.9076,0,0.0136,0,0.0245,2010,Restricted,2020,-,368,-
1087,Phalotris cerradensis*,368,357,11,0.9701,0,0,0,0,2000,Restricted,2020,-,368,-
1088,Phalotris cerradensis*,369,353,16,0.9566,0,0.0027,0,0.0136,2005,Restricted,2020,-,368,-
1089,Phalotris cerradensis*,367,291,76,0.7929,0,0.0272,0,0.1308,2020,Restricted,2020,-,368,-
1090,Phalotris cerradensis*,368,298,70,0.8098,0,0.0136,0,0.1685,2015,Restricted,2020,-,368,-
1091,Phalotris concolor,16005,10207,5798,0.6377,0.021,0.2552,0,3.00E-04,2005,Restricted,1994,DD,17642,NT
1092,Phalotris concolor,16007,10487,5520,0.6552,0.0221,0.2428,0,6.00E-04,2000,Restricted,1994,DD,17642,NT
1093,Phalotris concolor,16006,9640,6366,0.6023,0.0309,0.2745,0,0.0042,2020,Restricted,1994,DD,17642,NT
1094,Phalotris concolor,16007,9885,6122,0.6175,0.0257,0.2676,0,8.00E-04,2010,Restricted,1994,DD,17642,NT
1095,Phalotris concolor,16007,9400,6607,0.5872,0.0282,0.3057,0,0.004,2015,Restricted,1994,DD,17642,NT
1096,Phalotris labiomaculatus,45866,43625,2241,0.9511,3.00E-04,0.0295,1.00E-04,0.0038,2000,Restricted,2002,LC,49626,LC
1097,Phalotris labiomaculatus,45866,42427,3439,0.925,4.00E-04,0.0513,0,0.0117,2005,Restricted,2002,LC,49626,LC
1098,Phalotris labiomaculatus,45866,39953,5913,0.8711,0.0031,0.0756,0.0018,0.0295,2020,Restricted,2002,LC,49626,LC
1099,Phalotris labiomaculatus,45864,40646,5218,0.8862,0.0012,0.0735,0.0014,0.0223,2015,Restricted,2002,LC,49626,LC
1100,Phalotris labiomaculatus,45867,41680,4187,0.9087,2.00E-04,0.0635,0,0.0153,2010,Restricted,2002,LC,49626,LC
