"species","X","latitude","longitude","year","icmbio.cat"
"Cyanocorax cristatellus",5602,-20.0815,-47.4214,1823,"LC"
"Cyanocorax cristatellus",5603,-21.5833,-48.0667,1823,"LC"
"Cyanocorax cristatellus",5604,-20.0667,-43.7667,1823,"LC"
"Cyanocorax cristatellus",5605,-20.0885,-43.7894,1823,"LC"
"Cyanocorax cristatellus",5606,-15.9167,-52.25,1823,"LC"
"Cyanocorax cristatellus",5607,-10.5333,-46.4167,1823,"LC"
"Cyanocorax cristatellus",5608,-19.35,-43.6167,1823,"LC"
"Cyanocorax cristatellus",5609,-22.7236,-44.1364,1823,"LC"
"Cyanocorax cristatellus",5610,-22.4115,-47.5614,1823,"LC"
"Cyanocorax cristatellus",5611,-15.2833,-55.9167,1823,"LC"
"Cyanocorax cristatellus",5612,-16.6833,-43.3167,1823,"LC"
"Cyanocorax cristatellus",5613,-22.5276,-41.9454,1823,"LC"
"Cyanocorax cristatellus",5614,-22.8435,-47.6064,1823,"LC"
"Cyanocorax cristatellus",5615,-22.9036,-43.2084,1823,"LC"
"Cyanocorax cristatellus",5616,-16.8667,-42.9833,1823,"LC"
"Cyanocorax cristatellus",5617,-9.25,-49.9667,1823,"LC"
"Cyanocorax cristatellus",5618,-20.3667,-43.4167,1823,"LC"
"Cyanocorax cristatellus",5619,-16.5833,-42.8833,1823,"LC"
"Cyanocorax cristatellus",5620,-22.25,-47.8667,1823,"LC"
"Cyanocorax cristatellus",5621,-15.1167,-48.2333,1823,"LC"
"Cyanocorax cristatellus",5622,-19.4495,-54.9875,1823,"LC"
"Cyanocorax cristatellus",5623,-21.4585,-43.1254,1823,"LC"
"Cyanocorax cristatellus",5624,-10.5333,-46.7667,1823,"LC"
"Cyanocorax cristatellus",5625,-12.7,-47.8,1823,"LC"
"Cyanocorax cristatellus",5626,-13.8333,-46.8667,1823,"LC"
"Cyanocorax cristatellus",5627,-19.1945,-46.2474,1823,"LC"
"Cyanocorax cristatellus",5628,-19.9296,-43.1744,1823,"LC"
"Cyanocorax cristatellus",5629,-11.35,-43.8667,1823,"LC"
"Cyanocorax cristatellus",5630,-22.0896,-43.8284,1823,"LC"
"Cyanocorax cristatellus",5631,-16.1833,-47.05,1823,"LC"
"Cyanocorax cristatellus",5632,-17.7745,-48.7734,1823,"LC"
"Cyanocorax cristatellus",5633,-14.1833,-47.8,1823,"LC"
"Cyanocorax cristatellus",5634,-13.2167,-53.6167,1823,"LC"
"Cyanocorax cristatellus",5635,-13.6667,-57.8833,1823,"LC"
"Cyanocorax cristatellus",5636,-8.9833,-48.1667,1823,"LC"
"Cyanocorax cristatellus",5637,-20.6333,-46.2167,1823,"LC"
"Cyanocorax cristatellus",5638,-17.7985,-50.9284,1823,"LC"
"Cyanocorax cristatellus",5639,-21.5833,-45.4667,1823,"LC"
"Cyanocorax cristatellus",5640,-21.0226,-44.3184,1823,"LC"
"Cyanocorax cristatellus",5641,-16.4715,-54.6365,1823,"LC"
"Cyanocorax cristatellus",5642,-20.9833,-41.7167,1823,"LC"
"Cyanocorax cristatellus",5643,-20.9795,-42.5124,1823,"LC"
"Cyanocorax cristatellus",5644,-14.6667,-55.45,1823,"LC"
"Cyanocorax cristatellus",5645,-14.8365,-56.4285,1823,"LC"
"Cyanocorax cristatellus",5646,-22.8986,-45.3054,1823,"LC"
"Cyanocorax cristatellus",5647,-20.1795,-51.0024,1823,"LC"
"Cyanocorax cristatellus",5648,-19.8865,-43.8074,1823,"LC"
"Cyanocorax cristatellus",5649,-19.8655,-47.4404,1823,"LC"
"Cyanocorax cristatellus",5650,-21.8845,-50.9565,1823,"LC"
"Cyanocorax cristatellus",5651,-23.5326,-45.8464,1823,"LC"
"Cyanocorax cristatellus",5652,-23.2015,-47.2874,1823,"LC"
"Cyanocorax cristatellus",5653,-23.6495,-47.5734,1823,"LC"
"Cyanocorax cristatellus",5654,-22.5,-44.5667,1823,"LC"
"Cyanocorax cristatellus",5655,-16.1985,-50.3144,1823,"LC"
"Cyanocorax cristatellus",5656,-21.2435,-48.8044,1823,"LC"
"Cyanocorax cristatellus",5657,-22.7546,-47.4144,1823,"LC"
"Cyanocorax cristatellus",5658,-19.9785,-42.1404,1823,"LC"
"Cyanocorax cristatellus",5659,-21.9596,-43.7024,1823,"LC"
"Cyanocorax cristatellus",5660,-19.9595,-43.4154,1823,"LC"
"Cyanocorax cristatellus",5661,-23.3976,-45.8844,1823,"LC"
"Cyanocorax cristatellus",5662,-20.0895,-50.9544,1823,"LC"
"Cyanocorax cristatellus",5663,-22.1405,-47.4524,1823,"LC"
"Cyanocorax cristatellus",5664,-20.2365,-42.8144,1823,"LC"
"Cyanocorax cristatellus",5665,-20.2115,-50.9264,1823,"LC"
"Cyanocorax cristatellus",5666,-9.1125,-45.9224,1823,"LC"
"Cyanocorax cristatellus",5667,-9.3167,-45.6333,1823,"LC"
"Cyanocorax cristatellus",5668,-17.8145,-50.5974,1823,"LC"
"Cyanocorax cristatellus",5669,-23.3165,-46.2214,1823,"LC"
"Cyanocorax cristatellus",5670,-19.3095,-47.5254,1823,"LC"
"Cyanocorax cristatellus",5671,-22.5675,-48.1614,1823,"LC"
"Cyanocorax cristatellus",5672,-19.4495,-43.1134,1823,"LC"
"Cyanocorax cristatellus",5673,-21.9556,-42.0084,1823,"LC"
"Cyanocorax cristatellus",5674,-16.6167,-43.3,1823,"LC"
"Cyanocorax cristatellus",5675,-22.0296,-46.3374,1823,"LC"
"Cyanocorax cristatellus",5676,-21.65,-47.6333,1823,"LC"
"Cyanocorax cristatellus",5677,-21.7105,-47.4784,1823,"LC"
"Cyanocorax cristatellus",5678,-21.4735,-47.3634,1823,"LC"
"Cyanocorax cristatellus",5679,-21.2875,-42.5574,1823,"LC"
"Cyanocorax cristatellus",5680,-23.4445,-46.9184,1823,"LC"
"Cyanocorax cristatellus",5681,-21.9506,-43.1664,1823,"LC"
"Cyanocorax cristatellus",5682,-19.1695,-43.7144,1823,"LC"
"Cyanocorax cristatellus",5683,-21.0875,-47.1514,1823,"LC"
"Cyanocorax cristatellus",5684,-22.6066,-46.9194,1823,"LC"
"Cyanocorax cristatellus",5685,-9.8333,-45.35,1823,"LC"
"Cyanocorax cristatellus",5686,-20.3146,-42.6094,1823,"LC"
"Cyanocorax cristatellus",5687,-22.1166,-46.6804,1823,"LC"
"Cyanocorax cristatellus",5688,-20.0667,-45.2667,1823,"LC"
"Cyanocorax cristatellus",5689,-20.0875,-45.2944,1823,"LC"
"Cyanocorax cristatellus",5690,-22.8276,-45.6634,1823,"LC"
"Cyanocorax cristatellus",5691,-21.4576,-43.5534,1823,"LC"
"Cyanocorax cristatellus",5692,-15.85,-47.9333,1823,"LC"
"Cyanocorax cristatellus",5693,-22.6896,-45.7314,1823,"LC"
"Cyanocorax cristatellus",5694,-22.0185,-47.8914,1823,"LC"
"Cyanocorax cristatellus",5695,-12.3635,-44.9734,1823,"LC"
"Cyanocorax cristatellus",5696,-13.3985,-46.3184,1823,"LC"
"Cyanocorax cristatellus",5697,-10.0305,-45.3034,1823,"LC"
"Cyanocorax cristatellus",5698,-19.9835,-44.8594,1823,"LC"
"Cyanocorax cristatellus",5699,-21.8925,-45.5954,1823,"LC"
"Cyanocorax cristatellus",5700,-20.6415,-46.5064,1823,"LC"
"Cyanocorax cristatellus",5701,-14.7,-47.5333,1823,"LC"
"Cyanocorax cristatellus",5702,-21.9695,-46.7984,1823,"LC"
"Cyanocorax cristatellus",5703,-21.15,-44.2667,1823,"LC"
"Cyanocorax cristatellus",5704,-21.1366,-44.2624,1823,"LC"
"Cyanocorax cristatellus",5705,-20.0495,-44.2744,1823,"LC"
"Cyanocorax cristatellus",5706,-20.7185,-46.3114,1823,"LC"
"Cyanocorax cristatellus",5707,-19.7105,-44.5574,1823,"LC"
"Cyanocorax cristatellus",5708,-22.6455,-44.5784,1823,"LC"
"Cyanocorax cristatellus",5709,-21.0256,-41.6544,1823,"LC"
"Cyanocorax cristatellus",5710,-21.5965,-46.8894,1823,"LC"
"Cyanocorax cristatellus",5711,-22.1516,-42.9244,1823,"LC"
"Cyanocorax cristatellus",5712,-23.1796,-45.8874,1823,"LC"
"Cyanocorax cristatellus",5713,-22.1166,-45.0544,1823,"LC"
"Cyanocorax cristatellus",5714,-23.2225,-45.3104,1823,"LC"
"Cyanocorax cristatellus",5715,-22.7315,-48.5714,1823,"LC"
"Cyanocorax cristatellus",5716,-11.0333,-45.5333,1823,"LC"
"Cyanocorax cristatellus",5717,-23.8785,-47.9974,1823,"LC"
"Cyanocorax cristatellus",5718,-13.2755,-50.1634,1823,"LC"
"Cyanocorax cristatellus",5719,-23.5485,-46.6364,1823,"LC"
"Cyanocorax cristatellus",5720,-22.5495,-47.9144,1823,"LC"
"Cyanocorax cristatellus",5721,-22.8396,-42.1034,1823,"LC"
"Cyanocorax cristatellus",5722,-16.3667,-45.0667,1823,"LC"
"Cyanocorax cristatellus",5723,-23.5333,-47.1333,1823,"LC"
"Cyanocorax cristatellus",5724,-23.5296,-47.1354,1823,"LC"
"Cyanocorax cristatellus",5725,-20.2455,-46.3664,1823,"LC"
"Cyanocorax cristatellus",5726,-23.7605,-45.4104,1823,"LC"
"Cyanocorax cristatellus",5727,-21.7115,-46.8214,1823,"LC"
"Cyanocorax cristatellus",5728,-20.9175,-46.9914,1823,"LC"
"Cyanocorax cristatellus",5729,-23.8,-45.4,1823,"LC"
"Cyanocorax cristatellus",5730,-21.4795,-47.5514,1823,"LC"
"Cyanocorax cristatellus",5731,-18.9915,-50.5444,1823,"LC"
"Cyanocorax cristatellus",5732,-21.7225,-44.9854,1823,"LC"
"Cyanocorax cristatellus",5733,-20.7845,-47.0984,1823,"LC"
"Cyanocorax cristatellus",5734,-22.7486,-45.7434,1823,"LC"
"Cyanocorax cristatellus",5735,-21.9956,-42.9144,1823,"LC"
"Cyanocorax cristatellus",5736,-23.6416,-47.8254,1823,"LC"
"Cyanocorax cristatellus",5737,-7.5665,-44.0644,1823,"LC"
"Cyanocorax cristatellus",5738,-22.5875,-46.1774,1823,"LC"
"Cyanocorax cristatellus",5739,-20.9125,-43.0974,1823,"LC"
"Cyanocorax cristatellus",5740,-24.1,-49.4667,1823,"LC"
"Cyanocorax cristatellus",5741,-24.1135,-49.4644,1823,"LC"
"Cyanocorax cristatellus",5742,-20.7945,-43.3444,1823,"LC"
"Cyanocorax cristatellus",5743,-22.7446,-43.7084,1823,"LC"
"Cyanocorax cristatellus",5744,-21.3115,-47.5664,1823,"LC"
"Cyanocorax cristatellus",5745,-12.4,-47.6833,1823,"LC"
"Cyanocorax cristatellus",5746,-20.25,-46.6167,1823,"LC"
"Cyanocorax cristatellus",5747,-23.2833,-46.3333,1823,"LC"
"Cyanocorax cristatellus",5748,-15.65,-57.2167,1823,"LC"
"Cyanocorax cristatellus",5749,-16.5,-42.9,1823,"LC"
"Cyanocorax cristatellus",5750,-9.3333,-54.7667,1823,"LC"
"Cyanocorax cristatellus",5751,-20.0833,-43.4667,1823,"LC"
"Cyanocorax cristatellus",5752,-19.95,-43.9,1823,"LC"
"Cyanocorax cristatellus",5753,-18.4333,-43.4167,1823,"LC"
"Cyanocorax cristatellus",5754,-23.1167,-46.55,1823,"LC"
"Cyanocorax cristatellus",5755,-10.2667,-48.3667,1823,"LC"
"Cyanocorax cristatellus",5756,-19.1115,-46.6904,1823,"LC"
"Cyanocorax cristatellus",5757,-22.3667,-42.75,1823,"LC"
"Cyanocorax cristatellus",5758,-15.4167,-42.8,1823,"LC"
"Cyanocorax cristatellus",5759,-22.6,-46.7,1823,"LC"
"Cyanocorax cristatellus",5760,-22.6126,-46.7014,1823,"LC"
"Cyanocorax cristatellus",5761,-18.3065,-51.9624,1823,"LC"
"Cyanocorax cristatellus",5762,-18.6055,-43.3794,1823,"LC"
"Cyanocorax cristatellus",5763,-21.1385,-47.9904,1823,"LC"
"Cyanocorax cristatellus",5764,-19.45,-44.2333,1823,"LC"
"Cyanocorax cristatellus",5765,-19.4665,-44.2474,1823,"LC"
"Cyanocorax cristatellus",5766,-21.9646,-43.3124,1823,"LC"
"Cyanocorax cristatellus",5767,-21.65,-47.55,1823,"LC"
"Cyanocorax cristatellus",5768,-20.1,-47.4,1823,"LC"
"Cyanocorax cristatellus",5769,-22.6333,-44.5167,1823,"LC"
"Cyanocorax cristatellus",5770,-16.55,-43.4,1823,"LC"
"Cyanocorax cristatellus",5771,-20.1167,-47.8333,1823,"LC"
"Cyanocorax cristatellus",5772,-19.2355,-42.0984,1823,"LC"
"Cyanocorax cristatellus",5773,-22.5916,-46.5294,1823,"LC"
"Cyanocorax cristatellus",5774,-22.0606,-45.0454,1823,"LC"
"Cyanocorax cristatellus",5775,-17.5775,-54.7585,1823,"LC"
"Cyanocorax cristatellus",5776,-23.5026,-47.4584,1823,"LC"
"Cyanocorax cristatellus",5777,-21.8,-44.0833,1823,"LC"
"Cyanocorax cristatellus",5778,-22.8225,-47.2674,1823,"LC"
"Cyanocorax cristatellus",5779,-23.5436,-46.3114,1823,"LC"
"Cyanocorax cristatellus",5780,-19.9225,-46.8234,1823,"LC"
"Cyanocorax cristatellus",5781,-21.4065,-48.5054,1823,"LC"
"Cyanocorax cristatellus",5782,-22.3035,-51.5594,1823,"LC"
"Cyanocorax cristatellus",5783,-23.3566,-47.8574,1823,"LC"
"Cyanocorax cristatellus",5784,-23.0333,-45.55,1823,"LC"
"Cyanocorax cristatellus",5785,-23.0266,-45.5554,1823,"LC"
"Cyanocorax cristatellus",5786,-20.4425,-54.8605,1823,"LC"
"Cyanocorax cristatellus",5787,-22.4126,-42.9664,1823,"LC"
"Cyanocorax cristatellus",5788,-16.3955,-49.0804,1823,"LC"
"Cyanocorax cristatellus",5789,-9.4167,-48.1333,1823,"LC"
"Cyanocorax cristatellus",5790,-22.7095,-52.6175,1823,"LC"
"Cyanocorax cristatellus",5791,-23.1026,-47.7154,1823,"LC"
"Cyanocorax cristatellus",5792,-23.2055,-49.6074,1823,"LC"
"Cyanocorax cristatellus",5793,-5.0945,-42.8374,1823,"LC"
"Cyanocorax cristatellus",5794,-21.1105,-44.1784,1823,"LC"
"Cyanocorax cristatellus",5795,-9.5645,-48.3774,1823,"LC"
"Cyanocorax cristatellus",5796,-22.7435,-46.3724,1823,"LC"
"Cyanocorax cristatellus",5797,-16.1995,-52.5564,1823,"LC"
"Cyanocorax cristatellus",5798,-20.1833,-47.7667,1823,"LC"
"Cyanocorax cristatellus",5799,-22.4265,-48.1694,1823,"LC"
"Cyanocorax cristatellus",5800,-22.0425,-48.3364,1823,"LC"
"Cyanocorax cristatellus",5801,-22.9667,-45.55,1823,"LC"
"Cyanocorax cristatellus",5802,-22.9585,-45.5494,1823,"LC"
"Cyanocorax cristatellus",5803,-20.7833,-51.7,1823,"LC"
"Cyanocorax cristatellus",5804,-20.7515,-51.6785,1823,"LC"
"Cyanocorax cristatellus",5805,-18.2065,-45.2424,1823,"LC"
"Cyanocorax cristatellus",5806,-22.1175,-43.2094,1823,"LC"
"Cyanocorax cristatellus",5807,-22.9667,-48.8167,1823,"LC"
"Cyanocorax cristatellus",5808,-8.9735,-48.1884,1823,"LC"
"Cyanocorax cristatellus",5809,-17.2667,-42.75,1823,"LC"
"Cyanocorax cristatellus",5810,-21.1665,-49.7184,1823,"LC"
"Cyanocorax cristatellus",5811,-23.4345,-45.0714,1823,"LC"
"Cyanocorax cristatellus",5812,-19.75,-47.9167,1823,"LC"
"Cyanocorax cristatellus",5813,-19.7485,-47.9324,1823,"LC"
"Cyanocorax cristatellus",5814,-18.9167,-48.3,1823,"LC"
"Cyanocorax cristatellus",5815,-18.9195,-48.2774,1823,"LC"
"Cyanocorax cristatellus",5816,-22.5275,-49.6634,1823,"LC"
"Cyanocorax cristatellus",5817,-17.2565,-40.5734,1823,"LC"
"Cyanocorax cristatellus",5818,-23.7665,-53.3255,1823,"LC"
"Cyanocorax cristatellus",5819,-16.3585,-46.9064,1823,"LC"
"Cyanocorax cristatellus",5820,-19.7167,-47.95,1823,"LC"
"Cyanocorax cristatellus",5821,-22.85,-47.05,1823,"LC"
"Cyanocorax cristatellus",5822,-22.2333,-47.6833,1823,"LC"
"Cyanocorax cristatellus",5823,-16.3167,-48.95,1823,"LC"
"Cyanocorax cristatellus",5824,-21.9667,-47.8667,1823,"LC"
"Cyanocorax cristatellus",5825,-16.0645,-46.2544,1823,"LC"
"Cyanocorax cristatellus",5826,-7.2295,-44.5564,1823,"LC"
"Cyanocorax cristatellus",5827,-13.8167,-48.3,1823,"LC"
"Cyanocorax cristatellus",5828,-14.8667,-55.7833,1823,"LC"
"Cyanocorax cristatellus",5829,-19.8667,-47.45,1823,"LC"
"Cyanocorax cristatellus",5830,-19.0167,-47.9167,1823,"LC"
"Cyanocorax cristatellus",5831,-19.1167,-47.6667,1823,"LC"
"Cyanocorax cristatellus",5832,-12.7333,-48.2333,1823,"LC"
"Cyanocorax cristatellus",5833,-24.5,-50.4,1823,"LC"
"Cyanocorax cristatellus",5834,-22.2465,-43.7004,1823,"LC"
"Cyanocorax cristatellus",5835,-20.4225,-50.0884,1823,"LC"
"Cyanocorax cristatellus",5836,-22.9715,-46.9964,1823,"LC"
"Cyanocorax cristatellus",5837,-21.2285,-50.8684,1823,"LC"
"Cyanocorax cristatellus",5838,-15.75,-47.75,1823,"LC"
"Cyanocorax cristatellus",5839,-22.8895,-46.4144,1823,"LC"
"Cyanocorax cristatellus",5840,-21.5515,-45.4304,1823,"LC"
"Cyanocorax cristatellus",5841,-17.0333,-49.6167,1823,"LC"
"Cyanocorax cristatellus",5842,-20.9,-41.8667,1823,"LC"
"Cyanocorax cristatellus",5843,-20.9315,-41.8694,1823,"LC"
"Cyanocorax cristatellus",5844,-22.4046,-43.6634,1823,"LC"
"Cyanocorax cristatellus",5845,-16.7425,-48.5164,1823,"LC"
"Cyanocorax cristatellus",5846,-20.75,-42.8667,1823,"LC"
"Cyanocorax cristatellus",5847,-20.7546,-42.8824,1823,"LC"
"Cyanocorax cristatellus",5848,-22.7833,-48.4,1823,"LC"
"Cyanocorax cristatellus",5849,-12.7415,-60.1465,1823,"LC"
"Cyanocorax cristatellus",5850,-16.8167,-42.35,1823,"LC"
"Cyanocorax cristatellus",5851,-22.3335,-45.0924,1823,"LC"
"Cyanocorax cristatellus",5852,-22.3167,-44.5333,1823,"LC"
"Cyanocorax cristatellus",5853,-21.0105,-42.8414,1823,"LC"
"Cyanocorax cristatellus",5854,-22.5236,-44.1044,1823,"LC"
"Cyanocorax cristatellus",5855,-23.5476,-47.4384,1823,"LC"
"Cyanocorax cristatellus",5856,-20.4235,-49.9734,1823,"LC"
"Cyanocorax cristatellus",5857,-14.6667,-52.1667,1823,"LC"
"Cyanocorax cristatellus",5858,-14.6667,-52.35,1823,"LC"
"Cyanocorax cristatellus",5859,-22.4167,-57.45,1823,"LC"
"Cyanocorax cristatellus",5860,-22.6667,-57.35,1823,"LC"
"Cyanocorax cristatellus",5861,-22.1667,-57.9167,1823,"LC"
"Cyanocorax cristatellus",5862,-13.9667,-60.8333,1823,"LC"
"Cyanocorax cristatellus",5863,-14.5167,-60.3833,1823,"LC"
"Cyanocorax cristatellus",5864,-13.6,-60.9,1823,"LC"
"Cyanocorax cristatellus",5865,-14.5667,-60.9333,1823,"LC"
"Cyanocorax cristatellus",5866,-14.5667,-60.6667,1823,"LC"
"Dendropsophus anataliasiasi",5867,-15.9667,-52.1293,1972,"LC"
"Dendropsophus anataliasiasi",5868,-8.9391,-49.5044,1972,"LC"
"Dendropsophus anataliasiasi",5869,-15.1387,-50.439,1972,"LC"
"Dendropsophus anataliasiasi",5870,-15.0996,-51.0905,1972,"LC"
"Dendropsophus anataliasiasi",5871,-15.7,-52.38,1972,"LC"
"Dendropsophus anataliasiasi",5872,-15.6805,-52.2973,1972,"LC"
"Dendropsophus anataliasiasi",5873,-15.5169,-52.2658,1972,"LC"
"Dendropsophus anataliasiasi",5874,-11.029,-48.6247,1972,"LC"
"Dendropsophus anataliasiasi",5875,-11,-48.55,1972,"LC"
"Dendropsophus anataliasiasi",5876,-15.2366,-51.2079,1972,"LC"
"Dendropsophus anataliasiasi",5877,-15.3456,-54.9598,1972,"LC"
"Dendropsophus anataliasiasi",5878,-7.0551,-47.1298,1972,"LC"
"Dendropsophus anataliasiasi",5879,-13.8683,-51.1471,1972,"LC"
"Dendropsophus anataliasiasi",5880,-8.182,-49.5123,1972,"LC"
"Dendropsophus anataliasiasi",5881,-9.2709,-49.0662,1972,"LC"
"Dendropsophus anataliasiasi",5882,-6.7297,-47.455,1972,"LC"
"Dendropsophus anataliasiasi",5883,-11.9586,-50.0976,1972,"LC"
"Dendropsophus anataliasiasi",5884,-12.9959,-53.4556,1972,"LC"
"Dendropsophus anataliasiasi",5885,-8.6194,-48.3297,1972,"LC"
"Dendropsophus anataliasiasi",5886,-8.6169,-48.3202,1972,"LC"
"Dendropsophus anataliasiasi",5887,-8.7385,-48.4411,1972,"LC"
"Dendropsophus anataliasiasi",5888,-13.9946,-49.3937,1972,"LC"
"Dendropsophus anataliasiasi",5889,-15.377,-50.7741,1972,"LC"
"Dendropsophus anataliasiasi",5890,-14.5924,-52.409,1972,"LC"
"Dendropsophus anataliasiasi",5891,-10.2181,-48.1532,1972,"LC"
"Dendropsophus anataliasiasi",5892,-7.8283,-47.9972,1972,"LC"
"Dendropsophus anataliasiasi",5893,-12.6953,-47.8117,1972,"LC"
"Dendropsophus anataliasiasi",5894,-12.6,-47.8666,1972,"LC"
"Dendropsophus anataliasiasi",5895,-9.2269,-48.0337,1972,"LC"
"Dendropsophus anataliasiasi",5896,-10.2098,-49.8723,1972,"LC"
"Dendropsophus anataliasiasi",5897,-10.5439,-48.4962,1972,"LC"
"Dendropsophus anataliasiasi",5898,-10.45,-48.4,1972,"LC"
"Dendropsophus anataliasiasi",5899,-10.1166,-48.4166,1972,"LC"
"Dendropsophus anataliasiasi",5900,-10.0833,-48.45,1972,"LC"
"Dendropsophus anataliasiasi",5901,-12.1611,-52.7416,1972,"LC"
"Dendropsophus anataliasiasi",5902,-10.9706,-49.2952,1972,"LC"
"Dendropsophus anataliasiasi",5903,-10.3319,-50.792,1972,"LC"
"Dendropsophus anataliasiasi",5904,-13.1452,-50.2487,1972,"LC"
"Dendropsophus araguaya",5905,-17.3,-53.2,1998,"LC"
"Dendropsophus araguaya",5906,-17.4445,-53.4683,1998,"LC"
"Dendropsophus araguaya",5907,-17.57,-53.35,1998,"LC"
"Dendropsophus araguaya",5908,-17.51,-53.25,1998,"LC"
"Dendropsophus araguaya",5909,-17.79,-53.24,1998,"LC"
"Dendropsophus araguaya",5910,-17.6134,-52.7643,1998,"LC"
"Dendropsophus araguaya",5911,-17.72,-53.18,1998,"LC"
"Dendropsophus araguaya",5912,-17.2442,-53.069,1998,"LC"
"Dendropsophus cerradensis",5913,-20.5958,-53.5435,1998,"DD"
"Dendropsophus cerradensis",5914,-20.4333,-53.75,1998,"DD"
"Dendropsophus cruzi",5915,-4.7856,-47.332,1998,"LC"
"Dendropsophus cruzi",5916,-4.9505,-47.3736,1998,"LC"
"Dendropsophus cruzi",5917,-4.7725,-47.1833,1998,"LC"
"Dendropsophus cruzi",5918,-13.9672,-52.3682,1998,"LC"
"Dendropsophus cruzi",5919,-16.0886,-48.4819,1998,"LC"
"Dendropsophus cruzi",5920,-16.1473,-48.5777,1998,"LC"
"Dendropsophus cruzi",5921,-11.3254,-47,1998,"LC"
"Dendropsophus cruzi",5922,-17.2,-53.16,1998,"LC"
"Dendropsophus cruzi",5923,-17.16,-53.14,1998,"LC"
"Dendropsophus cruzi",5924,-14.1852,-47.7896,1998,"LC"
"Dendropsophus cruzi",5925,-18.6738,-51.8805,1998,"LC"
"Dendropsophus cruzi",5926,-18.7676,-52.0449,1998,"LC"
"Dendropsophus cruzi",5927,-15.9667,-52.1293,1998,"LC"
"Dendropsophus cruzi",5928,-7.2255,-47.9233,1998,"LC"
"Dendropsophus cruzi",5929,-7.2022,-47.8327,1998,"LC"
"Dendropsophus cruzi",5930,-7.1745,-47.8553,1998,"LC"
"Dendropsophus cruzi",5931,-8.2372,-46.3423,1998,"LC"
"Dendropsophus cruzi",5932,-15.71,-52.25,1998,"LC"
"Dendropsophus cruzi",5933,-15.5955,-52.377,1998,"LC"
"Dendropsophus cruzi",5934,-20.6724,-56.7994,1998,"LC"
"Dendropsophus cruzi",5935,-20.789,-56.755,1998,"LC"
"Dendropsophus cruzi",5936,-20.7914,-56.7566,1998,"LC"
"Dendropsophus cruzi",5937,-21.1244,-56.7435,1998,"LC"
"Dendropsophus cruzi",5938,-16.2883,-49.103,1998,"LC"
"Dendropsophus cruzi",5939,-16.3156,-49.0633,1998,"LC"
"Dendropsophus cruzi",5940,-7.0551,-47.1298,1998,"LC"
"Dendropsophus cruzi",5941,-7.298,-47.4136,1998,"LC"
"Dendropsophus cruzi",5942,-7.2698,-47.4057,1998,"LC"
"Dendropsophus cruzi",5943,-7.2575,-47.5186,1998,"LC"
"Dendropsophus cruzi",5944,-19.0941,-52.1798,1998,"LC"
"Dendropsophus cruzi",5945,-15.1355,-55.5182,1998,"LC"
"Dendropsophus cruzi",5946,-6.7244,-47.5138,1998,"LC"
"Dendropsophus cruzi",5947,-6.7297,-47.455,1998,"LC"
"Dendropsophus cruzi",5948,-10.74,-46.19,1998,"LC"
"Dendropsophus cruzi",5949,-15.2749,-49.167,1998,"LC"
"Dendropsophus cruzi",5950,-16.6422,-49.275,1998,"LC"
"Dendropsophus cruzi",5951,-16.9109,-49.5723,1998,"LC"
"Dendropsophus cruzi",5952,-8.6194,-48.3297,1998,"LC"
"Dendropsophus cruzi",5953,-8.6169,-48.3202,1998,"LC"
"Dendropsophus cruzi",5954,-16.0796,-49.8221,1998,"LC"
"Dendropsophus cruzi",5955,-15.7048,-49.3849,1998,"LC"
"Dendropsophus cruzi",5956,-17.9093,-51.7315,1998,"LC"
"Dendropsophus cruzi",5957,-15.5825,-51.329,1998,"LC"
"Dendropsophus cruzi",5958,-13.4983,-48.3484,1998,"LC"
"Dendropsophus cruzi",5959,-13.4872,-48.2697,1998,"LC"
"Dendropsophus cruzi",5960,-13.5255,-48.2525,1998,"LC"
"Dendropsophus cruzi",5961,-17.6134,-52.7643,1998,"LC"
"Dendropsophus cruzi",5962,-15.9141,-51.5787,1998,"LC"
"Dendropsophus cruzi",5963,-17.7743,-49.1288,1998,"LC"
"Dendropsophus cruzi",5964,-16.2869,-50.1408,1998,"LC"
"Dendropsophus cruzi",5965,-14.4981,-48.4012,1998,"LC"
"Dendropsophus cruzi",5966,-13.9497,-51.9184,1998,"LC"
"Dendropsophus cruzi",5967,-16.2561,-49.215,1998,"LC"
"Dendropsophus cruzi",5968,-10.2181,-48.1532,1998,"LC"
"Dendropsophus cruzi",5969,-7.8283,-47.9972,1998,"LC"
"Dendropsophus cruzi",5970,-16.8086,-49.9455,1998,"LC"
"Dendropsophus cruzi",5971,-12.5919,-47.8769,1998,"LC"
"Dendropsophus cruzi",5972,-12.5719,-47.8769,1998,"LC"
"Dendropsophus cruzi",5973,-12.288,-48.4155,1998,"LC"
"Dendropsophus cruzi",5974,-15.8106,-49.0132,1998,"LC"
"Dendropsophus cruzi",5975,-17.5297,-49.5375,1998,"LC"
"Dendropsophus cruzi",5976,-13.2923,-49.2307,1998,"LC"
"Dendropsophus cruzi",5977,-10.45,-48.4,1998,"LC"
"Dendropsophus cruzi",5978,-10.1166,-48.4166,1998,"LC"
"Dendropsophus cruzi",5979,-10.0833,-48.45,1998,"LC"
"Dendropsophus cruzi",5980,-13.1452,-50.2487,1998,"LC"
"Dendropsophus cruzi",5981,-18.2242,-52.2115,1998,"LC"
"Dendropsophus cruzi",5982,-16.65,-48.6,1998,"LC"
