"species","X","latitude","longitude","year","icmbio.cat"
"Bothrops pauloensis",3399,-20.8018,-52.0494,1925,"LC"
"Bothrops pauloensis",3400,-21.7944,-48.1756,1925,"LC"
"Bothrops pauloensis",3401,-21.8,-48.1667,1925,"LC"
"Bothrops pauloensis",3402,-21.7906,-48.172,1925,"LC"
"Bothrops pauloensis",3403,-22.5667,-47.1667,1925,"LC"
"Bothrops pauloensis",3404,-22.5711,-47.1728,1925,"LC"
"Bothrops pauloensis",3405,-22.6667,-50.4167,1925,"LC"
"Bothrops pauloensis",3406,-22.5739,-50.4103,1925,"LC"
"Bothrops pauloensis",3407,-22.65,-50.4,1925,"LC"
"Bothrops pauloensis",3408,-22.6588,-50.4048,1925,"LC"
"Bothrops pauloensis",3409,-23.1,-48.9167,1925,"LC"
"Bothrops pauloensis",3410,-23.099,-48.926,1925,"LC"
"Bothrops pauloensis",3411,-23.0972,-48.9047,1925,"LC"
"Bothrops pauloensis",3412,-23.0833,-48.9167,1925,"LC"
"Bothrops pauloensis",3413,-23.1038,-48.9422,1925,"LC"
"Bothrops pauloensis",3414,-19.8052,-54.2851,1925,"LC"
"Bothrops pauloensis",3415,-15.89,-52.2567,1925,"LC"
"Bothrops pauloensis",3416,-15.893,-52.2599,1925,"LC"
"Bothrops pauloensis",3417,-20.4169,-48.8331,1925,"LC"
"Bothrops pauloensis",3418,-20.4167,-48.8333,1925,"LC"
"Bothrops pauloensis",3419,-20.4143,-48.8338,1925,"LC"
"Bothrops pauloensis",3420,-12.8167,-51.7667,1925,"LC"
"Bothrops pauloensis",3421,-22.3167,-49.05,1925,"LC"
"Bothrops pauloensis",3422,-22.1089,-56.5211,1925,"LC"
"Bothrops pauloensis",3423,-16.25,-47.95,1925,"LC"
"Bothrops pauloensis",3424,-21.519,-56.7217,1925,"LC"
"Bothrops pauloensis",3425,-20.519,-56.7217,1925,"LC"
"Bothrops pauloensis",3426,-23.1,-48.25,1925,"LC"
"Bothrops pauloensis",3427,-23.0982,-48.2588,1925,"LC"
"Bothrops pauloensis",3428,-23.1,-48.2667,1925,"LC"
"Bothrops pauloensis",3429,-23.1022,-48.2578,1925,"LC"
"Bothrops pauloensis",3430,-23.0953,-48.2582,1925,"LC"
"Bothrops pauloensis",3431,-22.5644,-48.9681,1925,"LC"
"Bothrops pauloensis",3432,-22.5667,-48.9667,1925,"LC"
"Bothrops pauloensis",3433,-22.5677,-48.9637,1925,"LC"
"Bothrops pauloensis",3434,-22.8833,-48.45,1925,"LC"
"Bothrops pauloensis",3435,-22.9333,-48.4667,1925,"LC"
"Bothrops pauloensis",3436,-22.8904,-48.4553,1925,"LC"
"Bothrops pauloensis",3437,-22.886,-48.445,1925,"LC"
"Bothrops pauloensis",3438,-22.8833,-48.4333,1925,"LC"
"Bothrops pauloensis",3439,-22.8833,-48.4833,1925,"LC"
"Bothrops pauloensis",3440,-22.8903,-48.4552,1925,"LC"
"Bothrops pauloensis",3441,-15.8209,-47.8162,1925,"LC"
"Bothrops pauloensis",3442,-15.8,-47.8833,1925,"LC"
"Bothrops pauloensis",3443,-15.7099,-48.0224,1925,"LC"
"Bothrops pauloensis",3444,-15.7801,-47.9292,1925,"LC"
"Bothrops pauloensis",3445,-15.7667,-47.9167,1925,"LC"
"Bothrops pauloensis",3446,-22.2833,-48.127,1925,"LC"
"Bothrops pauloensis",3447,-21.6667,-48.2333,1925,"LC"
"Bothrops pauloensis",3448,-23.7,-48.4833,1925,"LC"
"Bothrops pauloensis",3449,-23.8,-48.6,1925,"LC"
"Bothrops pauloensis",3450,-23.7975,-48.5928,1925,"LC"
"Bothrops pauloensis",3451,-23.8,-48.5833,1925,"LC"
"Bothrops pauloensis",3452,-23.7944,-48.5874,1925,"LC"
"Bothrops pauloensis",3453,-22.1,-58,1925,"LC"
"Bothrops pauloensis",3454,-22.0328,-55.881,1925,"LC"
"Bothrops pauloensis",3455,-20.1468,-50.1884,1925,"LC"
"Bothrops pauloensis",3456,-20.1458,-50.1944,1925,"LC"
"Bothrops pauloensis",3457,-21.2667,-47.3,1925,"LC"
"Bothrops pauloensis",3458,-21.2753,-47.3048,1925,"LC"
"Bothrops pauloensis",3459,-23.6083,-48.4458,1925,"LC"
"Bothrops pauloensis",3460,-16.6741,-49.2867,1925,"LC"
"Bothrops pauloensis",3461,-17.6167,-47.7667,1925,"LC"
"Bothrops pauloensis",3462,-17.6359,-47.7784,1925,"LC"
"Bothrops pauloensis",3463,-20.4428,-54.6464,1925,"LC"
"Bothrops pauloensis",3464,-20.9131,-54.2497,1925,"LC"
"Bothrops pauloensis",3465,-20.4457,-54.6495,1925,"LC"
"Bothrops pauloensis",3466,-20.3882,-54.5454,1925,"LC"
"Bothrops pauloensis",3467,-18.15,-47.9333,1925,"LC"
"Bothrops pauloensis",3468,-19.2458,-47.775,1925,"LC"
"Bothrops pauloensis",3469,-21.6,-55.1667,1925,"LC"
"Bothrops pauloensis",3470,-15.1007,-55.5604,1925,"LC"
"Bothrops pauloensis",3471,-14.8717,-55.7856,1925,"LC"
"Bothrops pauloensis",3472,-15.4333,-55.75,1925,"LC"
"Bothrops pauloensis",3473,-21.6189,-55.1673,1925,"LC"
"Bothrops pauloensis",3474,-21.6144,-55.1683,1925,"LC"
"Bothrops pauloensis",3475,-19.5767,-57.0186,1925,"LC"
"Bothrops pauloensis",3476,-18.5,-54.75,1925,"LC"
"Bothrops pauloensis",3477,-15.5989,-56.0949,1925,"LC"
"Bothrops pauloensis",3478,-21.6,-48.35,1925,"LC"
"Bothrops pauloensis",3479,-21.6026,-48.3662,1925,"LC"
"Bothrops pauloensis",3480,-14.4031,-56.427,1925,"LC"
"Bothrops pauloensis",3481,-23.5478,-46.6358,1925,"LC"
"Bothrops pauloensis",3482,-23.6333,-48.4667,1925,"LC"
"Bothrops pauloensis",3483,-22.1,-46.6667,1925,"LC"
"Bothrops pauloensis",3484,-23.4267,-47.2433,1925,"LC"
"Bothrops pauloensis",3485,-23.4375,-47.5667,1925,"LC"
"Bothrops pauloensis",3486,-23.425,-47.5917,1925,"LC"
"Bothrops pauloensis",3487,-18.9583,-48.2083,1925,"LC"
"Bothrops pauloensis",3488,-20.3183,-48.3106,1925,"LC"
"Bothrops pauloensis",3489,-20.3167,-48.3167,1925,"LC"
"Bothrops pauloensis",3490,-20.3256,-48.3108,1925,"LC"
"Bothrops pauloensis",3491,-19.9909,-44.0585,1925,"LC"
"Bothrops pauloensis",3492,-23.5833,-48.05,1925,"LC"
"Bothrops pauloensis",3493,-23.592,-48.053,1925,"LC"
"Bothrops pauloensis",3494,-23.5632,-48.0188,1925,"LC"
"Bothrops pauloensis",3495,-23.9833,-48.8833,1925,"LC"
"Bothrops pauloensis",3496,-23.9667,-48.8667,1925,"LC"
"Bothrops pauloensis",3497,-23.1,-48.6167,1925,"LC"
"Bothrops pauloensis",3498,-23.1,-48.6,1925,"LC"
"Bothrops pauloensis",3499,-23.0977,-48.616,1925,"LC"
"Bothrops pauloensis",3500,-23.264,-47.299,1925,"LC"
"Bothrops pauloensis",3501,-20.1333,-54.3833,1925,"LC"
"Bothrops pauloensis",3502,-23.4989,-48.983,1925,"LC"
"Bothrops pauloensis",3503,-23.5,-48.9833,1925,"LC"
"Bothrops pauloensis",3504,-14.9545,-59.0254,1925,"LC"
"Bothrops pauloensis",3505,-21.4667,-47,1925,"LC"
"Bothrops pauloensis",3506,-21.4656,-46.9999,1925,"LC"
"Bothrops pauloensis",3507,-17.75,-46.1667,1925,"LC"
"Bothrops pauloensis",3508,-17.7333,-46.1667,1925,"LC"
"Bothrops pauloensis",3509,-17.7333,-46.1833,1925,"LC"
"Bothrops pauloensis",3510,-17.7167,-46.1667,1925,"LC"
"Bothrops pauloensis",3511,-15.6167,-46.4167,1925,"LC"
"Bothrops pauloensis",3512,-21.4678,-47.0047,1925,"LC"
"Bothrops pauloensis",3513,-22.3667,-46.9333,1925,"LC"
"Bothrops pauloensis",3514,-19.6333,-43.9,1925,"LC"
"Bothrops pauloensis",3515,-22.6,-48.8,1925,"LC"
"Bothrops pauloensis",3516,-22.3667,-46.95,1925,"LC"
"Bothrops pauloensis",3517,-23,-49.3167,1925,"LC"
"Bothrops pauloensis",3518,-21.552,-55.3965,1925,"LC"
"Bothrops pauloensis",3519,-22.3641,-46.9383,1925,"LC"
"Bothrops pauloensis",3520,-22.0175,-47.8908,1925,"LC"
"Bothrops pauloensis",3521,-21.0428,-49.6676,1925,"LC"
"Bothrops pauloensis",3522,-17.5667,-52.55,1925,"LC"
"Bothrops pauloensis",3523,-17.5694,-52.5511,1925,"LC"
"Bothrops pauloensis",3524,-20.73,-48.05,1925,"LC"
"Bothrops pauloensis",3525,-20.7274,-48.0548,1925,"LC"
"Bothrops pauloensis",3526,-21.5,-48.15,1925,"LC"
"Bothrops pauloensis",3527,-21.5095,-48.1547,1925,"LC"
"Bothrops pauloensis",3528,-18.8667,-48.8833,1925,"LC"
"Bothrops pauloensis",3529,-21.1333,-55.8167,1925,"LC"
"Bothrops pauloensis",3530,-21.135,-55.8078,1925,"LC"
"Bothrops pauloensis",3531,-21.1013,-55.8997,1925,"LC"
"Bothrops pauloensis",3532,-20.5333,-49.3,1925,"LC"
"Bothrops pauloensis",3533,-20.5333,-49.3167,1925,"LC"
"Bothrops pauloensis",3534,-22.37,-46.94,1925,"LC"
"Bothrops pauloensis",3535,-23.5333,-46.7833,1925,"LC"
"Bothrops pauloensis",3536,-23.0175,-47.5114,1925,"LC"
"Bothrops pauloensis",3537,-22.7889,-50.2175,1925,"LC"
"Bothrops pauloensis",3538,-22.7833,-50.2167,1925,"LC"
"Bothrops pauloensis",3539,-19.6667,-51.1833,1925,"LC"
"Bothrops pauloensis",3540,-19.6772,-51.1989,1925,"LC"
"Bothrops pauloensis",3541,-23.3833,-48.3833,1925,"LC"
"Bothrops pauloensis",3542,-23.384,-48.726,1925,"LC"
"Bothrops pauloensis",3543,-18.1,-52.9167,1925,"LC"
"Bothrops pauloensis",3544,-18.1667,-52.75,1925,"LC"
"Bothrops pauloensis",3545,-18.5667,-46.5,1925,"LC"
"Bothrops pauloensis",3546,-20.6417,-47.2833,1925,"LC"
"Bothrops pauloensis",3547,-21.925,-47.3667,1925,"LC"
"Bothrops pauloensis",3548,-21.9394,-47.3653,1925,"LC"
"Bothrops pauloensis",3549,-22.5333,-55.7167,1925,"LC"
"Bothrops pauloensis",3550,-22.5362,-55.7256,1925,"LC"
"Bothrops pauloensis",3551,-23.1758,-48.125,1925,"LC"
"Bothrops pauloensis",3552,-23.1764,-48.1209,1925,"LC"
"Bothrops pauloensis",3553,-19.3,-48.9167,1925,"LC"
"Bothrops pauloensis",3554,-19.2986,-48.9129,1925,"LC"
"Bothrops pauloensis",3555,-22.8,-48.65,1925,"LC"
"Bothrops pauloensis",3556,-23.0922,-46.5086,1925,"LC"
"Bothrops pauloensis",3557,-20.6,-47.4833,1925,"LC"
"Bothrops pauloensis",3558,-21.1833,-47.8167,1925,"LC"
"Bothrops pauloensis",3559,-21.1667,-47.8,1925,"LC"
"Bothrops pauloensis",3560,-22.8919,-48.6394,1925,"LC"
"Bothrops pauloensis",3561,-19.8667,-47.45,1925,"LC"
"Bothrops pauloensis",3562,-21.1268,-55.8322,1925,"LC"
"Bothrops pauloensis",3563,-23.2,-47.2833,1925,"LC"
"Bothrops pauloensis",3564,-23.2008,-47.2869,1925,"LC"
"Bothrops pauloensis",3565,-22.1333,-47.45,1925,"LC"
"Bothrops pauloensis",3566,-22.1379,-47.4519,1925,"LC"
"Bothrops pauloensis",3567,-22.8833,-49.6167,1925,"LC"
"Bothrops pauloensis",3568,-21.5333,-47.65,1925,"LC"
"Bothrops pauloensis",3569,-19.3112,-47.5315,1925,"LC"
"Bothrops pauloensis",3570,-19.3167,-47.5333,1925,"LC"
"Bothrops pauloensis",3571,-19.3086,-47.5253,1925,"LC"
"Bothrops pauloensis",3572,-17.3167,-53.2,1925,"LC"
"Bothrops pauloensis",3573,-21.4667,-47.35,1925,"LC"
"Bothrops pauloensis",3574,-22.6042,-46.9444,1925,"LC"
"Bothrops pauloensis",3575,-22.0167,-47.8833,1925,"LC"
"Bothrops pauloensis",3576,-21.9667,-46.7833,1925,"LC"
"Bothrops pauloensis",3577,-21.9667,-46.8,1925,"LC"
"Bothrops pauloensis",3578,-20.5667,-47.85,1925,"LC"
"Bothrops pauloensis",3579,-20.5305,-49.3129,1925,"LC"
"Bothrops pauloensis",3580,-22.2667,-46.8333,1925,"LC"
"Bothrops pauloensis",3581,-22.75,-48.5667,1925,"LC"
"Bothrops pauloensis",3582,-20.9173,-46.9914,1925,"LC"
"Bothrops pauloensis",3583,-20.9167,-46.9833,1925,"LC"
"Bothrops pauloensis",3584,-21.4797,-47.9141,1925,"LC"
"Bothrops pauloensis",3585,-21.4833,-47.55,1925,"LC"
"Bothrops pauloensis",3586,-12.9833,-58.75,1925,"LC"
"Bothrops pauloensis",3587,-22.35,-50.65,1925,"LC"
"Bothrops pauloensis",3588,-20.5667,-52.2167,1925,"LC"
"Bothrops pauloensis",3589,-21.3167,-47.5667,1925,"LC"
"Bothrops pauloensis",3590,-21.205,-47.6043,1925,"LC"
"Bothrops pauloensis",3591,-20.9779,-54.501,1925,"LC"
"Bothrops pauloensis",3592,-20.9349,-54.9582,1925,"LC"
"Bothrops pauloensis",3593,-17.5384,-54.4286,1925,"LC"
"Bothrops pauloensis",3594,-23.5,-47.45,1925,"LC"
"Bothrops pauloensis",3595,-23.5017,-47.4581,1925,"LC"
"Bothrops pauloensis",3596,-23.5056,-47.4559,1925,"LC"
"Bothrops pauloensis",3597,-15.8,-48.0667,1925,"LC"
"Bothrops pauloensis",3598,-21.7,-47.2667,1925,"LC"
"Bothrops pauloensis",3599,-20.4422,-54.8603,1925,"LC"
"Bothrops pauloensis",3600,-20.4333,-54.85,1925,"LC"
"Bothrops pauloensis",3601,-20.442,-54.86,1925,"LC"
"Bothrops pauloensis",3602,-20.437,-54.87,1925,"LC"
"Bothrops pauloensis",3603,-23.0175,-47.5117,1925,"LC"
"Bothrops pauloensis",3604,-21.5869,-48.0708,1925,"LC"
"Bothrops pauloensis",3605,-22.7918,-50.2049,1925,"LC"
"Bothrops pauloensis",3606,-22.7435,-46.3747,1925,"LC"
"Bothrops pauloensis",3607,-22.7417,-46.375,1925,"LC"
"Bothrops pauloensis",3608,-22.0423,-48.337,1925,"LC"
"Bothrops pauloensis",3609,-22.0417,-48.3333,1925,"LC"
"Bothrops pauloensis",3610,-20.75,-51.6667,1925,"LC"
"Bothrops pauloensis",3611,-20.7511,-51.6783,1925,"LC"
"Bothrops pauloensis",3612,-22.3728,-47.1525,1925,"LC"
"Bothrops pauloensis",3613,-19.673,-51.1973,1925,"LC"
"Bothrops pauloensis",3614,-19.7502,-47.9325,1925,"LC"
"Bothrops pauloensis",3615,-19.7333,-47.9167,1925,"LC"
"Bothrops pauloensis",3616,-19.75,-47.9333,1925,"LC"
"Bothrops pauloensis",3617,-19.6772,-51.1908,1925,"LC"
"Bothrops pauloensis",3618,-18.914,-48.2611,1925,"LC"
"Bothrops pauloensis",3619,-18.9167,-48.2833,1925,"LC"
"Bothrops pauloensis",3620,-18.9113,-48.2622,1925,"LC"
"Bothrops pauloensis",3621,-18.9167,-48.2667,1925,"LC"
"Bothrops pauloensis",3622,-19.7,-46.17,1925,"LC"
"Bothrops pauloensis",3623,-17.9898,-46.8998,1925,"LC"
"Bothrops pauloensis",3624,-18,-46.9,1925,"LC"
"Bothrops pauloensis",3625,-22.1669,-47.7997,1925,"LC"
"Bothrops pauloensis",3626,-14.0057,-47.6846,1925,"LC"
"Bothrops pauloensis",3627,-19.5273,-47.4146,1925,"LC"
"Bothrops pauloensis",3628,-19.5333,-47.4167,1925,"LC"
"Bothrops pauloensis",3629,-19.5333,-47.4333,1925,"LC"
"Bothrops pauloensis",3630,-20.6394,-47.2817,1925,"LC"
"Bothrops pauloensis",3631,-22.5361,-55.7167,1925,"LC"
"Bothrops pauloensis",3632,-22.5311,-55.718,1925,"LC"
"Bothrops pauloensis",3633,-20.6055,-47.4851,1925,"LC"
"Bothrops pauloensis",3634,-20.6033,-47.4828,1925,"LC"
"Bothrops pauloensis",3635,-21.175,-47.8198,1925,"LC"
"Bothrops pauloensis",3636,-22.8919,-48.4894,1925,"LC"
"Bothrops pauloensis",3637,-22.8967,-48.491,1925,"LC"
"Bothrops pauloensis",3638,-19.8833,-47.45,1925,"LC"
"Bothrops pauloensis",3639,-19.8644,-47.4401,1925,"LC"
"Bothrops pauloensis",3640,-17.3256,-53.2053,1925,"LC"
"Bothrops pauloensis",3641,-17.3273,-53.1987,1925,"LC"
"Bothrops pauloensis",3642,-22.0133,-47.8909,1925,"LC"
"Bothrops pauloensis",3643,-20.583,-47.8635,1925,"LC"
"Bothrops pauloensis",3644,-20.9167,-46.9916,1925,"LC"
"Bothrops pauloensis",3645,-21.4667,-47.55,1925,"LC"
"Bothrops pauloensis",3646,-21.4752,-47.5503,1925,"LC"
"Bothrops pauloensis",3647,-22.3531,-50.6231,1925,"LC"
"Bothrops pauloensis",3648,-21.2114,-47.5956,1925,"LC"
"Bothrops pauloensis",3649,-21.205,-47.6047,1925,"LC"
"Bothrops pauloensis",3650,-20.9309,-54.9648,1925,"LC"
"Bothrops pauloensis",3651,-15.7797,-47.9297,1925,"LC"
"Bothrops pauloensis",3652,-15.8333,-48.0564,1925,"LC"
"Bothrops pauloensis",3653,-21.6957,-47.2806,1925,"LC"
"Bothrops pauloensis",3654,-20.4403,-54.8572,1925,"LC"
"Bothrops pauloensis",3655,-22.7437,-46.3747,1925,"LC"
"Bothrops pauloensis",3656,-20.756,-51.7326,1925,"LC"
"Bothrops pauloensis",3657,-22.0417,-48.3356,1925,"LC"
"Bothrops pauloensis",3658,-22.0403,-48.3366,1925,"LC"
"Bothrops pauloensis",3659,-20.5674,-52.218,1925,"LC"
"Bothrops pauloensis",3660,-22.3789,-47.1636,1925,"LC"
"Bothrops pauloensis",3661,-22.3726,-47.1525,1925,"LC"
"Bothrops pauloensis",3662,-19.7638,-47.9216,1925,"LC"
"Bothrops pauloensis",3663,-19.75,-46.1167,1925,"LC"
"Bothrops pauloensis",3664,-17.993,-46.8988,1925,"LC"
"Bothrops pauloensis",3665,-23.0203,-45.5497,1925,"LC"
"Bothrops pauloensis",3666,-22.9496,-47.1283,1925,"LC"
"Bothrops pauloensis",3667,-14.8058,-61.1797,1925,"LC"
"Callithrix penicillata",3671,-19.1667,-48.3833,1812,"LC"
"Callithrix penicillata",3672,-18.4833,-48.4333,1812,"LC"
"Callithrix penicillata",3673,-18.8333,-45.1833,1812,"LC"
"Callithrix penicillata",3674,-15.8759,-47.8757,1812,"LC"
"Callithrix penicillata",3675,-15.75,-48.0667,1812,"LC"
"Callithrix penicillata",3676,-15.6226,-48.1598,1812,"LC"
"Callithrix penicillata",3677,-15.9333,-47.85,1812,"LC"
"Callithrix penicillata",3678,-15.6167,-46.4167,1812,"LC"
"Callithrix penicillata",3679,-15.5833,-47.3,1812,"LC"
"Callithrix penicillata",3680,-20.4464,-44.6106,1812,"LC"
"Callithrix penicillata",3681,-19.9398,-44.0797,1812,"LC"
"Callithrix penicillata",3682,-11.709,-44.328,1812,"LC"
"Callithrix penicillata",3683,-15.0687,-43.7603,1812,"LC"
"Callithrix penicillata",3684,-15.3333,-44.2333,1812,"LC"
"Callithrix penicillata",3685,-21.0833,-47.65,1812,"LC"
"Callithrix penicillata",3686,-11.0667,-41.4,1812,"LC"
"Callithrix penicillata",3687,-19.6272,-43.8897,1812,"LC"
"Callithrix penicillata",3688,-21.3292,-44.9833,1812,"LC"
"Callithrix penicillata",3689,-17.1333,-42.7667,1812,"LC"
"Callithrix penicillata",3690,-13.8833,-48.3167,1812,"LC"
"Callithrix penicillata",3691,-18.3554,-45.3243,1812,"LC"
"Callithrix penicillata",3692,-20.4083,-43.5105,1812,"LC"
"Callithrix penicillata",3693,-20.6415,-46.5064,1812,"LC"
"Callithrix penicillata",3694,-15.5833,-47.5833,1812,"LC"
"Callithrix penicillata",3695,-13.5392,-41.8719,1812,"LC"
"Callithrix penicillata",3696,-16.6589,-48.6081,1812,"LC"
"Callithrix penicillata",3697,-18.9833,-48.3,1812,"LC"
"Callithrix penicillata",3698,-18.95,-48.2,1812,"LC"
"Callithrix penicillata",3699,-12.15,-44.9833,1812,"LC"
"Callithrix penicillata",3700,-13.25,-43.4167,1812,"LC"
"Callithrix penicillata",3701,-11.75,-38.8833,1812,"LC"
"Callithrix penicillata",3702,-12.0833,-38.7833,1812,"LC"
"Callithrix penicillata",3703,-12.7667,-43.95,1812,"LC"
"Callithrix penicillata",3704,-10.4635,-40.1913,1812,"LC"
"Callithrix penicillata",3705,-15.7833,-47.9333,1812,"LC"
"Callithrix penicillata",3706,-16.3167,-48.95,1812,"LC"
"Callithrix penicillata",3707,-15.9,-52.25,1812,"LC"
"Callithrix penicillata",3708,-17.7085,-48.6454,1812,"LC"
"Callithrix penicillata",3709,-13.85,-46.9333,1812,"LC"
"Callithrix penicillata",3710,-18.1667,-47.9333,1812,"LC"
"Callithrix penicillata",3711,-15.4,-49.6,1812,"LC"
"Callithrix penicillata",3712,-15.5333,-49.45,1812,"LC"
"Callithrix penicillata",3713,-15.5333,-47.3333,1812,"LC"
"Callithrix penicillata",3714,-16.6833,-49.25,1812,"LC"
"Callithrix penicillata",3715,-16.9667,-49.2167,1812,"LC"
"Callithrix penicillata",3716,-16.3667,-49.5,1812,"LC"
"Callithrix penicillata",3717,-15.7048,-49.3849,1812,"LC"
"Callithrix penicillata",3718,-16.4064,-49.2186,1812,"LC"
"Callithrix penicillata",3719,-14.0389,-47.6252,1812,"LC"
"Callithrix penicillata",3720,-18.3476,-52.7657,1812,"LC"
"Callithrix penicillata",3721,-15.45,-47.6167,1812,"LC"
"Callithrix penicillata",3722,-16.6333,-49.4833,1812,"LC"
"Callithrix penicillata",3723,-14,-47.5667,1812,"LC"
"Callithrix penicillata",3724,-18.6333,-48.1833,1812,"LC"
"Callithrix penicillata",3725,-18.7565,-44.4314,1812,"LC"
"Callithrix penicillata",3726,-20.0743,-43.9695,1812,"LC"
"Callithrix penicillata",3727,-20.2535,-43.8014,1812,"LC"
"Callithrix penicillata",3728,-17.75,-46.1667,1812,"LC"
"Callithrix penicillata",3729,-17.8867,-44.5775,1812,"LC"
"Callithrix penicillata",3730,-15.092,-46.1084,1812,"LC"
"Callithrix penicillata",3731,-20.2317,-46.448,1812,"LC"
"Callithrix penicillata",3732,-19.9571,-43.9084,1812,"LC"
"Callithrix penicillata",3733,-20.4573,-41.9276,1812,"LC"
"Callithrix penicillata",3734,-19.37,-43.62,1812,"LC"
"Callithrix penicillata",3735,-17.35,-44.9333,1812,"LC"
"Callithrix penicillata",3736,-20.4667,-45.9667,1812,"LC"
"Callithrix penicillata",3737,-18.9,-44.78,1812,"LC"
"Callithrix penicillata",3738,-18.4333,-44.3,1812,"LC"
"Callithrix penicillata",3739,-16.9358,-46.2683,1812,"LC"
"Callithrix penicillata",3740,-19.7503,-47.9325,1812,"LC"
"Callithrix penicillata",3741,-20.5575,-48.5684,1812,"LC"
"Callithrix penicillata",3742,-20.2575,-47.4774,1812,"LC"
"Callithrix penicillata",3743,-19.9833,-47.7667,1812,"LC"
"Callithrix penicillata",3744,-20.55,-48.55,1812,"LC"
"Callithrix penicillata",3745,-10.7085,-48.4174,1812,"LC"
"Carterodon sulcidens",3756,-17.7833,-48.6667,1838,"DD"
"Carterodon sulcidens",3757,-15.2667,-45.8667,1838,"DD"
"Carterodon sulcidens",3758,-19.6272,-43.8897,1838,"DD"
"Carterodon sulcidens",3759,-13.8833,-48.3167,1838,"DD"
"Carterodon sulcidens",3760,-19.6167,-44.0333,1838,"DD"
"Carterodon sulcidens",3761,-15.65,-57.2,1838,"DD"
"Carterodon sulcidens",3762,-14.8667,-55.8,1838,"DD"
"Carterodon sulcidens",3763,-11.3333,-59,1838,"DD"
"Carterodon sulcidens",3764,-12.8333,-59.75,1838,"DD"
"Carterodon sulcidens",3765,-15.7833,-47.9333,1838,"DD"
"Carterodon sulcidens",3766,-21.7333,-52.9833,1838,"DD"
"Carterodon sulcidens",3767,-12.8167,-51.7667,1838,"DD"
"Celeus obrieni",3768,-9.6214,-49.1508,1973,"VU"
"Celeus obrieni",3769,-4.9467,-47.5047,1973,"VU"
"Celeus obrieni",3770,-6.7911,-50.4669,1973,"VU"
"Celeus obrieni",3771,-8.8036,-49.5564,1973,"VU"
"Celeus obrieni",3772,-15.89,-52.2567,1973,"VU"
"Celeus obrieni",3773,-9.8356,-48.7253,1973,"VU"
"Celeus obrieni",3774,-4.7417,-44.35,1973,"VU"
"Celeus obrieni",3775,-16.9567,-51.8103,1973,"VU"
"Celeus obrieni",3776,-9.2783,-49.9556,1973,"VU"
"Celeus obrieni",3777,-4.8589,-43.3561,1973,"VU"
"Celeus obrieni",3778,-8.9506,-47.3358,1973,"VU"
"Celeus obrieni",3779,-16.9719,-49.7758,1973,"VU"
"Celeus obrieni",3780,-11.6169,-47.7506,1973,"VU"
"Celeus obrieni",3781,-8.0592,-48.475,1973,"VU"
"Celeus obrieni",3782,-11.6278,-46.8206,1973,"VU"
"Celeus obrieni",3783,-9.2583,-49.0644,1973,"VU"
"Celeus obrieni",3784,-11.3439,-49.2706,1973,"VU"
"Celeus obrieni",3785,-11.7967,-49.5289,1973,"VU"
"Celeus obrieni",3786,-15.7108,-52.7553,1973,"VU"
"Celeus obrieni",3787,-8.7758,-48.9317,1973,"VU"
"Celeus obrieni",3788,-7.71,-47.3142,1973,"VU"
"Celeus obrieni",3789,-5.8194,-46.1386,1973,"VU"
"Celeus obrieni",3790,-16.8306,-49.5319,1973,"VU"
"Celeus obrieni",3791,-11.7292,-49.0686,1973,"VU"
"Celeus obrieni",3792,-8.3917,-47.7678,1973,"VU"
"Celeus obrieni",3793,-10.7936,-49.6236,1973,"VU"
"Celeus obrieni",3794,-9.7958,-49.6542,1973,"VU"
"Celeus obrieni",3795,-13.5331,-48.22,1973,"VU"
"Celeus obrieni",3796,-9.5672,-48.3917,1973,"VU"
"Celeus obrieni",3797,-9.5294,-48.59,1973,"VU"
"Celeus obrieni",3798,-13.7761,-50.2811,1973,"VU"
"Celeus obrieni",3799,-14.0986,-50.3267,1973,"VU"
"Celeus obrieni",3800,-7.6317,-48.4225,1973,"VU"
"Celeus obrieni",3801,-13.2444,-49.5039,1973,"VU"
"Celeus obrieni",3802,-10.2128,-48.3603,1973,"VU"
"Celeus obrieni",3803,-16.805,-49.9258,1973,"VU"
"Celeus obrieni",3804,-10.1761,-48.8667,1973,"VU"
"Celeus obrieni",3805,-12.6153,-47.8831,1973,"VU"
"Celeus obrieni",3806,-6.0675,-49.9022,1973,"VU"
"Celeus obrieni",3807,-8.9675,-48.1747,1973,"VU"
"Celeus obrieni",3808,-12.025,-48.5392,1973,"VU"
"Celeus obrieni",3809,-10.4425,-49.1822,1973,"VU"
"Celeus obrieni",3810,-13.4408,-49.1486,1973,"VU"
"Celeus obrieni",3811,-10.7081,-48.4172,1973,"VU"
"Celeus obrieni",3812,-8.5394,-48.5061,1973,"VU"
"Celeus obrieni",3813,-12.6,-47.7333,1973,"VU"
"Celeus obrieni",3814,-10.8608,-48.9136,1973,"VU"
"Celeus obrieni",3815,-11.4489,-48.1206,1973,"VU"
"Celeus obrieni",3816,-13.3983,-46.3183,1973,"VU"
"Celeus obrieni",3817,-6.495,-43.7022,1973,"VU"
"Celeus obrieni",3818,-13.275,-50.1628,1973,"VU"
"Celeus obrieni",3819,-5.2581,-44.6489,1973,"VU"
"Celeus obrieni",3820,-8.9728,-48.1878,1973,"VU"
