species,rangesize,NAME,DESIG,DESIG_ENG,IUCN_CAT,STATUS_YR,GOV_TYPE,SUB_LOC,area
Euscarthmus rufomarginatus,"3904841",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Euscarthmus rufomarginatus,"3904841",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Euscarthmus rufomarginatus,"3904841",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Euscarthmus rufomarginatus,"3904841",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Euscarthmus rufomarginatus,"3904841",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Euscarthmus rufomarginatus,"3904841",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Euscarthmus rufomarginatus,"3904841",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Euscarthmus rufomarginatus,"3904841",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Euscarthmus rufomarginatus,"3904841",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Euscarthmus rufomarginatus,"3904841",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Euscarthmus rufomarginatus,"3904841",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Euscarthmus rufomarginatus,"3904841",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Euscarthmus rufomarginatus,"3904841",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Galea flavidens,"1324021",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Galea flavidens,"1324021",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Galea flavidens,"1324021",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Galea flavidens,"1324021",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Galea flavidens,"1324021",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Galea flavidens,"1324021",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Galea flavidens,"1324021",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Galea flavidens,"1324021",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Galea flavidens,"1324021",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Galea flavidens,"1324021",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Galea flavidens,"1324021",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Geositta poeciloptera,"1987612",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Geositta poeciloptera,"1987612",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Geositta poeciloptera,"1987612",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Geositta poeciloptera,"1987612",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Geositta poeciloptera,"1987612",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Geositta poeciloptera,"1987612",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Geositta poeciloptera,"1987612",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Geositta poeciloptera,"1987612",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Geositta poeciloptera,"1987612",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Geositta poeciloptera,"1987612",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Epicrates crassus,"4378535",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Epicrates crassus,"4378535",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Epicrates crassus,"4378535",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Epicrates crassus,"4378535",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Epicrates crassus,"4378535",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Epicrates crassus,"4378535",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Epicrates crassus,"4378535",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Epicrates crassus,"4378535",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Epicrates crassus,"4378535",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Epicrates crassus,"4378535",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Epicrates crassus,"4378535",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Epicrates crassus,"4378535",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Epicrates crassus,"4378535",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Epicrates crassus,"4378535",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Epicrates crassus,"4378535",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Epicrates crassus,"4378535",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Epicrates crassus,"4378535",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Erythrolamprus maryellenae,"1096089",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Erythrolamprus maryellenae,"1096089",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Erythrolamprus maryellenae,"1096089",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Erythrolamprus maryellenae,"1096089",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Erythrolamprus maryellenae,"1096089",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Erythrolamprus maryellenae,"1096089",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Erythrolamprus maryellenae,"1096089",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Erythrolamprus maryellenae,"1096089",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Erythrolamprus maryellenae,"1096089",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Erythrolamprus maryellenae,"1096089",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Pithecopus araguaius*,"1108",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Odontophrynus monachus,"358",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Cerradomys akroai,"748",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Ameivula jalapensis,"745",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Ameivula jalapensis,"745",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Ameivula mumbuca,"747",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Ameivula mumbuca,"747",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Scinax pombali,"891",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Amphisbaena steindachneri,"1477",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Amphisbaena steindachneri,"1477",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Amphisbaena crisae,"1479",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Adenomera cotuba*,"206241",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Adenomera cotuba*,"206241",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Adenomera cotuba*,"206241",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Adenomera saci,"731210",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Adenomera saci,"731210",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Adenomera saci,"731210",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Adenomera saci,"731210",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Adenomera saci,"731210",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Adenomera saci,"731210",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Adenomera saci,"731210",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Adenomera saci,"731210",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Adenomera saci,"731210",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Psilops seductus*,"737",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Ameerega berohoka,"110480",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Ameerega flavopicta,"868222",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Ameerega flavopicta,"868222",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Ameerega flavopicta,"868222",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Ameerega flavopicta,"868222",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Ameerega flavopicta,"868222",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Ameerega flavopicta,"868222",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Ameerega flavopicta,"868222",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Alectrurus tricolor,"2797153",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Alectrurus tricolor,"2797153",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Alectrurus tricolor,"2797153",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Alectrurus tricolor,"2797153",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Alectrurus tricolor,"2797153",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Alectrurus tricolor,"2797153",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Alectrurus tricolor,"2797153",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Alipiopsitta xanthops,"2950314",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Alipiopsitta xanthops,"2950314",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Alipiopsitta xanthops,"2950314",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Alipiopsitta xanthops,"2950314",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Alipiopsitta xanthops,"2950314",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Alipiopsitta xanthops,"2950314",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Alipiopsitta xanthops,"2950314",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Alipiopsitta xanthops,"2950314",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Alipiopsitta xanthops,"2950314",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Alipiopsitta xanthops,"2950314",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Alipiopsitta xanthops,"2950314",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Alipiopsitta xanthops,"2950314",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Alipiopsitta xanthops,"2950314",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Alipiopsitta xanthops,"2950314",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Alipiopsitta xanthops,"2950314",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Alipiopsitta xanthops,"2950314",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Alipiopsitta xanthops,"2950314",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Alipiopsitta xanthops,"2950314",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Allobates goianus,"16216",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Amphisbaena kraoh,"14095",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Amphisbaena kraoh,"14095",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Amphisbaena silvestrii,"895546",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Amphisbaena silvestrii,"895546",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Amphisbaena silvestrii,"895546",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Amphisbaena silvestrii,"895546",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Amphisbaena silvestrii,"895546",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Amphisbaena silvestrii,"895546",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Amphisbaena talisiae,"103006",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Ameivula xacriaba*,"42875",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Ameivula xacriaba*,"42875",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Amphisbaena anaemariae,"346771",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Apostolepis assimilis*,"1601004",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Apostolepis assimilis*,"1601004",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Apostolepis assimilis*,"1601004",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Apostolepis assimilis*,"1601004",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Apostolepis flavotorquata,"1256330",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Apostolepis flavotorquata,"1256330",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Apostolepis flavotorquata,"1256330",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Apostolepis flavotorquata,"1256330",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Apostolepis flavotorquata,"1256330",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Apostolepis flavotorquata,"1256330",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Apostolepis flavotorquata,"1256330",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Apostolepis flavotorquata,"1256330",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Apostolepis flavotorquata,"1256330",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Apostolepis goiasensis,"470835",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Apostolepis goiasensis,"470835",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Apostolepis goiasensis,"470835",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Anolis meridionalis,"2579006",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Anolis meridionalis,"2579006",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Anolis meridionalis,"2579006",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Anolis meridionalis,"2579006",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Anolis meridionalis,"2579006",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Anolis meridionalis,"2579006",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Anolis meridionalis,"2579006",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Anolis meridionalis,"2579006",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Anolis meridionalis,"2579006",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Anolis meridionalis,"2579006",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Anolis meridionalis,"2579006",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Anolis meridionalis,"2579006",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Anolis meridionalis,"2579006",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Anolis meridionalis,"2579006",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Antilophia galeata,"2692714",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Antilophia galeata,"2692714",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Antilophia galeata,"2692714",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Antilophia galeata,"2692714",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Antilophia galeata,"2692714",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Antilophia galeata,"2692714",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Antilophia galeata,"2692714",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Antilophia galeata,"2692714",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Antilophia galeata,"2692714",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Antilophia galeata,"2692714",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Antilophia galeata,"2692714",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Antilophia galeata,"2692714",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Antilophia galeata,"2692714",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Antilophia galeata,"2692714",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Antilophia galeata,"2692714",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Antilophia galeata,"2692714",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Antilophia galeata,"2692714",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Antilophia galeata,"2692714",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Arremon flavirostris,"1473172",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Arremon flavirostris,"1473172",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Arremon flavirostris,"1473172",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Arremon flavirostris,"1473172",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Arremon flavirostris,"1473172",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Arremon flavirostris,"1473172",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Asthenes luizae,"24900",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Atractus albuquerquei,"2711519",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Atractus albuquerquei,"2711519",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
