"species","X","latitude","longitude","prot_perc_cat"
"Hoplocercus spinosus",7563,-21.05,-53.6333,"<5%"
"Hoplocercus spinosus",7564,-20.45,-55.4167,"<5%"
"Hoplocercus spinosus",7565,-20.4667,-55.7833,"<5%"
"Hoplocercus spinosus",7566,-20.4333,-54.85,"<5%"
"Hoplocercus spinosus",7567,-20.2833,-56.0667,"<5%"
"Hoplocercus spinosus",7568,-11.6167,-50.6667,"<5%"
"Hoplocercus spinosus",7569,-20.4333,-54.6333,"<5%"
"Hoplocercus spinosus",7570,-20.7833,-51.65,"<5%"
"Hoplocercus spinosus",7571,-18.5,-54.75,"<5%"
"Hoplocercus spinosus",7572,-20.7677,-55.6076,"<5%"
"Hoplocercus spinosus",7573,-10.6833,-50.6333,"<5%"
"Hoplocercus spinosus",7574,-15.3,-55.85,"<5%"
"Hoplocercus spinosus",7575,-15.89,-52.2567,"<5%"
"Hoplocercus spinosus",7576,-14.6667,-52.35,"<5%"
"Hoplocercus spinosus",7577,-16.0667,-57.6667,"<5%"
"Hoplocercus spinosus",7578,-13.0333,-58.2833,"<5%"
"Hoplocercus spinosus",7579,-12.5333,-53.2,"<5%"
"Hoplocercus spinosus",7580,-12.8167,-51.7667,"<5%"
"Hoplocercus spinosus",7581,-16.4667,-54.6333,"<5%"
"Hoplocercus spinosus",7582,-17.2,-54.15,"<5%"
"Hoplocercus spinosus",7583,-15.55,-53.45,"<5%"
"Hoplocercus spinosus",7584,-9.1793,-60.6306,"<5%"
"Hoplocercus spinosus",7585,-14.9833,-55.7333,"<5%"
"Hoplocercus spinosus",7586,-15.65,-57.2,"<5%"
"Hoplocercus spinosus",7587,-8.8833,-44.9667,"<5%"
"Hoplocercus spinosus",7588,-8.7667,-43.6,"<5%"
"Hoplocercus spinosus",7589,-12.4333,-64.2167,"<5%"
"Hoplocercus spinosus",7590,-9.2667,-62.3833,"<5%"
"Hoplocercus spinosus",7591,-10.3,-48.35,"<5%"
"Hoplocercus spinosus",7592,-10.75,-48.1,"<5%"
"Hydropsalis candicans",7593,-24.1667,-55.25,"<1%"
"Hydropsalis candicans",7594,-14.8667,-66.3167,"<1%"
"Hydropsalis candicans",7595,-18.4085,-52.5494,"<1%"
"Hydropsalis candicans",7596,-15.5833,-56.0833,"<1%"
"Hydropsalis candicans",7597,-17.5695,-52.5514,"<1%"
"Hydropsalis candicans",7598,-22.2,-46.95,"<1%"
"Hydropsalis candicans",7599,-18,-52.75,"<1%"
"Hydropsalis candicans",7600,-19.1525,-47.6747,"<1%"
"Hydropsalis candicans",7601,-19.7483,-47.9319,"<1%"
"Hydropsalis candicans",7602,-23.8167,-56.3,"<1%"
"Ischnocnema penaxavantinho",7611,-17.0815,-47.0597,"<1%"
"Ischnocnema penaxavantinho",7612,-19.2,-47.1666,"<1%"
"Ischnocnema penaxavantinho",7613,-18.0874,-46.5058,"<1%"
"Ischnocnema penaxavantinho",7614,-16.6589,-48.6081,"<1%"
"Ischnocnema penaxavantinho",7615,-19.1833,-48.4,"<1%"
"Kentropyx paulensis",7621,-22.7833,-49.2333,"<5%"
"Kentropyx paulensis",7622,-17.9833,-53.6167,"<5%"
"Kentropyx paulensis",7623,-22.6667,-47.7667,"<5%"
"Kentropyx paulensis",7624,-14.9203,-51.0831,"<5%"
"Kentropyx paulensis",7625,-22.8904,-48.4553,"<5%"
"Kentropyx paulensis",7626,-15.7099,-48.0224,"<5%"
"Kentropyx paulensis",7627,-23.0333,-49.15,"<5%"
"Kentropyx paulensis",7628,-15.3,-55.85,"<5%"
"Kentropyx paulensis",7629,-14.7667,-45.9167,"<5%"
"Kentropyx paulensis",7630,-15.5833,-56.0833,"<5%"
"Kentropyx paulensis",7631,-11.5,-50.25,"<5%"
"Kentropyx paulensis",7632,-23.5833,-48.05,"<5%"
"Kentropyx paulensis",7633,-23.1,-48.6,"<5%"
"Kentropyx paulensis",7634,-18.25,-52.8833,"<5%"
"Kentropyx paulensis",7635,-21.25,-48.4833,"<5%"
"Kentropyx paulensis",7636,-14.05,-48.3167,"<5%"
"Kentropyx paulensis",7637,-17.2167,-46.8667,"<5%"
"Kentropyx paulensis",7638,-23.7667,-46.3,"<5%"
"Kentropyx paulensis",7639,-23.1667,-45.8833,"<5%"
"Kentropyx paulensis",7640,-22.4167,-48.1667,"<5%"
"Kentropyx paulensis",7641,-20.75,-51.6667,"<5%"
"Kentropyx vanzoi",7642,-13.9,-60.8167,"<1%"
"Kentropyx vanzoi",7643,-13.95,-60.8167,"<1%"
"Kentropyx vanzoi",7644,-12.5201,-60.4128,"<1%"
"Kentropyx vanzoi",7645,-14.9833,-55.7333,"<1%"
"Kentropyx vanzoi",7646,-15.3,-55.85,"<1%"
"Kentropyx vanzoi",7647,-14.4,-56.4333,"<1%"
"Kentropyx vanzoi",7648,-13.2333,-53.0667,"<1%"
"Kentropyx vanzoi",7649,-14.9667,-52.3167,"<1%"
"Kentropyx vanzoi",7650,-16.25,-56.6167,"<1%"
"Kentropyx vanzoi",7651,-15.65,-57.2,"<1%"
"Kentropyx vanzoi",7652,-12.8167,-51.7667,"<1%"
"Kentropyx vanzoi",7653,-11.75,-50.7333,"<1%"
"Kentropyx vanzoi",7654,-21.7667,-52.15,"<1%"
"Kentropyx vanzoi",7655,-12.7333,-60.1333,"<1%"
"Knipolegus franciscanus",7662,-14.9856,-47.7842,"<5%"
"Knipolegus franciscanus",7663,-12.7131,-46.4078,"<5%"
"Knipolegus franciscanus",7664,-15.3233,-44.7544,"<5%"
"Knipolegus franciscanus",7665,-15.63,-48.06,"<5%"
"Knipolegus franciscanus",7666,-16.2064,-44.4333,"<5%"
"Knipolegus franciscanus",7667,-15.8006,-46.9267,"<5%"
"Knipolegus franciscanus",7668,-13.295,-46.3931,"<5%"
"Knipolegus franciscanus",7669,-17.2797,-43.95,"<5%"
"Knipolegus franciscanus",7670,-14.4486,-47.0503,"<5%"
"Knipolegus franciscanus",7671,-15.5372,-47.3344,"<5%"
"Knipolegus franciscanus",7672,-16.2172,-44.9064,"<5%"
"Knipolegus franciscanus",7673,-15.1022,-44.0919,"<5%"
"Knipolegus franciscanus",7674,-14.4139,-43.5544,"<5%"
"Knipolegus franciscanus",7675,-15.4881,-44.3617,"<5%"
"Knipolegus franciscanus",7676,-17.7575,-44.1722,"<5%"
"Knipolegus franciscanus",7677,-14.8547,-43.9219,"<5%"
"Knipolegus franciscanus",7678,-18.3253,-44.1192,"<5%"
"Knipolegus franciscanus",7679,-16.735,-43.8617,"<5%"
"Knipolegus franciscanus",7680,-16.5042,-46.4933,"<5%"
"Knipolegus franciscanus",7681,-13.7419,-46.8803,"<5%"
"Knipolegus franciscanus",7682,-12.9311,-46.5736,"<5%"
"Knipolegus franciscanus",7683,-15.4528,-47.6142,"<5%"
"Knipolegus franciscanus",7684,-12.0908,-46.4792,"<5%"
"Knipolegus franciscanus",7685,-18.4178,-46.4181,"<5%"
"Knipolegus franciscanus",7686,-12.3633,-44.9733,"<5%"
"Knipolegus franciscanus",7687,-13.3983,-46.3183,"<5%"
"Knipolegus franciscanus",7688,-15.9292,-44.0078,"<5%"
"Knipolegus franciscanus",7689,-13.5625,-43.5967,"<5%"
"Knipolegus franciscanus",7690,-12.7058,-44.0067,"<5%"
"Knipolegus franciscanus",7691,-12.4039,-46.4361,"<5%"
"Knipolegus franciscanus",7692,-16.3575,-46.9061,"<5%"
"Knipolegus franciscanus",7693,-16.0642,-46.2542,"<5%"
"Kunsia tomentosus",7694,-12.9167,-64.8167,"<1%"
"Kunsia tomentosus",7695,-13.0667,-64.8167,"<1%"
"Kunsia tomentosus",7696,-12.8844,-68.6346,"<1%"
"Kunsia tomentosus",7697,-14.6167,-60.8,"<1%"
"Kunsia tomentosus",7698,-14.2667,-61.0333,"<1%"
"Kunsia tomentosus",7699,-14.7667,-60.55,"<1%"
"Kunsia tomentosus",7700,-14.55,-60.7,"<1%"
"Kunsia tomentosus",7701,-7.55,-63.0667,"<1%"
"Kunsia tomentosus",7702,-18.2667,-52.8833,"<1%"
"Kunsia tomentosus",7703,-15.65,-57.2,"<1%"
"Kunsia tomentosus",7704,-12.5333,-60.3667,"<1%"
"Kunsia tomentosus",7705,-19.6272,-43.8897,"<1%"
"Kunsia tomentosus",7706,-14.8,-57.6833,"<1%"
"Kunsia tomentosus",7707,-12.8333,-59.75,"<1%"
"Kunsia tomentosus",7708,-11.2667,-51.5667,"<1%"
"Kunsia tomentosus",7709,-12.8167,-51.7667,"<1%"
"Kunsia tomentosus",7710,-12.7833,-59.9833,"<1%"
"Kunsia tomentosus",7711,-30.4768,-57.2361,"<1%"
"Laterallus xenopterus",7712,-22.8806,-49.2389,"<5%"
"Laterallus xenopterus",7713,-17.3511,-44.9622,"<5%"
"Laterallus xenopterus",7714,-20.4428,-54.6464,"<5%"
"Laterallus xenopterus",7715,-15.3056,-45.6183,"<5%"
"Laterallus xenopterus",7716,-16.7686,-47.6136,"<5%"
"Laterallus xenopterus",7717,-22.1,-48.3175,"<5%"
"Laterallus xenopterus",7718,-18.6425,-50.0661,"<5%"
"Laterallus xenopterus",7719,-17.2089,-54.1503,"<5%"
"Laterallus xenopterus",7720,-20.0225,-45.5436,"<5%"
"Laterallus xenopterus",7721,-10.5475,-46.4211,"<5%"
"Laterallus xenopterus",7722,-18.9439,-46.9925,"<5%"
"Laterallus xenopterus",7723,-19.2244,-44.9353,"<5%"
"Laterallus xenopterus",7724,-20.0872,-45.2936,"<5%"
"Laterallus xenopterus",7725,-13.3983,-46.3183,"<5%"
"Laterallus xenopterus",7726,-20.7511,-51.6783,"<5%"
"Leptodactylus brevipes*",7733,-15.2071,-56.3484,"<1%"
"Leptodactylus brevipes*",7734,-14.0571,-52.1589,"<1%"
"Leptodactylus brevipes*",7735,-16.94,-53.534,"<1%"
"Leptodactylus brevipes*",7736,-15.15,-55.0667,"<1%"
"Leptodactylus brevipes*",7737,-12.102,-57.981,"<1%"
"Leptodactylus brevipes*",7738,-15.863,-52.194,"<1%"
"Leptodactylus brevipes*",7739,-15.215,-55.681,"<1%"
"Leptodactylus brevipes*",7740,-15.451,-55.843,"<1%"
"Leptodactylus brevipes*",7741,-15.578,-56.104,"<1%"
"Leptodactylus brevipes*",7742,-11.866,-55.461,"<1%"
"Leptodactylus cunicularius",7753,-20.1776,-44.1227,"<5%"
"Leptodactylus cunicularius",7754,-20.5159,-43.8614,"<5%"
"Leptodactylus cunicularius",7755,-17.9935,-43.6101,"<5%"
"Leptodactylus cunicularius",7756,-19.4405,-43.7183,"<5%"
"Leptodactylus cunicularius",7757,-20.5255,-43.6743,"<5%"
"Leptodactylus cunicularius",7758,-20.3909,-43.6103,"<5%"
"Leptodactylus cunicularius",7759,-21.8075,-46.5631,"<5%"
"Leptodactylus cunicularius",7760,-19.1888,-43.645,"<5%"
"Leptodactylus cunicularius",7761,-19.2897,-43.5922,"<5%"
"Leptodactylus furnarius",7762,-13.2868,-41.7309,"<5%"
"Leptodactylus furnarius",7763,-21.3893,-45.9662,"<5%"
"Leptodactylus furnarius",7764,-20.8636,-46.388,"<5%"
"Leptodactylus furnarius",7765,-17.23,-53.22,"<5%"
"Leptodactylus furnarius",7766,-22.6,-50.3833,"<5%"
"Leptodactylus furnarius",7767,-15.6915,-52.4134,"<5%"
"Leptodactylus furnarius",7768,-22.8622,-48.4679,"<5%"
"Leptodactylus furnarius",7769,-22.88,-48.4397,"<5%"
"Leptodactylus furnarius",7770,-16.9378,-43.0056,"<5%"
"Leptodactylus furnarius",7771,-15.9279,-47.8815,"<5%"
"Leptodactylus furnarius",7772,-15.7807,-47.7968,"<5%"
"Leptodactylus furnarius",7773,-22.2802,-48.1197,"<5%"
"Leptodactylus furnarius",7774,-20.1776,-44.1227,"<5%"
"Leptodactylus furnarius",7775,-22.9,-47.06,"<5%"
"Leptodactylus furnarius",7776,-20.9125,-54.2494,"<5%"
"Leptodactylus furnarius",7777,-22.75,-45.53,"<5%"
"Leptodactylus furnarius",7778,-22.701,-45.5326,"<5%"
"Leptodactylus furnarius",7779,-20.0754,-43.4081,"<5%"
"Leptodactylus furnarius",7780,-15.1355,-55.5182,"<5%"
"Leptodactylus furnarius",7781,-18.47,-52.6519,"<5%"
"Leptodactylus furnarius",7782,-14.5003,-45.2246,"<5%"
"Leptodactylus furnarius",7783,-15.4485,-55.9354,"<5%"
"Leptodactylus furnarius",7784,-17.9935,-43.6101,"<5%"
"Leptodactylus furnarius",7785,-20.35,-49.21,"<5%"
"Leptodactylus furnarius",7786,-20.3627,-49.2364,"<5%"
"Leptodactylus furnarius",7787,-24.0909,-46.8344,"<5%"
"Leptodactylus furnarius",7788,-22.1937,-47.875,"<5%"
"Leptodactylus furnarius",7789,-22.2935,-47.8336,"<5%"
"Leptodactylus furnarius",7790,-19.5136,-43.7447,"<5%"
"Leptodactylus furnarius",7791,-22.9384,-46.2085,"<5%"
"Leptodactylus furnarius",7792,-21.7455,-43.4648,"<5%"
"Leptodactylus furnarius",7793,-17.62,-53.21,"<5%"
"Leptodactylus furnarius",7794,-17.6134,-52.7643,"<5%"
"Leptodactylus furnarius",7795,-13.0518,-41.4836,"<5%"
"Leptodactylus furnarius",7796,-21.0761,-49.5431,"<5%"
"Leptodactylus furnarius",7797,-10.2181,-48.1532,"<5%"
"Leptodactylus furnarius",7798,-12.5462,-41.5585,"<5%"
"Leptodactylus furnarius",7799,-17.1737,-46.8838,"<5%"
"Leptodactylus furnarius",7800,-23.7833,-46.3167,"<5%"
"Leptodactylus furnarius",7801,-21.9951,-47.3895,"<5%"
"Leptodactylus furnarius",7802,-21.8075,-46.5631,"<5%"
"Leptodactylus furnarius",7803,-21.788,-46.5613,"<5%"
"Leptodactylus furnarius",7804,-23.173,-48.1168,"<5%"
"Leptodactylus furnarius",7805,-10.45,-48.4,"<5%"
"Leptodactylus furnarius",7806,-10.1166,-48.4166,"<5%"
"Leptodactylus furnarius",7807,-10.0833,-48.45,"<5%"
"Leptodactylus furnarius",7808,-18.2379,-46.3375,"<5%"
"Leptodactylus furnarius",7809,-22.3728,-47.5791,"<5%"
"Leptodactylus furnarius",7810,-19.2897,-43.5922,"<5%"
"Leptodactylus furnarius",7811,-19.1888,-43.645,"<5%"
"Leptodactylus furnarius",7812,-19.1691,-43.7141,"<5%"
"Leptodactylus furnarius",7813,-22.8309,-45.6973,"<5%"
"Leptodactylus furnarius",7814,-13.5366,-46.4865,"<5%"
"Leptodactylus furnarius",7815,-18.0761,-43.3589,"<5%"
"Leptodactylus furnarius",7816,-22.7484,-44.5865,"<5%"
"Leptodactylus furnarius",7817,-23.6499,-46.6476,"<5%"
"Leptodactylus furnarius",7818,-20.2455,-46.3655,"<5%"
"Leptodactylus furnarius",7819,-18.2242,-52.2115,"<5%"
"Leptodactylus furnarius",7820,-15.8565,-42.8617,"<5%"
"Leptodactylus furnarius",7821,-15.1874,-59.983,"<5%"
"Leptodactylus kilombo*",7822,-12.8979,-46.8104,"<5%"
"Leptodactylus kilombo*",7823,-13.28,-43.41,"<5%"
"Leptodactylus kilombo*",7824,-14.46,-47.02,"<5%"
"Leptodactylus pustulatus",7825,-14.0503,-52.3449,"<5%"
"Leptodactylus pustulatus",7826,-6.233,-48.1852,"<5%"
"Leptodactylus pustulatus",7827,-6.9456,-48.6327,"<5%"
"Leptodactylus pustulatus",7828,-15.1387,-50.439,"<5%"
"Leptodactylus pustulatus",7829,-3.533,-44.727,"<5%"
"Leptodactylus pustulatus",7830,-14.805,-50.9367,"<5%"
"Leptodactylus pustulatus",7831,-7.1745,-47.8553,"<5%"
"Leptodactylus pustulatus",7832,-15.3593,-52.4969,"<5%"
"Leptodactylus pustulatus",7833,-15.7,-52.38,"<5%"
"Leptodactylus pustulatus",7834,-15.6383,-52.3529,"<5%"
"Leptodactylus pustulatus",7835,-2.7425,-42.7983,"<5%"
"Leptodactylus pustulatus",7836,-11.0327,-48.5848,"<5%"
"Leptodactylus pustulatus",7837,-15.2366,-51.2079,"<5%"
"Leptodactylus pustulatus",7838,-15.2018,-51.1954,"<5%"
"Leptodactylus pustulatus",7839,-17.2863,-45.1921,"<5%"
"Leptodactylus pustulatus",7840,-9.3999,-49.8476,"<5%"
"Leptodactylus pustulatus",7841,-9.3483,-49.9436,"<5%"
"Leptodactylus pustulatus",7842,-9.3091,-49.9598,"<5%"
"Leptodactylus pustulatus",7843,-13.8683,-51.1471,"<5%"
"Leptodactylus pustulatus",7844,-8.0603,-48.4567,"<5%"
"Leptodactylus pustulatus",7845,-8.2988,-49.2756,"<5%"
"Leptodactylus pustulatus",7846,-8.2999,-49.2861,"<5%"
"Leptodactylus pustulatus",7847,-8.182,-49.5123,"<5%"
"Leptodactylus pustulatus",7848,-8.3644,-49.2644,"<5%"
"Leptodactylus pustulatus",7849,-11.8109,-48.9697,"<5%"
"Leptodactylus pustulatus",7850,-6.548,-47.2,"<5%"
"Leptodactylus pustulatus",7851,-6.7821,-47.2009,"<5%"
"Leptodactylus pustulatus",7852,-6.7297,-47.455,"<5%"
"Leptodactylus pustulatus",7853,-12.9959,-53.4556,"<5%"
"Leptodactylus pustulatus",7854,-8.6194,-48.3297,"<5%"
"Leptodactylus pustulatus",7855,-8.6169,-48.3202,"<5%"
"Leptodactylus pustulatus",7856,-8.7385,-48.4411,"<5%"
"Leptodactylus pustulatus",7857,-8.8342,-48.5103,"<5%"
"Leptodactylus pustulatus",7858,-15.5825,-51.329,"<5%"
"Leptodactylus pustulatus",7859,-15.9141,-51.5787,"<5%"
"Leptodactylus pustulatus",7860,-14.5924,-52.409,"<5%"
"Leptodactylus pustulatus",7861,-10.2181,-48.1532,"<5%"
"Leptodactylus pustulatus",7862,-8.0719,-48.3601,"<5%"
"Leptodactylus pustulatus",7863,-7.8283,-47.9972,"<5%"
"Leptodactylus pustulatus",7864,-7.886,-48.1555,"<5%"
"Leptodactylus pustulatus",7865,-9.0814,-48.2393,"<5%"
"Leptodactylus pustulatus",7866,-12.288,-48.4155,"<5%"
"Leptodactylus pustulatus",7867,-11.9963,-48.5548,"<5%"
"Leptodactylus pustulatus",7868,-16.4136,-51.8415,"<5%"
"Leptodactylus pustulatus",7869,-9.3423,-49.9727,"<5%"
"Leptodactylus pustulatus",7870,-9.3104,-49.9675,"<5%"
"Leptodactylus pustulatus",7871,-13.3824,-49.1202,"<5%"
"Leptodactylus pustulatus",7872,-10.8251,-51.7123,"<5%"
"Leptodactylus pustulatus",7873,-10.5439,-48.4962,"<5%"
"Leptodactylus pustulatus",7874,-10.45,-48.4,"<5%"
"Leptodactylus pustulatus",7875,-10.1166,-48.4166,"<5%"
"Leptodactylus pustulatus",7876,-10.0833,-48.45,"<5%"
"Leptodactylus pustulatus",7877,-12.1611,-52.7416,"<5%"
"Leptodactylus pustulatus",7878,-12,-53.3666,"<5%"
"Leptodactylus pustulatus",7879,-7.0934,-48.9735,"<5%"
"Leptodactylus pustulatus",7880,-1.3648,-48.1289,"<5%"
"Leptodactylus pustulatus",7881,-10.3319,-50.792,"<5%"
"Leptodactylus pustulatus",7882,-5.1332,-48.3687,"<5%"
"Leptodactylus pustulatus",7883,-13.1516,-58.6531,"<5%"
"Leptodactylus pustulatus",7884,-3.8556,-49.8206,"<5%"
"Leptodactylus pustulatus",7885,-3.3042,-43.3442,"<5%"
"Leptodactylus sertanejo",7886,-22.86,-49.32,"<5%"
"Leptodactylus sertanejo",7887,-11.31,-47,"<5%"
"Leptodactylus sertanejo",7888,-14.05,-47.53,"<5%"
"Leptodactylus sertanejo",7889,-14.85,-51.08,"<5%"
"Leptodactylus sertanejo",7890,-20.6724,-56.7994,"<5%"
"Leptodactylus sertanejo",7891,-20.789,-56.755,"<5%"
"Leptodactylus sertanejo",7892,-20.7914,-56.7566,"<5%"
"Leptodactylus sertanejo",7893,-21.1244,-56.7435,"<5%"
"Leptodactylus sertanejo",7894,-22.27,-47.92,"<5%"
"Leptodactylus sertanejo",7895,-13.97,-47.74,"<5%"
"Leptodactylus sertanejo",7896,-14.5003,-45.2246,"<5%"
"Leptodactylus sertanejo",7897,-15.2022,-56.0053,"<5%"
"Leptodactylus sertanejo",7898,-15.5316,-55.9477,"<5%"
"Leptodactylus sertanejo",7899,-20.48,-46.77,"<5%"
"Leptodactylus sertanejo",7900,-20.22,-43.76,"<5%"
"Leptodactylus sertanejo",7901,-13.9719,-45.1447,"<5%"
"Leptodactylus sertanejo",7902,-14.0062,-45.1574,"<5%"
"Leptodactylus sertanejo",7903,-10.5769,-46.5066,"<5%"
"Leptodactylus sertanejo",7904,-17.6134,-52.7643,"<5%"
"Leptodactylus sertanejo",7905,-20.68,-46.54,"<5%"
"Leptodactylus sertanejo",7906,-23.75,-47.5,"<5%"
"Leptodactylus sertanejo",7907,-15.6636,-57.22,"<5%"
"Leptodactylus sertanejo",7908,-19.27,-43.66,"<5%"
"Leptodactylus sertanejo",7909,-13,-45,"<5%"
"Leptodactylus sertanejo",7910,-22.71,-48.57,"<5%"
"Leptodactylus sertanejo",7911,-6.84,-45.56,"<5%"
"Leptodactylus sertanejo",7912,-18.98,-48.25,"<5%"
"Leptodactylus sertanejo",7913,-19,-48.3147,"<5%"
"Leptodactylus sertanejo",7914,-14.8397,-59.6688,"<5%"
"Lonchophylla bokermanni",7919,-14.2667,-42.5,"<5%"
"Lonchophylla bokermanni",7920,-18.3833,-43.0167,"<5%"
"Lonchophylla bokermanni",7921,-18.2667,-43.3833,"<5%"
"Lonchophylla bokermanni",7922,-19.2667,-43.6,"<5%"
"Lonchophylla bokermanni",7923,-11.0833,-41.3,"<5%"
"Lonchophylla bokermanni",7924,-19.4,-43.3333,"<5%"
"Lonchophylla dekeyseri",7925,-14.55,-60.7,"<5%"
"Lonchophylla dekeyseri",7926,-15.5333,-47.8667,"<5%"
"Lonchophylla dekeyseri",7927,-15.6667,-48,"<5%"
"Lonchophylla dekeyseri",7928,-17.3333,-53.8333,"<5%"
"Lonchophylla dekeyseri",7929,-16.6667,-54.6667,"<5%"
"Lonchophylla dekeyseri",7930,-14.25,-51.75,"<5%"
"Lonchophylla dekeyseri",7931,-15.85,-52.25,"<5%"
"Lonchophylla dekeyseri",7932,-15.9333,-47.8833,"<5%"
"Lonchophylla dekeyseri",7933,-15.5667,-48.1167,"<5%"
"Lonchophylla dekeyseri",7934,-15.5,-48.1667,"<5%"
"Lonchophylla dekeyseri",7935,-15.5,-48.15,"<5%"
"Lonchophylla dekeyseri",7936,-15.8667,-48.1833,"<5%"
"Lonchophylla dekeyseri",7937,-19.0167,-57.75,"<5%"
"Lonchophylla dekeyseri",7938,-17.1142,-50.5716,"<5%"
"Lonchophylla dekeyseri",7939,-16.6333,-41.8333,"<5%"
"Lonchophylla dekeyseri",7940,-15.49,-46.36,"<5%"
"Lonchophylla dekeyseri",7941,-14.4833,-46.1,"<5%"
"Lonchophylla dekeyseri",7942,-10.6667,-46.8667,"<5%"
"Lonchophylla dekeyseri",7943,-15.45,-48.15,"<5%"
"Lonchophylla dekeyseri",7944,-15.55,-47.75,"<5%"
"Lonchophylla dekeyseri",7945,-15.65,-57.2,"<5%"
"Lonchophylla dekeyseri",7946,-11.2333,-46.85,"<5%"
"Lonchophylla dekeyseri",7947,-3.9333,-41.7333,"<5%"
"Lonchophylla dekeyseri",7948,-17.5333,-54.4333,"<5%"
"Lonchophylla dekeyseri",7949,-15.5833,-48.0167,"<5%"
"Lonchophylla dekeyseri",7950,-15.8759,-47.8757,"<5%"
"Lonchophylla dekeyseri",7951,-14.5071,-46.731,"<5%"
"Lonchophylla dekeyseri",7952,-14.4302,-46.4604,"<5%"
"Lonchophylla dekeyseri",7953,-18.3476,-52.7657,"<5%"
"Lycalopex vetulus",7954,-13.95,-52.45,"<5%"
"Lycalopex vetulus",7955,-22.8,-49.2333,"<5%"
"Lycalopex vetulus",7956,-16.3167,-48.95,"<5%"
"Lycalopex vetulus",7957,-23.583,-48.383,"<5%"
"Lycalopex vetulus",7958,-15.8759,-47.8757,"<5%"
"Lycalopex vetulus",7959,-15.75,-48.0667,"<5%"
"Lycalopex vetulus",7960,-17.7167,-48.6667,"<5%"
"Lycalopex vetulus",7961,-14.55,-52.7667,"<5%"
"Lycalopex vetulus",7962,-14.2833,-52.9333,"<5%"
"Lycalopex vetulus",7963,-17.9333,-47.6667,"<5%"
"Lycalopex vetulus",7964,-13.65,-47.8,"<5%"
"Lycalopex vetulus",7965,-13.95,-45.5833,"<5%"
"Lycalopex vetulus",7966,-18.9833,-56.65,"<5%"
"Lycalopex vetulus",7967,-14.8667,-55.8,"<5%"
"Lycalopex vetulus",7968,-15.4333,-55.75,"<5%"
"Lycalopex vetulus",7969,-15.4167,-55.7833,"<5%"
"Lycalopex vetulus",7970,-20.54,-47.4,"<5%"
"Lycalopex vetulus",7971,-19.54,-44.38,"<5%"
"Lycalopex vetulus",7972,-14.2333,-45.7667,"<5%"
"Lycalopex vetulus",7973,-7.5167,-39.3167,"<5%"
"Lycalopex vetulus",7974,-20.7167,-56.8667,"<5%"
"Lycalopex vetulus",7975,-12.1667,-59.7167,"<5%"
"Lycalopex vetulus",7976,-19.6272,-43.8897,"<5%"
"Lycalopex vetulus",7977,-12.5333,-41.4,"<5%"
"Lycalopex vetulus",7978,-21.6167,-55.1667,"<5%"
"Lycalopex vetulus",7979,-10.6667,-46.8667,"<5%"
"Lycalopex vetulus",7980,-18.2667,-52.8833,"<5%"
"Lycalopex vetulus",7981,-14.5167,-52.3333,"<5%"
"Lycalopex vetulus",7982,-14.6833,-52.3333,"<5%"
"Lycalopex vetulus",7983,-14.5,-52.35,"<5%"
"Lycalopex vetulus",7984,-14.7667,-52.65,"<5%"
"Lycalopex vetulus",7985,-14.7,-52.35,"<5%"
"Lycalopex vetulus",7986,-12.6267,-47.8869,"<5%"
"Lycalopex vetulus",7987,-20.2065,-47.4384,"<5%"
"Lycalopex vetulus",7988,-17.35,-44.9333,"<5%"
"Lycalopex vetulus",7989,-15.5833,-47.5833,"<5%"
"Lycalopex vetulus",7990,-13.0667,-51.8333,"<5%"
"Lycalopex vetulus",7991,-21.1667,-47.8,"<5%"
"Lycalopex vetulus",7992,-11.2333,-46.85,"<5%"
"Lycalopex vetulus",7993,-21.6167,-47.6167,"<5%"
"Lycalopex vetulus",7994,-21.9667,-46.8,"<5%"
"Lycalopex vetulus",7995,-12.5336,-48.23,"<5%"
"Lycalopex vetulus",7996,-23.35,-47.85,"<5%"
"Lycalopex vetulus",7997,-22.545,-52.234,"<5%"
"Lycalopex vetulus",7998,-18.95,-48.2,"<5%"
"Lycalopex vetulus",7999,-15.8333,-46.5,"<5%"
"Lycalopex vetulus",8000,-17.4646,-48.2019,"<5%"
"Lycalopex vetulus",8001,-9.4833,-41.35,"<5%"
"Lycalopex vetulus",8002,-13.252,-45.769,"<5%"
"Lycalopex vetulus",8003,-15.45,-47.6167,"<5%"
"Lycalopex vetulus",8004,-18.266,-48.149,"<5%"
"Lycalopex vetulus",8005,-16.6833,-49.25,"<5%"
"Lycalopex vetulus",8006,-15.85,-48.949,"<5%"
"Lycalopex vetulus",8007,-7.534,-46.037,"<5%"
"Lycalopex vetulus",8008,-7.217,-44.567,"<5%"
"Lycalopex vetulus",8009,-7.34,-47.439,"<5%"
"Lycalopex vetulus",8010,-7.083,-45.15,"<5%"
"Lycalopex vetulus",8011,-18.6333,-48.1833,"<5%"
"Lycalopex vetulus",8012,-15.958,-46.367,"<5%"
"Lycalopex vetulus",8013,-18.32,-47.136,"<5%"
"Lycalopex vetulus",8014,-17.9935,-43.6101,"<5%"
"Lycalopex vetulus",8015,-18.15,-43.3833,"<5%"
"Lycalopex vetulus",8016,-15.2667,-45.8667,"<5%"
"Lycalopex vetulus",8017,-19.37,-43.62,"<5%"
"Lycalopex vetulus",8018,-22.2539,-45.9206,"<5%"
