"species","X","latitude","longitude","prot_perc_cat"
"Proceratophrys strussmannae",11132,-15.09,-58.7403,"0%"
"Proceratophrys strussmannae",11133,-15.3419,-58.8664,"0%"
"Proceratophrys strussmannae",11134,-15.0725,-58.5744,"0%"
"Pseudopaludicola atragula*",11171,-20.3419,-49.1947,"0%"
"Pseudopaludicola atragula*",11172,-19.1369,-51.1125,"0%"
"Pseudopaludicola atragula*",11173,-19.0883,-51.2769,"0%"
"Pseudopaludicola atragula*",11174,-19.0956,-51.0864,"0%"
"Pseudopaludicola atragula*",11175,-21.0817,-49.5197,"0%"
"Pseudopaludicola coracoralinae*",11176,-16.7831,-49.8672,"0%"
"Pseudopaludicola coracoralinae*",11177,-15.8467,-49.8642,"0%"
"Pseudopaludicola ibisoroca*",11193,-17.7306,-53.2897,"0%"
"Pseudopaludicola ibisoroca*",11194,-17.6192,-52.5164,"0%"
"Scinax goya*",12391,-14.6842,-46.3019,"0%"
"Tropidophis preciosus",13262,-18.2833,-43.9833,"0%"
"Tropidophis preciosus",13263,-20.4167,-43.4667,"0%"
