"species","X","latitude","longitude","prot_perc_cat"
"Bokermannohyla sazimai",2451,-19.3251,-46.0071,"<1%"
"Bokermannohyla sazimai",2452,-19.3743,-45.9333,"<1%"
"Bokermannohyla sazimai",2453,-19.2644,-47.2385,"<1%"
"Bokermannohyla sazimai",2454,-19.3572,-45.9984,"<1%"
"Bokermannohyla sazimai",2455,-19.2611,-47.7067,"<1%"
"Bokermannohyla sazimai",2456,-20.1666,-46.8333,"<1%"
"Bokermannohyla sazimai",2457,-20.1667,-46.8333,"<1%"
"Bothrops itapetiningae",2458,-21.755,-47.9039,"<1%"
"Bothrops itapetiningae",2459,-22.469,-48.988,"<1%"
"Bothrops itapetiningae",2460,-22.4692,-48.9875,"<1%"
"Bothrops itapetiningae",2461,-22.4667,-48.9833,"<1%"
"Bothrops itapetiningae",2462,-21.026,-47.374,"<1%"
"Bothrops itapetiningae",2463,-21.0256,-47.3739,"<1%"
"Bothrops itapetiningae",2464,-21.025,-47.3833,"<1%"
"Bothrops itapetiningae",2465,-22.569,-48.971,"<1%"
"Bothrops itapetiningae",2466,-16.0089,-47.9497,"<1%"
"Bothrops itapetiningae",2467,-15.7792,-47.9295,"<1%"
"Bothrops itapetiningae",2468,-15.9813,-47.9044,"<1%"
"Bothrops itapetiningae",2469,-22.284,-48.127,"<1%"
"Bothrops itapetiningae",2470,-22.2833,-48.1167,"<1%"
"Bothrops itapetiningae",2471,-22.1167,-52.5,"<1%"
"Bothrops itapetiningae",2472,-22.188,-52.718,"<1%"
"Bothrops itapetiningae",2473,-20.8961,-51.3794,"<1%"
"Bothrops itapetiningae",2474,-23.4833,-48.4,"<1%"
"Bothrops itapetiningae",2475,-24.2873,-50.14,"<1%"
"Bothrops itapetiningae",2476,-24.175,-49.8667,"<1%"
"Bothrops itapetiningae",2477,-21.875,-48.0556,"<1%"
"Bothrops itapetiningae",2478,-21.8,-48.1667,"<1%"
"Bothrops itapetiningae",2479,-21.7944,-48.1756,"<1%"
"Bothrops itapetiningae",2480,-21.794,-48.176,"<1%"
"Bothrops itapetiningae",2481,-22.6667,-50.4167,"<1%"
"Bothrops itapetiningae",2482,-22.65,-50.4,"<1%"
"Bothrops itapetiningae",2483,-22.4667,-50.3667,"<1%"
"Bothrops itapetiningae",2484,-22.662,-50.412,"<1%"
"Bothrops itapetiningae",2485,-23.1,-48.9167,"<1%"
"Bothrops itapetiningae",2486,-23.0972,-48.9047,"<1%"
"Bothrops itapetiningae",2487,-23.025,-48.8083,"<1%"
"Bothrops itapetiningae",2488,-23.099,-48.926,"<1%"
"Bothrops itapetiningae",2489,-21.1833,-48.15,"<1%"
"Bothrops itapetiningae",2490,-21.194,-48.164,"<1%"
"Bothrops itapetiningae",2491,-22.3167,-49.05,"<1%"
"Bothrops itapetiningae",2492,-22.3147,-49.0606,"<1%"
"Bothrops itapetiningae",2493,-22.3075,-48.9953,"<1%"
"Bothrops itapetiningae",2494,-22.315,-49.061,"<1%"
"Bothrops itapetiningae",2495,-23.1,-48.25,"<1%"
"Bothrops itapetiningae",2496,-22.525,-48.975,"<1%"
"Bothrops itapetiningae",2497,-22.8833,-48.45,"<1%"
"Bothrops itapetiningae",2498,-22.8904,-48.4553,"<1%"
"Bothrops itapetiningae",2499,-22.886,-48.445,"<1%"
"Bothrops itapetiningae",2500,-15.9769,-47.9327,"<1%"
"Bothrops itapetiningae",2501,-15.7667,-47.9167,"<1%"
"Bothrops itapetiningae",2502,-15.7099,-48.0224,"<1%"
"Bothrops itapetiningae",2503,-15.623,-48.0371,"<1%"
"Bothrops itapetiningae",2504,-15.9589,-47.8927,"<1%"
"Bothrops itapetiningae",2505,-15.8733,-47.8582,"<1%"
"Bothrops itapetiningae",2506,-15.9943,-47.9771,"<1%"
"Bothrops itapetiningae",2507,-22.2842,-48.1267,"<1%"
"Bothrops itapetiningae",2508,-22.2444,-47.9583,"<1%"
"Bothrops itapetiningae",2509,-20.7833,-47.2833,"<1%"
"Bothrops itapetiningae",2510,-20.4333,-54.6333,"<1%"
"Bothrops itapetiningae",2511,-22.7333,-50.3833,"<1%"
"Bothrops itapetiningae",2512,-24.9167,-50.0833,"<1%"
"Bothrops itapetiningae",2513,-25,-50.1125,"<1%"
"Bothrops itapetiningae",2514,-24.95,-50.1167,"<1%"
"Bothrops itapetiningae",2515,-20.0667,-49.0667,"<1%"
"Bothrops itapetiningae",2516,-21.8917,-47.0333,"<1%"
"Bothrops itapetiningae",2517,-21.7667,-47.0833,"<1%"
"Bothrops itapetiningae",2518,-23.0333,-49.15,"<1%"
"Bothrops itapetiningae",2519,-21.9333,-47.3667,"<1%"
"Bothrops itapetiningae",2520,-21.8667,-48.2667,"<1%"
"Bothrops itapetiningae",2521,-23.6833,-47.7333,"<1%"
"Bothrops itapetiningae",2522,-22.6,-48.9833,"<1%"
"Bothrops itapetiningae",2523,-16.7538,-47.6407,"<1%"
"Bothrops itapetiningae",2524,-18.9286,-48.8964,"<1%"
"Bothrops itapetiningae",2525,-24.0333,-49.1,"<1%"
"Bothrops itapetiningae",2526,-22.2791,-47.8053,"<1%"
"Bothrops itapetiningae",2527,-24.918,-50.097,"<1%"
"Bothrops itapetiningae",2528,-19.1183,-48.3538,"<1%"
"Bothrops itapetiningae",2529,-18.8953,-48.0852,"<1%"
"Bothrops itapetiningae",2530,-19.0233,-48.3119,"<1%"
"Bothrops itapetiningae",2531,-18.922,-48.8339,"<1%"
"Bothrops itapetiningae",2532,-20.5333,-47.4,"<1%"
"Bothrops itapetiningae",2533,-21.2894,-47.8853,"<1%"
"Bothrops itapetiningae",2534,-21.9,-47.0333,"<1%"
"Bothrops itapetiningae",2535,-21.9167,-48.05,"<1%"
"Bothrops itapetiningae",2536,-21.7667,-48.95,"<1%"
"Bothrops itapetiningae",2537,-21.75,-48.8167,"<1%"
"Bothrops itapetiningae",2538,-22.6667,-51.0833,"<1%"
"Bothrops itapetiningae",2539,-22.9,-47.0333,"<1%"
"Bothrops itapetiningae",2540,-24.0444,-49.0889,"<1%"
"Bothrops itapetiningae",2541,-23.8667,-49.1333,"<1%"
"Bothrops itapetiningae",2542,-23.85,-49.1333,"<1%"
"Bothrops itapetiningae",2543,-23.592,-48.053,"<1%"
"Bothrops itapetiningae",2544,-23.5833,-48.05,"<1%"
"Bothrops itapetiningae",2545,-23.5716,-48.0552,"<1%"
"Bothrops itapetiningae",2546,-24.0833,-49.0667,"<1%"
"Bothrops itapetiningae",2547,-24.0583,-48.975,"<1%"
"Bothrops itapetiningae",2548,-24.025,-48.975,"<1%"
"Bothrops itapetiningae",2549,-23.9667,-48.8667,"<1%"
"Bothrops itapetiningae",2550,-21.774,-47.086,"<1%"
"Bothrops itapetiningae",2551,-22.4333,-46.8167,"<1%"
"Bothrops itapetiningae",2552,-24.1167,-49.3333,"<1%"
"Bothrops itapetiningae",2553,-24.1,-49.2042,"<1%"
"Bothrops itapetiningae",2554,-24.1,-49.3167,"<1%"
"Bothrops itapetiningae",2555,-23.1,-48.6,"<1%"
"Bothrops itapetiningae",2556,-23.1,-48.6167,"<1%"
"Bothrops itapetiningae",2557,-23.102,-48.616,"<1%"
"Bothrops itapetiningae",2558,-22.25,-47.8167,"<1%"
"Bothrops itapetiningae",2559,-22.1575,-47.795,"<1%"
"Bothrops itapetiningae",2560,-22.2333,-47.8833,"<1%"
"Bothrops itapetiningae",2561,-22.2167,-47.8833,"<1%"
"Bothrops itapetiningae",2562,-22.5833,-48.8,"<1%"
"Bothrops itapetiningae",2563,-22.6,-48.8,"<1%"
"Bothrops itapetiningae",2564,-22.5667,-47.4,"<1%"
"Bothrops itapetiningae",2565,-22.55,-47.4,"<1%"
"Bothrops itapetiningae",2566,-22.9833,-48.6833,"<1%"
"Bothrops itapetiningae",2567,-21.4333,-47.8722,"<1%"
"Bothrops itapetiningae",2568,-14.4833,-46.1,"<1%"
"Bothrops itapetiningae",2569,-23,-49.3167,"<1%"
"Bothrops itapetiningae",2570,-21.35,-48.05,"<1%"
"Bothrops itapetiningae",2571,-21.6397,-48.2967,"<1%"
"Bothrops itapetiningae",2572,-21.6,-48.35,"<1%"
"Bothrops itapetiningae",2573,-21.6,-48.3667,"<1%"
"Bothrops itapetiningae",2574,-21.1667,-49.5667,"<1%"
"Bothrops itapetiningae",2575,-21.1333,-51.1,"<1%"
"Bothrops itapetiningae",2576,-22.35,-51.95,"<1%"
"Bothrops itapetiningae",2577,-22.3667,-46.9333,"<1%"
"Bothrops itapetiningae",2578,-22.3667,-46.95,"<1%"
"Bothrops itapetiningae",2579,-21.4667,-47.9667,"<1%"
"Bothrops itapetiningae",2580,-21.5083,-48.15,"<1%"
"Bothrops itapetiningae",2581,-21.5,-48.15,"<1%"
"Bothrops itapetiningae",2582,-20.7167,-47.8833,"<1%"
"Bothrops itapetiningae",2583,-22.5278,-50.5375,"<1%"
"Bothrops itapetiningae",2584,-22.4167,-50.5833,"<1%"
"Bothrops itapetiningae",2585,-22.4,-50.5667,"<1%"
"Bothrops itapetiningae",2586,-23.3833,-48.3833,"<1%"
"Bothrops itapetiningae",2587,-23.3833,-48.725,"<1%"
"Bothrops itapetiningae",2588,-23.389,-48.723,"<1%"
"Bothrops itapetiningae",2589,-22,-47.4167,"<1%"
"Bothrops itapetiningae",2590,-21.9917,-47.3667,"<1%"
"Bothrops itapetiningae",2591,-21.9833,-47.4167,"<1%"
"Bothrops itapetiningae",2592,-21.9394,-47.3653,"<1%"
"Bothrops itapetiningae",2593,-23.5167,-46.3333,"<1%"
"Bothrops itapetiningae",2594,-25.0833,-50.15,"<1%"
"Bothrops itapetiningae",2595,-25.0833,-50.1667,"<1%"
"Bothrops itapetiningae",2596,-25.0833,-50.3833,"<1%"
"Bothrops itapetiningae",2597,-25.095,-50.162,"<1%"
"Bothrops itapetiningae",2598,-22.5333,-55.7167,"<1%"
"Bothrops itapetiningae",2599,-19.1667,-47.6833,"<1%"
"Bothrops itapetiningae",2600,-21.3167,-48.1333,"<1%"
"Bothrops itapetiningae",2601,-21.359,-48.066,"<1%"
"Bothrops itapetiningae",2602,-21.8667,-51.8333,"<1%"
"Bothrops itapetiningae",2603,-22.1833,-52.5,"<1%"
"Bothrops itapetiningae",2604,-22.5167,-51.125,"<1%"
"Bothrops itapetiningae",2605,-22.2333,-50.9,"<1%"
"Bothrops itapetiningae",2606,-22.2333,-51.0333,"<1%"
"Bothrops itapetiningae",2607,-22.2167,-50.8833,"<1%"
"Bothrops itapetiningae",2608,-21.5833,-48.0667,"<1%"
"Bothrops itapetiningae",2609,-21.5869,-48.0708,"<1%"
"Bothrops itapetiningae",2610,-22.4,-47.55,"<1%"
"Bothrops itapetiningae",2611,-22.4,-47.5667,"<1%"
"Bothrops itapetiningae",2612,-19.8833,-47.45,"<1%"
"Bothrops itapetiningae",2613,-19.8667,-47.45,"<1%"
"Bothrops itapetiningae",2614,-22.8833,-49.6167,"<1%"
"Bothrops itapetiningae",2615,-19.5333,-47.45,"<1%"
"Bothrops itapetiningae",2616,-21.7,-47.4833,"<1%"
"Bothrops itapetiningae",2617,-21.5761,-47.4319,"<1%"
"Bothrops itapetiningae",2618,-21.4833,-47.3667,"<1%"
"Bothrops itapetiningae",2619,-21.4667,-47.35,"<1%"
"Bothrops itapetiningae",2620,-22.0167,-47.8833,"<1%"
"Bothrops itapetiningae",2621,-21.6,-46.8833,"<1%"
"Bothrops itapetiningae",2622,-21.5833,-46.8833,"<1%"
"Bothrops itapetiningae",2623,-20.8167,-49.3667,"<1%"
"Bothrops itapetiningae",2624,-22.7167,-48.5667,"<1%"
"Bothrops itapetiningae",2625,-20.9167,-46.9833,"<1%"
"Bothrops itapetiningae",2626,-21.4667,-47.55,"<1%"
"Bothrops itapetiningae",2627,-23.6417,-47.825,"<1%"
"Bothrops itapetiningae",2628,-23.3333,-47.7333,"<1%"
"Bothrops itapetiningae",2629,-23.641,-47.825,"<1%"
"Bothrops itapetiningae",2630,-24.1792,-49.6153,"<1%"
"Bothrops itapetiningae",2631,-24.1,-49.45,"<1%"
"Bothrops itapetiningae",2632,-21.0167,-50.7167,"<1%"
"Bothrops itapetiningae",2633,-23.5,-47.45,"<1%"
"Bothrops itapetiningae",2634,-23.502,-47.458,"<1%"
"Bothrops itapetiningae",2635,-19.75,-47.9333,"<1%"
"Bothrops itapetiningae",2636,-19.7333,-47.9167,"<1%"
"Bothrops itapetiningae",2637,-18.9167,-48.2833,"<1%"
"Bothrops itapetiningae",2638,-18.9167,-48.2667,"<1%"
"Bothrops itapetiningae",2639,-21.8167,-46.8833,"<1%"
"Bothrops itapetiningae",2640,-19.5333,-47.4333,"<1%"
"Bothrops itapetiningae",2641,-21.555,-47.704,"<1%"
"Bothrops itapetiningae",2642,-23.862,-49.137,"<1%"
"Bothrops itapetiningae",2643,-21.497,-48.038,"<1%"
"Bothrops itapetiningae",2644,-22.292,-51.906,"<1%"
"Bothrops itapetiningae",2645,-21.955,-47.997,"<1%"
"Bothrops itapetiningae",2646,-19.309,-47.525,"<1%"
"Bothrops itapetiningae",2647,-21.996,-47.426,"<1%"
"Bothrops itapetiningae",2648,-23.982,-48.876,"<1%"
"Bothrops itapetiningae",2649,-20.539,-47.401,"<1%"
"Bothrops itapetiningae",2650,-21.758,-48.829,"<1%"
"Bothrops itapetiningae",2651,-22.661,-51.076,"<1%"
"Bothrops itapetiningae",2652,-24.115,-49.341,"<1%"
"Bothrops itapetiningae",2653,-22.253,-47.823,"<1%"
"Bothrops itapetiningae",2654,-22.599,-48.8,"<1%"
"Bothrops itapetiningae",2655,-22.565,-47.402,"<1%"
"Bothrops itapetiningae",2656,-23.003,-49.322,"<1%"
"Bothrops itapetiningae",2657,-21.603,-48.366,"<1%"
"Bothrops itapetiningae",2658,-21.134,-51.102,"<1%"
"Bothrops itapetiningae",2659,-22.372,-46.942,"<1%"
"Bothrops itapetiningae",2660,-21.508,-48.151,"<1%"
"Bothrops itapetiningae",2661,-20.72,-47.887,"<1%"
"Bothrops itapetiningae",2662,-22.413,-50.576,"<1%"
"Bothrops itapetiningae",2663,-22.229,-50.893,"<1%"
"Bothrops itapetiningae",2664,-21.587,-48.071,"<1%"
"Bothrops itapetiningae",2665,-22.411,-47.561,"<1%"
"Bothrops itapetiningae",2666,-24.113,-49.464,"<1%"
"Bothrops itapetiningae",2667,-19.865,-47.44,"<1%"
"Bothrops itapetiningae",2668,-21.473,-47.363,"<1%"
"Bothrops itapetiningae",2669,-22.018,-47.891,"<1%"
"Bothrops itapetiningae",2670,-21.596,-46.889,"<1%"
"Bothrops itapetiningae",2671,-20.917,-46.991,"<1%"
"Bothrops itapetiningae",2672,-19.748,-47.932,"<1%"
"Bothrops itapetiningae",2673,-18.919,-48.277,"<1%"
"Bothrops pauloensis",3214,-14.8184,-61.1758,"<1%"
"Bothrops pauloensis",3215,-16.3622,-62.0023,"<1%"
"Bothrops pauloensis",3216,-16.3613,-62.0036,"<1%"
"Bothrops pauloensis",3217,-22.5833,-56.0333,"<1%"
"Bothrops pauloensis",3218,-24.05,-54.3333,"<1%"
"Bothrops pauloensis",3219,-22.4667,-48.9833,"<1%"
"Bothrops pauloensis",3220,-22.4688,-48.9895,"<1%"
"Bothrops pauloensis",3221,-22.4692,-48.9875,"<1%"
"Bothrops pauloensis",3222,-21.0256,-47.3739,"<1%"
"Bothrops pauloensis",3223,-21.025,-47.3833,"<1%"
"Bothrops pauloensis",3224,-21.0248,-47.3726,"<1%"
"Bothrops pauloensis",3225,-21.0167,-47.3667,"<1%"
"Bothrops pauloensis",3226,-17.3,-53.2,"<1%"
"Bothrops pauloensis",3227,-17.3141,-53.2153,"<1%"
"Bothrops pauloensis",3228,-17.3042,-53.2014,"<1%"
"Bothrops pauloensis",3229,-21.7333,-48.1,"<1%"
"Bothrops pauloensis",3230,-21.7244,-48.1017,"<1%"
"Bothrops pauloensis",3231,-21.7238,-48.1013,"<1%"
"Bothrops pauloensis",3232,-21.7167,-48.05,"<1%"
"Bothrops pauloensis",3233,-22.1333,-47.6667,"<1%"
"Bothrops pauloensis",3234,-22.1262,-47.6641,"<1%"
"Bothrops pauloensis",3235,-22.1167,-47.65,"<1%"
"Bothrops pauloensis",3236,-16.3333,-48.95,"<1%"
"Bothrops pauloensis",3237,-16.3286,-48.9532,"<1%"
"Bothrops pauloensis",3238,-16.328,-48.9522,"<1%"
"Bothrops pauloensis",3239,-16.3167,-48.95,"<1%"
"Bothrops pauloensis",3240,-20.9833,-54.5,"<1%"
"Bothrops pauloensis",3241,-20.4667,-55.7833,"<1%"
"Bothrops pauloensis",3242,-22.1005,-56.5162,"<1%"
"Bothrops pauloensis",3243,-22,-48.3833,"<1%"
"Bothrops pauloensis",3244,-20.9,-47.75,"<1%"
"Bothrops pauloensis",3245,-22.5002,-48.5529,"<1%"
"Bothrops pauloensis",3246,-22.5,-48.55,"<1%"
"Bothrops pauloensis",3247,-22.4947,-48.5581,"<1%"
"Bothrops pauloensis",3248,-22.4833,-48.5333,"<1%"
"Bothrops pauloensis",3249,-22.1,-56.5167,"<1%"
"Bothrops pauloensis",3250,-23.0167,-49.4833,"<1%"
"Bothrops pauloensis",3251,-20.5333,-56.7,"<1%"
"Bothrops pauloensis",3252,-22.5667,-48.9833,"<1%"
"Bothrops pauloensis",3253,-22.2833,-48.1167,"<1%"
"Bothrops pauloensis",3254,-22.2842,-48.1267,"<1%"
"Bothrops pauloensis",3255,-22.4579,-49.341,"<1%"
"Bothrops pauloensis",3256,-22.4667,-49.3333,"<1%"
"Bothrops pauloensis",3257,-21.1833,-47.3,"<1%"
"Bothrops pauloensis",3258,-14.3,-49.15,"<1%"
"Bothrops pauloensis",3259,-14.3,-49.25,"<1%"
"Bothrops pauloensis",3260,-20.7833,-47.2833,"<1%"
"Bothrops pauloensis",3261,-20.4333,-54.6333,"<1%"
"Bothrops pauloensis",3262,-21.8999,-47.0333,"<1%"
"Bothrops pauloensis",3263,-21.8917,-47.0333,"<1%"
"Bothrops pauloensis",3264,-22.8167,-51.6,"<1%"
"Bothrops pauloensis",3265,-23.0459,-49.1691,"<1%"
"Bothrops pauloensis",3266,-23.0333,-49.15,"<1%"
"Bothrops pauloensis",3267,-23.05,-49.1667,"<1%"
"Bothrops pauloensis",3268,-23.0333,-49.1667,"<1%"
"Bothrops pauloensis",3269,-21.55,-47.45,"<1%"
"Bothrops pauloensis",3270,-21.9333,-47.3667,"<1%"
"Bothrops pauloensis",3271,-15.3,-55.85,"<1%"
"Bothrops pauloensis",3272,-15.89,-52.26,"<1%"
"Bothrops pauloensis",3273,-21.6167,-47.35,"<1%"
"Bothrops pauloensis",3274,-21.2211,-47.4519,"<1%"
"Bothrops pauloensis",3275,-21.05,-48.3164,"<1%"
"Bothrops pauloensis",3276,-22.2204,-47.6255,"<1%"
"Bothrops pauloensis",3277,-22.22,-47.6258,"<1%"
"Bothrops pauloensis",3278,-22.225,-47.6167,"<1%"
"Bothrops pauloensis",3279,-18.5067,-54.76,"<1%"
"Bothrops pauloensis",3280,-18.5059,-54.7455,"<1%"
"Bothrops pauloensis",3281,-15.5833,-56.0833,"<1%"
"Bothrops pauloensis",3282,-21.9,-47.6167,"<1%"
"Bothrops pauloensis",3283,-21.9071,-47.6203,"<1%"
"Bothrops pauloensis",3284,-21.9167,-47.6167,"<1%"
"Bothrops pauloensis",3285,-14.4,-56.4333,"<1%"
"Bothrops pauloensis",3286,-21.6,-47.79,"<1%"
"Bothrops pauloensis",3287,-21.996,-47.426,"<1%"
"Bothrops pauloensis",3288,-22.48,-47.21,"<1%"
"Bothrops pauloensis",3289,-22.4882,-47.2158,"<1%"
"Bothrops pauloensis",3290,-22.4833,-47.2167,"<1%"
"Bothrops pauloensis",3291,-23.5919,-48.4772,"<1%"
"Bothrops pauloensis",3292,-22.1963,-46.7514,"<1%"
"Bothrops pauloensis",3293,-22.2,-46.75,"<1%"
"Bothrops pauloensis",3294,-22.1158,-46.6828,"<1%"
"Bothrops pauloensis",3295,-23.025,-48.8083,"<1%"
"Bothrops pauloensis",3296,-23.0472,-49.0417,"<1%"
"Bothrops pauloensis",3297,-21.6661,-48.4472,"<1%"
"Bothrops pauloensis",3298,-16.675,-49.2833,"<1%"
"Bothrops pauloensis",3299,-22.2444,-47.9583,"<1%"
"Bothrops pauloensis",3300,-21.375,-47.6278,"<1%"
"Bothrops pauloensis",3301,-22.2167,-47.8833,"<1%"
"Bothrops pauloensis",3302,-22.2333,-47.8833,"<1%"
"Bothrops pauloensis",3303,-23.075,-48.8458,"<1%"
"Bothrops pauloensis",3304,-19.5986,-47.2083,"<1%"
"Bothrops pauloensis",3305,-21.4333,-48.15,"<1%"
"Bothrops pauloensis",3306,-23,-48.6833,"<1%"
"Bothrops pauloensis",3307,-22.0389,-47.9661,"<1%"
"Bothrops pauloensis",3308,-22.2528,-46.7972,"<1%"
"Bothrops pauloensis",3309,-22.8228,-48.3361,"<1%"
"Bothrops pauloensis",3310,-23.0667,-49.1083,"<1%"
"Bothrops pauloensis",3311,-22.9792,-48.6167,"<1%"
"Bothrops pauloensis",3312,-22.8931,-48.4928,"<1%"
"Bothrops pauloensis",3313,-21.5278,-47.65,"<1%"
"Bothrops pauloensis",3314,-21.5542,-48.1139,"<1%"
"Bothrops pauloensis",3315,-22.74,-48.4561,"<1%"
"Bothrops pauloensis",3316,-22.3778,-47.1667,"<1%"
"Bothrops pauloensis",3317,-19.75,-46.1667,"<1%"
"Bothrops pauloensis",3318,-22.1575,-47.795,"<1%"
"Bothrops pauloensis",3319,-22.7814,-48.3986,"<1%"
"Bothrops pauloensis",3320,-19.5333,-47.45,"<1%"
"Bothrops pauloensis",3321,-20.5497,-47.7833,"<1%"
"Bothrops pauloensis",3322,-20.55,-47.78,"<1%"
"Bothrops pauloensis",3323,-19.55,-48.8333,"<1%"
"Bothrops pauloensis",3324,-16.3333,-54.9167,"<1%"
"Bothrops pauloensis",3325,-20.9319,-54.9614,"<1%"
"Bothrops pauloensis",3326,-20.9167,-54.95,"<1%"
"Bothrops pauloensis",3327,-20.5333,-47.4,"<1%"
"Bothrops pauloensis",3328,-20.5417,-47.4198,"<1%"
"Bothrops pauloensis",3329,-20.5386,-47.4008,"<1%"
"Bothrops pauloensis",3330,-20.2667,-49.1833,"<1%"
"Bothrops pauloensis",3331,-20.2833,-49.2,"<1%"
"Bothrops pauloensis",3332,-20.0167,-48.9333,"<1%"
"Bothrops pauloensis",3333,-16.6777,-49.2676,"<1%"
"Bothrops pauloensis",3334,-16.6667,-49.25,"<1%"
"Bothrops pauloensis",3335,-21.5,-48.03,"<1%"
"Bothrops pauloensis",3336,-21.4969,-48.0384,"<1%"
"Bothrops pauloensis",3337,-21.4967,-48.0378,"<1%"
"Bothrops pauloensis",3338,-21.5,-48.0333,"<1%"
"Bothrops pauloensis",3339,-20.5,-56.5833,"<1%"
"Bothrops pauloensis",3340,-20.4988,-56.5836,"<1%"
"Bothrops pauloensis",3341,-21.4333,-56.1167,"<1%"
"Bothrops pauloensis",3342,-21.45,-56.1,"<1%"
"Bothrops pauloensis",3343,-21.4488,-56.1045,"<1%"
"Bothrops pauloensis",3344,-16.3333,-53.75,"<1%"
"Bothrops pauloensis",3345,-16.3374,-53.7648,"<1%"
"Bothrops pauloensis",3346,-19.5833,-46.9333,"<1%"
"Bothrops pauloensis",3347,-21.6667,-48.25,"<1%"
"Bothrops pauloensis",3348,-23,-46.8333,"<1%"
"Bothrops pauloensis",3349,-23.007,-46.8387,"<1%"
"Bothrops pauloensis",3350,-23.0058,-46.8389,"<1%"
"Bothrops pauloensis",3351,-23,-46.85,"<1%"
"Bothrops pauloensis",3352,-22.0825,-55.3522,"<1%"
"Bothrops pauloensis",3353,-22.0929,-55.3435,"<1%"
"Bothrops pauloensis",3354,-22.0804,-55.3963,"<1%"
"Bothrops pauloensis",3355,-22.25,-47.8167,"<1%"
"Bothrops pauloensis",3356,-22.2539,-47.8231,"<1%"
"Bothrops pauloensis",3357,-22.2537,-47.8229,"<1%"
"Bothrops pauloensis",3358,-22.2528,-47.8228,"<1%"
"Bothrops pauloensis",3359,-21.7739,-47.0864,"<1%"
"Bothrops pauloensis",3360,-21.7348,-46.9712,"<1%"
"Bothrops pauloensis",3361,-21.7333,-46.9667,"<1%"
"Bothrops pauloensis",3362,-22.7,-46.9833,"<1%"
"Bothrops pauloensis",3363,-20.1354,-54.4451,"<1%"
"Bothrops pauloensis",3364,-20.1417,-54.3994,"<1%"
"Bothrops pauloensis",3365,-17.8923,-51.7141,"<1%"
"Bothrops pauloensis",3366,-17.8833,-51.7167,"<1%"
"Bothrops pauloensis",3367,-17.8814,-51.7144,"<1%"
"Bothrops pauloensis",3368,-21.6167,-47.8167,"<1%"
"Bothrops pauloensis",3369,-17.8667,-51.7,"<1%"
"Bothrops pauloensis",3370,-21.4333,-48.1833,"<1%"
"Bothrops pauloensis",3371,-20.7833,-51.65,"<1%"
"Bothrops pauloensis",3372,-21.9,-47.0333,"<1%"
"Bothrops pauloensis",3373,-19.6167,-43.8833,"<1%"
"Bothrops pauloensis",3374,-19.3,-45.35,"<1%"
"Bothrops pauloensis",3375,-19.7822,-52.991,"<1%"
"Bothrops pauloensis",3376,-22.1833,-47.3833,"<1%"
"Bothrops pauloensis",3377,-22.1891,-47.3977,"<1%"
"Bothrops pauloensis",3378,-22.3569,-47.3842,"<1%"
"Bothrops pauloensis",3379,-22.9833,-48.6833,"<1%"
"Bothrops pauloensis",3380,-22.2833,-47.9167,"<1%"
"Bothrops pauloensis",3381,-22.9978,-48.685,"<1%"
"Bothrops pauloensis",3382,-16.3051,-48.9724,"<1%"
"Bothrops pauloensis",3383,-21.55,-47.7,"<1%"
"Bothrops pauloensis",3384,-20.7071,-55.7611,"<1%"
"Bothrops pauloensis",3385,-23.0167,-48.8,"<1%"
"Bothrops pauloensis",3386,-23.5,-48.4167,"<1%"
"Bothrops pauloensis",3387,-23.49,-48.413,"<1%"
"Bothrops pauloensis",3388,-20.0833,-51.0833,"<1%"
"Bothrops pauloensis",3389,-20.092,-51.0936,"<1%"
"Bothrops pauloensis",3390,-20.0886,-51.1032,"<1%"
"Bothrops pauloensis",3391,-18.6739,-51.8806,"<1%"
"Bothrops pauloensis",3392,-19.7557,-55.8634,"<1%"
"Bothrops pauloensis",3393,-20.4667,-55.8,"<1%"
"Bothrops pauloensis",3394,-20.448,-55.7795,"<1%"
"Bothrops pauloensis",3395,-18.6333,-48.1833,"<1%"
"Bothrops pauloensis",3396,-18.6333,-48.2,"<1%"
"Bothrops pauloensis",3397,-18.6471,-48.1827,"<1%"
"Bothrops pauloensis",3398,-20.7833,-52.05,"<1%"
"Bothrops pauloensis",3399,-20.8018,-52.0494,"<1%"
"Bothrops pauloensis",3400,-21.7944,-48.1756,"<1%"
"Bothrops pauloensis",3401,-21.8,-48.1667,"<1%"
"Bothrops pauloensis",3402,-21.7906,-48.172,"<1%"
"Bothrops pauloensis",3403,-22.5667,-47.1667,"<1%"
"Bothrops pauloensis",3404,-22.5711,-47.1728,"<1%"
"Bothrops pauloensis",3405,-22.6667,-50.4167,"<1%"
"Bothrops pauloensis",3406,-22.5739,-50.4103,"<1%"
"Bothrops pauloensis",3407,-22.65,-50.4,"<1%"
"Bothrops pauloensis",3408,-22.6588,-50.4048,"<1%"
"Bothrops pauloensis",3409,-23.1,-48.9167,"<1%"
"Bothrops pauloensis",3410,-23.099,-48.926,"<1%"
"Bothrops pauloensis",3411,-23.0972,-48.9047,"<1%"
"Bothrops pauloensis",3412,-23.0833,-48.9167,"<1%"
"Bothrops pauloensis",3413,-23.1038,-48.9422,"<1%"
"Bothrops pauloensis",3414,-19.8052,-54.2851,"<1%"
"Bothrops pauloensis",3415,-15.89,-52.2567,"<1%"
"Bothrops pauloensis",3416,-15.893,-52.2599,"<1%"
