"species","rangeAnt","percNatCat","X","latitude","longitude"
"Helicops gomesi*",228362,"<30%",7157,-22.646,-47.196
"Helicops gomesi*",228362,"<30%",7158,-22.6401,-47.681
"Helicops gomesi*",228362,"<30%",7150,-22.742,-46.901
"Helicops gomesi*",228362,"<30%",7151,-22.739,-47.331
"Helicops gomesi*",228362,"<30%",7152,-22.725,-47.649
"Helicops gomesi*",228362,"<30%",7126,-16.3242,-48.1828
"Helicops gomesi*",228362,"<30%",7127,-15.78,-47.93
"Helicops gomesi*",228362,"<30%",7128,-18.25,-52.8833
"Helicops gomesi*",228362,"<30%",7129,-17.7833,-50.9167
"Helicops gomesi*",228362,"<30%",7130,-21.15,-45.7333
"Helicops gomesi*",228362,"<30%",7131,-20.1289,-48.5714
"Helicops gomesi*",228362,"<30%",7146,-22.8981,-48.4914
"Helicops gomesi*",228362,"<30%",7147,-22.895,-50.3834
"Helicops gomesi*",228362,"<30%",7148,-22.789,-48.127
"Helicops gomesi*",228362,"<30%",7149,-22.7713,-46.9897
"Helicops gomesi*",228362,"<30%",7136,-18.915,-48.0412
"Helicops gomesi*",228362,"<30%",7137,-18.649,-48.187
"Helicops gomesi*",228362,"<30%",7138,-18.6333,-48.1833
"Helicops gomesi*",228362,"<30%",7178,-22.35,-47.85
"Helicops gomesi*",228362,"<30%",7165,-22.2331,-48.6831
"Helicops gomesi*",228362,"<30%",7166,-22.136,-48.518
"Helicops gomesi*",228362,"<30%",7167,-21.794,-48.176
"Helicops gomesi*",228362,"<30%",7168,-21.596,-48.813
"Helicops gomesi*",228362,"<30%",7169,-21.009,-48.222
"Helicops gomesi*",228362,"<30%",7170,-20.82,-49.379
"Helicops gomesi*",228362,"<30%",7159,-22.565,-47.402
"Helicops gomesi*",228362,"<30%",7160,-22.3829,-48.8384
"Helicops gomesi*",228362,"<30%",7161,-22.3702,-48.5924
"Helicops gomesi*",228362,"<30%",7162,-22.366,-48.38
"Helicops gomesi*",228362,"<30%",7163,-22.3657,-48.6794
"Helicops gomesi*",228362,"<30%",7176,-20.5071,-47.8596
"Helicops gomesi*",228362,"<30%",7164,-22.2417,-51.1457
"Helicops gomesi*",228362,"<30%",7133,-19.4667,-46.5333
"Helicops gomesi*",228362,"<30%",7134,-19.307,-48.924
"Helicops gomesi*",228362,"<30%",7171,-20.6672,-51.5172
"Helicops gomesi*",228362,"<30%",7132,-19.728,-50.196
"Helicops gomesi*",228362,"<30%",7177,-20.433,-51.343
"Helicops gomesi*",228362,"<30%",7172,-20.6667,-51.5167
"Helicops gomesi*",228362,"<30%",7135,-19.3,-48.9167
"Helicops gomesi*",228362,"<30%",7175,-21.763,-52.116
"Helicops gomesi*",228362,"<30%",7173,-20.5833,-47.85
"Helicops gomesi*",228362,"<30%",7174,-20.581,-47.855
"Heterodactylus lundii",24132,"<30%",7538,-19.3333,-43.6167
"Heterodactylus lundii",24132,"<30%",7539,-17.6667,-44.5833
"Heterodactylus lundii",24132,"<30%",7537,-20.2333,-46.65
"Hydropsalis candicans",322751,"<30%",7596,-15.5833,-56.0833
"Hydropsalis candicans",322751,"<30%",7600,-19.1525,-47.6747
"Hydropsalis candicans",322751,"<30%",7601,-19.7483,-47.9319
"Hydropsalis candicans",322751,"<30%",7599,-18,-52.75
"Hydropsalis candicans",322751,"<30%",7595,-18.4085,-52.5494
"Hydropsalis candicans",322751,"<30%",7602,-23.8167,-56.3
"Hydropsalis candicans",322751,"<30%",7598,-22.2,-46.95
"Hydropsalis candicans",322751,"<30%",7594,-14.8667,-66.3167
"Hydropsalis candicans",322751,"<30%",7597,-17.5695,-52.5514
"Hydropsalis candicans",322751,"<30%",7593,-24.1667,-55.25
"Leposternon cerradensis",266,"<30%",7727,-18.6634,-51.8716
"Liotyphlops schubarti",565,"<30%",7917,-21.0256,-47.3739
"Liotyphlops schubarti",565,"<30%",7916,-21.9961,-47.4258
"Nystalus striatipectus",110512,"<30%",8888,-20.4667,-55.8
"Nystalus striatipectus",110512,"<30%",8920,-23.9703,-55.0356
"Nystalus striatipectus",110512,"<30%",8921,-20.9319,-54.9614
"Nystalus striatipectus",110512,"<30%",8922,-17.5769,-54.7578
"Nystalus striatipectus",110512,"<30%",8923,-20.4422,-54.8603
"Nystalus striatipectus",110512,"<30%",8894,-19.8317,-54.8294
"Nystalus striatipectus",110512,"<30%",8895,-19.0167,-57.65
"Nystalus striatipectus",110512,"<30%",8896,-19.0092,-57.6533
"Nystalus striatipectus",110512,"<30%",8897,-18.5439,-53.1292
"Nystalus striatipectus",110512,"<30%",8898,-18.5,-54.75
"Nystalus striatipectus",110512,"<30%",8899,-18.5067,-54.76
"Nystalus striatipectus",110512,"<30%",8900,-20.6797,-55.2961
"Nystalus striatipectus",110512,"<30%",8901,-22.2211,-54.8056
"Nystalus striatipectus",110512,"<30%",8889,-20.4711,-55.7872
"Nystalus striatipectus",110512,"<30%",8890,-22.1089,-56.5211
"Nystalus striatipectus",110512,"<30%",8891,-20.5386,-56.715
"Nystalus striatipectus",110512,"<30%",8892,-21.1211,-56.4819
"Nystalus striatipectus",110512,"<30%",8893,-20.4428,-54.6464
"Nystalus striatipectus",110512,"<30%",8906,-21.4803,-56.1381
"Nystalus striatipectus",110512,"<30%",8907,-22.4819,-54.3025
"Nystalus striatipectus",110512,"<30%",8908,-22.8606,-54.6028
"Nystalus striatipectus",110512,"<30%",8909,-21.6144,-55.1683
"Nystalus striatipectus",110512,"<30%",8910,-20.2333,-56.3667
"Nystalus striatipectus",110512,"<30%",8911,-20.2406,-56.3783
"Nystalus striatipectus",110512,"<30%",8912,-23.065,-54.1906
"Nystalus striatipectus",110512,"<30%",8913,-22.2333,-53.3431
"Nystalus striatipectus",110512,"<30%",8902,-22.3742,-54.5139
"Nystalus striatipectus",110512,"<30%",8903,-22.4175,-54.2325
"Nystalus striatipectus",110512,"<30%",8919,-20.1667,-56.5167
"Nystalus striatipectus",110512,"<30%",8918,-18.9181,-54.8442
"Nystalus striatipectus",110512,"<30%",8905,-20.1417,-54.3994
"Nystalus striatipectus",110512,"<30%",8914,-21.6989,-57.8825
"Nystalus striatipectus",110512,"<30%",8915,-20.4431,-53.7592
"Nystalus striatipectus",110512,"<30%",8916,-19.4494,-54.9869
"Nystalus striatipectus",110512,"<30%",8904,-21.4578,-56.1142
"Nystalus striatipectus",110512,"<30%",8917,-18.0167,-57.5
"Oxymycterus itapeby",420,"<30%",9101,-24.1833,-49.6
"Oxymycterus itapeby",420,"<30%",9102,-24.25,-49.9333
"Oxymycterus itapeby",420,"<30%",9100,-23.5833,-46.9667
"Phalotris lativittatus",46803,"<30%",9290,-21.95,-47.9833
"Phalotris lativittatus",46803,"<30%",9291,-21.955,-47.997
"Phalotris lativittatus",46803,"<30%",9289,-21.9547,-47.9967
"Phalotris lativittatus",46803,"<30%",9294,-21.0417,-47.7167
"Phalotris lativittatus",46803,"<30%",9295,-21.6417,-48.35
"Phalotris lativittatus",46803,"<30%",9292,-22.2167,-47.8833
"Phalotris lativittatus",46803,"<30%",9293,-22.25,-47.8167
"Phalotris lativittatus",46803,"<30%",9284,-21.0333,-51.2167
"Phalotris lativittatus",46803,"<30%",9285,-21.0283,-51.2067
"Phalotris lativittatus",46803,"<30%",9286,-21.0333,-51.1833
"Phalotris lativittatus",46803,"<30%",9287,-23.3667,-48.1833
"Phalotris lativittatus",46803,"<30%",9288,-21.95,-48.0167
"Phalotris lativittatus",46803,"<30%",9327,-23.75,-49.2831
"Phalotris lativittatus",46803,"<30%",9328,-23.75,-49.2833
"Phalotris lativittatus",46803,"<30%",9329,-21.2333,-50.8667
"Phalotris lativittatus",46803,"<30%",9330,-21.2278,-50.8683
"Phalotris lativittatus",46803,"<30%",9331,-21.2167,-50.8667
"Phalotris lativittatus",46803,"<30%",9332,-21.7106,-47.4781
"Phalotris lativittatus",46803,"<30%",9333,-21.228,-50.868
"Phalotris lativittatus",46803,"<30%",9253,-21.508,-48.151
"Phalotris lativittatus",46803,"<30%",9254,-21.537,-49.858
"Phalotris lativittatus",46803,"<30%",9296,-21.6,-48.3667
"Phalotris lativittatus",46803,"<30%",9297,-21.6,-48.35
"Phalotris lativittatus",46803,"<30%",9298,-21.5083,-48.15
"Phalotris lativittatus",46803,"<30%",9299,-21.5081,-48.1511
"Phalotris lativittatus",46803,"<30%",9300,-21.5,-48.15
"Phalotris lativittatus",46803,"<30%",9301,-21.5333,-49.85
"Phalotris lativittatus",46803,"<30%",9302,-21.65,-49.85
"Phalotris lativittatus",46803,"<30%",9303,-21.5367,-49.8581
"Phalotris lativittatus",46803,"<30%",9304,-21.5542,-48.1139
"Phalotris lativittatus",46803,"<30%",9305,-20.7667,-47.8333
"Phalotris lativittatus",46803,"<30%",9306,-21.7739,-47.7936
"Phalotris lativittatus",46803,"<30%",9307,-21.7667,-47.7833
"Phalotris lativittatus",46803,"<30%",9308,-21.725,-47.625
"Phalotris lativittatus",46803,"<30%",9283,-21.3667,-50.2
"Phalotris lativittatus",46803,"<30%",9323,-21.705,-47.2744
"Phalotris lativittatus",46803,"<30%",9324,-21.705,-47.274
"Phalotris lativittatus",46803,"<30%",9325,-22.4686,-52.3425
"Phalotris lativittatus",46803,"<30%",9326,-21.5869,-48.0708
"Phalotris lativittatus",46803,"<30%",9246,-21.026,-47.374
"Phalotris lativittatus",46803,"<30%",9247,-21.352,-50.281
"Phalotris lativittatus",46803,"<30%",9248,-20.539,-47.401
"Phalotris lativittatus",46803,"<30%",9249,-21.384,-50.211
"Phalotris lativittatus",46803,"<30%",9250,-21.028,-51.207
"Phalotris lativittatus",46803,"<30%",9251,-21.018,-47.764
"Phalotris lativittatus",46803,"<30%",9252,-21.603,-48.366
"Phalotris lativittatus",46803,"<30%",9266,-22.3147,-49.0606
"Phalotris lativittatus",46803,"<30%",9267,-22.8904,-48.4553
"Phalotris lativittatus",46803,"<30%",9255,-21.587,-48.071
"Phalotris lativittatus",46803,"<30%",9256,-21.087,-47.151
"Phalotris lativittatus",46803,"<30%",9257,-21.479,-47.551
"Phalotris lativittatus",46803,"<30%",9258,-22.4667,-48.9833
"Phalotris lativittatus",46803,"<30%",9259,-22.4692,-48.9875
"Phalotris lativittatus",46803,"<30%",9260,-21.025,-47.3833
"Phalotris lativittatus",46803,"<30%",9261,-21.0256,-47.3739
"Phalotris lativittatus",46803,"<30%",9262,-22.0889,-47.7667
"Phalotris lativittatus",46803,"<30%",9263,-21.7944,-48.1756
"Phalotris lativittatus",46803,"<30%",9264,-21.9669,-47.65
"Phalotris lativittatus",46803,"<30%",9265,-22.0667,-48.7333
"Phalotris lativittatus",46803,"<30%",9320,-21.3167,-47.5667
"Phalotris lativittatus",46803,"<30%",9321,-21.7,-47.2667
"Phalotris lativittatus",46803,"<30%",9309,-21.71,-47.478
"Phalotris lativittatus",46803,"<30%",9310,-21.0917,-47.15
"Phalotris lativittatus",46803,"<30%",9311,-21.0869,-47.1511
"Phalotris lativittatus",46803,"<30%",9312,-21.0833,-47.15
"Phalotris lativittatus",46803,"<30%",9313,-22.0167,-47.8833
"Phalotris lativittatus",46803,"<30%",9314,-21.7944,-47.8311
"Phalotris lativittatus",46803,"<30%",9315,-21.775,-47.7917
"Phalotris lativittatus",46803,"<30%",9316,-22.0175,-47.8908
"Phalotris lativittatus",46803,"<30%",9317,-22.018,-47.891
"Phalotris lativittatus",46803,"<30%",9318,-21.375,-47.6278
"Phalotris lativittatus",46803,"<30%",9319,-21.4667,-47.55
"Phalotris lativittatus",46803,"<30%",9278,-21.6167,-47.35
"Phalotris lativittatus",46803,"<30%",9279,-20.5333,-47.4
"Phalotris lativittatus",46803,"<30%",9322,-21.6278,-47.3658
"Phalotris lativittatus",46803,"<30%",9282,-21.3761,-50.2058
"Phalotris lativittatus",46803,"<30%",9269,-22.8833,-48.4833
"Phalotris lativittatus",46803,"<30%",9270,-22.4667,-49.3333
"Phalotris lativittatus",46803,"<30%",9271,-22.4579,-49.341
"Phalotris lativittatus",46803,"<30%",9272,-21.55,-47.45
"Phalotris lativittatus",46803,"<30%",9273,-22.4667,-50.6
"Phalotris lativittatus",46803,"<30%",9274,-21.35,-50.2833
"Phalotris lativittatus",46803,"<30%",9275,-21.3519,-50.2814
"Phalotris lativittatus",46803,"<30%",9276,-21.35,-50.2667
"Phalotris lativittatus",46803,"<30%",9277,-21.05,-48.3164
"Phalotris lativittatus",46803,"<30%",9281,-21.3833,-50.2083
"Phalotris lativittatus",46803,"<30%",9280,-20.5386,-47.4008
"Phalotris lativittatus",46803,"<30%",9268,-22.8833,-48.4333
"Phalotris matogrossensis",335284,"<30%",9417,-20.5211,-55.2946
"Phalotris matogrossensis",335284,"<30%",9416,-20.5574,-55.2946
"Phalotris matogrossensis",335284,"<30%",9407,-18.999,-56.6457
"Phalotris matogrossensis",335284,"<30%",9408,-18.9791,-56.6486
"Phalotris matogrossensis",335284,"<30%",9409,-18.9639,-56.6253
"Phalotris matogrossensis",335284,"<30%",9406,-18.977,-56.6476
"Phalotris matogrossensis",335284,"<30%",9411,-15.6167,-56.0833
"Phalotris matogrossensis",335284,"<30%",9412,-15.5833,-56.0833
"Phalotris matogrossensis",335284,"<30%",9413,-15.618,-56.086
"Phalotris matogrossensis",335284,"<30%",9410,-17.8308,-57.5517
"Phalotris matogrossensis",335284,"<30%",9415,-20.5612,-55.3049
"Phalotris matogrossensis",335284,"<30%",9334,-25.1737,-57.5318
"Phalotris matogrossensis",335284,"<30%",9335,-25.1667,-57.5
"Phalotris matogrossensis",335284,"<30%",9414,-15.6,-56.093
"Phalotris matogrossensis",335284,"<30%",9337,-25.3063,-57.401
"Phalotris matogrossensis",335284,"<30%",9338,-25.3,-57.4167
"Phalotris matogrossensis",335284,"<30%",9339,-25.1833,-57.6167
"Phalotris matogrossensis",335284,"<30%",9340,-25.3861,-57.1567
"Phalotris matogrossensis",335284,"<30%",9341,-25.3833,-57.15
"Phalotris matogrossensis",335284,"<30%",9342,-25.4722,-56.3333
"Phalotris matogrossensis",335284,"<30%",9343,-25.5558,-57.0456
"Phalotris matogrossensis",335284,"<30%",9344,-25.3861,-57.1409
"Phalotris matogrossensis",335284,"<30%",9345,-25.4667,-56.3333
"Phalotris matogrossensis",335284,"<30%",9346,-25.4833,-57.05
"Phalotris matogrossensis",335284,"<30%",9347,-20.448,-52.878
"Phalotris matogrossensis",335284,"<30%",9348,-16.327,-48.953
"Phalotris matogrossensis",335284,"<30%",9336,-25.5634,-57.0343
"Phalotris matogrossensis",335284,"<30%",9405,-18.9772,-56.6229
"Phalotris matogrossensis",335284,"<30%",9404,-19.2466,-57.5732
"Phalotris matogrossensis",335284,"<30%",9364,-20.7071,-55.7611
"Phalotris matogrossensis",335284,"<30%",9365,-22.1833,-52.7167
"Phalotris matogrossensis",335284,"<30%",9366,-20.4667,-55.7833
"Phalotris matogrossensis",335284,"<30%",9367,-20.4821,-55.7803
"Phalotris matogrossensis",335284,"<30%",9368,-20.4756,-55.7892
"Phalotris matogrossensis",335284,"<30%",9369,-20.471,-55.7713
"Phalotris matogrossensis",335284,"<30%",9370,-20.469,-55.7867
"Phalotris matogrossensis",335284,"<30%",9371,-20.4465,-55.4019
"Phalotris matogrossensis",335284,"<30%",9372,-19.7557,-55.8634
"Phalotris matogrossensis",335284,"<30%",9373,-19.7556,-55.8633
"Phalotris matogrossensis",335284,"<30%",9374,-20.9675,-55.8387
"Phalotris matogrossensis",335284,"<30%",9375,-20.459,-55.7756
"Phalotris matogrossensis",335284,"<30%",9418,-20.5122,-55.33
"Phalotris matogrossensis",335284,"<30%",9419,-21.6186,-56.5072
"Phalotris matogrossensis",335284,"<30%",9420,-21.4917,-56.4031
"Phalotris matogrossensis",335284,"<30%",9421,-19.1633,-57.6381
"Phalotris matogrossensis",335284,"<30%",9422,-20.2333,-56.3833
"Phalotris matogrossensis",335284,"<30%",9423,-20.25,-51.3833
"Phalotris matogrossensis",335284,"<30%",9424,-20.2333,-56.3667
"Phalotris matogrossensis",335284,"<30%",9425,-20.12,-56.5982
"Phalotris matogrossensis",335284,"<30%",9426,-21.1333,-55.8167
"Phalotris matogrossensis",335284,"<30%",9427,-15.8315,-56.5281
"Phalotris matogrossensis",335284,"<30%",9428,-20.65,-51.3
"Phalotris matogrossensis",335284,"<30%",9429,-16.6524,-57.1563
"Phalotris matogrossensis",335284,"<30%",9430,-16.25,-56.6167
"Phalotris matogrossensis",335284,"<30%",9431,-15.6507,-57.2209
"Phalotris matogrossensis",335284,"<30%",9432,-21.8667,-51.85
"Phalotris matogrossensis",335284,"<30%",9433,-21.85,-51.8333
"Phalotris matogrossensis",335284,"<30%",9434,-20.4431,-53.7592
"Phalotris matogrossensis",335284,"<30%",9435,-20.4333,-53.75
"Phalotris matogrossensis",335284,"<30%",9436,-16.4708,-54.6356
"Phalotris matogrossensis",335284,"<30%",9437,-16.1092,-55.3767
"Phalotris matogrossensis",335284,"<30%",9438,-20.75,-51.6667
"Phalotris matogrossensis",335284,"<30%",9439,-20.7333,-51.3667
"Phalotris matogrossensis",335284,"<30%",9440,-20.7833,-51.7
"Phalotris matogrossensis",335284,"<30%",9441,-20.7917,-51.6375
"Phalotris matogrossensis",335284,"<30%",9442,-19.7833,-47.6
"Phalotris matogrossensis",335284,"<30%",9443,-15.5709,-56.255
"Phalotris matogrossensis",335284,"<30%",9444,-20.751,-51.678
"Phalotris matogrossensis",335284,"<30%",9445,-19.748,-47.932
"Phalotris matogrossensis",335284,"<30%",9377,-22.1,-56.5167
"Phalotris matogrossensis",335284,"<30%",9378,-22.1,-56.5333
"Phalotris matogrossensis",335284,"<30%",9379,-21.1333,-56.4833
"Phalotris matogrossensis",335284,"<30%",9380,-21.1167,-56.4667
"Phalotris matogrossensis",335284,"<30%",9381,-22.6298,-54.8254
"Phalotris matogrossensis",335284,"<30%",9382,-16.0667,-57.6667
"Phalotris matogrossensis",335284,"<30%",9383,-16.05,-57.7
"Phalotris matogrossensis",335284,"<30%",9384,-16.2833,-58.15
"Phalotris matogrossensis",335284,"<30%",9385,-20.45,-54.6167
"Phalotris matogrossensis",335284,"<30%",9386,-20.4333,-54.6333
"Phalotris matogrossensis",335284,"<30%",9387,-20.4667,-54.6167
"Phalotris matogrossensis",335284,"<30%",9388,-20.4537,-54.6613
"Phalotris matogrossensis",335284,"<30%",9376,-20.4572,-55.8011
"Phalotris matogrossensis",335284,"<30%",9350,-22.6333,-54.8333
"Phalotris matogrossensis",335284,"<30%",9351,-16.071,-57.679
"Phalotris matogrossensis",335284,"<30%",9352,-20.443,-54.646
"Phalotris matogrossensis",335284,"<30%",9353,-20.5,-54.6333
"Phalotris matogrossensis",335284,"<30%",9354,-20.425,-54.6583
"Phalotris matogrossensis",335284,"<30%",9355,-22.8333,-51.6083
"Phalotris matogrossensis",335284,"<30%",9356,-15.596,-56.097
"Phalotris matogrossensis",335284,"<30%",9357,-21.876,-51.844
"Phalotris matogrossensis",335284,"<30%",9358,-20.45,-52.8667
"Phalotris matogrossensis",335284,"<30%",9359,-20.0072,-52.9957
"Phalotris matogrossensis",335284,"<30%",9360,-20.4333,-52.8833
"Phalotris matogrossensis",335284,"<30%",9361,-16.3051,-48.9724
"Phalotris matogrossensis",335284,"<30%",9349,-22.109,-56.521
"Phalotris matogrossensis",335284,"<30%",9363,-20.4861,-55.8041
"Phalotris matogrossensis",335284,"<30%",9390,-20.9131,-54.2497
"Phalotris matogrossensis",335284,"<30%",9391,-20.4977,-54.6342
"Phalotris matogrossensis",335284,"<30%",9392,-20.4645,-55.6561
"Phalotris matogrossensis",335284,"<30%",9393,-20.4529,-54.6289
"Phalotris matogrossensis",335284,"<30%",9394,-20.4526,-54.6616
"Phalotris matogrossensis",335284,"<30%",9395,-20.4509,-54.6231
"Phalotris matogrossensis",335284,"<30%",9396,-20.4397,-54.6718
"Phalotris matogrossensis",335284,"<30%",9397,-20.4307,-54.6561
"Phalotris matogrossensis",335284,"<30%",9398,-19.8,-47.6
"Phalotris matogrossensis",335284,"<30%",9399,-19.1667,-57.4333
"Phalotris matogrossensis",335284,"<30%",9400,-19,-57.65
"Phalotris matogrossensis",335284,"<30%",9362,-16.3333,-48.95
"Phalotris matogrossensis",335284,"<30%",9389,-20.4095,-54.52
"Phalotris matogrossensis",335284,"<30%",9403,-17.8306,-57.5547
"Phalotris matogrossensis",335284,"<30%",9401,-19.2583,-57.2333
"Phalotris matogrossensis",335284,"<30%",9402,-19.15,-57.6167
"Phalotris mertensi",264819,"<30%",9529,-23.0411,-49.1661
"Phalotris mertensi",264819,"<30%",9530,-23.1667,-47.75
"Phalotris mertensi",264819,"<30%",9533,-23.6003,-48.2333
"Phalotris mertensi",264819,"<30%",9534,-19.0816,-52.7521
"Phalotris mertensi",264819,"<30%",9531,-23.165,-47.7436
"Phalotris mertensi",264819,"<30%",9532,-21.9333,-47.3667
"Phalotris mertensi",264819,"<30%",9537,-19.8,-47.6
"Phalotris mertensi",264819,"<30%",9538,-20.2169,-48.6331
"Phalotris mertensi",264819,"<30%",9535,-18.7833,-52.6167
"Phalotris mertensi",264819,"<30%",9536,-22.1003,-47.8331
"Phalotris mertensi",264819,"<30%",9528,-20.9028,-49.2683
"Phalotris mertensi",264819,"<30%",9447,-22.886,-48.445
"Phalotris mertensi",264819,"<30%",9448,-22.823,-47.0829
"Phalotris mertensi",264819,"<30%",9449,-20.4667,-54.6167
"Phalotris mertensi",264819,"<30%",9450,-20.443,-54.646
"Phalotris mertensi",264819,"<30%",9451,-22.75,-50.3833
"Phalotris mertensi",264819,"<30%",9452,-22.746,-50.387
"Phalotris mertensi",264819,"<30%",9453,-19.937,-47.542
"Phalotris mertensi",264819,"<30%",9454,-23.1833,-50.65
"Phalotris mertensi",264819,"<30%",9455,-23.181,-50.647
"Phalotris mertensi",264819,"<30%",9456,-23.5833,-48.05
"Phalotris mertensi",264819,"<30%",9457,-23.592,-48.053
"Phalotris mertensi",264819,"<30%",9527,-21.1333,-48.9667
"Phalotris mertensi",264819,"<30%",9446,-21.724,-48.102
"Phalotris mertensi",264819,"<30%",9460,-21.555,-47.704
"Phalotris mertensi",264819,"<30%",9461,-22.372,-46.942
"Phalotris mertensi",264819,"<30%",9462,-21.996,-47.426
"Phalotris mertensi",264819,"<30%",9463,-22.536,-55.726
"Phalotris mertensi",264819,"<30%",9464,-22.0667,-46.9833
"Phalotris mertensi",264819,"<30%",9465,-22.4667,-48.9833
"Phalotris mertensi",264819,"<30%",9466,-22.4692,-48.9875
"Phalotris mertensi",264819,"<30%",9467,-21.025,-47.3833
"Phalotris mertensi",264819,"<30%",9468,-21.0256,-47.3739
"Phalotris mertensi",264819,"<30%",9469,-21.2833,-50.7997
"Phalotris mertensi",264819,"<30%",9470,-22.75,-47.3333
"Phalotris mertensi",264819,"<30%",9458,-21.596,-48.813
"Phalotris mertensi",264819,"<30%",9459,-18.42,-49.218
"Phalotris mertensi",264819,"<30%",9526,-21.05,-48.0997
"Phalotris mertensi",264819,"<30%",9648,-23.2,-47.2833
"Phalotris mertensi",264819,"<30%",9649,-23.2008,-47.2869
"Phalotris mertensi",264819,"<30%",9650,-21.3833,-47.2664
"Phalotris mertensi",264819,"<30%",9651,-21.2428,-48.8042
"Phalotris mertensi",264819,"<30%",9652,-22.75,-47.4167
"Phalotris mertensi",264819,"<30%",9653,-21.4628,-48.3908
"Phalotris mertensi",264819,"<30%",9654,-22.5667,-48.15
"Phalotris mertensi",264819,"<30%",9655,-21.7,-47.4833
"Phalotris mertensi",264819,"<30%",9656,-21.7103,-47.4781
"Phalotris mertensi",264819,"<30%",9657,-21.4833,-47.3667
"Phalotris mertensi",264819,"<30%",9658,-22.0167,-47.8833
"Phalotris mertensi",264819,"<30%",9659,-21.775,-47.7917
"Phalotris mertensi",264819,"<30%",9539,-22.4836,-47.4667
"Phalotris mertensi",264819,"<30%",9540,-21.7336,-47.2831
"Phalotris mertensi",264819,"<30%",9541,-22.6003,-48.9833
"Phalotris mertensi",264819,"<30%",9542,-21.05,-48.3164
"Phalotris mertensi",264819,"<30%",9543,-22.6458,-47.1961
"Phalotris mertensi",264819,"<30%",9544,-22.7417,-50.7917
"Phalotris mertensi",264819,"<30%",9545,-22.3833,-48.3833
"Phalotris mertensi",264819,"<30%",9546,-22.1167,-48.3167
"Phalotris mertensi",264819,"<30%",9547,-23.5919,-48.4772
"Phalotris mertensi",264819,"<30%",9548,-19.7833,-47.5833
"Phalotris mertensi",264819,"<30%",9549,-22.9,-50.725
"Phalotris mertensi",264819,"<30%",9550,-23.325,-46.725
"Phalotris mertensi",264819,"<30%",9551,-22.2167,-49.65
"Phalotris mertensi",264819,"<30%",9552,-21.0333,-51.2167
"Phalotris mertensi",264819,"<30%",9553,-21.25,-50.65
"Phalotris mertensi",264819,"<30%",9554,-21.36,-48.2283
"Phalotris mertensi",264819,"<30%",9555,-22.6833,-47.2
"Phalotris mertensi",264819,"<30%",9556,-22.3,-48.8831
"Phalotris mertensi",264819,"<30%",9557,-21.2169,-48.45
"Phalotris mertensi",264819,"<30%",9558,-20.0383,-47.7469
"Phalotris mertensi",264819,"<30%",9559,-21.4169,-46.8164
"Phalotris mertensi",264819,"<30%",9560,-23.5478,-46.6358
"Phalotris mertensi",264819,"<30%",9561,-22.1744,-51.2517
"Phalotris mertensi",264819,"<30%",9562,-21.7667,-50.9667
"Phalotris mertensi",264819,"<30%",9563,-23.3669,-46.75
"Phalotris mertensi",264819,"<30%",9564,-23.5917,-48.0531
"Phalotris mertensi",264819,"<30%",9565,-21.6,-48.8167
"Phalotris mertensi",264819,"<30%",9566,-21.5956,-48.8128
"Phalotris mertensi",264819,"<30%",9567,-22.25,-47.8167
"Phalotris mertensi",264819,"<30%",9568,-22.2333,-47.8833
"Phalotris mertensi",264819,"<30%",9569,-22.2167,-47.8833
"Phalotris mertensi",264819,"<30%",9570,-21.7333,-46.9667
"Phalotris mertensi",264819,"<30%",9571,-23.2667,-47.3
"Phalotris mertensi",264819,"<30%",9572,-18.4167,-49.2167
"Phalotris mertensi",264819,"<30%",9573,-18.4167,-49.2
"Phalotris mertensi",264819,"<30%",9574,-21.2547,-48.3222
"Phalotris mertensi",264819,"<30%",9575,-23.7815,-46.7479
"Phalotris mertensi",264819,"<30%",9576,-22.2964,-48.5578
"Phalotris mertensi",264819,"<30%",9577,-21.9503,-48.3831
"Phalotris mertensi",264819,"<30%",9578,-22.1833,-47.3833
"Phalotris mertensi",264819,"<30%",9579,-21.1856,-47.3903
"Phalotris mertensi",264819,"<30%",9580,-22.5833,-48.8
"Phalotris mertensi",264819,"<30%",9581,-21.6786,-49.7425
"Phalotris mertensi",264819,"<30%",9582,-22.9978,-48.685
"Phalotris mertensi",264819,"<30%",9583,-22.3669,-47.3497
"Phalotris mertensi",264819,"<30%",9584,-21.6,-47.79
"Phalotris mertensi",264819,"<30%",9585,-21.55,-47.7
"Phalotris mertensi",264819,"<30%",9586,-20.1458,-50.1944
"Phalotris mertensi",264819,"<30%",9587,-23.5458,-47.1833
"Phalotris mertensi",264819,"<30%",9588,-20.8778,-48.7142
"Phalotris mertensi",264819,"<30%",9589,-21.6033,-48.3658
"Phalotris mertensi",264819,"<30%",9590,-21.6,-48.3667
"Phalotris mertensi",264819,"<30%",9591,-20.8833,-47.5833
"Phalotris mertensi",264819,"<30%",9471,-21.7167,-48.0167
"Phalotris mertensi",264819,"<30%",9472,-21.7244,-48.1017
"Phalotris mertensi",264819,"<30%",9473,-22.1167,-47.65
"Phalotris mertensi",264819,"<30%",9474,-20.9,-51.3833
"Phalotris mertensi",264819,"<30%",9475,-23.5,-48.4167
"Phalotris mertensi",264819,"<30%",9476,-22.7833,-48.1167
"Phalotris mertensi",264819,"<30%",9477,-18.6739,-51.8806
"Phalotris mertensi",264819,"<30%",9478,-21.2089,-50.4328
