binomial,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear
Physalaemus atim*,584,132,452,0.226,0.0171,0.3647,0,0.1027,2020
Physalaemus centralis,1249113,663858,585255,0.5315,0.0061,0.3035,0.0124,0.0523,2000
Physalaemus centralis,1249111,633405,615706,0.5071,0.0064,0.3021,0.0155,0.0721,2005
Physalaemus centralis,1249113,619691,629422,0.4961,0.009,0.2924,0.0246,0.0742,2010
Physalaemus centralis,1249109,599629,649480,0.48,0.0135,0.2809,0.0315,0.0906,2015
Physalaemus centralis,1249096,596555,652541,0.4776,0.0151,0.2637,0.0302,0.1023,2020
Physalaemus claptoni*,360,305,55,0.8472,0,0.0667,0,0,2000
Physalaemus claptoni*,361,301,60,0.8338,0.0028,0.0831,0,0,2005
Physalaemus claptoni*,359,303,56,0.844,0.0084,0.0724,0,0,2010
Physalaemus claptoni*,361,306,55,0.8476,0.0139,0.0665,0,0,2015
Physalaemus claptoni*,361,304,57,0.8421,0.0166,0.0609,0,0,2020
Physalaemus deimaticus,2349,1859,490,0.7914,0,0.0856,0,0,2000
Physalaemus deimaticus,2350,1813,537,0.7715,0,0.1102,0,0,2005
Physalaemus deimaticus,2347,1833,514,0.781,0.0021,0.0993,0,0,2010
Physalaemus deimaticus,2349,1851,498,0.788,0.006,0.092,0,0,2015
Physalaemus deimaticus,2350,1831,519,0.7791,0.0072,0.0838,0,4.00E-04,2020
Physalaemus evangelistai,5448,3955,1493,0.726,0.0136,0.1419,0,0,2000
Physalaemus evangelistai,5448,3879,1569,0.712,0.0151,0.1568,0,0,2005
Physalaemus evangelistai,5449,3901,1548,0.7159,0.0215,0.1496,0,0,2010
Physalaemus evangelistai,5448,3925,1523,0.7204,0.0262,0.1296,0,0,2015
Physalaemus evangelistai,5447,3874,1573,0.7112,0.0303,0.1186,0,2.00E-04,2020
Physalaemus marmoratus,935917,368155,567762,0.3934,0.0102,0.4063,0.0169,0.0557,2000
Physalaemus marmoratus,935915,352430,583485,0.3766,0.0107,0.3945,0.0214,0.0738,2005
Physalaemus marmoratus,935916,347034,588882,0.3708,0.0154,0.3744,0.0349,0.0714,2010
Physalaemus marmoratus,935908,339229,596679,0.3625,0.0228,0.3527,0.0455,0.0834,2015
Physalaemus marmoratus,935891,337897,597994,0.361,0.026,0.3331,0.0433,0.0994,2020
Physalaemus nattereri,1424792,741061,683731,0.5201,0.0053,0.3205,0.0107,0.0547,2000
Physalaemus nattereri,1424792,704333,720459,0.4943,0.0055,0.3204,0.0136,0.075,2005
Physalaemus nattereri,1424793,688893,735900,0.4835,0.0082,0.311,0.0224,0.0773,2010
Physalaemus nattereri,1424786,667880,756906,0.4688,0.0131,0.2975,0.0295,0.094,2015
Physalaemus nattereri,1424770,663446,761324,0.4657,0.0151,0.2808,0.0281,0.108,2020
Pithecopus araguaius*,1107,665,442,0.6007,0,0.3496,0,9.00E-04,2000
Pithecopus araguaius*,1108,633,475,0.5713,0,0.3745,0,0.0018,2005
Pithecopus araguaius*,1106,651,455,0.5886,0,0.3463,0,0.0018,2010
Pithecopus araguaius*,1111,643,468,0.5788,0.0018,0.3429,0,0.0126,2015
Pithecopus araguaius*,1108,656,452,0.5921,0.0027,0.3159,0,0.0162,2020
Pithecopus ayeaye,29530,8684,20846,0.2941,0.0067,0.5207,0.0018,0.0039,2000
Pithecopus ayeaye,29531,8941,20590,0.3028,0.0071,0.4868,0.0027,0.0124,2005
Pithecopus ayeaye,29532,9069,20463,0.3071,0.0149,0.4364,0.0077,0.0172,2010
Pithecopus ayeaye,29530,9042,20488,0.3062,0.0219,0.369,0.0083,0.0343,2015
Pithecopus ayeaye,29528,8897,20631,0.3013,0.0219,0.3357,0.0083,0.0635,2020
Pithecopus azureus,1597285,950984,646301,0.5954,0.0049,0.2752,0.0014,0.0474,2000
Pithecopus azureus,1597283,907792,689491,0.5683,0.0052,0.2802,0.0026,0.0668,2005
Pithecopus azureus,1597287,886803,710484,0.5552,0.0076,0.276,0.0072,0.0702,2010
Pithecopus azureus,1597283,856073,741210,0.536,0.0121,0.2693,0.0117,0.0881,2015
Pithecopus azureus,1597277,849310,747967,0.5317,0.0139,0.2551,0.0115,0.1006,2020
Pithecopus centralis,63711,33301,30410,0.5227,2.00E-04,0.2703,0,0.1053,2000
Pithecopus centralis,63708,31500,32208,0.4944,6.00E-04,0.2751,0,0.1354,2005
Pithecopus centralis,63709,31417,32292,0.4931,0.0017,0.2655,0,0.1337,2010
Pithecopus centralis,63707,30896,32811,0.485,0.005,0.2776,0,0.1439,2015
Pithecopus centralis,63707,30253,33454,0.4749,0.0054,0.2887,0,0.1468,2020
Pithecopus megacephalus,30729,21335,9394,0.6943,0.0396,0.179,0,2.00E-04,2000
Pithecopus megacephalus,30726,20960,9766,0.6822,0.0414,0.2056,0,3.00E-04,2005
Pithecopus megacephalus,30728,20590,10138,0.6701,0.0521,0.199,0,1.00E-04,2010
Pithecopus megacephalus,30727,20133,10594,0.6552,0.0585,0.2127,0,9.00E-04,2015
Pithecopus megacephalus,30727,20157,10570,0.656,0.0634,0.1928,0,7.00E-04,2020
Pithecopus oreades,82609,40787,41822,0.4937,0.0023,0.3093,0,0.0722,2000
Pithecopus oreades,82610,39072,43538,0.473,0.002,0.2931,0,0.1057,2005
Pithecopus oreades,82610,38734,43876,0.4689,0.0038,0.2729,4.00E-04,0.1083,2010
Pithecopus oreades,82607,37490,45117,0.4538,0.0075,0.2647,5.00E-04,0.1136,2015
Pithecopus oreades,82606,37135,45471,0.4495,0.0077,0.2415,7.00E-04,0.1711,2020
Placosoma cipoense,261,237,24,0.908,0,0.0613,0,0,2000
Placosoma cipoense,264,240,24,0.9091,0,0.053,0,0,2005
Placosoma cipoense,264,240,24,0.9091,0,0.0492,0,0,2010
Placosoma cipoense,263,241,22,0.9163,0,0.0456,0,0,2015
Placosoma cipoense,264,241,23,0.9129,0,0.0455,0,0,2020
Polystictus superciliaris,166892,79076,87816,0.4738,0.0321,0.364,3.00E-04,0.0071,2000
Polystictus superciliaris,166893,78698,88195,0.4715,0.0344,0.3538,5.00E-04,0.0125,2005
Polystictus superciliaris,166894,77499,89395,0.4644,0.0454,0.3348,0.0018,0.0138,2010
Polystictus superciliaris,166892,75227,91665,0.4508,0.0548,0.3208,0.0026,0.0206,2015
Polystictus superciliaris,166888,75493,91395,0.4524,0.0593,0.2911,0.0026,0.0311,2020
Microspingus cinereus,806579,331291,475288,0.4107,0.0089,0.3923,0.013,0.0613,2000
Microspingus cinereus,806580,317703,488877,0.3939,0.0095,0.3826,0.0165,0.0801,2005
Microspingus cinereus,806579,313533,493046,0.3887,0.013,0.367,0.0267,0.0755,2010
Microspingus cinereus,806577,306333,500244,0.3798,0.019,0.3501,0.0352,0.0863,2015
Microspingus cinereus,806571,305178,501393,0.3784,0.0207,0.3316,0.0343,0.0998,2020
Porphyrospiza caerulescens,1633198,1001974,631224,0.6135,0.0049,0.2517,0.0036,0.0502,2000
Porphyrospiza caerulescens,1633194,958105,675089,0.5866,0.0052,0.2551,0.0051,0.0694,2005
Porphyrospiza caerulescens,1633197,937176,696021,0.5738,0.0071,0.2513,0.0097,0.0733,2010
Porphyrospiza caerulescens,1633195,906797,726398,0.5552,0.0106,0.2455,0.0138,0.0909,2015
Porphyrospiza caerulescens,1633187,899222,733965,0.5506,0.0117,0.233,0.0136,0.1021,2020
Pristimantis dundeei,112362,44955,67407,0.4001,0.001,0.4059,0,0.1056,2000
Pristimantis dundeei,112365,41946,70419,0.3733,0.0015,0.405,0,0.1341,2005
Pristimantis dundeei,112363,41747,70616,0.3715,0.0044,0.3953,0.0023,0.1284,2010
Pristimantis dundeei,112364,41548,70816,0.3698,0.0131,0.3788,0.0151,0.1355,2015
Pristimantis dundeei,112363,40964,71399,0.3646,0.0153,0.3706,0.017,0.1449,2020
Pristimantis moa*,27224,25107,2117,0.9222,8.00E-04,0.0425,1.00E-04,0.008,2000
Pristimantis moa*,27223,23882,3341,0.8773,0.0011,0.081,0,0.0207,2005
Pristimantis moa*,27225,23192,4033,0.8519,4.00E-04,0.0996,0,0.0292,2010
Pristimantis moa*,27223,22160,5063,0.814,0.0022,0.1217,0.0028,0.0359,2015
Pristimantis moa*,27224,21542,5682,0.7913,0.0095,0.1223,0.0035,0.0383,2020
Pristimantis ventrigranulosus,13019,5499,7520,0.4224,0,0.4678,0,0.0392,2000
Pristimantis ventrigranulosus,13019,5068,7951,0.3893,2.00E-04,0.4725,0,0.0657,2005
Pristimantis ventrigranulosus,13019,4910,8109,0.3771,3.00E-04,0.4835,0.0031,0.0605,2010
Pristimantis ventrigranulosus,13018,4758,8260,0.3655,0.0022,0.4749,0.0154,0.0711,2015
Pristimantis ventrigranulosus,13019,4628,8391,0.3555,0.0025,0.4476,0.0157,0.098,2020
Proceratophrys bagnoi,927,787,140,0.849,0.0043,0.1068,0,0,2000
Proceratophrys bagnoi,927,768,159,0.8285,0,0.1338,0,0,2005
Proceratophrys bagnoi,925,757,168,0.8184,0,0.1384,0,0,2010
Proceratophrys bagnoi,926,730,196,0.7883,0,0.1415,0,0.0065,2015
Proceratophrys bagnoi,925,728,197,0.787,0,0.1405,0,0.0065,2020
Proceratophrys branti,145958,119772,26186,0.8206,0.001,0.1119,0,0.0263,2000
Proceratophrys branti,145957,116179,29778,0.796,2.00E-04,0.1243,0,0.0421,2005
Proceratophrys branti,145957,112973,32984,0.774,2.00E-04,0.1379,0,0.0496,2010
Proceratophrys branti,145956,108313,37643,0.7421,5.00E-04,0.1564,2.00E-04,0.0634,2015
Proceratophrys branti,145958,108842,37116,0.7457,5.00E-04,0.1404,3.00E-04,0.0697,2020
Proceratophrys carranca,364,178,186,0.489,0.0385,0.1758,0,0,2000
Proceratophrys carranca,364,178,186,0.489,0.0192,0.2198,0,0,2005
Proceratophrys carranca,363,169,194,0.4656,0.0248,0.2507,0,0.0028,2010
Proceratophrys carranca,363,159,204,0.438,0.0358,0.2645,0,0.0028,2015
Proceratophrys carranca,362,174,188,0.4807,0.0442,0.1492,0,0.0359,2020
Proceratophrys cururu,2297,1840,457,0.801,4.00E-04,0.0823,0,0,2000
Proceratophrys cururu,2296,1804,492,0.7857,4.00E-04,0.1041,0,0,2005
Proceratophrys cururu,2296,1818,478,0.7918,0.003,0.0993,0,0,2010
Proceratophrys cururu,2296,1836,460,0.7997,0.0044,0.088,0,0,2015
Proceratophrys cururu,2297,1813,484,0.7893,0.0061,0.0827,0,0,2020
Proceratophrys dibernardoi,66553,20815,45738,0.3128,3.00E-04,0.4885,0,0.1201,2000
Proceratophrys dibernardoi,66552,19494,47058,0.2929,4.00E-04,0.4776,0,0.1491,2005
Proceratophrys dibernardoi,66553,19249,47304,0.2892,0.0017,0.4725,0.0042,0.1445,2010
Proceratophrys dibernardoi,66552,19258,47294,0.2894,0.005,0.442,0.0284,0.1534,2015
Proceratophrys dibernardoi,66552,19043,47509,0.2861,0.0056,0.4142,0.0319,0.1678,2020
Proceratophrys goyana,99402,65281,34121,0.6567,0.0019,0.2524,2.00E-04,0.0156,2000
Proceratophrys goyana,99401,63121,36280,0.635,0.0016,0.2591,7.00E-04,0.0321,2005
Proceratophrys goyana,99403,62441,36962,0.6282,0.0025,0.2538,0.0021,0.033,2010
Proceratophrys goyana,99403,59692,39711,0.6005,0.0049,0.2606,0.0029,0.0453,2015
Proceratophrys goyana,99403,60672,38731,0.6104,0.0051,0.2284,0.0029,0.0704,2020
Proceratophrys huntingtoni,927,759,168,0.8188,0,0.1187,0,0.0162,2000
Proceratophrys huntingtoni,926,723,203,0.7808,0,0.1026,0,0.0896,2005
Proceratophrys huntingtoni,927,705,222,0.7605,0,0.1036,0,0.1176,2010
Proceratophrys huntingtoni,926,700,226,0.7559,0,0.1015,0,0.1145,2015
Proceratophrys huntingtoni,926,694,232,0.7495,0,0.1069,0,0.0864,2020
Proceratophrys moratoi,175434,35509,139925,0.2024,0.0119,0.4266,0.077,0.0881,2000
Proceratophrys moratoi,175432,34931,140501,0.1991,0.0123,0.3794,0.094,0.1106,2005
Proceratophrys moratoi,175433,35017,140416,0.1996,0.0142,0.3431,0.1403,0.0903,2010
Proceratophrys moratoi,175430,34842,140588,0.1986,0.0168,0.2992,0.1695,0.1023,2015
Proceratophrys moratoi,175424,34847,140577,0.1986,0.0173,0.2756,0.1616,0.1166,2020
Proceratophrys rotundipalpebra,376,366,10,0.9734,0,0.0213,0,0,2000
Proceratophrys rotundipalpebra,376,366,10,0.9734,0,0.0186,0,0,2005
Proceratophrys rotundipalpebra,376,367,9,0.9761,0,0.0213,0,0,2010
Proceratophrys rotundipalpebra,377,368,9,0.9761,0,0.0186,0,0,2015
Proceratophrys rotundipalpebra,378,369,9,0.9762,0,0.0159,0,0,2020
Proceratophrys salvatori,28060,14359,13701,0.5117,6.00E-04,0.265,0,0.0556,2000
Proceratophrys salvatori,28061,13799,14262,0.4918,5.00E-04,0.253,0,0.0963,2005
Proceratophrys salvatori,28061,13626,14435,0.4856,0.0024,0.2383,0,0.1054,2010
Proceratophrys salvatori,28059,13408,14651,0.4779,0.0066,0.2292,0,0.1178,2015
Proceratophrys salvatori,28058,13201,14857,0.4705,0.0069,0.2127,0,0.1563,2020
Proceratophrys strussmannae,235,86,149,0.366,0,0.6213,0,0,2000
Proceratophrys strussmannae,235,86,149,0.366,0,0.6213,0,0,2005
Proceratophrys strussmannae,235,86,149,0.366,0,0.617,0,0,2010
Proceratophrys strussmannae,236,87,149,0.3686,0,0.6102,0,0,2015
Proceratophrys strussmannae,235,88,147,0.3745,0,0.6043,0,0,2020
Proceratophrys vielliardi,21169,9080,12089,0.4289,0.0028,0.3121,0,0.1202,2000
Proceratophrys vielliardi,21169,8207,12962,0.3877,0.0031,0.3011,0,0.1577,2005
Proceratophrys vielliardi,21171,8060,13111,0.3807,0.006,0.2764,4.00E-04,0.1502,2010
Proceratophrys vielliardi,21171,7759,13412,0.3665,0.0112,0.2702,8.00E-04,0.1303,2015
Proceratophrys vielliardi,21170,7578,13592,0.358,0.0106,0.2479,0.0012,0.2365,2020
Pseudis tocantins,252205,190485,61720,0.7553,2.00E-04,0.2165,0,0.0022,2000
Pseudis tocantins,252207,182726,69481,0.7245,3.00E-04,0.2463,0,0.0061,2005
Pseudis tocantins,252206,178759,73447,0.7088,3.00E-04,0.2569,0,0.0089,2010
Pseudis tocantins,252205,172089,80116,0.6823,0.0011,0.2683,3.00E-04,0.0202,2015
Pseudis tocantins,252204,170652,81552,0.6766,0.0021,0.2534,4.00E-04,0.0295,2020
Pseudopaludicola atragula*,12567,1764,10803,0.1404,1.00E-04,0.6867,0.0135,0.0143,2000
Pseudopaludicola atragula*,12568,1791,10777,0.1425,1.00E-04,0.5984,0.0405,0.0141,2005
Pseudopaludicola atragula*,12568,1857,10711,0.1478,3.00E-04,0.4612,0.1675,0.006,2010
Pseudopaludicola atragula*,12568,1928,10640,0.1534,8.00E-04,0.3614,0.2658,0.007,2015
Pseudopaludicola atragula*,12570,1934,10636,0.1539,0.0033,0.3312,0.2523,0.0091,2020
Pseudopaludicola coracoralinae*,731,117,614,0.1601,0.0027,0.6101,0,0.0698,2000
Pseudopaludicola coracoralinae*,731,118,613,0.1614,0.0014,0.5554,0,0.0958,2005
Pseudopaludicola coracoralinae*,732,124,608,0.1694,0.0014,0.5164,0,0.097,2010
Pseudopaludicola coracoralinae*,730,128,602,0.1753,0.0082,0.4493,0.0027,0.1658,2015
Pseudopaludicola coracoralinae*,730,125,605,0.1712,0.0082,0.4178,0.0027,0.2068,2020
Pseudopaludicola facureae*,46359,8199,38160,0.1769,0.0024,0.5152,9.00E-04,0.1007,2000
Pseudopaludicola facureae*,46360,8011,38349,0.1728,0.0022,0.467,0.0064,0.1399,2005
Pseudopaludicola facureae*,46360,8158,38202,0.176,0.0047,0.4361,0.0324,0.1161,2010
Pseudopaludicola facureae*,46357,8116,38241,0.1751,0.008,0.3932,0.0609,0.1288,2015
Pseudopaludicola facureae*,46359,8031,38328,0.1732,0.0082,0.3586,0.0603,0.1422,2020
Pseudopaludicola ibisoroca*,726,235,491,0.3237,0,0.3981,0,0.1515,2000
Pseudopaludicola ibisoroca*,726,227,499,0.3127,0.0014,0.354,0,0.2052,2005
Pseudopaludicola ibisoroca*,724,227,497,0.3135,0.0014,0.3508,0.0138,0.1409,2010
Pseudopaludicola ibisoroca*,726,229,497,0.3154,0.0041,0.3196,0.1143,0.0702,2015
Pseudopaludicola ibisoroca*,726,227,499,0.3127,0.0041,0.2796,0.1185,0.095,2020
Pseudopaludicola jazmynmcdonaldae*,409,301,108,0.7359,0,0.2469,0,0,2000
Pseudopaludicola jazmynmcdonaldae*,409,303,106,0.7408,0,0.2445,0,0,2005
Pseudopaludicola jazmynmcdonaldae*,408,305,103,0.7475,0,0.2328,0,0,2010
Pseudopaludicola jazmynmcdonaldae*,407,310,97,0.7617,0,0.1794,0,0.0344,2015
Pseudopaludicola jazmynmcdonaldae*,409,308,101,0.7531,0,0.132,0,0.0782,2020
Pseudopaludicola mineira*,722,607,115,0.8407,0.0028,0.0596,0,0,2000
Pseudopaludicola mineira*,721,609,112,0.8447,0.0014,0.0624,0,0,2005
Pseudopaludicola mineira*,721,609,112,0.8447,0.0014,0.0527,0,0,2010
Pseudopaludicola mineira*,721,611,110,0.8474,0.0028,0.0555,0,0,2015
Pseudopaludicola mineira*,721,611,110,0.8474,0.0028,0.0527,0,0,2020
Pseudopaludicola ternetzi*,868247,414362,453885,0.4772,0.0024,0.3874,3.00E-04,0.05,2000
Pseudopaludicola ternetzi*,868247,393028,475219,0.4527,0.0025,0.3928,0.0012,0.0681,2005
Pseudopaludicola ternetzi*,868247,386116,482131,0.4447,0.005,0.3868,0.0061,0.0669,2010
Pseudopaludicola ternetzi*,868249,375736,492513,0.4328,0.0106,0.3716,0.0129,0.0822,2015
Pseudopaludicola ternetzi*,868243,374343,493900,0.4312,0.0128,0.3498,0.0127,0.0987,2020
Psilops seductus*,737,734,3,0.9959,0,0.0041,0,0,2000
Psilops seductus*,736,710,26,0.9647,0,0.0041,0,0.019,2005
Psilops seductus*,737,640,97,0.8684,0,0.0054,0,0.0651,2010
Psilops seductus*,736,576,160,0.7826,0,0.0054,0,0.178,2015
Psilops seductus*,737,572,165,0.7761,0,0.0068,0,0.1533,2020
Pyrrhura pfrimeri,13785,8738,5047,0.6339,2.00E-04,0.2919,0,0.0012,2000
Pyrrhura pfrimeri,13784,8149,5635,0.5912,2.00E-04,0.3399,0,0.0012,2005
Pyrrhura pfrimeri,13784,7760,6024,0.563,2.00E-04,0.3685,0,0.0015,2010
Pyrrhura pfrimeri,13785,7391,6394,0.5362,3.00E-04,0.384,0,0.002,2015
Pyrrhura pfrimeri,13786,7463,6323,0.5413,3.00E-04,0.3736,0,0.0035,2020
Rhachidelus brazili,853633,283199,570434,0.3318,0.0109,0.4459,0.0186,0.066,2000
Rhachidelus brazili,853634,269271,584363,0.3154,0.0116,0.4302,0.0237,0.0873,2005
Rhachidelus brazili,853634,267491,586143,0.3134,0.0167,0.4049,0.039,0.083,2010
Rhachidelus brazili,853626,264526,589100,0.3099,0.0249,0.3749,0.0511,0.0956,2015
Rhachidelus brazili,853610,262258,591352,0.3072,0.0283,0.355,0.0483,0.1153,2020
Rhachisaurus brachylepis,19757,13244,6513,0.6703,0.0463,0.1878,0,4.00E-04,2000
Rhachisaurus brachylepis,19757,12992,6765,0.6576,0.0488,0.2033,0,4.00E-04,2005
Rhachisaurus brachylepis,19756,12748,7008,0.6453,0.0591,0.1968,0,5.00E-04,2010
Rhachisaurus brachylepis,19756,12557,7199,0.6356,0.0651,0.1991,0,0.0016,2015
Rhachisaurus brachylepis,19757,12568,7189,0.6361,0.0707,0.1754,0,0.0014,2020
Rhinella cerradensis,567519,266877,300642,0.4703,0.0032,0.3781,1.00E-04,0.0596,2000
Rhinella cerradensis,567517,252431,315086,0.4448,0.0028,0.3769,0.0011,0.0826,2005
Rhinella cerradensis,567519,244730,322789,0.4312,0.0049,0.3705,0.0057,0.0871,2010
Rhinella cerradensis,567520,235514,332006,0.415,0.0118,0.3556,0.0137,0.1044,2015
Rhinella cerradensis,567519,234780,332739,0.4137,0.0141,0.3348,0.0141,0.1192,2020
Rhinella inopina,53161,46643,6518,0.8774,0.0027,0.0172,0,0.0562,2000
Rhinella inopina,53160,44556,8604,0.8381,4.00E-04,0.0195,0,0.0878,2005
Rhinella inopina,53159,42429,10730,0.7982,9.00E-04,0.0261,0,0.1169,2010
Rhinella inopina,53162,40243,12919,0.757,0.0012,0.0324,0,0.1597,2015
Rhinella inopina,53160,39536,13624,0.7437,0.001,0.0321,0,0.1564,2020
Rhinella ocellata,1005635,618775,386860,0.6153,5.00E-04,0.2614,2.00E-04,0.0572,2000
Rhinella ocellata,1005632,586181,419451,0.5829,7.00E-04,0.2717,7.00E-04,0.0793,2005
Rhinella ocellata,1005634,575128,430506,0.5719,0.0013,0.2712,0.0031,0.0826,2010
Rhinella ocellata,1005632,558456,447176,0.5553,0.0043,0.267,0.0071,0.1002,2015
Rhinella ocellata,1005633,554090,451543,0.551,0.0051,0.2537,0.0075,0.1095,2020
Rhinella rubescens,548434,229793,318641,0.419,0.0126,0.3725,0.0099,0.0564,2000
Rhinella rubescens,548435,223853,324582,0.4082,0.0131,0.3544,0.0137,0.0753,2005
Rhinella rubescens,548435,220876,327559,0.4027,0.0178,0.3347,0.0249,0.0718,2010
Rhinella rubescens,548431,215128,333303,0.3923,0.0228,0.3155,0.0334,0.0841,2015
Rhinella rubescens,548427,214622,333805,0.3913,0.0243,0.2928,0.0324,0.1012,2020
Rhinella scitula,50941,20267,30674,0.3979,2.00E-04,0.4238,1.00E-04,0.0529,2000
Rhinella scitula,50941,19206,31735,0.377,3.00E-04,0.4302,4.00E-04,0.0756,2005
Rhinella scitula,50940,18872,32068,0.3705,0.0016,0.421,0.0051,0.0858,2010
Rhinella scitula,50941,18701,32240,0.3671,0.0032,0.3888,0.011,0.112,2015
Rhinella scitula,50939,18517,32422,0.3635,0.0034,0.3569,0.0063,0.1555,2020
Rhinella sebbeni*,13075,5546,7529,0.4242,0.0074,0.4311,0.0011,0.0099,2000
Rhinella sebbeni*,13076,5234,7842,0.4003,0.0066,0.4422,0.0062,0.0236,2005
Rhinella sebbeni*,13076,5361,7715,0.41,0.0086,0.4046,0.0186,0.026,2010
Rhinella sebbeni*,13074,5195,7879,0.3974,0.0119,0.3819,0.0296,0.0519,2015
Rhinella sebbeni*,13076,5229,7847,0.3999,0.0121,0.3451,0.028,0.0645,2020
Rhinella veredas,83024,70544,12480,0.8497,0.0056,0.0706,0,0.0106,2000
Rhinella veredas,83026,69084,13942,0.8321,0.0057,0.0676,0,0.0189,2005
Rhinella veredas,83024,66646,16378,0.8027,0.0072,0.0789,0,0.0332,2010
Rhinella veredas,83027,63434,19593,0.764,0.0086,0.0869,0,0.0624,2015
Rhinella veredas,83024,62986,20038,0.7586,0.0089,0.0799,0,0.0646,2020
Rhipidomys ipukensis,17077,14692,2385,0.8603,6.00E-04,0.1113,0,7.00E-04,2000
Rhipidomys ipukensis,17079,14226,2853,0.833,7.00E-04,0.1429,0,0.0044,2005
Rhipidomys ipukensis,17078,13968,3110,0.8179,8.00E-04,0.1438,0,0.0075,2010
Rhipidomys ipukensis,17079,13356,3723,0.782,0.0012,0.1562,0,0.017,2015
Rhipidomys ipukensis,17078,13080,3998,0.7659,0.0012,0.1476,0,0.0263,2020
Rhipidomys macrurus,1342034,664719,677315,0.4953,0.0087,0.3389,0.0119,0.0467,2000
Rhipidomys macrurus,1342033,639214,702819,0.4763,0.0091,0.3336,0.015,0.0633,2005
Rhipidomys macrurus,1342032,626245,715787,0.4666,0.0129,0.321,0.0247,0.065,2010
Rhipidomys macrurus,1342025,606974,735051,0.4523,0.0185,0.3061,0.0325,0.0806,2015
Rhipidomys macrurus,1342010,604971,737039,0.4508,0.0209,0.2868,0.0307,0.096,2020
Saltatricula atricollis,1888088,1093686,794402,0.5793,0.0063,0.2748,0.0085,0.0471,2000
Saltatricula atricollis,1888089,1045493,842596,0.5537,0.0066,0.2767,0.0108,0.0657,2005
Saltatricula atricollis,1888088,1023154,864934,0.5419,0.0095,0.2696,0.0177,0.0693,2010
Saltatricula atricollis,1888081,991689,896392,0.5252,0.0139,0.2601,0.0233,0.0867,2015
Saltatricula atricollis,1888061,984020,904041,0.5212,0.0158,0.2458,0.022,0.0998,2020
Salvator duseni,405311,170287,235024,0.4201,0.0035,0.4055,1.00E-04,0.0659,2000
Salvator duseni,405311,162597,242714,0.4012,0.0031,0.3994,0.0011,0.0913,2005
Salvator duseni,405312,159256,246056,0.3929,0.0049,0.3909,0.0073,0.0927,2010
Salvator duseni,405311,154648,250663,0.3816,0.0125,0.3717,0.0172,0.1093,2015
Salvator duseni,405311,155213,250098,0.3829,0.015,0.3455,0.0171,0.128,2020
Scinax cabralensis,545,253,292,0.4642,0,0.3413,0,0,2000
Scinax cabralensis,544,238,306,0.4375,0.0055,0.4173,0,0,2005
Scinax cabralensis,542,239,303,0.441,0.0092,0.3745,0,0,2010
Scinax cabralensis,544,233,311,0.4283,0.0165,0.3934,0,0,2015
Scinax cabralensis,543,233,310,0.4291,0.0184,0.3775,0,0,2020
Ololygon canastrensis,29389,8343,21046,0.2839,0.0086,0.5339,0.0018,0.0238,2000
Ololygon canastrensis,29389,8375,21014,0.285,0.0079,0.4944,0.0026,0.0467,2005
Ololygon canastrensis,29390,8491,20899,0.2889,0.0113,0.4415,0.008,0.0492,2010
Ololygon canastrensis,29389,8526,20863,0.2901,0.0165,0.3749,0.0116,0.0677,2015
Ololygon canastrensis,29388,8512,20876,0.2896,0.0163,0.3399,0.0107,0.0983,2020
Ololygon centralis,11089,3710,7379,0.3346,9.00E-04,0.3935,0,0.0929,2000
Ololygon centralis,11090,3506,7584,0.3161,6.00E-04,0.3536,0,0.1611,2005
Ololygon centralis,11087,3523,7564,0.3178,0.0032,0.3243,0,0.132,2010
Ololygon centralis,11088,3454,7634,0.3115,0.009,0.3032,0,0.1241,2015
Ololygon centralis,11088,3407,7681,0.3073,0.0088,0.2777,0,0.2266,2020
Scinax constrictus,701537,427315,274222,0.6091,6.00E-04,0.269,0,0.0555,2000
Scinax constrictus,701538,403854,297684,0.5757,7.00E-04,0.2837,3.00E-04,0.077,2005
Scinax constrictus,701539,396035,305504,0.5645,0.0012,0.286,0.0016,0.0801,2010
Scinax constrictus,701537,383956,317581,0.5473,0.003,0.2836,0.0039,0.0986,2015
Scinax constrictus,701536,380611,320925,0.5425,0.0035,0.27,0.0043,0.108,2020
Scinax curicica,19748,14886,4862,0.7538,0.0343,0.1194,0,1.00E-04,2000
Scinax curicica,19747,14480,5267,0.7333,0.0368,0.1409,0,1.00E-04,2005
Scinax curicica,19745,14380,5365,0.7283,0.0461,0.1363,0,0,2010
Scinax curicica,19748,14261,5487,0.7221,0.0545,0.1309,0,1.00E-04,2015
Scinax curicica,19747,14143,5604,0.7162,0.0614,0.1173,0,2.00E-04,2020
Ololygon goya*,368,267,101,0.7255,0,0.0951,0,0,2000
Ololygon goya*,368,245,123,0.6658,0,0.1793,0,0,2005
Ololygon goya*,368,225,143,0.6114,0,0.2391,0,0,2010
Ololygon goya*,367,223,144,0.6076,0,0.2262,0,0,2015
Ololygon goya*,368,216,152,0.587,0,0.2364,0,0.0054,2020
Scinax haddadorum*,540,211,329,0.3907,0,0.513,0,0.0352,2000
Scinax haddadorum*,540,210,330,0.3889,0,0.4481,0,0.0704,2005
Scinax haddadorum*,541,207,334,0.3826,0,0.4418,0,0.0887,2010
Scinax haddadorum*,540,204,336,0.3778,0,0.413,0,0.1296,2015
Scinax haddadorum*,541,203,338,0.3752,0,0.3789,0,0.1331,2020
