binomial,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear
Adenomera cotuba*,186838,128349,58489,0.687,0.001,0.2278,1.00E-04,0.0256,2000
Adenomera cotuba*,186835,122762,64073,0.6571,9.00E-04,0.2487,4.00E-04,0.0383,2005
Adenomera cotuba*,186834,119522,67312,0.6397,0.0014,0.2536,0.0012,0.0455,2010
Adenomera cotuba*,186836,112477,74359,0.602,0.0023,0.2676,0.0021,0.0666,2015
Adenomera cotuba*,186835,112972,73863,0.6047,0.0024,0.243,0.002,0.0793,2020
Adenomera saci,656762,411612,245150,0.6267,6.00E-04,0.268,0,0.0413,2000
Adenomera saci,656762,393913,262849,0.5998,7.00E-04,0.2779,4.00E-04,0.0595,2005
Adenomera saci,656764,385568,271196,0.5871,0.0011,0.2799,0.0019,0.0636,2010
Adenomera saci,656762,373304,283458,0.5684,0.0025,0.28,0.0053,0.0802,2015
Adenomera saci,656762,371462,285300,0.5656,0.0029,0.2627,0.0058,0.0912,2020
Akodon kadiweu,356,322,34,0.9045,0,0.0758,0,0,2000
Akodon kadiweu,357,322,35,0.902,0,0.0812,0,0,2005
Akodon kadiweu,356,322,34,0.9045,0,0.073,0,0,2010
Akodon kadiweu,355,322,33,0.907,0,0.0592,0,0.0028,2015
Akodon kadiweu,357,324,33,0.9076,0,0.0532,0,0.0084,2020
Akodon lindberghi,900,570,330,0.6333,0,0.2922,0,0,2000
Akodon lindberghi,898,573,325,0.6381,0,0.2906,0,0.0011,2005
Akodon lindberghi,900,579,321,0.6433,0.0011,0.2767,0,0.0011,2010
Akodon lindberghi,899,577,322,0.6418,0.0022,0.2659,0,0.0067,2015
Akodon lindberghi,899,574,325,0.6385,0.0033,0.2469,0,0.0133,2020
Alectrurus tricolor,1165278,480721,684557,0.4125,0.0083,0.3915,0.0137,0.0639,2000
Alectrurus tricolor,1165278,455508,709770,0.3909,0.0089,0.3848,0.0174,0.0846,2005
Alectrurus tricolor,1165277,448651,716626,0.385,0.0129,0.3687,0.0286,0.0834,2010
Alectrurus tricolor,1165271,440614,724657,0.3781,0.0193,0.3455,0.0375,0.099,2015
Alectrurus tricolor,1165253,437702,727551,0.3756,0.0219,0.3268,0.0355,0.1156,2020
Alipiopsitta xanthops,1688103,981708,706395,0.5815,0.0043,0.2803,0.0052,0.051,2000
Alipiopsitta xanthops,1688101,934528,753573,0.5536,0.0045,0.284,0.007,0.0707,2005
Alipiopsitta xanthops,1688102,913676,774426,0.5412,0.0069,0.2781,0.0128,0.0745,2010
Alipiopsitta xanthops,1688101,884185,803916,0.5238,0.0112,0.2685,0.0178,0.093,2015
Alipiopsitta xanthops,1688086,877060,811026,0.5196,0.0129,0.2543,0.0172,0.1061,2020
Allobates brunneus,373,240,133,0.6434,0,0.3405,0,0,2000
Allobates brunneus,372,216,156,0.5806,0,0.4113,0,0,2005
Allobates brunneus,374,233,141,0.623,0,0.3449,0,0.0027,2010
Allobates brunneus,373,218,155,0.5845,0,0.3887,0,0.0027,2015
Allobates brunneus,373,229,144,0.6139,0,0.3539,0,0.0027,2020
Allobates goianus,16162,11267,4895,0.6971,6.00E-04,0.2143,0,0.0103,2000
Allobates goianus,16162,11100,5062,0.6868,2.00E-04,0.212,0,0.021,2005
Allobates goianus,16159,10992,5167,0.6802,5.00E-04,0.2069,0,0.0294,2010
Allobates goianus,16160,10674,5486,0.6605,0.0011,0.2112,0,0.0445,2015
Allobates goianus,16162,10651,5511,0.659,0.0014,0.1953,0,0.0599,2020
Alopoglossus collii*,1112,576,536,0.518,0,0.4775,0,0,2000
Alopoglossus collii*,1110,549,561,0.4946,0,0.5018,0,0,2005
Alopoglossus collii*,1111,544,567,0.4896,0,0.5059,0,0,2010
Alopoglossus collii*,1112,560,552,0.5036,0,0.4919,0,0,2015
Alopoglossus collii*,1112,552,560,0.4964,0,0.5,0,0,2020
Ameerega berohoka,105972,46535,59437,0.4391,9.00E-04,0.4155,0,0.0714,2000
Ameerega berohoka,105974,42938,63036,0.4052,0.001,0.43,0,0.0913,2005
Ameerega berohoka,105972,42240,63732,0.3986,0.0021,0.4307,0.001,0.0864,2010
Ameerega berohoka,105974,41764,64210,0.3941,0.0049,0.4249,0.0054,0.0954,2015
Ameerega berohoka,105972,41319,64653,0.3899,0.0053,0.4186,0.0054,0.1082,2020
Ameerega braccata,599,469,130,0.783,0,0.197,0,0,2000
Ameerega braccata,600,460,140,0.7667,0,0.2117,0,0,2005
Ameerega braccata,599,475,124,0.793,0,0.1786,0,0,2010
Ameerega braccata,600,470,130,0.7833,0.0033,0.1917,0,0,2015
Ameerega braccata,600,474,126,0.79,0.0033,0.1817,0,0,2020
Ameerega flavopicta,544212,307455,236757,0.565,0.0078,0.3159,1.00E-04,0.0253,2000
Ameerega flavopicta,544213,295752,248461,0.5434,0.0081,0.3224,4.00E-04,0.0372,2005
Ameerega flavopicta,544211,290113,254098,0.5331,0.0111,0.3158,0.0017,0.0393,2010
Ameerega flavopicta,544213,279049,265164,0.5128,0.0148,0.3139,0.003,0.0505,2015
Ameerega flavopicta,544212,279326,264886,0.5133,0.0156,0.2903,0.003,0.0702,2020
Ameerega picta,3950,2362,1588,0.598,0,0.3253,0,0.0104,2000
Ameerega picta,3952,2315,1637,0.5858,0,0.3393,0,0.0106,2005
Ameerega picta,3953,2315,1638,0.5856,0,0.3268,0,0.0142,2010
Ameerega picta,3952,2293,1659,0.5802,0,0.3024,0,0.0491,2015
Ameerega picta,3951,2283,1668,0.5778,0,0.2696,0,0.0818,2020
Ameiva jacuba,1266,916,350,0.7235,0,0.1232,0,0.1248,2000
Ameiva jacuba,1265,886,379,0.7004,0,0.1431,0,0.1336,2005
Ameiva jacuba,1264,874,390,0.6915,0,0.1495,0.0047,0.1305,2010
Ameiva jacuba,1264,862,402,0.682,0,0.1638,0.0324,0.1021,2015
Ameiva jacuba,1264,861,403,0.6812,0,0.1598,0.0245,0.1092,2020
Ameiva parecis,372,338,34,0.9086,0,0.0887,0,0,2000
Ameiva parecis,372,327,45,0.879,0,0.1075,0,0,2005
Ameiva parecis,372,323,49,0.8683,0,0.1183,0,0,2010
Ameiva parecis,373,310,63,0.8311,0.0054,0.1367,0,0,2015
Ameiva parecis,371,312,59,0.841,0.0027,0.1456,0,0,2020
Ameivula cipoensis*,676,515,161,0.7618,0,0.1095,0,0,2000
Ameivula cipoensis*,674,517,157,0.7671,0,0.1068,0,0,2005
Ameivula cipoensis*,673,517,156,0.7682,0,0.0936,0,0,2010
Ameivula cipoensis*,674,520,154,0.7715,0.0015,0.0875,0,0,2015
