Apostolepis nelsonjorgei,6375,32272,10,611,4672,9650,,740,,52,107,21,10,600,514,2,162,,,,0
Apostolepis phillipsae*,101,70,1,25,40,186,,,,2,,,,3,0,,1,,,,
Apostolepis polylepis,9135,55125,13,1867,24572,2382,0,1385,3,31,466,9,,213,8738,29,874,2,,1,79
Apostolepis sanctaeritae*,54571,219612,5409,25248,52387,166614,415,36141,3,2690,1636,1100,156,5727,31828,232,9590,337,47,63,813
Apostolepis serrana,15,121,0,0,2,107,,2,,1,1,,,0,0,,0,,,,
Apostolepis striata,118,19,0,0,0,36,,1,,3,7,,,0,163,,16,,,,
Apostolepis tertulianobeui*,114,292,3,178,2,254,0,65,,124,10,,,29,25,,6,0,,,
Apostolepis vittata,249,617,0,3,2,316,,26,,7,5,,1,124,1,,3,,,,
Arremon flavirostris,109729,172179,15695,20878,39075,376923,33242,95809,,5652,2026,2106,259,11201,72338,,25492,1883,1597,44,356
Asthenes luizae,1736,8527,1025,60,1502,1650,,651,,11,38,1150,1,42,0,,1,4,0,0,
Atractus albuquerquei,150068,246983,3829,47091,28640,307317,3272,42551,,3175,2015,135,184,7616,78909,413,23050,59,76,1,500
Atractus edioi,63,182,,0,0,73,,6,,7,2,,8,29,0,,0,,,,
Atractus pantostictus*,75537,177495,10419,23342,42442,208491,29971,70398,,4780,1654,993,217,9754,38699,413,16084,1834,1583,43,436
Atractus spinalis,101,80,0,6,53,28,,19,,,0,194,,0,0,,,0,,,
Atractus stygius*,13933,10200,5,18,7640,2812,33,327,,28,140,,,53,9491,,2202,,,,105
Augastes scutatus,4097,12698,1565,126,2159,7659,,3062,,339,73,1359,14,113,19,,14,9,1,0,
Bachia bresslaui,50053,53108,3922,10142,7446,209227,3885,34710,,2191,691,110,19,2694,44080,,15354,8,1,0,300
Bachia cacerensis,15,73,,58,184,35,,,,,,,,0,,,0,,,,
Bachia didactyla,1342,3073,0,0,131,93,0,44,,5,30,,,5,1039,,300,,,,7
Bachia geralista,630,15121,26,444,7666,300,,345,,,66,,,3,1029,,468,20,,1,1
Bachia micromela,186,32,,0,,4,,0,,,0,,,,0,,0,,,,
Bachia oxyrhina,9,42,,10,247,,,,,,0,,,0,0,,,,,,
Bachia psamophila,33,189,,2,0,31,,1,,0,19,,,99,0,,0,,,,
Barycholos ternetzi,71375,192656,2441,33135,44217,193401,3573,38028,3,2709,1410,328,128,6079,43827,413,14565,566,131,6,296
Boana botumirim,82,213,0,1,51,5,,1,,,6,,,5,0,,,0,,,
Boana buriti,1230,3159,18,169,1691,3449,,1621,,115,101,5,0,94,3081,,654,11,3,0,0
Boana caiapo*,25848,51917,58,36174,1712,59823,0,3726,,160,338,,3,2293,2654,387,1728,,,,
Boana cipoensis,727,2893,258,16,363,538,,311,,6,11,468,,21,0,,0,2,0,0,
Boana ericae,121,400,1,27,354,38,,14,,3,1,,,0,3,,2,,,,
Boana goiana,4312,8819,62,199,3699,8287,0,3222,,930,300,12,8,363,4222,,1048,2,0,0,1
Boana jaguariaivensis,140,6,44,38,59,71,,42,,4,0,,,1,105,,16,0,,,
Boana lundii,84558,171360,11281,17752,34773,285786,29656,79126,,4706,1889,2034,216,9208,58510,,20516,1809,1345,32,296
Boana stenocephala,113,20,65,7,19,151,7,163,,34,3,0,1,8,68,,38,14,0,0,
Bokermannohyla alvarengai,2489,8794,1220,49,1564,2204,,996,,18,43,963,2,42,0,,1,7,0,0,
Bokermannohyla ibitiguara,152,99,1,12,336,629,3,136,,3,3,76,,13,16,,10,7,0,0,
Bokermannohyla izecksohni*,64,1,21,5,0,86,37,99,,36,0,,,0,1,,1,0,0,,
Bokermannohyla nanuzae,1011,417,49,15,149,740,,326,,9,2,458,2,2,0,,0,4,,0,
Bokermannohyla napolii,117,59,1,3,21,377,,150,,6,1,,,58,61,,33,14,2,0,
Bokermannohyla pseudopseudis,2981,9477,50,105,1956,3204,0,355,,23,45,4,46,1017,286,,93,,,,0
Bokermannohyla ravida,31,116,0,1,15,140,,23,,3,0,,,0,22,,8,2,,,
Bokermannohyla sagarana,0,8,1,3,23,0,,3,,,0,9,,,,,,,,,
Bokermannohyla sapiranga,3606,5248,219,292,2973,8827,8,3065,,773,152,2,4,445,4909,,2147,9,1,0,0
Bokermannohyla saxicola,3101,11609,1811,82,1616,2339,,1117,,26,48,1278,1,156,2,,1,10,0,0,
Bokermannohyla sazimai,1143,481,49,72,675,3480,133,1286,,31,6,40,33,35,1098,,543,123,12,1,
Bothrops itapetiningae,41559,30931,9854,9729,11661,160969,32077,52108,,3940,713,297,90,6185,35328,,15286,1341,1541,40,1
Bothrops marmoratus,34642,114003,3916,2745,23968,111993,416,27830,,2203,1116,92,118,4484,18897,0,7992,865,131,8,6
Bothrops moojeni,187488,468569,16111,59337,99005,480295,33311,109520,3,5984,3975,1443,296,14747,129852,413,37464,2003,1596,106,1316
Bothrops pauloensis,139130,183823,12921,28333,35268,402244,33311,90209,,5586,2231,419,297,11581,96962,,31211,1833,1590,43,482
Calassomys apicalis,136,203,0,8,33,5,,5,,,0,195,,1,,,,0,,,
Callithrix penicillata,71473,249647,10472,10418,54022,241542,12463,64137,19,3820,2059,2232,206,8425,54045,,17938,1861,469,78,814
Calomys tocantinsi,12679,15608,18,28664,1074,8851,,856,,20,103,,0,1445,235,201,83,,,,
Carterodon sulcidens,121521,181250,9068,23080,30668,321956,12179,63446,,3620,2177,273,265,8184,90680,,26730,1146,531,15,498
Celeus obrieni,83024,268843,555,39491,48566,133819,558,18175,3,897,1641,274,78,5213,21939,413,5793,19,0,3,349
Cercomacra ferdinandi,18743,38321,54,25341,3336,20556,0,1520,,94,255,8,0,1982,970,412,243,,,,
Cerradomys akroai,72,522,,8,102,30,,12,,1,1,,0,0,1,,0,,,,0
Cerradomys marinhus,24219,68613,1290,3339,25510,72736,1879,21886,,2146,813,255,88,2062,28457,,11089,169,36,3,573
Cerradomys scotti,177392,342066,11918,56503,81476,460902,29357,96972,3,5335,2958,1226,299,12837,117599,380,33825,1696,1109,55,1254
Charitospiza eucosma,227340,583480,16326,58543,111463,492902,32177,112440,169,6208,4879,2323,308,15077,129215,413,37441,1999,1350,100,1316
Chiasmocleis albopunctata,167018,376370,15135,57598,82766,456591,32876,103434,3,6078,3050,2271,293,14232,106067,413,31004,1987,1530,97,1201
Chiasmocleis centralis,47,84,,26,11,184,,11,,,1,,,2,0,,0,,,,
Chironius brazili*,52388,77920,13662,8113,24964,155447,31458,66833,,4787,1286,1907,148,8124,33768,,15444,1868,1598,45,2
Cinclodes espinhacensis,610,296,14,14,138,427,,256,,8,1,375,2,1,0,,0,3,,0,
Clibanornis rectirostris,116207,212063,16707,22037,46593,392452,32971,97458,,5756,2175,2180,292,11277,74496,,25645,1891,1523,43,744
Clyomys laticeps,111996,164478,13397,28322,32132,389294,33235,92716,,5310,2062,434,213,11211,73268,,26402,1844,1591,43,318
Coleodactylus brachystoma,46221,143801,467,15209,26841,149381,460,18539,3,541,1030,348,76,3376,27549,,5725,9,,2,501
Colobosaura modesta,176965,539677,10681,54603,97289,413809,20923,88304,169,4794,4387,874,250,12123,107510,413,30640,1367,670,82,1200
Columbina cyanopis,220,523,6,11,48,270,1,57,,334,14,,1,64,1,,11,0,,,
Conothraupis mesoleuca,20554,33799,302,1770,7836,26540,153,5812,,376,396,43,64,673,21413,,4793,,,,315
Coryphaspiza melanotis,177782,535393,17834,56957,99813,459473,33249,111567,169,6134,4419,2326,221,14900,97754,413,31678,2043,1595,106,1128
Crossodactylus franciscanus*,46,44,1,10,33,318,17,118,,20,1,5,,7,13,,17,8,0,0,
Crossodactylus trachystomus,2895,7602,998,91,1503,3516,,1733,,150,36,1302,8,62,8,,5,8,0,0,
Ctenomys bicolor,29920,18024,16,100,2993,4263,44,743,,125,254,,0,134,23156,,4024,,,,111
Ctenomys nattereri,10694,15064,89,576,7618,12443,4,124,,63,94,,16,123,4340,,1326,,,,79
Cyanocorax cristatellus,242689,587981,19198,59827,113249,507505,33506,118055,169,6755,4943,2327,322,15770,132611,413,38958,2043,1598,106,1316
Dendropsophus anataliasiasi,39123,113101,82,37390,5783,88337,0,6533,,270,642,11,4,3178,9882,413,3109,,,,12
Dendropsophus araguaya,146,745,19,141,6,1034,19,146,,6,14,,,2,120,,53,,,,0
Dendropsophus cerradensis,32,80,10,21,3,521,,29,,5,1,,,11,0,,1,,,,
Dendropsophus cruzi,93220,222541,941,44824,36188,232603,1598,32359,3,1636,1319,146,86,5726,44349,413,13403,1,0,,313
Dendropsophus elianeae,83063,81699,12989,14197,18432,303385,33179,79387,,5103,1360,364,203,9926,52217,,20625,1836,1590,43,213
Dendropsophus jimi,58200,46982,11124,12557,17117,224630,32796,66504,,4470,1060,325,107,8260,48368,,18890,1837,1590,43,153
Dendropsophus rhea,54,3,0,6,0,17,129,133,,19,1,,,4,26,,26,0,1,,
Dendropsophus rubicundulus,100207,435169,9608,26827,91114,264299,8443,71297,169,3982,3497,2246,208,9440,64771,341,21065,1801,278,75,823
Dendropsophus tritaeniatus,178,442,2,17,1,590,1,54,,52,6,,0,12,59,,47,,,,
Drymoluber brazili,211603,513887,17261,58249,102924,480514,33167,111763,169,6355,4499,2323,303,15071,129035,413,37786,2036,1539,104,1316
Elachistocleis bumbameuboi,24,228,0,0,6,100,,5,,6,0,,,7,0,,0,,,,
Elachistocleis matogrosso,13818,8996,64,1671,1927,23171,47,3964,,260,56,1,71,262,756,,464,,,,1
Embernagra longicauda,6489,24454,3289,142,2319,12279,,4055,,431,120,1378,14,306,20,,31,22,1,0,
Enyalius capetinga*,442,688,0,17,316,398,,211,,390,40,,0,18,9,,12,,,,
Epicrates crassus,218629,465645,18587,59539,100268,493515,33311,111515,3,6461,4043,2306,320,15115,128585,413,36981,2036,1598,106,1316
Epictia clinorostris*,3031,10303,28,1293,527,10924,,1084,,25,63,24,,137,793,,412,,,,
Erythrolamprus maryellenae,80713,281236,10276,23548,58474,269515,3236,61723,3,3684,2185,2085,197,7216,65544,18,20464,1281,201,71,904
Eurolophosaurus nanuzae,1416,4533,879,27,227,1582,,466,,24,18,725,,31,0,,0,4,,0,
Euryoryzomys lamia,7374,11052,121,100,2136,14315,46,4242,,708,206,6,41,880,2685,,1710,5,4,0,0
Euscarthmus rufomarginatus,208444,517529,8873,55726,101597,438487,10089,80299,144,4314,4267,495,233,10408,122693,413,34430,991,458,72,1316
Galea flavidens,115191,400204,5862,46700,83791,265150,1968,56438,3,3293,3231,697,222,8600,79508,413,22492,775,103,66,922
Geositta poeciloptera,173132,280353,15563,35868,55715,447700,33311,102653,,6075,2812,1834,317,12931,107535,,33654,1880,1598,46,569
Gyldenstolpia planaltensis,47,331,1,9,66,136,,33,,190,22,,,20,64,,18,,,,
Gymnodactylus amarali,54195,202936,420,26940,50495,126743,578,19902,3,1779,1152,325,85,4169,30903,413,6319,120,0,55,813
Gymnodactylus guttulatus,12,79,0,3,95,14,,9,,7,4,139,,0,,,,,,,
Helicops boitata*,94,49,0,125,34,48,,3,,,0,,,13,,,0,,,,
Helicops gomesi*,30378,12068,5990,7070,5311,103651,31010,42788,,3182,385,287,56,5209,26478,,11890,1163,1463,37,40
Helicops phantasma*,9071,26356,22,14706,1189,11232,0,1268,,53,185,2,2,776,804,372,202,,,,
Herpsilochmus longirostris,188145,405818,11921,56830,88314,444845,32443,97515,18,5357,3913,751,271,12862,120230,380,34832,1750,1491,101,1316
Heterodactylus lundii,3716,3595,2063,377,1673,15695,36,5508,,167,111,40,23,664,154,,143,57,3,0,
Holochilus sciureus,54975,237694,3073,14039,67187,109270,1719,27578,3,1759,1880,298,121,5243,41798,412,10705,813,128,62,815
Hoplocercus spinosus,189136,425266,3589,50509,76160,351022,3326,55087,3,3646,3372,402,186,7988,104740,413,28534,131,17,55,1305
Hydropsalis candicans,55135,40973,5713,12985,5993,200305,28406,40985,,2064,451,32,86,3959,32208,,10178,179,1086,20,300
Hylodes otavioi,34,41,0,2,41,20,,37,,1,0,40,,0,0,,0,,,,
Ischnocnema penaxavantinho,5302,5335,716,434,1875,15755,31,4421,,244,75,,1,968,6071,,2453,331,62,3,0
Juscelinomys candango,16,73,,6,39,16,,17,,168,12,,,19,0,,0,,,,
Kentropyx paulensis,79662,142142,6297,30805,21268,264306,30328,68322,,4335,1628,421,173,7727,59089,18,21103,1554,1454,36,293
Kentropyx vanzoi,72855,120131,2214,19111,17114,153783,487,17773,,779,1077,83,96,2013,58991,,13393,,,,500
Kerodon acrobata,291,3217,0,23,193,2088,,164,,12,5,47,,37,10,,6,,,,0
Knipolegus franciscanus,10851,89047,3454,2596,28506,43214,25,14657,,563,787,554,38,851,15088,,3768,114,40,7,616
Kunsia tomentosus,163917,179289,11332,33063,30558,395361,32689,84570,,5184,2042,399,248,10723,100577,,31070,1746,1448,40,501
Laterallus xenopterus,69389,142514,9012,13375,35544,275448,26499,64552,,3820,1552,596,168,8294,52632,,18769,1499,1058,27,704
Leposternon cerradensis,29,23,2,15,0,232,1,16,,,4,,,15,6,,19,,,,
Leposternon maximus,19,433,0,10,289,72,,20,,,1,,,9,0,,,0,,,
Leposternon mineiro*,45,198,6,11,32,269,,102,,31,8,,,8,9,,7,,0,,
Leptodactylus brevipes*,27237,51965,129,1200,2757,38892,13,7232,,290,470,52,10,687,29206,,5259,,,,96
Leptodactylus camaquara,1211,4096,479,23,529,610,,336,,6,19,631,,23,0,,0,3,0,0,
Leptodactylus cunicularius,3287,1306,296,158,335,8668,0,2865,,479,24,364,25,396,70,,57,177,5,0,
Leptodactylus furnarius,137472,345893,16757,45639,62356,422582,31342,97080,,5879,2831,2283,298,12859,89328,281,27978,2004,1529,101,1141
Leptodactylus kilombo*,791,12400,27,390,3696,5129,,1420,,28,85,115,,30,3920,,693,2,,,270
Leptodactylus pustulatus,117418,400601,1083,42420,77194,182729,573,33499,3,2372,2947,310,86,6308,62609,413,15033,201,7,62,901
Leptodactylus sertanejo,163455,389615,13886,57052,87364,446485,32686,102586,3,5987,3505,1306,291,14027,108620,413,31373,1994,1541,100,1242
Leptodactylus tapiti,13,106,1,14,200,25,,3,,3,1,,,0,3,,2,,,,
Liotyphlops schubarti,101,38,38,6,1,36,171,208,,22,1,,,2,29,,25,31,1,0,
Liotyphlops taylori*,133,166,,1,1,56,,7,,,2,,,0,,,0,,,,
Lonchophylla bokermanni,1840,7576,1312,13,490,596,,243,,11,33,93,,105,0,,4,6,0,0,
Lonchophylla dekeyseri,129278,503814,2994,47334,97791,261525,1439,49899,169,3171,3854,431,211,7482,97408,413,24653,209,10,62,1235
Lycalopex vetulus,203075,564693,16163,57697,110052,462422,33005,110213,169,6212,4654,2012,290,15287,123851,413,36204,2011,1537,104,1316
Lygophis paucidens,165472,522367,6509,54392,91644,404035,4539,72742,169,3915,4092,431,198,9108,104401,413,29868,271,79,63,1173
Lysapsus caraya,6459,6531,1,13858,274,4052,,284,,17,63,,,846,65,81,41,,,,
Manciola guaporicola,140697,188857,4679,42539,26039,311119,25380,59011,,4024,1874,253,241,8322,88361,173,25929,801,875,20,501
Melanopareia torquata,221497,543652,17815,59219,108085,493952,33506,114063,169,6493,4572,2313,320,15431,131145,413,38666,2037,1598,106,1316
Micrablepharus atticolus,128684,187614,4140,40277,25151,272846,25917,59393,,3994,1995,156,212,7979,88290,156,25260,737,914,20,467
Microakodontomys transitorius,47,279,0,8,170,52,,47,,87,13,,,8,20,,1,,,,
Micrurus brasiliensis,36275,246080,1417,12569,62232,72891,3,16729,3,507,1724,305,52,2866,25448,412,4679,195,34,62,814
Micrurus tricolor,14391,8829,56,1775,1890,23724,212,3632,,209,41,1,62,216,1049,,496,,,,
Monodelphis kunsi,197151,304049,13864,55556,50515,469202,33310,101859,,6057,2910,781,312,14449,107165,408,33387,1861,1595,43,557
Monodelphis sanctaerosae,79,162,0,0,0,53,,7,,0,1,,,61,3,,2,,,,
Myiothlypis leucophrys,143498,317698,12496,48865,68558,419084,29383,91341,3,5047,2781,1423,268,12395,105711,292,30209,1706,1223,80,1239
Neothraupis fasciata,231995,551824,17324,59465,108807,500952,33506,113668,169,6556,4682,2233,318,15444,131410,413,38581,2028,1598,106,1316
Nothura minor,96537,116815,13844,18220,24415,341854,33244,89244,,5384,1773,1109,248,9710,68020,,24176,1839,1595,44,302
Nyctiprogne vielliardi,1099,18226,429,388,2817,8002,0,2559,,26,167,,0,202,253,,298,18,4,0,
Nystalus striatipectus,24461,14256,948,3676,1337,81610,1113,11645,,388,138,2,2,322,10487,,3778,,,,19
Odontophrynus cultripes,48726,61666,8397,7630,22523,162067,28230,61775,,4177,1225,664,141,6297,37991,,15163,1779,1260,31,2
Odontophrynus juquinha*,2208,13780,1569,77,1991,4435,,1466,,34,81,1062,1,85,2,,6,4,0,0,
Odontophrynus monachus,19,24,0,6,105,174,0,22,,,0,3,,0,1,,1,2,,0,
Oecomys cleberi,72032,96215,5221,14267,19126,268603,12060,51720,,3346,1264,133,166,4782,58408,,19299,266,412,8,305
Oligoryzomys moojeni,23070,116507,294,3293,39888,52735,366,11978,3,1122,1106,272,82,2331,19870,,3564,76,1,15,811
Oligoryzomys rupestris,39,133,0,33,223,2,,7,,,0,44,,0,0,,0,,,,
Oreobates antrum*,31,608,,5,116,323,,164,,3,3,23,,10,0,,1,,,,
Oreobates heterodactylus,2823,8092,14,161,91,4227,0,499,,217,75,,44,201,44,,44,,,,
Oreobates remotus,83,670,,15,3,117,,20,,,7,0,,10,3,,4,1,,0,
Oxymycterus delator,140956,449185,17660,48055,87491,441811,33244,109933,169,5983,4027,1986,226,13958,98176,306,31968,2026,1598,106,1128
Oxymycterus itapeby,139,11,141,32,4,29,,32,,1,0,,,0,173,,36,,,,
Paroaria baeri,12456,20326,12,26569,374,17188,,1295,,33,158,,0,1570,234,379,150,,,,
Penelope ochrogaster,94968,261880,2936,45519,44773,248545,1924,42868,0,2818,2068,380,194,6643,58477,413,18334,62,37,1,643
Phaethornis nattereri,142758,348293,731,42076,60728,161814,278,22810,3,1143,2564,114,101,4989,63017,413,14740,3,,,321
Phalotris cerradensis*,4,68,,6,255,5,,2,,,0,,,1,9,,18,,,,
Phalotris concolor,598,8158,412,141,895,4283,,1260,,57,49,,1,93,13,,43,2,2,0,
Phalotris labiomaculatus,6227,25792,10,752,8669,2911,0,371,,33,59,9,,231,701,8,94,,,,
Phalotris lativittatus,6407,683,3044,1651,55,8809,18322,12263,,919,65,,3,1261,1678,,951,156,744,22,
Phalotris matogrossensis,57390,51232,4056,12535,6230,221448,10652,39542,,2021,587,105,89,3771,40559,,14080,28,397,5,300
Phalotris mertensi,33271,13995,9629,8351,4956,145501,30908,47091,,2684,403,292,89,6422,17624,,7868,1746,1555,43,5
Phalotris multipunctatus,76,10,80,18,0,94,69,180,,13,1,,,3,122,,31,0,10,0,
Phalotris nasutus,144250,174020,8504,41790,26067,331824,30079,68553,,4562,1863,344,219,8698,89748,0,27241,1379,1237,36,500
Phasmahyla jandaia,1070,836,205,17,135,757,,324,,7,3,337,2,2,0,,0,4,,0,
Philodryas livida,28257,12478,4780,7011,1939,122721,10323,21400,,875,197,2,3,2495,14803,,4893,79,575,17,208
Philodryas mattogrossensis,43938,27113,3926,10677,3595,174560,20810,31845,,1391,333,2,15,3533,25961,,8629,65,505,9,232
Phyllomyias reiseri,63735,184023,3428,11188,43868,237277,3504,45650,,2821,1898,318,114,4133,56354,,17832,248,24,62,1026
Phyllomys brasiliensis,257,228,86,24,308,999,,387,,8,24,,0,78,8,,3,0,0,,
Phyllomys centralis,370,97,83,9,63,165,,109,,337,8,42,16,29,4,,0,0,,,
Phylloscartes roquettei,12279,74175,6631,1587,19247,40003,2,14494,,457,708,1185,28,1479,5327,,1825,71,40,2,1
Physalaemus atim*,120,8,4,1,0,283,2,114,,7,2,,0,2,10,,31,,,,
Physalaemus centralis,132459,342832,11249,52602,77860,365243,30710,89935,3,5182,2709,1485,213,12450,92666,413,26441,1930,1496,93,1142
Physalaemus claptoni*,101,47,3,3,49,26,,27,,,0,103,,0,,,,,,,
Physalaemus deimaticus,693,294,5,8,124,233,,271,,2,3,710,,4,0,,0,,,,
Physalaemus evangelistai,2197,447,117,18,285,815,,539,,28,3,949,41,5,0,,0,5,,0,
Physalaemus marmoratus,96128,175291,14458,19904,43056,350375,32693,89670,,5146,1972,1765,264,10890,66856,,23576,1856,1539,44,433
Physalaemus nattereri,163978,367343,11669,57433,85526,443151,31902,94534,3,5186,2933,686,256,13924,110095,413,31125,1929,1364,93,1250
Pithecopus araguaius*,169,304,0,132,2,383,,29,,25,7,,,44,2,,9,,,,
Pithecopus ayeaye,3675,1233,441,226,2472,12887,226,5086,,209,33,259,8,1204,508,,524,515,24,2,
Pithecopus azureus,183867,535507,12196,55435,98313,440886,11528,89129,169,4534,4420,1773,269,11739,112150,413,31871,1251,524,76,1237
Pithecopus centralis,8930,18490,110,1185,2183,16917,1,4580,,336,167,63,49,566,8516,,1571,,,,45
Pithecopus megacephalus,2500,14210,1600,130,2361,6114,,2236,,82,88,1293,2,96,4,,8,4,0,0,
Pithecopus oreades,11002,19277,317,521,6147,22547,30,6671,,1082,370,7,51,1780,8943,,3705,135,22,2,1
Placosoma cipoense,27,49,0,5,42,13,,10,,1,0,117,,0,0,,,,,,
Polystictus superciliaris,17874,43499,7574,1227,10264,55883,295,19264,,919,424,1897,87,2738,2300,,1620,963,60,6,0
Microspingus cinereus,85946,165464,10514,16576,34945,295997,21542,73632,,4418,1847,2013,246,8589,60890,,21120,1771,742,20,307
Porphyrospiza caerulescens,190797,566916,11572,53738,110582,410468,15890,90611,169,4920,4551,2325,303,12649,119657,413,33776,1873,591,80,1316
Pristimantis dundeei,11976,24553,498,2475,2415,44419,255,7440,,203,226,63,7,265,14426,,2868,,,,274
Pristimantis moa*,3747,17049,10,188,1996,2711,0,276,,24,93,3,,209,796,28,95,,,,
Pristimantis ventrigranulosus,1155,3324,4,227,189,6295,40,733,,8,25,,,15,788,,211,,,,5
Proceratophrys bagnoi,211,445,0,1,9,128,,10,,9,3,,18,91,0,,0,,,,
Proceratophrys branti,11809,71566,23,2405,26219,20122,0,3861,3,102,197,250,11,721,7238,,992,11,,0,427
