,species,latitude,longitude
11407,Rhachidelus brazili,-22.2167,-49.95
11408,Rhachidelus brazili,-23.4167,-51.9333
11409,Rhachidelus brazili,-22.1833,-51.0806
11410,Rhachidelus brazili,-22.15,-51.1667
11411,Rhachidelus brazili,-24.714,-53.743
11412,Rhachidelus brazili,-24.719,-53.743
11413,Rhachidelus brazili,-21.6,-48.3667
11414,Rhachidelus brazili,-18.2606,-52.8889
11415,Rhachidelus brazili,-18.25,-52.8833
11416,Rhachidelus brazili,-19.9167,-50.0833
11417,Rhachidelus brazili,-23.2542,-52.775
11418,Rhachidelus brazili,-20.0833,-56.75
11419,Rhachidelus brazili,-21.7833,-48.5667
11420,Rhachidelus brazili,-22.9833,-49.8667
11421,Rhachidelus brazili,-23.2833,-52.6
11422,Rhachidelus brazili,-18.9333,-46.9833
11423,Rhachidelus brazili,-18.95,-47
11424,Rhachidelus brazili,-20.6417,-47.2833
11425,Rhachidelus brazili,-23.5333,-46.35
11426,Rhachidelus brazili,-22.1,-50.1833
11427,Rhachidelus brazili,-22.5333,-55.7167
11428,Rhachidelus brazili,-22.1,-49.4417
11429,Rhachidelus brazili,-22.2333,-50.9
11430,Rhachidelus brazili,-24.6,-52.2833
11431,Rhachidelus brazili,-21.3,-50.7333
11432,Rhachidelus brazili,-22.8833,-49.9833
11433,Rhachidelus brazili,-21.9833,-51.65
11434,Rhachidelus brazili,-21.0917,-47.15
11435,Rhachidelus brazili,-21.9058,-47.8278
11436,Rhachidelus brazili,-21.8953,-47.8906
11437,Rhachidelus brazili,-14.7,-47.5167
11438,Rhachidelus brazili,-17.646,-54.436
11439,Rhachidelus brazili,-17.6758,-54.7897
11440,Rhachidelus brazili,-20.9958,-49.1239
11441,Rhachidelus brazili,-21.6672,-47.3114
11442,Rhachidelus brazili,-22.5333,-52.1667
11443,Rhachidelus brazili,-24.7333,-53.7333
11444,Rhachidelus brazili,-20.7917,-51.6375
11445,Rhachidelus brazili,-19.7333,-47.9167
11446,Rhachidelus brazili,-19.75,-47.9333
11447,Rhachidelus brazili,-14.95,-59.0333
11448,Rhachidelus brazili,-20.751,-51.678
11449,Rhachidelus brazili,-21.2056,-50.9472
11450,Rhachidelus brazili,-19.748,-47.932
11451,Rhachidelus brazili,-21.228,-50.868
11452,Rhachisaurus brachylepis,-19.9208,-43.9378
11453,Rhachisaurus brachylepis,-20.1433,-44.1997
11454,Rhachisaurus brachylepis,-16.3167,-43.7
11455,Rhachisaurus brachylepis,-16.8003,-42.8622
11456,Rhachisaurus brachylepis,-18.2494,-43.6003
11457,Rhachisaurus brachylepis,-20.0875,-43.7894
11458,Rhachisaurus brachylepis,-19.2281,-43.5769
11459,Rhachisaurus brachylepis,-19.3333,-43.5333
11460,Rhinella cerradensis,-15.7807,-47.7968
11461,Rhinella cerradensis,-14.8167,-45.8
11462,Rhinella cerradensis,-14.5003,-45.2246
11463,Rhinella cerradensis,-13.4772,-45.4067
11464,Rhinella cerradensis,-22.2218,-54.8064
11465,Rhinella cerradensis,-17.2132,-54.0153
11466,Rhinella cerradensis,-14.273,-45.5805
11467,Rhinella cerradensis,-14.4754,-45.9459
11468,Rhinella cerradensis,-17.6134,-52.7643
11469,Rhinella cerradensis,-12.638,-45.087
11470,Rhinella cerradensis,-13.5366,-46.4865
11471,Rhinella cerradensis,-16.638,-48.6463
11472,Rhinella cerradensis,-18.3437,-47.7817
11473,Rhinella cerradensis,-9.0705,-44.3573
11474,Rhinella inopina,-12.7193,-46.3956
11475,Rhinella inopina,-15.3575,-44.7625
11476,Rhinella inopina,-12.7897,-46.5316
11477,Rhinella inopina,-15.1289,-44.285
11478,Rhinella inopina,-15.4956,-44.3626
11479,Rhinella inopina,-12.38,-44.9672
11480,Rhinella inopina,-13.3833,-46.3333
11481,Rhinella inopina,-13.3917,-46.3922
11482,Rhinella inopina,-14.7337,-46.2607
11483,Rhinella ocellata,-18.2088,-53.7488
11484,Rhinella ocellata,-18.6738,-51.8805
11485,Rhinella ocellata,-18.7676,-52.0449
11486,Rhinella ocellata,-8.9391,-49.5044
11487,Rhinella ocellata,-14.805,-50.9367
11488,Rhinella ocellata,-5.6554,-45.251
11489,Rhinella ocellata,-7.3729,-47.2023
11490,Rhinella ocellata,-9.3999,-49.8476
11491,Rhinella ocellata,-9.3091,-49.9598
11492,Rhinella ocellata,-9.3043,-49.9586
11493,Rhinella ocellata,-9.3166,-49.9582
11494,Rhinella ocellata,-13.6346,-47.6957
11495,Rhinella ocellata,-15.1355,-55.5182
11496,Rhinella ocellata,-13.8683,-51.1471
11497,Rhinella ocellata,-8.182,-49.5123
11498,Rhinella ocellata,-11.6999,-46.8086
11499,Rhinella ocellata,-6.7297,-47.455
11500,Rhinella ocellata,-10.7256,-46.2126
11501,Rhinella ocellata,-11.9586,-50.0976
11502,Rhinella ocellata,-12.9959,-53.4556
11503,Rhinella ocellata,-8.0934,-47.4807
11504,Rhinella ocellata,-8.6194,-48.3297
11505,Rhinella ocellata,-8.6169,-48.3202
11506,Rhinella ocellata,-8.7385,-48.4411
11507,Rhinella ocellata,-9.525,-46.9385
11508,Rhinella ocellata,-11.217,-50.667
11509,Rhinella ocellata,-10.7022,-46.4128
11510,Rhinella ocellata,-10.56,-46.36
11511,Rhinella ocellata,-10.5769,-46.5066
11512,Rhinella ocellata,-13.4983,-48.3484
11513,Rhinella ocellata,-14.4981,-48.4012
11514,Rhinella ocellata,-14.5924,-52.409
11515,Rhinella ocellata,-8.0618,-55.6116
11516,Rhinella ocellata,-10.2181,-48.1532
11517,Rhinella ocellata,-12.6953,-47.8117
11518,Rhinella ocellata,-12.288,-48.4155
11519,Rhinella ocellata,-11.9963,-48.5548
11520,Rhinella ocellata,-13.4825,-61.0467
11521,Rhinella ocellata,-17.3286,-48.9922
11522,Rhinella ocellata,-10.5485,-48.484
11523,Rhinella ocellata,-10.45,-48.4
11524,Rhinella ocellata,-10.1166,-48.4166
11525,Rhinella ocellata,-10.0833,-48.45
11526,Rhinella ocellata,-12.1611,-52.7416
11527,Rhinella ocellata,-12,-53.3666
11528,Rhinella ocellata,-7.5583,-45.2422
11529,Rhinella ocellata,-17.739,-51.0378
11530,Rhinella ocellata,-14.7725,-55.9232
11531,Rhinella ocellata,-10.3319,-50.792
11532,Rhinella ocellata,-13.1516,-58.6531
11533,Rhinella ocellata,-20.4382,-52.2111
11534,Rhinella ocellata,-19.0278,-48.3313
11535,Rhinella rubescens,-20.8636,-46.388
11536,Rhinella rubescens,-14.1825,-47.5347
11537,Rhinella rubescens,-18.02,-53.2
11538,Rhinella rubescens,-16.3267,-48.9528
11539,Rhinella rubescens,-14.9203,-51.0831
11540,Rhinella rubescens,-19.9022,-43.9597
11541,Rhinella rubescens,-15.7807,-47.7968
11542,Rhinella rubescens,-15.9279,-47.8815
11543,Rhinella rubescens,-15.8813,-47.8418
11544,Rhinella rubescens,-20.1776,-44.1227
11545,Rhinella rubescens,-17.2863,-45.1921
11546,Rhinella rubescens,-20.5751,-46.2121
11547,Rhinella rubescens,-20.0754,-43.4081
11548,Rhinella rubescens,-15.655,-48.6024
11549,Rhinella rubescens,-18.9418,-43.5046
11550,Rhinella rubescens,-20.5159,-43.8614
11551,Rhinella rubescens,-16.7186,-42.8207
11552,Rhinella rubescens,-17.9935,-43.6101
11553,Rhinella rubescens,-20.5545,-47.3799
11554,Rhinella rubescens,-16.4636,-42.9935
11555,Rhinella rubescens,-19.4405,-43.7183
11556,Rhinella rubescens,-19.5136,-43.7447
11557,Rhinella rubescens,-19.6272,-43.8897
11558,Rhinella rubescens,-19.6281,-43.8859
11559,Rhinella rubescens,-21.7995,-43.8872
11560,Rhinella rubescens,-16.4812,-47.9918
11561,Rhinella rubescens,-20.0741,-43.9039
11562,Rhinella rubescens,-19.8521,-44.9739
11563,Rhinella rubescens,-17.1737,-46.8838
11564,Rhinella rubescens,-17.3992,-44.8672
11565,Rhinella rubescens,-15.8106,-49.0132
11566,Rhinella rubescens,-17.388,-48.289
11567,Rhinella rubescens,-15.2829,-47.7514
11568,Rhinella rubescens,-21.8075,-46.5631
11569,Rhinella rubescens,-21.788,-46.5613
11570,Rhinella rubescens,-18.2379,-46.3375
11571,Rhinella rubescens,-13.5789,-41.8114
11572,Rhinella rubescens,-19.9594,-43.4153
11573,Rhinella rubescens,-18.9184,-43.9043
11574,Rhinella rubescens,-19.1888,-43.645
11575,Rhinella rubescens,-19.1691,-43.7141
11576,Rhinella rubescens,-18.4784,-43.268
11577,Rhinella rubescens,-14.4852,-47.4224
11578,Rhinella rubescens,-20.187,-46.5135
11579,Rhinella rubescens,-21.7222,-44.9852
11580,Rhinella rubescens,-16.3754,-46.8194
11581,Rhinella scitula,-23.2698,-56.1708
11582,Rhinella scitula,-22.6333,-56.05
11583,Rhinella scitula,-22.1167,-56.3833
11584,Rhinella scitula,-22.2162,-57.527
11585,Rhinella scitula,-22.3833,-57.4667
11586,Rhinella scitula,-23.8,-56.2833
11587,Rhinella scitula,-22.862,-54.987
11588,Rhinella scitula,-22.8979,-55.0155
11589,Rhinella scitula,-20.4792,-55.6353
11590,Rhinella scitula,-20.4564,-55.4988
11591,Rhinella scitula,-20.4511,-55.6211
11592,Rhinella scitula,-20.4551,-55.4984
11593,Rhinella scitula,-21.9789,-56.7089
11594,Rhinella scitula,-20.6724,-56.7994
11595,Rhinella scitula,-20.789,-56.755
11596,Rhinella scitula,-20.7914,-56.7566
11597,Rhinella scitula,-20.5529,-56.692
11598,Rhinella scitula,-20.6033,-56.8515
11599,Rhinella scitula,-21.0073,-56.4597
11600,Rhinella scitula,-21.1244,-56.7435
11601,Rhinella scitula,-20.9833,-56.5166
11602,Rhinella scitula,-20.9832,-56.5156
11603,Rhinella scitula,-21.111,-56.6295
11604,Rhinella scitula,-19.5767,-57.0186
11605,Rhinella scitula,-21.4479,-56.4405
11606,Rhinella scitula,-21.2175,-56.7606
11607,Rhinella scitula,-22.1703,-57.5098
11608,Rhinella sebbeni*,-16.5733,-49.1828
11609,Rhinella sebbeni*,-14.15,-48.3667
11610,Rhinella sebbeni*,-16.2167,-49.1833
11611,Rhinella sebbeni*,-14.7783,-49.5575
11612,Rhinella sebbeni*,-16.4197,-49.1042
11613,Rhinella sebbeni*,-16.4238,-49.1035
11614,Rhinella veredas,-8.5053,-45.1606
11615,Rhinella veredas,-17.2863,-45.1921
11616,Rhinella veredas,-15.469,-45.4556
11617,Rhinella veredas,-14.5003,-45.2246
11618,Rhinella veredas,-14.8167,-45.9667
11619,Rhinella veredas,-18.6297,-44.6331
11620,Rhinella veredas,-13,-45
11621,Rhinella veredas,-12.7247,-44.7002
11622,Rhinella veredas,-12.8323,-44.6717
11623,Rhinella veredas,-12.8023,-44.6762
11624,Rhinella veredas,-12.7056,-45.0872
11625,Rhipidomys ipukensis,-9.2744,-52.1981
11626,Rhipidomys ipukensis,-10.7936,-49.6236
11627,Rhipidomys ipukensis,-9.302,-49.96
11628,Rhipidomys ipukensis,-11.8428,-48.6356
11629,Rhipidomys macrurus,-22.6503,-56.5391
11630,Rhipidomys macrurus,-24.1333,-55.4167
11631,Rhipidomys macrurus,-19.1708,-47.7081
11632,Rhipidomys macrurus,-12.15,-44.9833
11633,Rhipidomys macrurus,-15.8667,-47.8833
11634,Rhipidomys macrurus,-15.6667,-48
11635,Rhipidomys macrurus,-14.15,-48.0667
11636,Rhipidomys macrurus,-17.7167,-48.5333
11637,Rhipidomys macrurus,-13.5167,-48.2167
11638,Rhipidomys macrurus,-19.1306,-47.7394
11639,Rhipidomys macrurus,-22.8,-49.2333
11640,Rhipidomys macrurus,-8.85,-45.0167
11641,Rhipidomys macrurus,-17.3889,-45.8953
11642,Rhipidomys macrurus,-17.0286,-45.9017
11643,Rhipidomys macrurus,-15.7833,-47.9333
11644,Rhipidomys macrurus,-15.9167,-47.9833
11645,Rhipidomys macrurus,-15.8667,-47.95
11646,Rhipidomys macrurus,-9.2228,-43.4898
11647,Rhipidomys macrurus,-16.0167,-47.95
11648,Rhipidomys macrurus,-14.1833,-44.5333
11649,Rhipidomys macrurus,-14.7167,-45.9167
11650,Rhipidomys macrurus,-16.6,-42.2
11651,Rhipidomys macrurus,-13.95,-45.9667
11652,Rhipidomys macrurus,-16.7667,-47.62
11653,Rhipidomys macrurus,-15.5333,-47.3333
11654,Rhipidomys macrurus,-15.2667,-45.8667
11655,Rhipidomys macrurus,-19.03,-47.9169
11656,Rhipidomys macrurus,-15.4667,-44.4
11657,Rhipidomys macrurus,-15.3333,-44.2333
11658,Rhipidomys macrurus,-17.8867,-44.5775
11659,Rhipidomys macrurus,-14.1667,-48.55
11660,Rhipidomys macrurus,-13.4,-47.2
11661,Rhipidomys macrurus,-19.1222,-47.5625
11662,Rhipidomys macrurus,-19.2167,-47.4667
11663,Rhipidomys macrurus,-19.3528,-47.2928
11664,Rhipidomys macrurus,-15.5833,-47.5833
11665,Rhipidomys macrurus,-15.1667,-47.7667
11666,Rhipidomys macrurus,-22.2797,-55.31
11667,Rhipidomys macrurus,-10.6,-46.7
11668,Rhipidomys macrurus,-20.35,-46.4833
11669,Rhipidomys macrurus,-12.8017,-41.2667
11670,Rhipidomys macrurus,-11.0333,-45.5333
11671,Rhipidomys macrurus,-15.9333,-47.85
11672,Rhipidomys macrurus,-13.8833,-48.3167
11673,Rhipidomys macrurus,-16.3167,-48.95
11674,Rhipidomys macrurus,-13.85,-46.9333
11675,Rhipidomys macrurus,-14.45,-49.9667
11676,Rhipidomys macrurus,-17.8,-48.5
11677,Rhipidomys macrurus,-16.15,-49.25
11678,Rhipidomys macrurus,-14.8043,-46.2562
11679,Rhipidomys macrurus,-19.8333,-41.8333
11680,Rhipidomys macrurus,-21.2485,-45.0014
11681,Rhipidomys macrurus,-21.6167,-55.1667
11682,Rhipidomys macrurus,-17.1735,-56.6467
11683,Rhipidomys macrurus,-24.1125,-49.3317
11684,Rhipidomys macrurus,-20.0465,-49.9962
11685,Rhipidomys macrurus,-20.8,-49.3833
11686,Rhipidomys macrurus,-9.75,-48.35
11687,Rhipidomys macrurus,-12.5833,-47.8833
11688,Saltatricula atricollis,-22.65,-56.0667
11689,Saltatricula atricollis,-25.25,-57.0667
11690,Saltatricula atricollis,-22.7167,-57.8333
11691,Saltatricula atricollis,-22.6667,-57.35
11692,Saltatricula atricollis,-22.4167,-57.45
11693,Saltatricula atricollis,-22.25,-57.5833
11694,Saltatricula atricollis,-14.5167,-60.3833
11695,Saltatricula atricollis,-13.9667,-60.8333
11696,Saltatricula atricollis,-14.8667,-66.3167
11697,Saltatricula atricollis,-24.1167,-49.55
11698,Saltatricula atricollis,-23.9,-56.5667
11699,Saltatricula atricollis,-19.0667,-61.25
11700,Saltatricula atricollis,-18.75,-60.75
11701,Saltatricula atricollis,-18.4167,-59.4167
11702,Saltatricula atricollis,-18.3333,-59.6
11703,Saltatricula atricollis,-18.3333,-59.5833
11704,Saltatricula atricollis,-18.3167,-59.5667
11705,Saltatricula atricollis,-18.2833,-59.5167
11706,Saltatricula atricollis,-18.2167,-59.7167
11707,Saltatricula atricollis,-17.5333,-58.65
11708,Saltatricula atricollis,-16.6167,-62.7667
11709,Saltatricula atricollis,-16.6167,-60.7167
11710,Saltatricula atricollis,-16.25,-62.0667
11711,Saltatricula atricollis,-14,-45.8333
11712,Saltatricula atricollis,-19.1605,-45.4464
11713,Saltatricula atricollis,-21.15,-53.6
11714,Saltatricula atricollis,-9.6215,-49.1514
11715,Saltatricula atricollis,-16.3333,-48.9667
11716,Saltatricula atricollis,-22.85,-48.9333
11717,Saltatricula atricollis,-20.4485,-52.8784
11718,Saltatricula atricollis,-14.9865,-47.7844
11719,Saltatricula atricollis,-20.9435,-45.3934
11720,Saltatricula atricollis,-22.8815,-49.2394
11721,Saltatricula atricollis,-18.3245,-53.7065
11722,Saltatricula atricollis,-6.1167,-45.15
11723,Saltatricula atricollis,-21.4295,-45.9474
11724,Saltatricula atricollis,-16.1845,-40.6944
11725,Saltatricula atricollis,-17.3155,-53.2155
11726,Saltatricula atricollis,-19.2833,-43.6
11727,Saltatricula atricollis,-14.5145,-56.4835
11728,Saltatricula atricollis,-14.1335,-47.5104
11729,Saltatricula atricollis,-9.1,-45.95
11730,Saltatricula atricollis,-18.45,-45.3667
11731,Saltatricula atricollis,-14.4815,-46.4924
11732,Saltatricula atricollis,-23.1045,-55.2265
11733,Saltatricula atricollis,-6.3665,-48.0734
11734,Saltatricula atricollis,-16.3275,-48.9534
11735,Saltatricula atricollis,-23.4,-48.3667
11736,Saltatricula atricollis,-23.4905,-48.4134
11737,Saltatricula atricollis,-22.1535,-53.7715
11738,Saltatricula atricollis,-21.0833,-45.35
11739,Saltatricula atricollis,-15.5333,-48.0667
11740,Saltatricula atricollis,-20.0875,-51.0944
11741,Saltatricula atricollis,-20.4715,-55.7875
11742,Saltatricula atricollis,-11.3335,-38.9673
11743,Saltatricula atricollis,-16.8505,-42.0704
11744,Saltatricula atricollis,-15.7345,-51.8314
11745,Saltatricula atricollis,-5.6515,-48.1244
11746,Saltatricula atricollis,-20.6675,-42.5214
11747,Saltatricula atricollis,-21.7833,-48.1667
11748,Saltatricula atricollis,-4.9,-40.9333
11749,Saltatricula atricollis,-19.5935,-46.9414
11750,Saltatricula atricollis,-21.3645,-46.9404
11751,Saltatricula atricollis,-20.2825,-45.5394
11752,Saltatricula atricollis,-14.4505,-56.8465
11753,Saltatricula atricollis,-15.9167,-46.0667
11754,Saltatricula atricollis,-14.9,-51.0833
11755,Saltatricula atricollis,-14.9205,-51.0834
11756,Saltatricula atricollis,-7.2055,-47.7574
11757,Saltatricula atricollis,-20.0065,-45.9774
11758,Saltatricula atricollis,-15.8855,-40.5594
11759,Saltatricula atricollis,-15.0735,-57.1815
11760,Saltatricula atricollis,-7.9833,-45.5667
11761,Saltatricula atricollis,-15.8833,-52.25
11762,Saltatricula atricollis,-15.8905,-52.2574
11763,Saltatricula atricollis,-7.6895,-47.6834
11764,Saltatricula atricollis,-18.8333,-45.1833
11765,Saltatricula atricollis,-16.7667,-43.65
11766,Saltatricula atricollis,-12.1535,-44.9904
11767,Saltatricula atricollis,-2.7475,-42.8264
11768,Saltatricula atricollis,-14.9715,-48.9164
11769,Saltatricula atricollis,-20.8833,-47.6167
11770,Saltatricula atricollis,-22.3167,-49.0667
11771,Saltatricula atricollis,-20.9495,-48.4794
11772,Saltatricula atricollis,-16.9667,-48.95
11773,Saltatricula atricollis,-22.1095,-56.5215
11774,Saltatricula atricollis,-19.8175,-43.9564
11775,Saltatricula atricollis,-20.4086,-44.0244
11776,Saltatricula atricollis,-21.9935,-48.3914
11777,Saltatricula atricollis,-14.3635,-40.2084
11778,Saltatricula atricollis,-20.5395,-56.7155
11779,Saltatricula atricollis,-19.7365,-45.2524
11780,Saltatricula atricollis,-21.0833,-44.9333
11781,Saltatricula atricollis,-21.1,-56.5167
11782,Saltatricula atricollis,-21.1215,-56.4825
11783,Saltatricula atricollis,-13.6365,-49.8104
11784,Saltatricula atricollis,-22.2705,-50.5344
11785,Saltatricula atricollis,-22.8865,-48.4454
11786,Saltatricula atricollis,-16.8667,-43.0167
11787,Saltatricula atricollis,-17.0105,-46.0094
11788,Saltatricula atricollis,-15.7805,-47.9304
11789,Saltatricula atricollis,-12.1555,-57.9795
11790,Saltatricula atricollis,-11.0005,-48.5664
11791,Saltatricula atricollis,-22.1667,-47.8667
11792,Saltatricula atricollis,-22.1667,-47.9
11793,Saltatricula atricollis,-11.9995,-42.6264
11794,Saltatricula atricollis,-22.2845,-48.1274
11795,Saltatricula atricollis,-14.2045,-41.6654
11796,Saltatricula atricollis,-3.1755,-41.8674
11797,Saltatricula atricollis,-10.7167,-43.65
11798,Saltatricula atricollis,-15.6185,-46.4234
11799,Saltatricula atricollis,-17.3515,-44.9624
11800,Saltatricula atricollis,-15.5833,-47.3
11801,Saltatricula atricollis,-18.7635,-50.9424
11802,Saltatricula atricollis,-18.5575,-51.1314
11803,Saltatricula atricollis,-14.0695,-42.4754
11804,Saltatricula atricollis,-11.6945,-41.4684
11805,Saltatricula atricollis,-16.9575,-51.8104
11806,Saltatricula atricollis,-17.7445,-48.6264
11807,Saltatricula atricollis,-19.5315,-54.0445
11808,Saltatricula atricollis,-16.15,-57.6167
11809,Saltatricula atricollis,-2.9025,-40.8414
11810,Saltatricula atricollis,-21.8365,-45.4014
11811,Saltatricula atricollis,-23.5925,-48.4774
11812,Saltatricula atricollis,-14.1333,-47.5667
11813,Saltatricula atricollis,-18.8,-43.8833
11814,Saltatricula atricollis,-19.7615,-48.5724
11815,Saltatricula atricollis,-10.5095,-40.3214
11816,Saltatricula atricollis,-20.45,-54.6167
11817,Saltatricula atricollis,-20.4435,-54.6465
11818,Saltatricula atricollis,-16.2975,-49.0884
11819,Saltatricula atricollis,-17.2,-42.85
11820,Saltatricula atricollis,-4.8285,-42.1694
11821,Saltatricula atricollis,-15.5475,-55.1695
11822,Saltatricula atricollis,-15.05,-59.8
11823,Saltatricula atricollis,-21.8167,-48.2
11824,Saltatricula atricollis,-19.8667,-43.9667
11825,Saltatricula atricollis,-13.5505,-52.1664
11826,Saltatricula atricollis,-20.7675,-45.2764
11827,Saltatricula atricollis,-14.4115,-42.8674
11828,Saltatricula atricollis,-9.9645,-39.1643
11829,Saltatricula atricollis,-16.3,-43.7333
11830,Saltatricula atricollis,-20.6155,-46.0504
11831,Saltatricula atricollis,-20.1726,-42.2714
11832,Saltatricula atricollis,-17.7035,-40.7664
11833,Saltatricula atricollis,-21.4615,-45.2244
11834,Saltatricula atricollis,-20.5585,-44.8714
11835,Saltatricula atricollis,-20.1845,-44.7714
11836,Saltatricula atricollis,-19.0015,-46.3164
11837,Saltatricula atricollis,-20.9725,-46.1194
11838,Saltatricula atricollis,-7.3335,-47.4694
11839,Saltatricula atricollis,-21.4886,-44.6434
11840,Saltatricula atricollis,-5.3225,-41.5533
11841,Saltatricula atricollis,-18.1705,-47.9424
11842,Saltatricula atricollis,-20.6905,-43.4984
11843,Saltatricula atricollis,-13.7985,-47.4584
11844,Saltatricula atricollis,-6.7833,-43.8333
11845,Saltatricula atricollis,-12.6,-48.1
11846,Saltatricula atricollis,-15.6333,-47.85
11847,Saltatricula atricollis,-16.45,-43.4
11848,Saltatricula atricollis,-15.4167,-55.8
11849,Saltatricula atricollis,-15.4615,-55.7505
11850,Saltatricula atricollis,-14.1167,-47.5167
11851,Saltatricula atricollis,-15.3065,-45.6184
11852,Saltatricula atricollis,-18.4085,-52.5494
11853,Saltatricula atricollis,-15.2833,-55.85
11854,Saltatricula atricollis,-16.0775,-47.9254
11855,Saltatricula atricollis,-14.3833,-51
11856,Saltatricula atricollis,-15.7945,-48.7764
11857,Saltatricula atricollis,-4.4833,-43.8833
11858,Saltatricula atricollis,-11.5645,-39.2833
11859,Saltatricula atricollis,-19.6335,-43.9834
11860,Saltatricula atricollis,-18.8075,-43.6814
11861,Saltatricula atricollis,-20.5005,-43.8584
11862,Saltatricula atricollis,-20.6605,-43.7864
11863,Saltatricula atricollis,-19.8325,-54.8295
11864,Saltatricula atricollis,-21.0245,-44.2234
11865,Saltatricula atricollis,-19.8245,-45.9044
11866,Saltatricula atricollis,-22.2,-47.8667
11867,Saltatricula atricollis,-22.2333,-47.85
11868,Saltatricula atricollis,-14.5,-49.1667
11869,Saltatricula atricollis,-15.9245,-48.8094
11870,Saltatricula atricollis,-19.0167,-57.65
11871,Saltatricula atricollis,-19.0095,-57.6535
11872,Saltatricula atricollis,-18.5445,-53.1295
11873,Saltatricula atricollis,-18.0715,-43.4714
11874,Saltatricula atricollis,-18.5,-54.75
11875,Saltatricula atricollis,-18.5075,-54.7605
11876,Saltatricula atricollis,-5.1785,-40.6783
11877,Saltatricula atricollis,-12.2345,-44.4214
11878,Saltatricula atricollis,-15.5833,-56.0833
11879,Saltatricula atricollis,-15.5965,-56.0975
11880,Saltatricula atricollis,-18.7565,-44.4314
11881,Saltatricula atricollis,-18.1535,-47.5624
11882,Saltatricula atricollis,-20.3445,-46.8544
11883,Saltatricula atricollis,-20.6605,-44.3334
11884,Saltatricula atricollis,-18.2495,-43.6004
11885,Saltatricula atricollis,-20.1395,-44.8844
11886,Saltatricula atricollis,-19.4635,-45.6024
11887,Saltatricula atricollis,-22.1005,-48.3184
11888,Saltatricula atricollis,-22.4145,-49.4044
11889,Saltatricula atricollis,-18.3735,-40.8314
11890,Saltatricula atricollis,-23.7875,-54.2845
11891,Saltatricula atricollis,-22.7,-47.6333
11892,Saltatricula atricollis,-22.1,-47.85
11893,Saltatricula atricollis,-17.1167,-42.7667
11894,Saltatricula atricollis,-15.5333,-47.6167
11895,Saltatricula atricollis,-18.3667,-45.3
11896,Saltatricula atricollis,-22.8,-49.2167
11897,Saltatricula atricollis,-8.8667,-44.9667
11898,Saltatricula atricollis,-21.5,-47.6667
11899,Saltatricula atricollis,-16.6333,-48.6333
11900,Saltatricula atricollis,-9.5833,-46.4167
11901,Saltatricula atricollis,-18.9333,-44.3667
11902,Saltatricula atricollis,-19.5225,-45.7884
11903,Saltatricula atricollis,-15.4465,-50.3614
11904,Saltatricula atricollis,-22.3745,-54.5145
11905,Saltatricula atricollis,-15.95,-47.9333
11906,Saltatricula atricollis,-21.2167,-56.6
11907,Saltatricula atricollis,-16.2667,-42.9167
11908,Saltatricula atricollis,-15.9833,-55.9167
11909,Saltatricula atricollis,-16.3667,-43.55
11910,Saltatricula atricollis,-16.25,-52.4167
11911,Saltatricula atricollis,-9.8333,-50.25
11912,Saltatricula atricollis,-22.6833,-48.1167
11913,Saltatricula atricollis,-5.3167,-41.55
11914,Saltatricula atricollis,-22.1,-57.7333
11915,Saltatricula atricollis,-17.0667,-45.9
11916,Saltatricula atricollis,-18.6,-45.35
11917,Saltatricula atricollis,-22.2667,-47.1667
11918,Saltatricula atricollis,-20.6667,-44.5
11919,Saltatricula atricollis,-21.2833,-54.8167
11920,Saltatricula atricollis,-19.4833,-44
11921,Saltatricula atricollis,-20.8167,-47.3667
11922,Saltatricula atricollis,-4.6,-43.4
11923,Saltatricula atricollis,-20.7833,-47.7
11924,Saltatricula atricollis,-21.1,-56.2167
11925,Saltatricula atricollis,-21.4333,-47.4
11926,Saltatricula atricollis,-20.85,-47.5833
11927,Saltatricula atricollis,-16.6167,-43.7167
11928,Saltatricula atricollis,-22.55,-46.9667
11929,Saltatricula atricollis,-15.4,-49.6
11930,Saltatricula atricollis,-20.9667,-56.5
11931,Saltatricula atricollis,-22.8833,-49.25
11932,Saltatricula atricollis,-20.3333,-52.2
11933,Saltatricula atricollis,-15.5333,-49.45
11934,Saltatricula atricollis,-18.55,-45.2833
11935,Saltatricula atricollis,-16.3833,-43.4
11936,Saltatricula atricollis,-20.4167,-56.65
11937,Saltatricula atricollis,-8.75,-45.9667
11938,Saltatricula atricollis,-18.65,-45.0333
11939,Saltatricula atricollis,-22.2833,-48
11940,Saltatricula atricollis,-15.4333,-51.7333
11941,Saltatricula atricollis,-17.6333,-47.4667
11942,Saltatricula atricollis,-18.9833,-56.65
11943,Saltatricula atricollis,-15.9167,-55.4667
11944,Saltatricula atricollis,-20.1667,-47.6333
11945,Saltatricula atricollis,-22.9667,-48.8667
11946,Saltatricula atricollis,-18.1833,-45.4167
11947,Saltatricula atricollis,-20.8667,-56.6
11948,Saltatricula atricollis,-21.4667,-57.9167
11949,Saltatricula atricollis,-15.7333,-56.0833
11950,Saltatricula atricollis,-15.1667,-55.75
11951,Saltatricula atricollis,-21.1333,-47.35
11952,Saltatricula atricollis,-11.2667,-48.45
11953,Saltatricula atricollis,-19.5833,-56.15
11954,Saltatricula atricollis,-16.0167,-51.3333
11955,Saltatricula atricollis,-23.2667,-49
11956,Saltatricula atricollis,-22.1667,-47.9167
