,species,latitude,longitude
1321,Apostolepis nelsonjorgei,-11.1236,-46.7906
1322,Apostolepis nelsonjorgei,-8.2583,-49.2696
1323,Apostolepis nelsonjorgei,-10.7333,-46.7833
1324,Apostolepis nelsonjorgei,-13.8098,-48.3491
1325,Apostolepis nelsonjorgei,-10.169,-48.3316
1326,Apostolepis nelsonjorgei,-10.7038,-48.3096
1327,Apostolepis phillipsae*,-15.0218,-59.9511
1328,Apostolepis phillipsae*,-14.7512,-60.3211
1329,Apostolepis polylepis,-11.9711,-45.8013
1330,Apostolepis polylepis,-7.195,-47.2353
1331,Apostolepis polylepis,-8.0579,-48.4772
1332,Apostolepis polylepis,-8.8833,-44.9667
1333,Apostolepis polylepis,-10.7333,-46.7833
1334,Apostolepis polylepis,-8.9717,-48.1755
1335,Apostolepis polylepis,-9.1,-45.9167
1336,Apostolepis polylepis,-8.8342,-48.5103
1337,Apostolepis sanctaeritae*,-19.9211,-43.9453
1338,Apostolepis sanctaeritae*,-19.9678,-44.1983
1339,Apostolepis sanctaeritae*,-15.7099,-48.0224
1340,Apostolepis sanctaeritae*,-13.85,-46.9333
1341,Apostolepis sanctaeritae*,-14.7667,-45.9167
1342,Apostolepis sanctaeritae*,-14.1833,-44.5333
1343,Apostolepis sanctaeritae*,-16.6844,-44.3603
1344,Apostolepis sanctaeritae*,-18.7564,-44.4308
1345,Apostolepis sanctaeritae*,-15.8055,-52.3553
1346,Apostolepis sanctaeritae*,-14.4383,-47.0488
1347,Apostolepis sanctaeritae*,-11.7292,-49.0686
1348,Apostolepis sanctaeritae*,-11.6558,-48.8888
1349,Apostolepis sanctaeritae*,-11.0087,-44.5582
1350,Apostolepis sanctaeritae*,-12.1333,-44.9833
1351,Apostolepis sanctaeritae*,-15.75,-49.3333
1352,Apostolepis sanctaeritae*,-17.7333,-46.1667
1353,Apostolepis sanctaeritae*,-9.751,-48.358
1354,Apostolepis sanctaeritae*,-10.7333,-46.7833
1355,Apostolepis sanctaeritae*,-14.05,-48.3167
1356,Apostolepis sanctaeritae*,-10.3,-48.35
1357,Apostolepis sanctaeritae*,-12.6153,-47.8831
1358,Apostolepis sanctaeritae*,-19.2833,-43.5667
1359,Apostolepis sanctaeritae*,-18.5942,-46.5381
1360,Apostolepis sanctaeritae*,-10.7038,-48.3096
1361,Apostolepis sanctaeritae*,-11.5224,-50.6629
1362,Apostolepis sanctaeritae*,-19.1667,-43.7
1363,Apostolepis sanctaeritae*,-13.3983,-46.3183
1364,Apostolepis sanctaeritae*,-11.6167,-50.6667
1365,Apostolepis sanctaeritae*,-12.744,-48.236
1366,Apostolepis sanctaeritae*,-18.2,-45.2333
1367,Apostolepis sanctaeritae*,-10.7081,-48.4172
1368,Apostolepis sanctaeritae*,-10.2128,-48.3603
1369,Apostolepis sanctaeritae*,-9.7514,-48.3581
1370,Apostolepis sanctaeritae*,-17.9869,-46.9078
1371,Apostolepis sanctaeritae*,-19.0042,-43.6167
1372,Apostolepis sanctaeritae*,-15.7797,-47.9297
1373,Apostolepis sanctaeritae*,-11.2386,-48.4633
1374,Apostolepis sanctaeritae*,-12.1432,-48.466
1375,Apostolepis serrana,-12.85,-51.7667
1376,Apostolepis striata,-12.6137,-60.0881
1377,Apostolepis tertulianobeui*,-13.5,-48.35
1378,Apostolepis tertulianobeui*,-11.5224,-50.6629
1379,Apostolepis tertulianobeui*,-23.55,-47.1833
1380,Apostolepis tertulianobeui*,-18.9186,-48.2772
1381,Apostolepis vittata,-15.121,-55.76
1382,Apostolepis vittata,-15.461,-55.7503
1383,Apostolepis vittata,-14.8811,-55.7781
1384,Apostolepis vittata,-12.85,-51.7667
1385,Arremon flavirostris,-20.9435,-45.3934
1386,Arremon flavirostris,-22.8815,-49.2394
1387,Arremon flavirostris,-22.5995,-47.8764
1388,Arremon flavirostris,-15.7625,-48.2824
1389,Arremon flavirostris,-22.4695,-48.9884
1390,Arremon flavirostris,-16.0825,-48.5074
1391,Arremon flavirostris,-21.4295,-45.9474
1392,Arremon flavirostris,-21.0265,-47.3744
1393,Arremon flavirostris,-14.1335,-47.5104
1394,Arremon flavirostris,-22.1265,-47.6634
1395,Arremon flavirostris,-20.4715,-55.7875
1396,Arremon flavirostris,-18.6495,-48.1874
1397,Arremon flavirostris,-21.7945,-48.1764
1398,Arremon flavirostris,-22.3575,-47.3844
1399,Arremon flavirostris,-19.5935,-46.9414
1400,Arremon flavirostris,-21.3645,-46.9404
1401,Arremon flavirostris,-20.2825,-45.5394
1402,Arremon flavirostris,-15.9175,-46.1064
1403,Arremon flavirostris,-24.4205,-53.5215
1404,Arremon flavirostris,-20.5575,-48.5684
1405,Arremon flavirostris,-14.9715,-48.9164
1406,Arremon flavirostris,-20.8915,-47.5854
1407,Arremon flavirostris,-22.3155,-49.0614
1408,Arremon flavirostris,-20.9495,-48.4794
1409,Arremon flavirostris,-22.1095,-56.5215
1410,Arremon flavirostris,-19.8175,-43.9564
1411,Arremon flavirostris,-20.4086,-44.0244
1412,Arremon flavirostris,-19.9685,-44.1984
1413,Arremon flavirostris,-21.0905,-45.5664
1414,Arremon flavirostris,-22.1365,-48.5184
1415,Arremon flavirostris,-20.5395,-56.7155
1416,Arremon flavirostris,-19.7365,-45.2524
1417,Arremon flavirostris,-21.1215,-56.4825
1418,Arremon flavirostris,-15.7805,-47.9304
1419,Arremon flavirostris,-22.2845,-48.1274
1420,Arremon flavirostris,-20.1435,-44.2004
1421,Arremon flavirostris,-20.1915,-47.7084
1422,Arremon flavirostris,-22.6345,-54.8225
1423,Arremon flavirostris,-21.5295,-46.6444
1424,Arremon flavirostris,-19.8805,-43.6704
1425,Arremon flavirostris,-21.2755,-47.3044
1426,Arremon flavirostris,-21.9245,-46.3864
1427,Arremon flavirostris,-20.4435,-54.6465
1428,Arremon flavirostris,-20.7675,-45.2764
1429,Arremon flavirostris,-22.7465,-50.3875
1430,Arremon flavirostris,-20.6155,-46.0504
1431,Arremon flavirostris,-21.4615,-45.2244
1432,Arremon flavirostris,-20.5585,-44.8714
1433,Arremon flavirostris,-20.1845,-44.7714
1434,Arremon flavirostris,-20.5415,-44.6354
1435,Arremon flavirostris,-21.4886,-44.6434
1436,Arremon flavirostris,-21.7745,-47.0864
1437,Arremon flavirostris,-20.5835,-46.9224
1438,Arremon flavirostris,-21.2835,-47.1704
1439,Arremon flavirostris,-20.8725,-51.4884
1440,Arremon flavirostris,-18.1705,-47.9424
1441,Arremon flavirostris,-15.4615,-55.7505
1442,Arremon flavirostris,-20.4435,-44.7664
1443,Arremon flavirostris,-15.7945,-48.7764
1444,Arremon flavirostris,-14.1515,-48.0784
1445,Arremon flavirostris,-19.6985,-49.0814
1446,Arremon flavirostris,-21.8815,-45.0854
1447,Arremon flavirostris,-20.6605,-43.7864
1448,Arremon flavirostris,-19.9325,-44.0544
1449,Arremon flavirostris,-19.1255,-44.3214
1450,Arremon flavirostris,-19.8325,-54.8295
1451,Arremon flavirostris,-23.1815,-50.6474
1452,Arremon flavirostris,-21.0245,-44.2234
1453,Arremon flavirostris,-19.0095,-57.6535
1454,Arremon flavirostris,-22.2205,-47.6264
1455,Arremon flavirostris,-20.3975,-47.4204
1456,Arremon flavirostris,-16.7695,-47.6144
1457,Arremon flavirostris,-15.5965,-56.0975
1458,Arremon flavirostris,-18.7565,-44.4314
1459,Arremon flavirostris,-20.3445,-46.8544
1460,Arremon flavirostris,-21.9045,-47.6194
1461,Arremon flavirostris,-24.9435,-54.1035
1462,Arremon flavirostris,-22.3665,-48.3804
1463,Arremon flavirostris,-21.1096,-44.0234
1464,Arremon flavirostris,-22.1005,-48.3184
1465,Arremon flavirostris,-23.7875,-54.2845
1466,Arremon flavirostris,-19.7635,-44.3144
1467,Arremon flavirostris,-22.0466,-45.9514
1468,Arremon flavirostris,-19.5225,-45.7884
1469,Arremon flavirostris,-15.5375,-47.3344
1470,Arremon flavirostris,-25.5485,-54.5885
1471,Arremon flavirostris,-20.5395,-47.4014
1472,Arremon flavirostris,-19.3685,-44.0564
1473,Arremon flavirostris,-22.2915,-49.5534
1474,Arremon flavirostris,-22.2115,-49.6564
1475,Arremon flavirostris,-24.1855,-53.0285
1476,Arremon flavirostris,-24.0805,-54.2565
1477,Arremon flavirostris,-20.4285,-47.8244
1478,Arremon flavirostris,-21.0285,-51.2075
1479,Arremon flavirostris,-21.2995,-46.8034
1480,Arremon flavirostris,-13.9365,-46.4804
1481,Arremon flavirostris,-21.3055,-46.7134
1482,Arremon flavirostris,-21.9555,-47.9974
1483,Arremon flavirostris,-19.4785,-46.5394
1484,Arremon flavirostris,-23.2695,-51.0485
1485,Arremon flavirostris,-20.4625,-47.1224
1486,Arremon flavirostris,-22.4365,-47.7194
1487,Arremon flavirostris,-21.5715,-51.3455
1488,Arremon flavirostris,-21.0785,-47.0484
1489,Arremon flavirostris,-22.4366,-46.8224
1490,Arremon flavirostris,-20.1975,-44.4214
1491,Arremon flavirostris,-20.0755,-44.5764
1492,Arremon flavirostris,-22.2535,-47.8234
1493,Arremon flavirostris,-21.3176,-44.8714
1494,Arremon flavirostris,-19.5145,-43.7454
1495,Arremon flavirostris,-23.1615,-49.9694
1496,Arremon flavirostris,-21.0175,-46.7414
1497,Arremon flavirostris,-22.2866,-46.6124
1498,Arremon flavirostris,-21.0185,-47.7644
1499,Arremon flavirostris,-22.2965,-48.5584
1500,Arremon flavirostris,-21.5155,-51.4344
1501,Arremon flavirostris,-21.2535,-46.5774
1502,Arremon flavirostris,-20.0235,-45.5444
1503,Arremon flavirostris,-16.9835,-44.5824
1504,Arremon flavirostris,-18.7795,-46.4084
1505,Arremon flavirostris,-19.6275,-43.8904
1506,Arremon flavirostris,-21.9765,-45.3504
1507,Arremon flavirostris,-21.2456,-45.0004
1508,Arremon flavirostris,-22.1865,-47.3904
1509,Arremon flavirostris,-22.5995,-48.8004
1510,Arremon flavirostris,-23.3105,-51.1634
1511,Arremon flavirostris,-21.5555,-47.7044
1512,Arremon flavirostris,-21.5116,-44.9034
1513,Arremon flavirostris,-19.8015,-45.6864
1514,Arremon flavirostris,-16.2535,-47.9504
1515,Arremon flavirostris,-21.6756,-45.9204
1516,Arremon flavirostris,-23.0035,-49.3224
1517,Arremon flavirostris,-22.2145,-49.9464
1518,Arremon flavirostris,-20.0565,-44.1884
1519,Arremon flavirostris,-19.3325,-45.2374
1520,Arremon flavirostris,-21.6035,-48.3664
1521,Arremon flavirostris,-19.9865,-44.4284
1522,Arremon flavirostris,-19.5585,-44.0814
1523,Arremon flavirostris,-24.4545,-54.1625
1524,Arremon flavirostris,-22.4095,-48.4514
1525,Arremon flavirostris,-20.2415,-56.3785
1526,Arremon flavirostris,-21.4685,-47.0054
1527,Arremon flavirostris,-20.3335,-44.0534
1528,Arremon flavirostris,-22.6826,-46.6814
1529,Arremon flavirostris,-21.2615,-48.4964
1530,Arremon flavirostris,-22.9576,-45.8404
1531,Arremon flavirostris,-16.7355,-43.8624
1532,Arremon flavirostris,-17.7325,-49.1014
1533,Arremon flavirostris,-21.2365,-45.2364
1534,Arremon flavirostris,-14.4745,-48.4604
1535,Arremon flavirostris,-22.2335,-53.3435
1536,Arremon flavirostris,-19.9865,-43.8474
1537,Arremon flavirostris,-21.1265,-46.4204
1538,Arremon flavirostris,-12.9315,-46.5744
1539,Arremon flavirostris,-17.0315,-48.2964
1540,Arremon flavirostris,-20.2885,-43.5084
1541,Arremon flavirostris,-15.1605,-48.2844
1542,Arremon flavirostris,-20.3715,-45.6614
1543,Arremon flavirostris,-24.2845,-53.8405
1544,Arremon flavirostris,-19.8605,-44.6084
1545,Arremon flavirostris,-22.4135,-50.5765
1546,Arremon flavirostris,-23.2815,-52.6025
1547,Arremon flavirostris,-20.7195,-46.6104
1548,Arremon flavirostris,-18.5795,-46.5184
1549,Arremon flavirostris,-18.9445,-46.9934
1550,Arremon flavirostris,-20.2585,-45.2094
1551,Arremon flavirostris,-19.6185,-44.0434
1552,Arremon flavirostris,-19.9535,-45.0844
1553,Arremon flavirostris,-19.3535,-47.2934
1554,Arremon flavirostris,-21.0916,-45.0914
1555,Arremon flavirostris,-22.7255,-47.6494
1556,Arremon flavirostris,-23.1945,-49.3844
1557,Arremon flavirostris,-21.9995,-49.4574
1558,Arremon flavirostris,-21.9965,-47.4264
1559,Arremon flavirostris,-20.4655,-45.9584
1560,Arremon flavirostris,-15.4535,-47.6144
1561,Arremon flavirostris,-16.2575,-56.6235
1562,Arremon flavirostris,-19.2245,-44.9354
1563,Arremon flavirostris,-22.5365,-55.7265
1564,Arremon flavirostris,-21.8545,-47.4794
1565,Arremon flavirostris,-22.2306,-45.9364
1566,Arremon flavirostris,-21.0585,-44.0804
1567,Arremon flavirostris,-18.4185,-46.4184
1568,Arremon flavirostris,-23.0845,-53.4845
1569,Arremon flavirostris,-20.9226,-44.2384
1570,Arremon flavirostris,-22.0675,-48.1764
1571,Arremon flavirostris,-21.1785,-47.8104
1572,Arremon flavirostris,-21.1915,-45.0624
1573,Arremon flavirostris,-20.0815,-47.4214
1574,Arremon flavirostris,-22.4115,-47.5614
1575,Arremon flavirostris,-21.0226,-44.3184
1576,Arremon flavirostris,-19.8865,-43.8074
1577,Arremon flavirostris,-19.8655,-47.4404
1578,Arremon flavirostris,-22.1405,-47.4524
1579,Arremon flavirostris,-23.0385,-51.8055
1580,Arremon flavirostris,-20.2115,-50.9264
1581,Arremon flavirostris,-23.1515,-50.5195
1582,Arremon flavirostris,-21.7105,-47.4784
1583,Arremon flavirostris,-21.4735,-47.3634
1584,Arremon flavirostris,-19.1695,-43.7144
1585,Arremon flavirostris,-21.0875,-47.1514
1586,Arremon flavirostris,-20.0875,-45.2944
1587,Arremon flavirostris,-21.5826,-45.0764
1588,Arremon flavirostris,-22.0185,-47.8914
1589,Arremon flavirostris,-13.3985,-46.3184
1590,Arremon flavirostris,-20.6415,-46.5064
1591,Arremon flavirostris,-21.9695,-46.7984
1592,Arremon flavirostris,-21.1366,-44.2624
1593,Arremon flavirostris,-20.5815,-47.8554
1594,Arremon flavirostris,-21.5965,-46.8894
1595,Arremon flavirostris,-22.5495,-47.9144
1596,Arremon flavirostris,-20.2455,-46.3664
1597,Arremon flavirostris,-21.7115,-46.8214
1598,Arremon flavirostris,-20.9175,-46.9914
1599,Arremon flavirostris,-21.7225,-44.9854
1600,Arremon flavirostris,-21.3115,-47.5664
1601,Arremon flavirostris,-19.4665,-44.2474
1602,Arremon flavirostris,-16.6595,-48.6084
1603,Arremon flavirostris,-19.9225,-46.8234
1604,Arremon flavirostris,-22.5335,-52.1685
1605,Arremon flavirostris,-23.1026,-47.7154
1606,Arremon flavirostris,-23.2055,-49.6074
1607,Arremon flavirostris,-21.1105,-44.1784
1608,Arremon flavirostris,-24.7145,-53.7435
1609,Arremon flavirostris,-20.2355,-50.8904
1610,Arremon flavirostris,-20.7515,-51.6785
1611,Arremon flavirostris,-21.9355,-50.5144
1612,Arremon flavirostris,-17.2865,-42.7304
1613,Arremon flavirostris,-19.7485,-47.9324
1614,Arremon flavirostris,-18.9195,-48.2774
1615,Arremon flavirostris,-16.3585,-46.9064
1616,Arremon flavirostris,-16.0645,-46.2544
1617,Arremon flavirostris,-20.3275,-46.3664
1618,Arremon flavirostris,-21.8325,-46.8944
1619,Arremon flavirostris,-21.5515,-45.4304
1620,Arremon flavirostris,-17.9875,-46.9084
1621,Arremon flavirostris,-19.6925,-43.9234
1622,Arremon flavirostris,-22.4095,-54.4365
1623,Asthenes luizae,-19.2833,-43.5667
1624,Asthenes luizae,-18.1,-43.1333
1625,Asthenes luizae,-19.2833,-43.6
1626,Asthenes luizae,-19.3833,-43.5667
1627,Asthenes luizae,-16.8333,-43.05
1628,Asthenes luizae,-18.8,-43.8833
1629,Asthenes luizae,-18.4,-43.35
1630,Asthenes luizae,-18.2,-43.3
1631,Asthenes luizae,-19.0833,-43.55
1632,Asthenes luizae,-19.1695,-43.7144
1633,Asthenes luizae,-18.3833,-43.95
1634,Asthenes luizae,-19.2333,-43.55
1635,Asthenes luizae,-18.4333,-43.4167
1636,Asthenes luizae,-18.0667,-43.1333
1637,Asthenes luizae,-17.0333,-43.3333
1638,Asthenes luizae,-18.6055,-43.3794
1639,Asthenes luizae,-19.3333,-43.5167
1640,Asthenes luizae,-18.5,-43.4333
1641,Asthenes luizae,-19.5677,-43.5372
1642,Asthenes luizae,-19.5416,-43.5439
1643,Asthenes luizae,-19.5401,-43.5446
1644,Asthenes luizae,-19.54,-43.5766
1645,Asthenes luizae,-19.5392,-43.5807
1646,Asthenes luizae,-19.5031,-43.5542
1647,Asthenes luizae,-19.5012,-43.5553
1648,Asthenes luizae,-19.4976,-43.5585
1649,Asthenes luizae,-19.4932,-43.5539
1650,Asthenes luizae,-19.4926,-43.5648
1651,Asthenes luizae,-19.4895,-43.5577
1652,Asthenes luizae,-19.4837,-43.5539
1653,Asthenes luizae,-19.4821,-43.5534
1654,Asthenes luizae,-19.4816,-43.5666
1655,Asthenes luizae,-19.4765,-43.5588
1656,Asthenes luizae,-19.466,-43.56
1657,Asthenes luizae,-19.4983,-43.5839
1658,Asthenes luizae,-19.4965,-43.5899
1659,Asthenes luizae,-19.4962,-43.5838
1660,Asthenes luizae,-19.4946,-43.592
1661,Asthenes luizae,-19.4917,-43.5824
1662,Asthenes luizae,-19.4913,-43.5807
1663,Asthenes luizae,-19.4815,-43.5764
1664,Asthenes luizae,-19.4821,-43.5261
1665,Asthenes luizae,-19.4136,-43.5279
1666,Asthenes luizae,-19.4126,-43.5296
1667,Asthenes luizae,-19.3945,-43.5505
1668,Asthenes luizae,-19.406,-43.4859
1669,Asthenes luizae,-19.394,-43.488
1670,Asthenes luizae,-19.3606,-43.4917
1671,Asthenes luizae,-19.3593,-43.4855
1672,Asthenes luizae,-19.3527,-43.4987
1673,Asthenes luizae,-19.3526,-43.4962
1674,Asthenes luizae,-19.345,-43.5082
1675,Asthenes luizae,-19.3365,-43.5215
1676,Asthenes luizae,-19.3309,-43.5188
1677,Asthenes luizae,-19.4352,-43.3912
1678,Asthenes luizae,-19.3144,-43.5828
1679,Asthenes luizae,-19.2975,-43.5876
1680,Asthenes luizae,-19.2894,-43.588
1681,Asthenes luizae,-19.2852,-43.5379
1682,Asthenes luizae,-19.2794,-43.5356
1683,Asthenes luizae,-19.2719,-43.5351
1684,Asthenes luizae,-19.3021,-43.5018
1685,Asthenes luizae,-19.3014,-43.4822
1686,Asthenes luizae,-19.2485,-43.5053
1687,Asthenes luizae,-19.2011,-43.6486
1688,Asthenes luizae,-19.0958,-43.5546
1689,Asthenes luizae,-19.1152,-43.6702
1690,Asthenes luizae,-19.1114,-43.671
1691,Asthenes luizae,-19.1026,-43.6735
1692,Asthenes luizae,-19.0879,-43.6576
1693,Asthenes luizae,-19.0851,-43.6707
1694,Asthenes luizae,-19.0827,-43.6617
1695,Asthenes luizae,-19.0825,-43.6592
1696,Asthenes luizae,-19.0792,-43.6649
1697,Asthenes luizae,-19.0403,-43.7198
1698,Asthenes luizae,-18.8029,-43.8803
1699,Asthenes luizae,-18.7811,-43.8547
1700,Asthenes luizae,-18.7789,-43.855
1701,Asthenes luizae,-18.6154,-43.8992
1702,Asthenes luizae,-18.1614,-43.7014
1703,Asthenes luizae,-17.9608,-43.8078
1704,Asthenes luizae,-17.9267,-43.8133
1705,Asthenes luizae,-17.9181,-43.8331
1706,Asthenes luizae,-17.895,-43.7692
1707,Asthenes luizae,-17.8947,-43.7675
1708,Asthenes luizae,-17.5545,-43.7366
1709,Asthenes luizae,-17.5536,-43.7344
1710,Asthenes luizae,-17.5525,-43.7351
1711,Asthenes luizae,-18.5086,-43.4417
1712,Asthenes luizae,-18.4428,-43.3953
1713,Asthenes luizae,-18.4418,-43.4168
1714,Asthenes luizae,-18.4045,-43.3731
1715,Asthenes luizae,-18.3991,-43.3483
1716,Asthenes luizae,-18.3644,-43.3175
1717,Asthenes luizae,-18.3617,-43.3186
1718,Asthenes luizae,-18.3011,-43.2583
1719,Asthenes luizae,-18.2257,-43.3516
1720,Asthenes luizae,-18.2077,-43.311
1721,Asthenes luizae,-18.0758,-43.0747
1722,Asthenes luizae,-18.0736,-43.0725
1723,Asthenes luizae,-17.0055,-43.3434
1724,Asthenes luizae,-16.848,-43.0357
1725,Asthenes luizae,-16.8414,-43.0539
1726,Asthenes luizae,-15.7219,-42.8203
1727,Asthenes luizae,-15.2372,-42.8228
1728,Asthenes luizae,-15.2331,-42.8183
1729,Atractus albuquerquei,-9.5369,-57.4294
1730,Atractus albuquerquei,-9.5667,-57.3917
1731,Atractus albuquerquei,-18.6739,-51.8806
1732,Atractus albuquerquei,-18.6634,-51.8716
1733,Atractus albuquerquei,-20.1,-54.15
1734,Atractus albuquerquei,-19.9167,-54.35
1735,Atractus albuquerquei,-12.8167,-51.7667
1736,Atractus albuquerquei,-21.129,-52.0779
1737,Atractus albuquerquei,-9.8381,-67.9378
1738,Atractus albuquerquei,-11.4667,-61.8308
1739,Atractus albuquerquei,-19.5425,-49.61
1740,Atractus albuquerquei,-8.75,-63.4667
1741,Atractus albuquerquei,-13.8,-47.5
1742,Atractus albuquerquei,-13.5167,-48.05
1743,Atractus albuquerquei,-19.2206,-52.9144
1744,Atractus albuquerquei,-11.5,-54.8833
1745,Atractus albuquerquei,-13.8333,-48.3
1746,Atractus albuquerquei,-9.8463,-58.2197
1747,Atractus albuquerquei,-11.5,-60.6667
1748,Atractus albuquerquei,-18.73,-47.86
1749,Atractus albuquerquei,-11.5833,-55.15
1750,Atractus albuquerquei,-8.0667,-47.5167
1751,Atractus albuquerquei,-7.7167,-47.3167
1752,Atractus albuquerquei,-2.557,-47.4938
1753,Atractus albuquerquei,-9.2,-63.0833
1754,Atractus albuquerquei,-10.4333,-62.45
1755,Atractus albuquerquei,-10.4333,-62.4667
1756,Atractus albuquerquei,-10.4333,-62.4833
1757,Atractus albuquerquei,-10.8833,-61.95
1758,Atractus albuquerquei,-10.7917,-61.6917
1759,Atractus albuquerquei,-10.8833,-61.9333
1760,Atractus albuquerquei,-10.3268,-58.5979
1761,Atractus albuquerquei,-13.5333,-48.2167
1762,Atractus albuquerquei,-13.5331,-48.22
1763,Atractus albuquerquei,-13.5,-48.35
1764,Atractus albuquerquei,-13.5333,-48.2417
1765,Atractus albuquerquei,-18.25,-52.8833
1766,Atractus albuquerquei,-17.5667,-52.55
1767,Atractus albuquerquei,-11.2,-61.5167
1768,Atractus albuquerquei,-10.2667,-63.3
1769,Atractus albuquerquei,-11.15,-61.5667
1770,Atractus albuquerquei,-10.7833,-61.6833
1771,Atractus albuquerquei,-6.3,-60.33
1772,Atractus albuquerquei,-6.75,-51.08
1773,Atractus albuquerquei,-10.7833,-62.2333
1774,Atractus albuquerquei,-10.7167,-62.25
1775,Atractus albuquerquei,-5.7495,-48.3178
1776,Atractus albuquerquei,-9.6667,-56.4667
1777,Atractus albuquerquei,-6.1,-49.9
1778,Atractus albuquerquei,-6.0667,-49.9
1779,Atractus albuquerquei,-18.1,-52.9167
1780,Atractus albuquerquei,-11.6833,-61.1833
1781,Atractus albuquerquei,-11.6667,-61.1833
1782,Atractus albuquerquei,-15.65,-57.2
1783,Atractus albuquerquei,-8.7667,-63.4458
1784,Atractus albuquerquei,-8.75,-63.4542
1785,Atractus albuquerquei,-12.85,-51.7667
1786,Atractus albuquerquei,-9.9667,-67.8
1787,Atractus albuquerquei,-9.95,-67.8667
1788,Atractus albuquerquei,-4.7758,-48.0669
1789,Atractus albuquerquei,-15.5,-59.3333
1790,Atractus albuquerquei,-9.1667,-63.0667
1791,Atractus albuquerquei,-2.85,-48.2333
1792,Atractus albuquerquei,-20.755,-51.6561
1793,Atractus albuquerquei,-19.2375,-47.8047
1794,Atractus albuquerquei,-15.1875,-59.983
1795,Atractus albuquerquei,-8.78,-63.7
1796,Atractus albuquerquei,-18.408,-52.549
1797,Atractus albuquerquei,-10.246,-63.29
1798,Atractus albuquerquei,-9.665,-56.477
1799,Atractus edioi,-13.5333,-48.2417
1800,Atractus pantostictus*,-22.881,-49.239
1801,Atractus pantostictus*,-21.35,-46.9333
1802,Atractus pantostictus*,-21.4542,-45.9375
1803,Atractus pantostictus*,-21.4333,-45.95
1804,Atractus pantostictus*,-11.3061,-48.9358
1805,Atractus pantostictus*,-22.5797,-44.6969
1806,Atractus pantostictus*,-22.6833,-44.6917
1807,Atractus pantostictus*,-10.6833,-50.6333
1808,Atractus pantostictus*,-23.511,-46.876
1809,Atractus pantostictus*,-23.5106,-46.8761
1810,Atractus pantostictus*,-23.5,-46.8833
1811,Atractus pantostictus*,-19.95,-43.9
1812,Atractus pantostictus*,-19.9417,-44.025
1813,Atractus pantostictus*,-19.9333,-43.9333
1814,Atractus pantostictus*,-19.925,-43.9917
1815,Atractus pantostictus*,-19.9208,-43.9917
1816,Atractus pantostictus*,-19.9167,-43.9833
1817,Atractus pantostictus*,-19.9167,-43.9917
1818,Atractus pantostictus*,-19.8958,-43.9139
1819,Atractus pantostictus*,-19.8157,-43.9542
1820,Atractus pantostictus*,-22.1667,-48.75
1821,Atractus pantostictus*,-22.1931,-48.7789
1822,Atractus pantostictus*,-15.847,-47.9355
1823,Atractus pantostictus*,-15.8209,-47.8162
1824,Atractus pantostictus*,-15.7099,-48.0224
1825,Atractus pantostictus*,-15.7797,-47.9297
1826,Atractus pantostictus*,-15.85,-47.9333
1827,Atractus pantostictus*,-23.308,-47.133
1828,Atractus pantostictus*,-23.3075,-47.1328
1829,Atractus pantostictus*,-23.3,-47.1333
1830,Atractus pantostictus*,-23.3642,-46.7406
1831,Atractus pantostictus*,-23.364,-46.741
1832,Atractus pantostictus*,-23.3667,-46.75
1833,Atractus pantostictus*,-23.3561,-46.8769
1834,Atractus pantostictus*,-23.35,-46.8667
1835,Atractus pantostictus*,-23.3583,-46.875
1836,Atractus pantostictus*,-21.1167,-45.8333
1837,Atractus pantostictus*,-21.1083,-45.8333
1838,Atractus pantostictus*,-23.2064,-46.7844
1839,Atractus pantostictus*,-23.2,-46.7833
1840,Atractus pantostictus*,-21.1067,-45.8303
1841,Atractus pantostictus*,-13.5077,-48.3559
1842,Atractus pantostictus*,-13.5056,-48.3642
1843,Atractus pantostictus*,-21.7667,-47.0833
1844,Atractus pantostictus*,-19.817,-43.956
1845,Atractus pantostictus*,-20.6667,-43.8
1846,Atractus pantostictus*,-20.65,-43.7833
1847,Atractus pantostictus*,-19.9386,-44.0529
1848,Atractus pantostictus*,-19.9333,-44.0333
1849,Atractus pantostictus*,-19.9167,-44.05
1850,Atractus pantostictus*,-19.85,-44.0333
1851,Atractus pantostictus*,-19.9333,-44.05
1852,Atractus pantostictus*,-20.1333,-44.8833
1853,Atractus pantostictus*,-19.7667,-44.1333
1854,Atractus pantostictus*,-19.75,-44.3
1855,Atractus pantostictus*,-19.7667,-44.3167
1856,Atractus pantostictus*,-20.2833,-50.2333
1857,Atractus pantostictus*,-23.2817,-46.7453
1858,Atractus pantostictus*,-23.2833,-46.75
1859,Atractus pantostictus*,-23.3167,-46.7167
1860,Atractus pantostictus*,-23.3217,-46.7269
1861,Atractus pantostictus*,-23.325,-46.725
1862,Atractus pantostictus*,-23.2583,-46.7833
1863,Atractus pantostictus*,-20.0667,-44.3
1864,Atractus pantostictus*,-20.2611,-43.95
1865,Atractus pantostictus*,-20.25,-43.8
1866,Atractus pantostictus*,-23.7167,-46.8333
1867,Atractus pantostictus*,-23.7169,-46.8492
1868,Atractus pantostictus*,-23.7167,-46.85
1869,Atractus pantostictus*,-24.1,-49.3167
1870,Atractus pantostictus*,-22.2333,-47.8833
1871,Atractus pantostictus*,-22.2167,-47.8833
1872,Atractus pantostictus*,-20.2689,-50.5458
1873,Atractus pantostictus*,-20.2667,-50.5333
