Taxa,Family,Genus,Species,Voucher,Series,Locality,Municipality,State,Country,Latitude,Longitude,elevation
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 13190,,,Contagem,MG,Brazil,-19.9167,-44.05,886
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 13192,,,Contagem,MG,Brazil,-19.9167,-44.05,886
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 13193,,,Contagem,MG,Brazil,-19.9167,-44.05,886
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 13199,,,Contagem,MG,Brazil,-19.9167,-44.05,886
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,UFMG.173,,bairro Nacional,Contagem,MG,Brazil,-19.85,-44.0333,897
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Contagem,MG,Brazil,-19.9333,-44.05,886
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 15164,,,Divinopolis,MG,Brazil,-20.1333,-44.8833,728
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 13191,,Bairro Condominio Nossa Fazenda,Esmeraldas,MG,Brazil,-19.7667,-44.1333,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP7495-96,,,Esmeraldas,MG,Brazil,-19.75,-44.3,874
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Esmeraldas,MG,Brazil,-19.7667,-44.3167,855
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB42093,,UHE Agua Vermelha,Fernandopolis,SP,Brazil,-20.2833,-50.2333,565
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB54634,,Francisco Morato,Francisco Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Francisco Morato,SP,Brazil,-23.2833,-46.75,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP54633-34,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP55632,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP56123,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64117,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP66879,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP69296,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP69505,6,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP7018,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP70219,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP74992,,,Franciso Morato,SP,Brazil,-23.2817,-46.7453,922
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP27305,,Serra dos Cristais,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP42093,,,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP44303,,,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP44397,,,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP54844,,,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP56063,,,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP71533,,,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP73731,,,Franco da Rocha,SP,Brazil,-23.3167,-46.7167,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB27305,42093; 54844,Franco da Rocha,Franco da Rocha,SP,Brazil,-23.3217,-46.7269,941
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Franco da Rocha,SP,Brazil,-23.325,-46.725,937
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,Serra dos Cristais,Franco da Rocha,SP,Brazil,-23.2583,-46.7833,915
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZUFV.586,,,Igarape,MG,Brazil,-20.0667,-44.3,791
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MCNR.1089,,Aconchego da Serra,Itabirito,MG,Brazil,-20.2611,-43.95,1214
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP118,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP158,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP274,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP282,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP331,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP426,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP466-67,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP622,,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Itabirito,MG,Brazil,-20.25,-43.8,914
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP54699,,,Itapecerica da Serra,SP,Brazil,-23.7167,-46.8333,822
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB54699,,Itapecerica da Serra,Itapecerica da Serra,SP,Brazil,-23.7169,-46.8492,854
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB54699,,Itapecerica da Serra,Itapecerica da Serra,SP,Brazil,-23.7169,-46.8492,854
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Itapecirica da Serra,SP,Brazil,-23.7167,-46.85,854
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB45742,,ItarareFz. Santa Maria do Espinho,Itarare,SP,Brazil,-24.1,-49.3167,733
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB45760,,ItarareFz. Santa Maria do Espinho,Itarare,SP,Brazil,-24.1,-49.3167,733
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB45762,,ItarareFz. Santa Maria do Espinho,Itarare,SP,Brazil,-24.1,-49.3167,733
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Sawaya et al. (2008); Passos et al. (2010),,Estacao Ecologica de Itirapina,Itirapina,SP,Brazil,-22.2333,-47.8833,883
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,,,Estacao Ecologica de Itirapina,Itirapina,SP,Brazil,-22.2167,-47.8833,867
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZUSP4094,,,Jales,SP,Brazil,-20.2689,-50.5458,431
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZ04094,,jalesjales,jales,SP,Brazil,-20.2667,-50.5333,443
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZ4094,,Jales,Jales,SP,Brazil,-20.2689,-50.5458,431
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Jales,SP,Brazil,-20.2667,-50.55,431
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP41427,,,Jarinu,SP,Brazil,-23.1014,-46.7283,890
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP44752,,,Jarinu,SP,Brazil,-23.1014,-46.7283,890
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP62194,,,Jarinu,SP,Brazil,-23.1014,-46.7283,890
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP73969,,,Jarinu,SP,Brazil,-23.1014,-46.7283,890
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB41427,,Jarinu,Jarinu,SP,Brazil,-23.1014,-46.7283,890
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB41427,,Jarinu,Jarinu,SP,Brazil,-23.1014,-46.7283,890
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Jarinu,SP,Brazil,-23.1,-46.7167,868
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 15356,,Fazenda Vale dos Buritis,Joao Pinheiro,MG,Brazil,-15.6167,-46.4167,597
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP10068-69,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP2728,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP42645-47,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP42664,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP43192,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP43684,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP44156,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP45208,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP45624,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP46228,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP49267,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP54512,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP54661,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP54910,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP55082,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP55214,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP55957-61,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP58712,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP58936,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP60483,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP60485-86,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP61217-18,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64703,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP66538-39,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP66613-14,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP74055,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MHNCI.7557; 11383,,,Jundiai,SP,Brazil,-23.1833,-46.8833,1028
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP54235,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 6496,,Jundiai,Jundiai,SP,Brazil,-23.1864,-46.8842,1006
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB2728,10068~69; 42645~47; 4192; 46228; 46644; 49267; 54235; 54512; 54661,Jundiai,Jundiai,SP,Brazil,-23.1864,-46.8842,1006
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB2728,10068√É‚ÄiÄ°o69; 42646; 42664; 43192; 45624; 46228; 49267; 54235; 54512; 54661,Jundiai,Jundiai,SP,Brazil,-23.1864,-46.8842,1006
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64675,,,Jundiai,SP,Brazil,-23.1972,-46.8708,1050
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Jundiai,SP,Brazil,-23.1833,-46.8833,1028
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64494-95,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64507-08,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64522-24,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64696,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP65062-63,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP65072,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP65075,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP65124-31,,Luis Eduardo Magalhaes Power Plant,Lajeado,TO,Brazil,-9.75,-48.35,153
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP41353,,,Louveira,SP,Brazil,-23.0867,-46.9495,831
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Louveira,SP,Brazil,-23.0833,-46.95,838
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP57138,,,Machado,MG,Brazil,-21.6747,-45.9197,859
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB57138,,Machado,Machado,MG,Brazil,-21.6747,-45.9197,859
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB57138,,Machado,Machado,MG,Brazil,-21.6667,-45.9167,859
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Machado,MG,Brazil,-21.6833,-45.9167,855
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,,,EE Serra Geral Tocantins,mateiros,TO,Brazil,-10.7333,-46.7833,454
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP51433-34,,,Minacu,GO,Brazil,-13.5331,-48.22,335
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB51433,,Minacu,Minacu,GO,Brazil,-13.5331,-48.22,335
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB51433,~34,Minacu,Minacu,GO,Brazil,-13.5331,-48.22,335
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Minacu,GO,Brazil,-13.5333,-48.2167,335
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,Cana Brava,Minacu,GO,Brazil,-13.5333,-48.2417,368
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 20423,,,Muricilandia,TO,Brazil,-7.1167,-48.45,306
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MCNR.2597,,,Nepomuceno,MG,Brazil,-21.2333,-45.2333,910
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP62495,,,Neves Paulista,SP,Brazil,-20.8146,-49.633,457
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Neves Paulista,SP,Brazil,-20.85,-49.6333,461
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB51433,~34,UHE Serra da mesa,Niquelandia,GO,Brazil,-14.05,-48.3167,427
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB51433,,UHE Serra da mesa,Niquelandia,GO,Brazil,-14.05,-48.3167,427
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB51434,,UHE Serra da mesa,Niquelandia,GO,Brazil,-14.05,-48.3167,427
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 19536,,,Nova Olinda,TO,Brazil,-7.6333,-48.4167,281
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP44537,,,Orlandia,SP,Brazil,-20.7203,-47.8867,622
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB44537,,Orlandia,Orlandia,SP,Brazil,-20.7203,-47.8867,622
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB44537,,Orlandia,Orlandia,SP,Brazil,-20.7203,-47.8867,622
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Orlandia,SP,Brazil,-20.7167,-47.8833,624
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP421,,,Ouro Branco,MG,Brazil,-20.4856,-43.7294,1227
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP579-80,,,Ouro Branco,MG,Brazil,-20.4856,-43.7294,1227
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Ouro Branco,MG,Brazil,-20.5167,-43.7,1190
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP26,,,Ouro Preto,MG,Brazil,-20.2875,-43.5081,907
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP27-29,,,Ouro Preto,MG,Brazil,-20.2875,-43.5081,907
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP33,,,Ouro Preto,MG,Brazil,-20.2875,-43.5081,907
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP382,,,Ouro Preto,MG,Brazil,-20.2875,-43.5081,907
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP425,,,Ouro Preto,MG,Brazil,-20.2875,-43.5081,907
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP56,,,Ouro Preto,MG,Brazil,-20.2875,-43.5081,907
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,LZVUFOP82,,,Ouro Preto,MG,Brazil,-20.2875,-43.5081,907
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Ouro Preto,MG,Brazil,-20.3833,-43.5,1231
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZ12214,~20,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,CHUNB16181,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP65183-84,,,Palmas,TO,Brazil,-10.2128,-48.3603,204
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP65273-75,,,Palmas,TO,Brazil,-10.2128,-48.3603,204
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP65448-49,,,Palmas,TO,Brazil,-10.2128,-48.3603,204
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB65130,~31; 65062; 65075,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,,,Hidreletrica Luis Eduardo Magalhaes,Palmas,TO,Brazil,-10.2128,-48.3603,204
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZ12064,~65,Parana,Parana,TO,Brazil,-12.6,-47.8667,277
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP74117,,,Parana,TO,Brazil,-12.6,-47.8667,277
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZ2811,,Paranapiacaba,Paranapiacaba,SP,Brazil,-23.7781,-46.3044,653
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZ02811,,paranpiacabaparanapiacaba,paranpiacaba,SP,Brazil,-23.7667,-46.3,697
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP72250,,Peixe-Angical Power Plant,Peixe,TO,Brazil,-12.0167,-48.5333,244
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB42404,,Pico do Jaragua,Pico do Jaragua,SP,Brazil,-23.5478,-46.6358,631
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP62827,,,Piedade,SP,Brazil,-23.7119,-47.4278,908
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Piedade,SP,Brazil,-23.7167,-47.4167,911
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ4459,,Fazenda Triangulo Formoso,Pirapora,MG,Brazil,-17.35,-44.9333,542
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 4459,,Faz. Triangulo Formoso,Pirapora,MG,Brazil,-17.345,-44.9419,525
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,fazenda Triangulo Formoso,Pirapora,MG,Brazil,-17.45,-44.9167,606
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB42485,53545; 54641,Pirituba,Pirituba,SP,Brazil,-23.5403,-46.63,633
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB64952,~66,Hidreletrica Luis Eduardo Magalhaes,Porto Nacional,TO,Brazil,-10.7081,-48.4172,199
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP64952-5000,,Luis Eduardo Magalhaes Power Plant,Porto Nacional,TO,Brazil,-10.7081,-48.4172,199
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,UFJF.216; 311; 407; 423-7,,,Ritapolis,MG,Brazil,-21.025,-44.3167,1091
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 13185,,,Ritapolis,MG,Brazil,-21.0167,-44.3167,1091
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,UFMG.372,,,Sabara,MG,Brazil,-19.8833,-43.8,1017
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZUSP3157,,Boraceia,Salesopolis,SP,Brazil,-23.5167,-45.8333,915
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZUSP3158,,Boraceia,Salesopolis,SP,Brazil,-23.5167,-45.8333,915
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,Estacao Biologica de Boraceia,Salesopolis,SP,Brazil,-23.65,-45.8833,921
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,UFMG.403-4,,,Santa Luzia,MG,Brazil,-19.7667,-43.85,818
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,UFMG.409-10,,bairro Sao Benedito,Santa Luzia,MG,Brazil,-19.7667,-43.8833,783
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,,,"rodovia MG-10,  Serra do Cipo",Santana do Riacho,MG,Brazil,-19.2833,-43.5667,1212
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MZUSP2811,,Paranapiacaba,Santo Andre,SP,Brazil,-23.6639,-46.5378,765
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,estacao Paranapiacaba,Santo Andre,SP,Brazil,-23.7792,-46.3,652
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP75394,,,Santo Antonio do Monte,MG,Brazil,-20.0789,-45.2987,916
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Santo Antonio do Monte,MG,Brazil,-20.1,-45.2833,915
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,MNRJ 10649,,,Sao Bernardo do Campo,SP,Brazil,-23.6833,-46.55,768
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB4784,,Sao Carlos,Sao Carlos,SP,Brazil,-22.0167,-47.8833,793
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP40028,,,Sao Jose do Rio Preto,SP,Brazil,-21.5956,-46.8886,692
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB40028,,Sao Jose do Rio Preto,Sao Jose do Rio Preto,SP,Brazil,-20.8197,-49.3794,457
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IB40028,,Sao Jose do Rio Preto,Sao Jose do Rio Preto,SP,Brazil,-20.8197,-49.3794,457
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,Passos et al. (2010),,,Sao Jose do Rio Preto,SP,Brazil,-20.8167,-49.3833,457
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP55744,,Sao Francisco Xavier,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP27231,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP27233-34,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP29098,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP37527,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP40355,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP44527,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP45784,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP45802-03,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP45807,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
Snakes,Dipsadidae,Atractus,Atractus pantostictus*,IBSP59514,,,Sao Jose dos Campos,SP,Brazil,-23.179,-45.887,572
