Taxa,Family,Genus,Species,Voucher,Series,Locality,Municipality,State,Country,Latitude,Longitude,elevation
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Aldeia Aukre, Reserva Indigena Kaiapo, Riozinho",PA,Brazil,-7.15,-51.65,201
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Araguatins,TO,Brazil,-5.6333,-48.1167,74
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,52750,,,Araguatins,TO,Brazil,-5.6333,-48.1167,74
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,52752,,,Araguatins,TO,Brazil,-5.6333,-48.1167,74
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,64906,,,Araguatins,TO,Brazil,-5.6333,-48.1167,74
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,97022,,,"Barra das Princesas, Fazenda Fartura",PA,Brazil,-9.7833,-50.2,161
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,97023,,,"Barra das Princesas, Fazenda Fartura",PA,Brazil,-9.7833,-50.2,161
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,97027,,,"Barra das Princesas, Fazenda Fartura",PA,Brazil,-9.7833,-50.2,161
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,97029,,,"Barra das Princesas, Fazenda Fartura",PA,Brazil,-9.7833,-50.2,161
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Barra do Ouro/TO,TO,Brazil,-7.6895,-47.6834,94
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Bernardo Sayão/TO,TO,Brazil,-7.8745,-48.8884,152
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Carolina/MA,MA,Brazil,-7.3335,-47.4694,115
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Caseara,TO,Brazil,-9.2667,-49.7833,182
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Caseara/TO,TO,Brazil,-9.2785,-49.9564,159
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,95257,,,Cocalinho,MT,Brazil,-14.3833,-50.9833,246
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,95258,,,Cocalinho,MT,Brazil,-14.3833,-50.9833,246
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,95259,,,Cocalinho,MT,Brazil,-14.3833,-50.9833,246
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,95260,,,Cocalinho,MT,Brazil,-14.3833,-50.9833,246
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Cocalinho, Rio Araguaia",MT,Brazil,-14.3833,-51,243
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Cocalinho/MT,MT,Brazil,-14.3975,-50.9964,243
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Colinas do Tocantins/TO,TO,Brazil,-8.0595,-48.4754,198
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Conceição do Araguaia, Rio Araguaia",PA,Brazil,-8.25,-49.2833,119
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Corrego Manga, tributary fo the Rio Piranhas, Fazenda 3R, Ananas",TO,Brazil,-6.2167,-47.95,182
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Eixo da Barragem Santa Isabel, Ananas, Rio Araguaia",TO,Brazil,-6.35,-48.3667,121
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Fazenda Veracruz, rio Piranha",TO,Brazil,-9.15,-49.3333,156
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Filadélfia/TO,TO,Brazil,-7.3365,-47.4904,86
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Furo das Pedras, Iha do Bananal",TO,Brazil,-10.6167,-50.55,169
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,81148,,,Goiatins,TO,Brazil,-7.7,-47.3,160
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Ilhas Barreira Branca,TO,Brazil,-6.7,-48.7667,78
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Lagoa da Confusão/TO,TO,Brazil,-10.7945,-49.6244,250
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Macauba, Ilha do Bananal",TO,Brazil,-10.5167,-50.5,170
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,54760,,,"Macaúba, Ilha do Bananal",TO,Brazil,-11.5,-50.25,196
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Marianópolis do Tocantins/TO,TO,Brazil,-9.7965,-49.6544,291
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Novo Santo Antônio/MT,MT,Brazil,-12.2905,-50.9684,210
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76181,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76182,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76183,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76184,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76185,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76186,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76187,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76188,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,76189,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,80347,,,Palmeirante,TO,Brazil,-7.85,-47.9167,106
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Palmeirante/TO,TO,Brazil,-7.8605,-47.9264,98
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,79871,,,Parque Estadual do Cantão,TO,Brazil,-9.25,-50,154
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Pium/TO,TO,Brazil,-10.4435,-49.1824,301
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Ribeirao Lajes, Fazenda Sapucaia, Wanderlandia",TO,Brazil,-6.6167,-48.1167,199
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Rio Corrente,TO,Brazil,-7.2167,-47.7333,85
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Rio do Coco, Parque Estadual do Cantão, Caseara",TO,Brazil,-9.25,-49.9667,152
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Rio dos Cocos, tributario do Rio Araguaia",TO,Brazil,-9.9667,-49.5833,237
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,rio Gameleira,TO,Brazil,-7.6667,-48.2,200
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Rio Itaueiras,TO,Brazil,-6.5,-47.4167,88
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Rio Javaes,TO,Brazil,-11.2167,-50,194
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Rio Manoel Alves Grande,MA,Brazil,-7.6833,-47.3,157
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Rio Muricizal, Araguaina",TO,Brazil,-6.7667,-48.6333,234
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Rio Palmeirante,TO,Brazil,-7.8667,-47.9333,98
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Rio Pedro Sinal,TO,Brazil,-7.7667,-48.1,201
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,Rio Tabocas,TO,Brazil,-7.0833,-47.6167,96
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Rio Tocantins, São Pedro de Agua Branca",MA,Brazil,-5.15,-48.4333,69
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"RO-374, Rio Xavante",TO,Brazil,-11.6833,-49.4833,281
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,"Santa Isabel do Morro, Ilha do Bananal",TO,Brazil,-11.5667,-50.6667,181
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,83869,,,"Santana do Araguaia, Fazenda Fartura 2009j",PA,Brazil,-9.7833,-50.2,161
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,90051,,,"Santana do Araguaia, Fazenda Fartura 2010g",PA,Brazil,-9.7833,-50.2,161
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,90052,,,"Santana do Araguaia, Fazenda Fartura 2010g",PA,Brazil,-9.7833,-50.2,161
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,82694,,,"São Felix do Araguaia, Pousada Kuryala",MT,Brazil,-11.7,-50.7,184
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,82695,,,"São Felix do Araguaia, Pousada Kuryala",MT,Brazil,-11.7,-50.7,184
Aves,Thamnophilidae,Cercomacra,Cercomacra ferdinandi,"Esteves-Lopes, 2005",,,São Miguel do Araguaia/GO,GO,Brazil,-13.2755,-50.1634,319
Mammals,Cricetidae,Cerradomys,Cerradomys akroai,MZUSP30346-348,,Estação Ecológica de Uruçuí-Una,Baixa Grande do Ribeiro,PI,Brazil,-8.85,-45.0167,445
Mammals,Cricetidae,Cerradomys,Cerradomys akroai,MN,,Novo Jardim,,TO,Brazil,-11.8167,-46.6333,616
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,LBCE,,Usina Espora,Aporé,GO,Brazil,-18.9667,-51.9167,555
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,LBCE,,PCH Planalto,Cassilândia,MS,Brazil,-19.117,-51.8035,605
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,"MN 63810-11, 62704",,Fazenda Sertão do Formoso (antiga Fazenda Jucurutu),Cocos/Jaborandi,BA,Brazil,-14.7167,-45.9167,864
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,APC742/64 e UNB 1868,,Parque Nacional Grande Sertão Veredas,Formoso,MG,Brazil,-15.2667,-45.8667,772
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,UFMG 1970,,Unidade Ambiental Jacob,Nova Ponte,MG,Brazil,-19.13,-47.68,738
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,LBCE,,Chácara Eldorado,Uberlândia,MG,Brazil,-18.9167,-48.2833,690
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,"MZUSP CIT 1314, 1315; UNB 1493, 1494, 1501",,"Fazenda Fundão, Cocos",,BA,Brazil,-14.1833,-44.5333,575
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,"MN 4331-32, 44, 60, 4438-40, 5184, 5201",,Anápolis,,GO,Brazil,-16.3167,-48.95,917
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,MZUSP CAT009 (A) e 001 (A); UFMG 1683,,Catalão,,GO,Brazil,-18.1667,-47.9333,884
Mammals,Cricetidae,Cerradomys,Cerradomys marinhus,LBCE,,Novo Jardim,,TO,Brazil,-11.8167,-46.6333,616
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,USNM 584583,,"El Refugio Pampa, 3 km NE from camp ",Santa Cruz,,Bolivia,-14.75,-61.02,195
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,AMNH 263872,,Santa Rosa de la Roca,Santa Cruz,,Bolivia,-15.8333,-61.45,366
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,CBF 6151,,"Pozo Mario, Estancia Las Conchas",Santa Cruz,,Bolivia,-17.5833,-59.5,277
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MVZ 141890,,28 km S junction route 3 & route 5 on route 3:,Concepcion,,Paraguay,-23.4167,-57.2833,56
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MVZ 145147,,20 km N de Altos,Cordillera,,Paraguay,-25.0667,-57.05,52
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UMMZ 126005,,1.6 km by road S of Tobati ,La Cordillera,,Paraguay,-25.25,-57.0667,87
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,BM 3.4.7.13,,Sapucay,Paraguarí,,Paraguay,-25.6667,-56.9167,154
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UFMG 1747, 1749",,Cerrado da Fazenda São João ,11 km NW Indianópolis,MG,Brazil,-18.9667,-48,696
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UNB 214,,Fazenda Nova Índia,12 km NE Cristalina,GO,Brazil,-16.7667,-47.62,1220
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,OMNH 19655,,"Fazenda Nhumirim, Campo Experimental da EMBRAPA Pantanal",150 km SE Corumbá,MS,Brazil,-19.0667,-56.6,92
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"MN 61695, UNB 921, 1006",,Fazenda Água Limpa,18 km SW; 15 km S; 20 km SSW Brasília,DF,Brazil,-15.8667,-47.8833,1071
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"MN 60191-92, 34280, 61689-90, 92-94; UNB 335, 338, 343, 346, 347, 348, 922, 923, 924, 937, 938, 943, 944, 945, 952, 955, 957, 961, 1085, FMNH 128310/12/13/14/15/11",,Parque Nacional de Brasília,20 km NW Brasília,DF,Brazil,-15.6667,-48,1136
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"MN 61674-78, 61680-81, 88",,"Fazenda Fiandeira, Parque Nacional Chapada dos Veadeiros",65 km SSW Cavalcante,GO,Brazil,-14.0667,-47.75,909
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,APC1148/49/54/56/57/66/67/77/,,Estação Ecológica Santa Bárbara,Águas de Santa Bárbara,SP,Brazil,-22.8,-49.2333,615
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MZUSP,,Linha de Transmissão Madeira,Alto Araguaia,MT,Brazil,-17.4167,-53.2833,642
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"MN 61679,82-87",,Parque Nacional Chapada dos Veadeiros,Alto Paraiso De Goias,GO,Brazil,-14,-47.5667,1115
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MPEG 22670,,Estiva,Alto Parnaíba,MA,Brazil,-9.27,-46.42,569
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Usina Espora,Aporé,GO,Brazil,-18.9667,-51.9167,555
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Fazenda Rio Negro,Aquidauana,MS,Brazil,-19.5751,-56.248,86
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UNB 1161, 71-72, UFPB",,Fazenda Bandeirantes,Baliza,GO,Brazil,-16.4,-52.45,697
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,APC885-87/,,"Fazenda Califórnia, próximo de Morraria do Sul",Bodoquena,MS,Brazil,-20.7,-56.8667,580
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UNB,,Granja do Ipê,Brasília,DF,Brazil,-15.9167,-47.9833,1135
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UNB 42, 44, 213, 939, 940, 941, 942, 954, 1007, 1008, 1009, 1645, 1546, 1547",,Reserva Ecológica do IBGE (ou Roncador),Brasília,DF,Brazil,-15.9333,-47.85,1088
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MZUSP,,Linha de Transmissão Madeira,Campo Verde / São Vicente,MT,Brazil,-15.8167,-55.4,612
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UFMG 1685, UFMG",,Cerrado Alto e Fazenda Mancha Velha,Catalão,GO,Brazil,-18.1667,-47.9333,884
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UNB 1486, 1488-89, 1496, 1505",,Fazenda Fundão,Cocos,BA,Brazil,-14.1833,-44.5333,575
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MN 61669-70,,Fazenda Sertão do Formoso (antiga Fazenda Jucurutu),Cocos/Jaborandi,BA,Brazil,-14.7167,-45.9167,864
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG 1623-24,,Usina Hidrelétrica de Igarapava,Conquista,MG,Brazil,-19.9333,-47.5333,610
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG 1684,,Cerrado do Gato Mourisco,Coromandel,MG,Brazil,-18.4733,-47.2003,917
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UNB 1841 e vários não tombados,,Fazenda Jatobá,Correntina,BA,Brazil,-13.95,-45.9667,817
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Fazenda Alegria,Corumbá,MS,Brazil,-19,-57.65,73
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"MN 50306, 80, 44176-77",,Morro dos Cabeludos,Corumbá de Goiás,GO,Brazil,-15.9167,-48.8,989
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,APC706/25/44/45/52,,Parque Nacional Grande Sertão Veredas,Formoso,MG,Brazil,-15.2667,-45.8667,772
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG,,"Rio Araguari, bacia do Rio Grande",Igarapava,MG,Brazil,-19.9833,-47.7667,599
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG,,"Rio Araguari, bacia do Rio Grande",Igarapava,SP,Brazil,-19.9833,-47.7667,599
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG 2851,,Área de Influência da Usina Hidrelétrica de Miranda,Indianópolis,MG,Brazil,-19.03,-47.9169,843
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG 1746,,"Fazenda Boa; BR 452, km 169",Indianópolis,MG,Brazil,-19.03,-47.9169,843
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMT,,Fazenda Araras,Itiquira,MT,Brazil,-17.2333,-53.6667,690
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MN 32445-46,,"Fazenda da Olaria, Estação no.2",Itumbiara,GO,Brazil,-18.4167,-49.2167,563
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MNRJ 4414,,Fazenda da Mata,Maracaju,MS,Brazil,-21.6167,-55.1667,366
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG 21,,Área de Proteção Especial de Serra Azul,Mateus Leme,MG,Brazil,-19.98,-44.4278,852
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UNB 1574,,AHE Serra da Mesa,Minaçu,GO,Brazil,-14.1667,-48.55,447
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,SAMA 15,,Reserva SAMA,Minaçu,GO,Brazil,-13.5167,-48.2167,332
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,APC507/533/552,,Parque Nacional das Emas,Mineiros,GO,Brazil,-18.2667,-52.8833,766
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MZUSP,,"UHE Toricuejo, Rio das Mortes",Novo São Joaquim,MT,Brazil,-15.2167,-53.15,446
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UNB 1018 (pele), 1019, 1021, 1023",,Parque Acangaú,Paracatu,MG,Brazil,-17.2167,-46.8667,688
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG 1794-1803,,Capoeira e Cerrado do João Alonso,Perdizes,MG,Brazil,-19.3528,-47.2928,913
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UNB 485-86, 93, 99, 529, 62, 74, 76-77, 603, 1316, 488, 498, 526-27, 535,57,69,86,1314, 597, 852, 1798",,Estação Ecológica de Águas Emendadas,Planaltina,DF,Brazil,-15.5833,-47.5833,1069
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,APC1259,,APA Jalapão,Ponte Alta do Tocantins/Mateiros,TO,Brazil,-10.6,-46.7,456
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UNB 1187, 1188",,"Fazenda Altamira, Alto Araguaia",Ponte Branca,MT,Brazil,-16.65,-52.7833,457
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MZUSP,,Linha de Transmissão Madeira,Rosário D'Oeste / Jangada,MT,Brazil,-15.1167,-56.6333,234
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMG 1804-06,,Fazenda Capão Grande,Santa Juliana,MG,Brazil,-19.3086,-47.5253,917
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Campo florido,Uberlândia,MG,Brazil,-18.9167,-48.2833,690
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MN 60729-30,,"Fazenda Planalto, km 53, BR 364 ",Vilhena,RO,Brazil,-12.5333,-60.3667,511
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MN 22003,,Brasília,,DF,Brazil,-15.7833,-47.9333,1092
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"MN 21325, 60193-94",,Brasília,,DF,Brazil,-15.7833,-47.9333,1092
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFPB,,3 km L de Mambaí,,GO,Brazil,-14.4833,-46.1,759
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,area de estudo do mestrado,,AHE Serra da Mesa,,GO,Brazil,-13.8833,-48.3167,383
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Campo Alegre de Goiás,,GO,Brazil,-17.6333,-47.7833,916
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Luziania,,GO,Brazil,-16.25,-47.95,932
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Mimoso de Goiás,,GO,Brazil,-15.0585,-48.1657,943
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MZUSP,,"Serra das Galés, Paraúna",,GO,Brazil,-16.9833,-50.6167,624
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Sítio D'Abadia,,GO,Brazil,-14.8043,-46.2562,755
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,BMNH 88.1.9.5,,Lagoa Santa,,MG,Brazil,-19.6272,-43.8897,920
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MCN-M 1956,,Parque Nacional da Serra do Cipó,,MG,Brazil,-19.3715,-43.6649,883
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,BM 81.439,,"264 km N Xavantina, Serra do Roncador",,MT,Brazil,-12.8167,-51.7667,310
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,APC 680,,"Alto Araguaia, Assentamento Babilônia",,MT,Brazil,-17.7,-53.15,740
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"UNB 626, 634, 669, 678, 800-801, 1870",,"APM Manso, Chapada dos Guimarães",,MT,Brazil,-14.8667,-55.8,266
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Campo Novo do Parecis,,MT,Brazil,-13.6667,-57.8833,567
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,LBCE,,Campo Verde,,MT,Brazil,-15.55,-55.1667,688
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"Marília Kerr - 58, 66, 65",,Chapada dos Guimarães,,MT,Brazil,-15.4333,-55.75,661
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"APC 393, 400",,Cocalinho,,MT,Brazil,-14.2667,-50.9833,242
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMT JD 151,,"Escola Evangélica Buriti, Chapada dos Guimarães",,MT,Brazil,-15.4333,-55.75,661
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,UFMT JD 193,,Estação Ecológica Serra das Araras,,MT,Brazil,-15.6497,-57.3398,223
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,MZUSP,,São José do Rio Claro,,MT,Brazil,-13.45,-56.7167,376
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,"MRT 3870 (P/C), 3885 (P/C), 3872 (P/C), 3836 (P/C), 3843 (P/C)",,Paranã,,TO,Brazil,-12.5833,-47.8833,277
Mammals,Cricetidae,Cerradomys,Cerradomys scotti,APC800/15/16/62,,Peixe,,TO,Brazil,-12.25,-48.4333,257
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,"Arroyo Uruguay, Km 10, Misiones",,,Argentina,-25.8833,-54.55,187
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Abaeté/MG,MG,Brazil,-19.1605,-45.4464,613
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Abreulândia/TO,TO,Brazil,-9.6215,-49.1514,255
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Água Fria de Goiás/GO,GO,Brazil,-14.9865,-47.7844,1140
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Aldeia do Ponto,MA,Brazil,-6.1167,-45.15,277
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Almas/TO,TO,Brazil,-11.5745,-47.1704,655
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Alto Araguaia/MT,MT,Brazil,-17.3155,-53.2155,629
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Alto Paraíso de Goiás/GO,GO,Brazil,-14.1335,-47.5104,1156
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Alto Parnaíba,MA,Brazil,-9.1,-45.95,281
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Alto Parnaíba/MA,MA,Brazil,-9.1115,-45.9304,277
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Ananás/TO,TO,Brazil,-6.3665,-48.0734,220
Aves,Thraupidae,Charitospiza,Charitospiza eucosma,"Esteves-Lopes, 2005",,,Andrequice,MG,Brazil,-18.2833,-44.9833,663
