assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
22327572,29404,Hylaeamys laticeps,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Hylaeamys,laticeps,,,,"(Lund, 1840)",VU,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22327982,15608,Hylaeamys oniscus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Hylaeamys,oniscus,,,,"(Thomas, 1904)",NT,B2ab(iii),3.1,Decreasing,Global
22328999,29402,Euryoryzomys emmonsae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Euryoryzomys,emmonsae,,,,"(Musser, Carleton, Brothers &amp; Gardner, 1998)",DD,,3.1,Unknown,Global
22329075,15603,Euryoryzomys legatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Euryoryzomys,legatus,,,,"(Thomas, 1925)",LC,,3.1,Decreasing,Global
22329380,2859,Necromys lasiurus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Necromys,lasiurus,,,,"(Lund, 1840)",LC,,3.1,Unknown,Global
22330610,136563,Juliomys rimofrons,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Juliomys,rimofrons,,,,"Oliveira &amp; Bonvicino, 2002",NT,B1a+2a,3.1,Unknown,Global
22330677,8827,Galenomys garleppi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Galenomys,garleppi,,,,"(Thomas, 1898)",DD,,3.1,Unknown,Global
22332362,15600,Nephelomys keaysi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Nephelomys,keaysi,,,,"(J.A. Allen, 1900)",LC,,3.1,Decreasing,Global
22332703,15604,Nephelomys levipes,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Nephelomys,levipes,,,,"(Thomas, 1902)",LC,,3.1,Decreasing,Global
22333118,4655,Chinchillula sahamae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Chinchillula,sahamae,,,,"Thomas, 1898",LC,,3.1,Stable,Global
22333193,136692,Noronhomys vespuccii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Noronhomys,vespuccii,,,,"Carleton &amp; Olson, 1999",EX,,3.1,,Global
22333428,750,Thaptomys nigrita,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Thaptomys,nigrita,,,,"(Lichtenstein, 1830)",LC,,3.1,Unknown,Global
22333624,136772,Tapecomys primus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Tapecomys,primus,,,,"Anderson &amp; Yates, 2000",LC,,3.1,Decreasing,Global
22333711,136338,Delomys collinus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Delomys,collinus,,,,"Thomas, 1917",LC,,3.1,Decreasing,Global
22333804,6330,Delomys sublineatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Delomys,sublineatus,,,,"(Thomas, 1903)",LC,,3.1,Unknown,Global
22333946,136468,Microakodontomys transitorius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microakodontomys,transitorius,,,,"Hershkovitz, 1993",EN,B2ab(iii),3.1,Decreasing,Global
22334892,3609,Calomys boliviae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Calomys,boliviae,,,,"(Thomas, 1901)",LC,,3.1,Stable,Global
22334992,136679,Calomys tocantinsi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Calomys,tocantinsi,,,,"Bonvicino, Lima &amp; Almeida, 2003",LC,,3.1,Unknown,Global
22335065,136737,Calomys fecundus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Calomys,fecundus,,,,"(Thomas, 1926)",LC,,3.1,Stable,Global
22335735,47760825,Abrawayaomys ruschii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Abrawayaomys,ruschii,,,,"Cunha &amp; Cruz, 1979",LC,,3.1,Unknown,Global
22336660,136236,Neusticomys ferreirai,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neusticomys,ferreirai,,,,"Percequillo, Carmignotto &amp; Silva, 2005",DD,,3.1,Unknown,Global
22337025,14742,Neusticomys oyapocki,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neusticomys,oyapocki,,,,"(Dubost &amp; Petter, 1978)",DD,,3.1,Unknown,Global
22337414,2395,Auliscomys boliviensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Auliscomys,boliviensis,,,,"(Waterhouse, 1846)",LC,,3.1,Stable,Global
22338124,4804,Abrothrix jelskii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Abrothrix,jelskii,,,,"(Thomas, 1894)",LC,,3.1,Stable,Global
22338533,136511,Cerradomys marinhus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Cerradomys,marinhus,,,,"(Bonvicino, 2003)",LC,,3.1,Unknown,Global
22338712,114955348,Cerradomys scotti,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Cerradomys,scotti,,,,"(Langguth &amp; Bonvicino, 2002)",LC,,3.1,Unknown,Global
22338821,136276,Cerradomys maracajuensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Cerradomys,maracajuensis,,,,"(Langguth &amp; Bonvicino, 2002)",LC,,3.1,Unknown,Global
22338967,738,Deltamys kempi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Deltamys,kempi,,,,"Thomas, 1917",LC,,3.1,Unknown,Global
22339323,21694,Thalpomys cerradensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Thalpomys,cerradensis,,,,"Hershkovitz, 1990",LC,,3.1,Unknown,Global
22339406,21695,Thalpomys lasiotis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Thalpomys,lasiotis,,,,"Thomas, 1916",LC,,3.1,Unknown,Global
22339478,14601,Neotomys ebriosus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neotomys,ebriosus,,,,"Thomas, 1894",LC,,3.1,Stable,Global
22340098,136745,Wiedomys cerradensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Wiedomys,cerradensis,,,,"Gonçalves, Almeida &amp; Bonvicino, 2005",DD,,3.1,Unknown,Global
22340180,23076,Wiedomys pyrrhorhinos,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Wiedomys,pyrrhorhinos,,,,"(Wied-Neuwied, 1821)",LC,,3.1,Unknown,Global
22341245,17223,Phyllotis caprinus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Phyllotis,caprinus,,,,"Pearson, 1958",LC,,3.1,Stable,Global
22341581,17230,Phyllotis osilae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Phyllotis,osilae,,,,"J.A. Allen, 1901",LC,,3.1,Stable,Global
22341741,17232,Phyllotis xanthopygus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Phyllotis,xanthopygus,,,,"(Waterhouse, 1837)",LC,,3.1,Stable,Global
22352810,136570,Neacomys minutus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neacomys,minutus,,,,"Patton, da Silva &amp; Malcolm, 2000",LC,,3.1,Stable,Global
22352871,136655,Neacomys musseri,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neacomys,musseri,,,,"Patton, da Silva &amp; Malcolm, 2000",LC,,3.1,Stable,Global
22352937,136727,Neacomys dubosti,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neacomys,dubosti,,,,"Voss, Lunde &amp; Simmons, 2001",LC,,3.1,Stable,Global
22353008,136352,Neacomys paracou,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neacomys,paracou,,,,"Voss, Lunde &amp; Simmons, 2001",LC,,3.1,Stable,Global
22353755,19454,Rhagomys rufescens,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Rhagomys,rufescens,,,,"(Thomas, 1886)",VU,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22353846,136521,Rhagomys longilingua,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Rhagomys,longilingua,,,,"Luna &amp; Patterson, 2003",LC,,3.1,Unknown,Global
22356499,2801,Bibimys chacoensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Bibimys,chacoensis,,,,"(Shamel, 1931)",LC,,3.1,Stable,Global
22356711,23321,Zygodontomys brevicauda,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Zygodontomys,brevicauda,,,,"J.A. Allen &amp; Chapman, 1893",LC,,3.1,Stable,Global
22357390,15244,Oligoryzomys delticola,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oligoryzomys,delticola,,,,"(Thomas, 1917)",LC,,3.1,Stable,Global
22357619,136336,Oligoryzomys moojeni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oligoryzomys,moojeni,,,,"(Weksler &amp; Bonvicino, 2005)",DD,,3.1,Unknown,Global
22357780,136425,Oligoryzomys rupestris,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oligoryzomys,rupestris,,,,"(Weksler &amp; Bonvicino, 2005)",DD,,3.1,Unknown,Global
22357868,29418,Oligoryzomys stramineus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oligoryzomys,stramineus,,,,"Bonvicino &amp; Weksler, 1998",LC,,3.1,Unknown,Global
22358209,15253,Oligoryzomys nigripes,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oligoryzomys,nigripes,,,,"(Olfers, 1818)",LC,,3.1,Stable,Global
22359324,11500,Lenoxus apicalis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Lenoxus,apicalis,,,,"(J.A. Allen, 1900)",LC,,3.1,Unknown,Global
22366616,96801180,Thomasomys aureus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Thomasomys,aureus,,,,"(Tomes, 1860)",LC,,3.1,Decreasing,Global
22367895,136583,Reithrodon typicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Reithrodon,typicus,,,,"Waterhouse, 1837",LC,,3.1,Stable,Global
22368352,9465,Graomys domorum,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Graomys,domorum,,,,"(Thomas, 1902)",LC,,3.1,Stable,Global
22368422,9467,Graomys griseoflavus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Graomys,griseoflavus,,,,"(Waterhouse, 1837)",LC,,3.1,Stable,Global
22368502,114981285,Graomys chacoensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Graomys,chacoensis,,,,"Allen, 1901",DD,,3.1,Unknown,Global
22368690,23077,Wilfredomys oenax,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Wilfredomys,oenax,,,,"(Thomas, 1928)",EN,"B2ab(ii,iii,iv)",3.1,Unknown,Global
22369435,15143,Oecomys trinitatis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oecomys,trinitatis,,,,"(J.A. Allen &amp; Chapman, 1893)",LC,,3.1,Stable,Global
22369556,15135,Oecomys mamorae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oecomys,mamorae,,,,"(Thomas, 1906)",LC,,3.1,Stable,Global
22369653,15136,Oecomys paricola,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oecomys,paricola,,,,"(Thomas, 1904)",DD,,3.1,Unknown,Global
22370099,15132,Oecomys cleberi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oecomys,cleberi,,,,"Locks, 1981",DD,,3.1,Decreasing,Global
22374057,136357,Rhipidomys cariri,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Rhipidomys,cariri,,,,"Tribe, 2005",DD,,3.1,Unknown,Global
22374156,19605,Rhipidomys austrinus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Rhipidomys,austrinus,,,,"Thomas, 1921",LC,,3.1,Stable,Global
22374589,136195,Rhipidomys emiliae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Rhipidomys,emiliae,,,,"(J.A. Allen, 1916)",LC,,3.1,Unknown,Global
22374656,19611,Rhipidomys macconnelli,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Rhipidomys,macconnelli,,,,"de Winton, 1900",LC,,3.1,Stable,Global
22375349,136759,Rhipidomys gardneri,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Rhipidomys,gardneri,,,,"Patton, da Silva &amp; Malcolm, 2000",LC,,3.1,Unknown,Global
22377842,136205,Oxymycterus amazonicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oxymycterus,amazonicus,,,,"Hershkovitz, 1994",LC,,3.1,Unknown,Global
22378179,136813,Oxymycterus dasytrichus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oxymycterus,dasytrichus,,,,"(Schinz, 1821)",LC,,3.1,Stable,Global
22378542,15788,Oxymycterus inca,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oxymycterus,inca,,,,"Thomas, 1900",LC,,3.1,Stable,Global
22378716,15793,Oxymycterus hiska,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oxymycterus,hiska,,,,"Hinojosa, Anderson &amp; Patton, 1987",LC,,3.1,Stable,Global
22378789,136725,Oxymycterus caparoae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Oxymycterus,caparoae,,,,"Hershkovitz, 1998",LC,,3.1,Unknown,Global
22379926,729,Akodon budini,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,budini,,,,"(Thomas, 1918)",LC,,3.1,Stable,Global
22380418,723,Akodon aerosus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,aerosus,,,,"Thomas, 1913",LC,,3.1,Stable,Global
22380659,728,Akodon boliviensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,boliviensis,,,,"Meyen, 1833",LC,,3.1,Stable,Global
22380932,136483,Akodon paranaensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,paranaensis,,,,"Christoff, Fagundes, Sbalqueiro, Mattevi &amp; Yonenaga-Yassuda, 2000",LC,,3.1,Unknown,Global
22381005,760,Akodon subfuscus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,subfuscus,,,,"Osgood, 1944",LC,,3.1,Stable,Global
22381167,758,Akodon simulator,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,simulator,,,,"Thomas, 1916",LC,,3.1,Stable,Global
22381246,757,Akodon siberiae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,siberiae,,,,"Myers &amp; Patton, 1989",NT,B1ab(iii),3.1,Decreasing,Global
22381397,755,Akodon sanctipaulensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,sanctipaulensis,,,,"Hershkovitz, 1990",DD,,3.1,Unknown,Global
22381474,753,Akodon lutescens,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,lutescens,,,,"J.A. Allen, 1901",LC,,3.1,Stable,Global
22381621,766,Akodon varius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,varius,,,,"Thomas, 1902",DD,,3.1,Unknown,Global
22381688,136676,Akodon pervalens,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,pervalens,,,,"Thomas, 1925",DD,,3.1,Unknown,Global
22381962,763,Akodon toba,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,toba,,,,"Thomas, 1921",LC,,3.1,Stable,Global
22382036,136260,Akodon mystax,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,mystax,,,,"Hershkovitz, 1998",DD,,3.1,Unknown,Global
22382527,742,Akodon lindberghi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,lindberghi,,,,"Hershkovitz, 1990",DD,,3.1,Unknown,Global
22382602,739,Akodon kofordi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,kofordi,,,,"Myers &amp; Patton, 1989",LC,,3.1,Unknown,Global
22382934,136693,Akodon reigi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,reigi,,,,"González, Langguth &amp; Oliveira, 1998",LC,,3.1,Stable,Global
22383562,136442,Brucepattersonius soricinus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Brucepattersonius,soricinus,,,,"Hershkovitz, 1998",DD,,3.1,Unknown,Global
22383875,136672,Brucepattersonius igniventris,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Brucepattersonius,igniventris,,,,"Hershkovitz, 1998",DD,,3.1,Unknown,Global
22388811,11061,Kunsia tomentosus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Kunsia,tomentosus,,,,"(Lichtenstein, 1830)",LC,,3.1,Decreasing,Global
22388900,16799,Phaenomys ferrugineus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Phaenomys,ferrugineus,,,,"(Thomas, 1894)",EN,"B2ab(ii,iii)",3.1,Decreasing,Global
22390812,17831,Podoxymys roraimae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Podoxymys,roraimae,,,,"Anthony, 1929",VU,D2,3.1,Unknown,Global
43793736,22102,Trichechus inunguis,ANIMALIA,CHORDATA,SIRENIA,MAMMALIA,TRICHECHIDAE,Trichechus,inunguis,,,,"(Natterer, 1883)",VU,A3cd,3.1,Decreasing,Global
44051115,41778,Tayassu pecari,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,TAYASSUIDAE,Tayassu,pecari,,,,"(Link, 1795)",VU,A2bcde+3bcde,3.1,Decreasing,Global
44141833,41775,Sus scrofa,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,scrofa,,,,"Linnaeus, 1758",LC,,3.1,Unknown,Global
44551007,44551004,Mesobaena rhachicephala,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,AMPHISBAENIDAE,Mesobaena,rhachicephala,,,,"Hoogmoed, Pinto, Da Rocha &amp; Pereira, 2009",LC,,3.1,Unknown,Global
44577287,44577278,Anolis bombiceps,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,bombiceps,,,,"Cope, 1876",LC,,3.1,Unknown,Global
44577623,44577592,Anolis ortonii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,ortonii,,,,"Cope, 1868",LC,,3.1,Stable,Global
44577693,44577684,Anolis punctatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,punctatus,,,,"Daudin, 1802",LC,,3.1,Unknown,Global
44577761,44577756,Anolis scypheus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,scypheus,,,,"Cope, 1864",LC,,3.1,Stable,Global
44577813,44577804,Anolis trachyderma,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,trachyderma,,,,"Cope, 1876",LC,,3.1,Stable,Global
44577829,44577819,Anolis transversalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,transversalis,,,,"Duméril in Duméril &amp; Duméril, 1851",LC,,3.1,Unknown,Global
44577870,178735,Hemidactylus palaichthus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Hemidactylus,palaichthus,,,,"Kluge, 1969",LC,,3.1,Stable,Global
44578081,44578076,Alopoglossus atriventris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ALOPOGLOSSIDAE,Alopoglossus,atriventris,,,,"Duellman, 1973",LC,,3.1,Stable,Global
44578333,44578320,Arthrosaura reticulata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Arthrosaura,reticulata,,,,"(O'Shaughnessy, 1881)",LC,,3.1,Unknown,Global
44578496,44578488,Cercosaura eigenmanni,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Cercosaura,eigenmanni,,,,"(Griffin, 1917)",LC,,3.1,Stable,Global
44578516,44578511,Cercosaura manicata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Cercosaura,manicata,,,,"O'Shaughnessy, 1881",LC,,3.1,Unknown,Global
44578539,44578534,Cercosaura ocellata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Cercosaura,ocellata,,,,"Wagler, 1830",LC,,3.1,Stable,Global
44578553,44578545,Cercosaura parkeri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Cercosaura,parkeri,,,,"(Ruibal, 1952)",LC,,3.1,Stable,Global
44578607,44578602,Iphisa elegans,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Iphisa,elegans,,,,"Gray, 1851",LC,,3.1,Stable,Global
44578641,44578633,Neusticurus bicarinatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Neusticurus,bicarinatus,,,,"(Linnaeus, 1758)",LC,,3.1,Unknown,Global
44578664,44578658,Neusticurus racenisi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Neusticurus,racenisi,,,,"Roze, 1958",LC,,3.1,Stable,Global
44578674,44578670,Neusticurus rudis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Neusticurus,rudis,,,,"Boulenger, 1900",LC,,3.1,Decreasing,Global
44578704,44578695,Potamites ecpleopus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Potamites,ecpleopus,,,,"(Cope, 1876)",LC,,3.1,Unknown,Global
44578724,44578718,Potamites ocellatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Potamites,ocellatus,,,,"(Sinitsin, 1930)",VU,B1ab(iii),3.1,Decreasing,Global
44578861,44578852,Tretioscincus agilis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Tretioscincus,agilis,,,,"(Ruthven, 1916)",LC,,3.1,Stable,Global
44578884,44578882,Tretioscincus oriximinensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Tretioscincus,oriximinensis,,,,"Avila-Pires, 1995",LC,,3.1,Unknown,Global
44578914,44578903,Enyalioides laticeps,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,HOPLOCERCIDAE,Enyalioides,laticeps,,,,"(Guichenot, 1855)",LC,,3.1,Stable,Global
44578974,44578956,Enyalioides palpebralis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,HOPLOCERCIDAE,Enyalioides,palpebralis,,,,"(Boulenger, 1883)",LC,,3.1,Unknown,Global
44579243,44579239,Varzea altamazonica,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Varzea,altamazonica,,,,"(Miralles, Barrio-Amoros, Rivas, Chaparro-Auza, 2006)",LC,,3.1,Unknown,Global
44579292,44579283,Gonatodes humeralis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Gonatodes,humeralis,,,,"(Guichenot, 1855)",LC,,3.1,Stable,Global
44579372,44579370,Lepidoblepharis heyerorum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Lepidoblepharis,heyerorum,,,,"Vanzolini, 1978",LC,,3.1,Unknown,Global
44579380,44579378,Lepidoblepharis hoogmoedi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Lepidoblepharis,hoogmoedi,,,,"Avila-Pires, 1995",LC,,3.1,Unknown,Global
44579485,44579483,Pseudogonatodes gasconi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Pseudogonatodes,gasconi,,,,"Avila-Pires &amp; Hoogmoed, 2000",LC,,3.1,Unknown,Global
44579494,44579491,Pseudogonatodes guianensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Pseudogonatodes,guianensis,,,,"Parker, 1935",LC,,3.1,Unknown,Global
44579652,44579645,Dracaena guianensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Dracaena,guianensis,,,,"Daudin, 1802",LC,,3.1,Unknown,Global
44579662,44579658,Dracaena paraguayensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Dracaena,paraguayensis,,,,"Amaral, 1950",LC,,3.1,Stable,Global
44579678,44579671,Kentropyx altamazonica,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Kentropyx,altamazonica,,,,"(Cope, 1876)",LC,,3.1,Stable,Global
44579704,44579698,Kentropyx calcarata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Kentropyx,calcarata,,,,"Spix, 1925",LC,,3.1,Stable,Global
44579726,44579718,Kentropyx paulensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Kentropyx,paulensis,,,,"(Boettger, 1893)",LC,,3.1,Unknown,Global
44579741,44579732,Kentropyx pelviceps,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Kentropyx,pelviceps,,,,"(Cope, 1868)",LC,,3.1,Stable,Global
44579754,44579747,Kentropyx striata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Kentropyx,striata,,,,"(Daudin, 1802)",LC,,3.1,Stable,Global
44579764,44579760,Kentropyx vanzoi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Kentropyx,vanzoi,,,,"Gallagher &amp; Dixon, 1980",NT,A2c,3.1,Unknown,Global
44579792,44579781,Tupinambis teguixin,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Tupinambis,teguixin,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
