assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
515582,135726,Bokermannohyla itapoty,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Bokermannohyla,itapoty,,,,"Lugli &amp; Haddad, 2006",LC,,3.1,Stable,Global
515757,135794,Pseudis platensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Pseudis,platensis,,,,"Gallardo, 1961",LC,,3.1,Stable,Global
516369,135889,Telmatobius sanborni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,sanborni,,,,"Schmidt, 1954",CR,A2ace+4ace,3.1,Decreasing,Global
739675,15602,Euryoryzomys lamia,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Euryoryzomys,lamia,,,,"(Thomas, 1901)",VU,"B2ab(i,iii)",3.1,Decreasing,Global
1339018,172024,Phrynops williamsi,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Phrynops,williamsi,,,,"Rhodin &amp; Mittermeier, 1983",VU,A4cd,3.1,Decreasing,Global
1436233,176224,Amphisbaena alba,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,AMPHISBAENIDAE,Amphisbaena,alba,,,,"Linnaeus, 1758",LC,,3.1,Stable,Global
1446864,176799,Drymobius rhombifer,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Drymobius,rhombifer,,,,"(Günther, 1860)",LC,,3.1,Stable,Global
1489242,177499,Siphlophis compressus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Siphlophis,compressus,,,,"(Daudin, 1803)",LC,,3.1,Stable,Global
1781204,185660,Sphaenorhynchus botocudo,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Sphaenorhynchus,botocudo,,,,"Caramaschi, Almeida &amp; Gasparini, 2009",LC,,3.1,Unknown,Global
1782294,185753,Trachycephalus mambaiensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Trachycephalus,mambaiensis,,,,"Cintra, Silva, Silva, Garcia &amp; Zaher, 2009",LC,,3.1,Decreasing,Global
1782952,185789,Hyalinobatrachium carlesvilai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,carlesvilai,,,,"Castroviejo-Fisher, Padial, Chaparro, Aguayo &amp; De la Riva, 2009",LC,,3.1,Stable,Global
1913932,188753,Brachycephalus pitanga,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BRACHYCEPHALIDAE,Brachycephalus,pitanga,,,,"Alves, Sawaya, Reis &amp; Haddad, 2009",LC,,3.1,Stable,Global
1914040,188754,Boana caipora,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Boana,caipora,,,,"(Antunes, Faivovich &amp; Haddad, 2009)",LC,,3.1,Stable,Global
1953814,190493,Bokermannohyla juiju,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Bokermannohyla,juiju,,,,"Faivovich, Lugli, Lourenço &amp; Haddad, 2009",EN,B1ab(iii),3.1,Decreasing,Global
1953988,190508,Thecadactylus rapicauda,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PHYLLODACTYLIDAE,Thecadactylus,rapicauda,,,,"(Houttuyn, 1782)",LC,,3.1,Stable,Global
1954631,190553,Lygophis lineatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Lygophis,lineatus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
1955620,190633,Spilotes pullatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Spilotes,pullatus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
1959215,190870,Dendrophryniscus organensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Dendrophryniscus,organensis,,,,"Carvalho-e-Silva, Mongin, Izecksohn &amp; Carvalho-e-Silva, 2010",DD,,3.1,Unknown,Global
1964315,190981,Nyctimantis arapapa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Nyctimantis,arapapa,,,,"(Pimenta, Napoli &amp; Haddad, 2009)",VU,B1ab(iii),3.1,Decreasing,Global
1966289,191002,Pristimantis reichlei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,reichlei,,,,"Padial &amp; De la Riva, 2009",LC,,3.1,Stable,Global
2180608,192947,Pristimantis academicus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,academicus,,,," Lehr, Moravec &amp; Gagliardi, 2010",LC,,3.1,Unknown,Global
2477783,196915,Hemidactylus mabouia,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Hemidactylus,mabouia,,,,"(Moreau de Jonnès, 1818)",LC,,3.1,Stable,Global
2486405,197462,Boa constrictor,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Boa,constrictor,,,,"Linnaeus, 1758",LC,,3.1,Decreasing,Global
2487325,197468,Clelia clelia,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Clelia,clelia,,,,"(Daudin, 1803)",LC,,3.1,Stable,Global
2489923,197491,Imantodes cenchoa,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Imantodes,cenchoa,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2490787,197497,Leptodeira annulata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Leptodeira,annulata,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2491090,197499,Leptophis ahaetulla,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Leptophis,ahaetulla,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2523790,198389,Oxybelis fulgidus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Oxybelis,fulgidus,,,,"(Daudin, 1803)",LC,,3.1,Stable,Global
2523934,198390,Oxybelis aeneus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Oxybelis,aeneus,,,,"(Wagler, 1824)",LC,,3.1,Stable,Global
2524138,198391,Oxyrhopus petolarius,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Oxyrhopus,petolarius,,,,"(Linnaeus, 1758)",LC,,3.1,Unknown,Global
2526296,198423,Sibon nebulatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Sibon,nebulatus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2532293,198540,Xenodon rabdocephalus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Xenodon,rabdocephalus,,,,"(Wied-Neuwied, 1824)",LC,,3.1,Stable,Global
2675750,200645,Telmatobius rubigo,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,rubigo,,,,"Barrionuevo &amp; Baldo, 2009",VU,"B1ab(iii,v)",3.1,Decreasing,Global
2758555,203010,Amphisbaena fuliginosa,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,AMPHISBAENIDAE,Amphisbaena,fuliginosa,,,,"Linnaeus, 1758",LC,,3.1,Stable,Global
2759731,203062,Alopoglossus brevifrontalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ALOPOGLOSSIDAE,Alopoglossus,brevifrontalis,,,,"(Boulenger, 1912)",LC,,3.1,Unknown,Global
2759773,203068,Hoplocercus spinosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,HOPLOCERCIDAE,Hoplocercus,spinosus,,,,"Fitzinger, 1843",LC,,3.1,Unknown,Global
2759962,203078,Anolis auratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,auratus,,,,"Daudin, 1802",LC,,3.1,Stable,Global
2760203,203091,Anolis fuscoauratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,fuscoauratus,,,,"D'Orbigny  in Duméril &amp; Bibron, 1837",LC,,3.1,Stable,Global
2761080,203135,Anisolepis longicauda,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Anisolepis,longicauda,,,,"(Boulenger, 1891)",VU,B1ab(iii),3.1,Decreasing,Global
2761108,203140,Enyalius bilineatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Enyalius,bilineatus,,,,"Duméril &amp; Bibron, 1837",LC,,3.1,Unknown,Global
2761115,203141,Enyalius brasiliensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Enyalius,brasiliensis,,,,"(Lesson, 1830)",LC,,3.1,Unknown,Global
2761122,203142,Enyalius catenatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Enyalius,catenatus,,,,"(Wied-Neuwied, 1821)",LC,,3.1,Unknown,Global
2761136,203144,Enyalius iheringii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Enyalius,iheringii,,,,"Boulenger, 1885",LC,,3.1,Unknown,Global
2761143,203145,Enyalius leechii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Enyalius,leechii,,,,"(Boulenger, 1885)",LC,,3.1,Unknown,Global
2761150,203146,Enyalius perditus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Enyalius,perditus,,,,"Jackson, 1978",LC,,3.1,Unknown,Global
2761220,203157,Urostrophus gallardoi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEIOSAURIDAE,Urostrophus,gallardoi,,,,"Etheridge &amp; Williams, 1991",DD,,3.1,Decreasing,Global
2761234,203159,Polychrus acutirostris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,POLYCHROTIDAE,Polychrus,acutirostris,,,,"Spix, 1825",LC,,3.1,Stable,Global
2761318,203163,Polychrus liogaster,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,POLYCHROTIDAE,Polychrus,liogaster,,,,"Boulenger, 1908",LC,,3.1,Unknown,Global
2761325,203164,Polychrus marmoratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,POLYCHROTIDAE,Polychrus,marmoratus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2761399,203172,Chatogekko amazonicus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Chatogekko,amazonicus,,,,"(Andersson, 1918)",LC,,3.1,Stable,Global
2761406,203173,Coleodactylus brachystoma,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Coleodactylus,brachystoma,,,,"(Amaral, 1935)",LC,,3.1,Unknown,Global
2761413,203174,Coleodactylus meridionalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Coleodactylus,meridionalis,,,,"(Boulenger, 1888)",LC,,3.1,Unknown,Global
2761608,203180,Ameiva ameiva,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,ameiva,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2761805,203182,Cnemidophorus lemniscatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Cnemidophorus,lemniscatus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2762055,203199,Liotyphlops caissara,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOMALEPIDIDAE,Liotyphlops,caissara,,,,"Centeno, Sawaya &amp; Germano, 2010",LC,,3.1,Unknown,Global
2762069,203201,Liotyphlops ternetzii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOMALEPIDIDAE,Liotyphlops,ternetzii,,,,"(Boulenger, 1896)",LC,,3.1,Unknown,Global
2762083,203203,Liotyphlops wilderi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOMALEPIDIDAE,Liotyphlops,wilderi,,,,"(Garman, 1883)",LC,,3.1,Unknown,Global
2762090,203205,Typhlophis squamosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOMALEPIDIDAE,Typhlophis,squamosus,,,,"(Schlegel, 1839)",LC,,3.1,Unknown,Global
2762173,203207,Corallus batesii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Corallus,batesii,,,,"(Gray, 1860)",LC,,3.1,Unknown,Global
2762180,203208,Corallus caninus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Corallus,caninus,,,,"(Linnaeus, 1758)",LC,,3.1,Unknown,Global
2762194,203210,Corallus hortulanus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Corallus,hortulanus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2762292,203212,Epicrates maurus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Epicrates,maurus,,,,"Gray, 1849",LC,,3.1,Stable,Global
2762756,203279,Chironius exoletus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Chironius,exoletus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2762992,203286,Dendrophidion dendrophis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Dendrophidion,dendrophis,,,,"(Schlegel, 1837)",LC,,3.1,Stable,Global
2763499,203298,Palusophis bifossatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Palusophis,bifossatus,,,,"(Raddi, 1820)",LC,,3.1,Unknown,Global
2763506,203299,Mastigodryas boddaerti,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Mastigodryas,boddaerti,,,,"(Sentzen, 1796)",LC,,3.1,Stable,Global
2763527,203302,Mastigodryas pleei,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Mastigodryas,pleei,,,,"(Duméril, Bibron &amp; Duméril, 1854)",LC,,3.1,Stable,Global
2763890,203321,Tantilla melanocephala,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Tantilla,melanocephala,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2765495,203442,Clelia langeri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Clelia,langeri,,,,"Reichle &amp; Embert, 2005",LC,,3.1,Decreasing,Global
2765502,203443,Clelia plumbea,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Clelia,plumbea,,,,"(Wied-Neuwied, 1820)",LC,,3.1,Unknown,Global
2765700,203445,Paraphimophis rustica,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Paraphimophis,rustica,,,,"(Cope, 1878)",LC,,3.1,Stable,Global
2766817,203509,Erythrolamprus aesculapii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Erythrolamprus,aesculapii,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
2768349,203550,Ninia hudsoni,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Ninia,hudsoni,,,,"Parker, 1940",LC,,3.1,Unknown,Global
2768439,203558,Phimophis guerini,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Phimophis,guerini,,,,"(Duméril, Bibron &amp; Duméril, 1854)",LC,,3.1,Unknown,Global
2768446,203559,Phimophis guianensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Phimophis,guianensis,,,,"(Troschel, 1848)",LC,,3.1,Stable,Global
2768467,203562,Phimophis vittatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Phimophis,vittatus,,,,"(Boulenger, 1896)",LC,,3.1,Stable,Global
2768885,203577,Pseudoboa coronata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Pseudoboa,coronata,,,,"Schneider, 1801",LC,,3.1,Stable,Global
2768899,203579,Pseudoboa neuwiedii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Pseudoboa,neuwiedii,,,,"(Duméril, Bibron &amp; Duméril, 1854)",LC,,3.1,Stable,Global
2768913,203581,Pseudoboa nigra,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Pseudoboa,nigra,,,,"(Duméril, Bibron &amp; Duméril, 1854)",LC,,3.1,Unknown,Global
2769018,203597,Siphlophis cervinus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Siphlophis,cervinus,,,,"(Laurenti, 1768)",LC,,3.1,Stable,Global
2769375,203650,Trilepida macrolepis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEPTOTYPHLOPIDAE,Trilepida,macrolepis,,,,"(Peters, 1857)",LC,,3.1,Unknown,Global
2951416,100099625,Rhinella marina,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Rhinella,marina,,,,"(Linnaeus, 1758)",LC,,3.1,Increasing,Global
3009688,46584,Caiman crocodilus,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,ALLIGATORIDAE,Caiman,crocodilus,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
3009813,46585,Caiman latirostris,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,ALLIGATORIDAE,Caiman,latirostris,,,,"(Daudin, 1802)",LC,,3.1,Stable,Global
3009881,46586,Caiman yacare,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,ALLIGATORIDAE,Caiman,yacare,,,,"(Daudin, 1802)",LC,,3.1,Stable,Global
3009946,46587,Paleosuchus palpebrosus,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,ALLIGATORIDAE,Paleosuchus,palpebrosus,,,,"(Cuvier, 1807)",LC,,3.1,Stable,Global
3010035,46588,Paleosuchus trigonatus,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,ALLIGATORIDAE,Paleosuchus,trigonatus,,,,"(Schneider, 1801)",LC,,3.1,Stable,Global
3020432,54824,Melanophryniscus montevidensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Melanophryniscus,montevidensis,,,,"(Phillippi, 1902)",NT,A2c,3.1,Decreasing,Global
3020581,88369086,Melanophryniscus pachyrhynus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Melanophryniscus,pachyrhynus,,,,"(Miranda-Ribeiro, 1920)",LC,,3.1,Stable,Global
3021751,55004,Hyalinobatrachium bergeri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,bergeri,,,,"(Cannatella, 1980)",LC,,3.1,Unknown,Global
3022082,125196721,Hyalinobatrachium mondolfii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,mondolfii,,,,"Señaris &amp; Ayarzagüena, 2001",LC,,3.1,Stable,Global
3022224,55023,Hyalinobatrachium munozorum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,munozorum,,,,"(Lynch &amp; Duellman, 1973)",LC,,3.1,Stable,Global
3023176,55059,Allobates brunneus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Allobates,brunneus,,,,"(Cope, 1887)",EN,B1ab(iii),3.1,Decreasing,Global
3025830,55240,Ameerega trivittata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Ameerega,trivittata,,,,"(Spix, 1824)",LC,,3.1,Stable,Global
3029342,55407,Boana benitezi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Boana,benitezi,,,,"(Rivero, 1961)",LC,,3.1,Stable,Global
3029438,78903749,Dendropsophus bifurcus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,bifurcus,,,,"(Andersson, 1945)",LC,,3.1,Stable,Global
3029565,55419,Dendropsophus bokermanni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,bokermanni,,,,"(Goin, 1960)",LC,,3.1,Stable,Global
3029673,87739676,Dendropsophus brevifrons,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,brevifrons,,,,"(Duellman &amp; Crump, 1974)",LC,,3.1,Stable,Global
3030105,55491,Bokermannohyla gouveai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Bokermannohyla,gouveai,,,,"(Peixoto &amp; Cruz, 1992)",LC,,3.1,Stable,Global
3030397,55500,Dendropsophus haraldschultzi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,haraldschultzi,,,,"(Bokermann, 1962)",LC,,3.1,Stable,Global
3030670,55526,Dendropsophus koechlini,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,koechlini,,,,"(Duellman &amp; Trueb, 1989)",LC,,3.1,Stable,Global
3030767,55558,Dendropsophus microcephalus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,microcephalus,,,,"(Cope, 1886)",LC,,3.1,Increasing,Global
3033426,55904,Pseudis paradoxa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Pseudis,paradoxa,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
3037596,56299,Adelophryne adiastola,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Adelophryne,adiastola,,,,"Hoogmoed &amp; Lescure, 1984",LC,,3.1,Stable,Global
3037679,56304,Adenomera andreae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Adenomera,andreae,,,,"(Müller, 1923)",LC,,3.1,Stable,Global
3042234,88380950,Oreobates cruralis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Oreobates,cruralis,,,,"(Boulenger, 1902)",LC,,3.1,Stable,Global
3047195,56684,Eleutherodactylus johnstonei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,johnstonei,,,,"Barbour, 1914",LC,,3.1,Increasing,Global
3055205,85854608,Leptodactylus bolivianus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Leptodactylus,bolivianus,,,,"Boulenger, 1898",LC,,3.1,Stable,Global
3055455,57121,Leptodactylus didymus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Leptodactylus,didymus,,,,"Heyer, Garcia-Lopez &amp; Cardoso, 1996",LC,,3.1,Stable,Global
3055788,57129,Leptodactylus fuscus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Leptodactylus,fuscus,,,,"(Schneider, 1799)",LC,,3.1,Stable,Global
3056024,57131,Leptodactylus griseigularis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Leptodactylus,griseigularis,,,,"(Henle, 1981)",LC,,3.1,Stable,Global
3056505,88340686,Leptodactylus validus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Leptodactylus,validus,,,,"Garman, 1888",LC,,3.1,Stable,Global
3060320,57373,Leptodactylus discodactylus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Leptodactylus,discodactylus,,,,"Boulenger, 1884",LC,,3.1,Stable,Global
3063999,58021,Chiasmocleis tridactyla,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Chiasmocleis,tridactyla,,,,"(Duellman &amp; Mendelson, 1995)",LC,,3.1,Stable,Global
3076443,81660396,Bolitoglossa altamazonica,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,altamazonica,,,,"(Cope, 1874)",NT,B1ab(iii),3.1,Decreasing,Global
3107316,61759,Melanophryniscus krauczuki,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Melanophryniscus,krauczuki,,,,"Baldo &amp; Basso, 2004",LC,,3.1,Stable,Global
3110201,62234,Drymarchon corais,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Drymarchon,corais,,,,"(Boie, 1827)",LC,,3.1,Stable,Global
4128407,135429,Saguinus melanoleucus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CALLITRICHIDAE,Saguinus,melanoleucus,,,,"(Miranda Ribeiro, 1912)",LC,,3.1,Decreasing,Global
9203243,20468,Speothos venaticus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Speothos,venaticus,,,,"(Lund, 1842)",NT,,3.1,Decreasing,Global
9356917,22103,Trichechus manatus,ANIMALIA,CHORDATA,SIRENIA,MAMMALIA,TRICHECHIDAE,Trichechus,manatus,,,,"Linnaeus, 1758",VU,C1,3.1,Decreasing,Global
10562361,41777,Pecari tajacu,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,TAYASSUIDAE,Pecari,tajacu,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
11493429,56531,Oreobates crepitans,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Oreobates,crepitans,,,,"(Bokermann, 1965)",DD,,3.1,Unknown,Global
12539883,61775,Boana beckeri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Boana,beckeri,,,,"(Caramaschi &amp; Cruz, 2004)",DD,,3.1,Unknown,Global
12814890,6924,Atelocynus microtis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Atelocynus,microtis,,,,"(Sclater, 1883)",NT,,3.1,Decreasing,Global
14895982,3921,Carterodon sulcidens,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ECHIMYIDAE,Carterodon,sulcidens,,,,"(Lund, 1841)",DD,,3.1,Unknown,Global
15154509,15154478,Epicrates alvarezi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Epicrates,alvarezi,,,,"Abalos, Baez &amp; Nader, 1964",NT,A2c,3.1,Decreasing,Global
15154747,15154721,Epicrates cenchria,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Epicrates,cenchria,,,,"(Linnaeus, 1758)",LC,,3.1,Stable,Global
15155053,15154897,Epicrates crassus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Epicrates,crassus,,,,"Cope, 1862",LC,,3.1,Unknown,Global
15155489,15155355,Amnesteophis melanauchen,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Amnesteophis,melanauchen,,,,"(Jan, 1863)",DD,,3.1,Unknown,Global
15155652,15155600,Apostolepis ambiniger,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Apostolepis,ambiniger,,,,"(Peters, 1869)",DD,,3.1,Unknown,Global
15155780,15155778,Apostolepis breviceps,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Apostolepis,breviceps,,,,"Harvey, Gonzales &amp; Scrocchi, 2001",LC,,3.1,Unknown,Global
